entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,ExtraordinaryDividendPaid,NameAndSurnameOfMemberOfExecutiveBoard
27616801,2017-03-01,2018-02-28,ID_10,,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzFlLzk0LzhjL2E0OTUtNGNiMy04N2NlLWZkNDY4YjhmNDJlZA.pdf,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2YwLzA0LzM1L2Q4MmEtNGQ0OS1iOWI1LTUzMjk0NTcxZGJmNg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen GrenÃ¥ ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,2004-02-18,2019-04-24,153765.0,2415743.0,4621010.0,www.louisnielsen.dk,20222670.0,27616801.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen GrenÃ¥ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen GrenÃ¥ ApS,Louis Nielsen A/S,7229.0,294.0,Aalborg,2017-03-01,2018-02-28,1594772.0,2044567.0,2051502.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,449795.0,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27074623,indberetninger-20180424,2.5124211,27616801.0,AWp9gRwCRYGX6_YTHXXs,2019-05-03T11:43:33.310Z,2019-05-03T11:42:53.977Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-53-ZP,2019-05-03T11:42:54.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27616801,2017-03-01,2018-02-28,ID_18,,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzFlLzk0LzhjL2E0OTUtNGNiMy04N2NlLWZkNDY4YjhmNDJlZA.pdf,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2YwLzA0LzM1L2Q4MmEtNGQ0OS1iOWI1LTUzMjk0NTcxZGJmNg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen GrenÃ¥ ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,2004-02-18,2019-04-24,,,,www.louisnielsen.dk,20222670.0,27616801.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen GrenÃ¥ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen GrenÃ¥ ApS,Louis Nielsen A/S,,,Aalborg,2017-03-01,2018-02-28,967772.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27074623,indberetninger-20180424,2.5124211,27616801.0,AWp9gRwCRYGX6_YTHXXs,2019-05-03T11:43:33.310Z,2019-05-03T11:42:53.977Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-53-ZP,2019-05-03T11:42:54.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27616801,2017-03-01,2018-02-28,ID_20,,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzFlLzk0LzhjL2E0OTUtNGNiMy04N2NlLWZkNDY4YjhmNDJlZA.pdf,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2YwLzA0LzM1L2Q4MmEtNGQ0OS1iOWI1LTUzMjk0NTcxZGJmNg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen GrenÃ¥ ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,2004-02-18,2019-04-24,,,,www.louisnielsen.dk,20222670.0,27616801.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen GrenÃ¥ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen GrenÃ¥ ApS,Louis Nielsen A/S,,,Aalborg,2017-03-01,2018-02-28,595000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27074623,indberetninger-20180424,2.5124211,27616801.0,AWp9gRwCRYGX6_YTHXXs,2019-05-03T11:43:33.310Z,2019-05-03T11:42:53.977Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-53-ZP,2019-05-03T11:42:54.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27616801,2017-03-01,2018-02-28,ID_22,,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzFlLzk0LzhjL2E0OTUtNGNiMy04N2NlLWZkNDY4YjhmNDJlZA.pdf,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2YwLzA0LzM1L2Q4MmEtNGQ0OS1iOWI1LTUzMjk0NTcxZGJmNg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen GrenÃ¥ ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,2004-02-18,2019-04-24,,,,www.louisnielsen.dk,20222670.0,27616801.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen GrenÃ¥ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen GrenÃ¥ ApS,Louis Nielsen A/S,,,Aalborg,2017-03-01,2018-02-28,32000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27074623,indberetninger-20180424,2.5124211,27616801.0,AWp9gRwCRYGX6_YTHXXs,2019-05-03T11:43:33.310Z,2019-05-03T11:42:53.977Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-53-ZP,2019-05-03T11:42:54.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27616801,2017-03-01,2018-02-28,ID_9,,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzFlLzk0LzhjL2E0OTUtNGNiMy04N2NlLWZkNDY4YjhmNDJlZA.pdf,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2YwLzA0LzM1L2Q4MmEtNGQ0OS1iOWI1LTUzMjk0NTcxZGJmNg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen GrenÃ¥ ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,2004-02-18,2019-04-24,,,,www.louisnielsen.dk,20222670.0,27616801.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen GrenÃ¥ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen GrenÃ¥ ApS,Louis Nielsen A/S,,,Aalborg,2017-03-01,2018-02-28,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27074623,indberetninger-20180424,2.5124211,27616801.0,AWp9gRwCRYGX6_YTHXXs,2019-05-03T11:43:33.310Z,2019-05-03T11:42:53.977Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-53-ZP,2019-05-03T11:42:54.186Z,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27616801,2018-02-28,2018-02-28,ID_7,,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzFlLzk0LzhjL2E0OTUtNGNiMy04N2NlLWZkNDY4YjhmNDJlZA.pdf,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2YwLzA0LzM1L2Q4MmEtNGQ0OS1iOWI1LTUzMjk0NTcxZGJmNg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen GrenÃ¥ ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,2004-02-18,2019-04-24,,,,www.louisnielsen.dk,20222670.0,27616801.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen GrenÃ¥ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen GrenÃ¥ ApS,Louis Nielsen A/S,,,Aalborg,2017-03-01,2018-02-28,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27074623,indberetninger-20180424,2.5124211,27616801.0,AWp9gRwCRYGX6_YTHXXs,2019-05-03T11:43:33.310Z,2019-05-03T11:42:53.977Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-53-ZP,2019-05-03T11:42:54.186Z,,2769088.0,1937434.0,125000.0,2379651.0,165427.0,1153773.0,217187.0,215087.0,172250.0,2769088.0,1562685.0,215087.0,389437.0,608412.0,16317.0,389437.0,967772.0,52630.0,52630.0,61001.0,1562685.0,559805.0,318383.0,227130.0,54735.0,21350.0,45386.0,,,
27616801,2018-03-01,2018-03-01,ID_14,,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzFlLzk0LzhjL2E0OTUtNGNiMy04N2NlLWZkNDY4YjhmNDJlZA.pdf,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2YwLzA0LzM1L2Q4MmEtNGQ0OS1iOWI1LTUzMjk0NTcxZGJmNg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen GrenÃ¥ ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,2004-02-18,2019-04-24,,,,www.louisnielsen.dk,20222670.0,27616801.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen GrenÃ¥ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen GrenÃ¥ ApS,Louis Nielsen A/S,,,Aalborg,2017-03-01,2018-02-28,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27074623,indberetninger-20180424,2.5124211,27616801.0,AWp9gRwCRYGX6_YTHXXs,2019-05-03T11:43:33.310Z,2019-05-03T11:42:53.977Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-53-ZP,2019-05-03T11:42:54.186Z,,,,,,,-125000.0,,,,,,,,,,,,,,,,,,,,,,,,
27616801,2018-03-01,2018-03-01,ID_15,,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzFlLzk0LzhjL2E0OTUtNGNiMy04N2NlLWZkNDY4YjhmNDJlZA.pdf,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2YwLzA0LzM1L2Q4MmEtNGQ0OS1iOWI1LTUzMjk0NTcxZGJmNg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen GrenÃ¥ ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,2004-02-18,2019-04-24,,,,www.louisnielsen.dk,20222670.0,27616801.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen GrenÃ¥ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen GrenÃ¥ ApS,Louis Nielsen A/S,,,Aalborg,2017-03-01,2018-02-28,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27074623,indberetninger-20180424,2.5124211,27616801.0,AWp9gRwCRYGX6_YTHXXs,2019-05-03T11:43:33.310Z,2019-05-03T11:42:53.977Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-53-ZP,2019-05-03T11:42:54.186Z,,,,,,,-61001.0,,,,,,,,,,,,,,,,,,,,,,,,
27616801,2018-03-01,2018-03-01,ID_16,,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzFlLzk0LzhjL2E0OTUtNGNiMy04N2NlLWZkNDY4YjhmNDJlZA.pdf,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2YwLzA0LzM1L2Q4MmEtNGQ0OS1iOWI1LTUzMjk0NTcxZGJmNg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen GrenÃ¥ ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,2004-02-18,2019-04-24,,,,www.louisnielsen.dk,20222670.0,27616801.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen GrenÃ¥ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen GrenÃ¥ ApS,Louis Nielsen A/S,,,Aalborg,2017-03-01,2018-02-28,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27074623,indberetninger-20180424,2.5124211,27616801.0,AWp9gRwCRYGX6_YTHXXs,2019-05-03T11:43:33.310Z,2019-05-03T11:42:53.977Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-53-ZP,2019-05-03T11:42:54.186Z,,,,,,,-967772.0,,,,,,,,,,,,,,,,,,,,,,,,
27616801,2018-03-01,2019-02-28,ID_0,,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzFlLzk0LzhjL2E0OTUtNGNiMy04N2NlLWZkNDY4YjhmNDJlZA.pdf,http://regnskaber.virk.dk/10861672/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2YwLzA0LzM1L2Q4MmEtNGQ0OS1iOWI1LTUzMjk0NTcxZGJmNg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen GrenÃ¥ ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,2004-02-18,2019-04-24,171159.0,2907469.0,4639612.0,www.louisnielsen.dk,20222670.0,27616801.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen GrenÃ¥ ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen GrenÃ¥ ApS,Louis Nielsen A/S,7324.0,194.0,Aalborg,2017-03-01,2018-02-28,1212070.0,1553854.0,1560984.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,341784.0,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27074623,indberetninger-20180424,2.5124211,27616801.0,AWp9gRwCRYGX6_YTHXXs,2019-05-03T11:43:33.310Z,2019-05-03T11:42:53.977Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-53-ZP,2019-05-03T11:42:54.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
