entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DisposalsOfPropertyPlantAndEquipment,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,GrossResult,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfDevelopmentInActivitiesAndFinancialAffairs,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCashAndCashEquivalents,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfInvestments,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RetrospectiveInformationOnContributedCapital,SignatureOfAuditorsPlace,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TransferredFromSharePremium,NameAndSurnameOfMemberOfExecutiveBoard
29424780,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2NkLzZhL2RhLzgzMTEtNDU0MC1hMTM4LTFmMjE2M2ZhOWY2Yw.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2I1L2RmL2E2L2ZkMjEtNGQ2Mi1hYzc5LTFlNDY5ZTZjMzg3NA.xml,208002.0,2000.0,4.0,8000.0,2018-02-27,2018-02-27,2006-03-24,2018-02-27,898128.0,30700228.0,29424780.0,29424780.0,2015-10-01,2016-09-30,467771.0,2017-09-30,2016-10-01,898128.0,true,2018-02-27,87336400.0,RevisionspÃ¥tegning,urn:ofk:oid:25111413,indberetninger-20180424,2.5118406,29424780.0,,2018-04-04T01:20:45.631Z,2018-02-28T16:35:17.497Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-58-ML,2018-02-28T16:35:17.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2015-10-01,2016-09-30,c4,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2NkLzZhL2RhLzgzMTEtNDU0MC1hMTM4LTFmMjE2M2ZhOWY2Yw.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2I1L2RmL2E2L2ZkMjEtNGQ2Mi1hYzc5LTFlNDY5ZTZjMzg3NA.xml,208002.0,2000.0,4.0,8000.0,2018-02-27,2018-02-27,2006-03-24,2018-02-27,898128.0,30700228.0,29424780.0,29424780.0,2015-10-01,2016-09-30,467771.0,2017-09-30,2016-10-01,898128.0,true,2018-02-27,87336400.0,RevisionspÃ¥tegning,urn:ofk:oid:25111413,indberetninger-20180424,2.5118406,29424780.0,,2018-04-04T01:20:45.631Z,2018-02-28T16:35:17.497Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-58-ML,2018-02-28T16:35:17.829Z,-450.0,0.0,97688.0,97688.0,12645792.0,13103595.0,0.0,0.0,145178.0,252384.0,338816.0,145178.0,252384.0,754632.0,467321.0,360115.0,22010894.0,97119.0,-450.0,-450.0,11455225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2016-09-30,2016-09-30,c5,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2NkLzZhL2RhLzgzMTEtNDU0MC1hMTM4LTFmMjE2M2ZhOWY2Yw.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2I1L2RmL2E2L2ZkMjEtNGQ2Mi1hYzc5LTFlNDY5ZTZjMzg3NA.xml,208002.0,2000.0,4.0,8000.0,2018-02-27,2018-02-27,2006-03-24,2018-02-27,898128.0,30700228.0,29424780.0,29424780.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,898128.0,true,2018-02-27,87336400.0,RevisionspÃ¥tegning,urn:ofk:oid:25111413,indberetninger-20180424,2.5118406,29424780.0,,2018-04-04T01:20:45.631Z,2018-02-28T16:35:17.497Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-58-ML,2018-02-28T16:35:17.829Z,,,,,,,,,,,,,,,,,,,,,,9099839.0,3377360.0,3125000.0,8852499.0,0.0,92497.0,3974373.0,85901.0,9099839.0,5125466.0,161439.0,247340.0,161439.0,3578536.0,255143.0,85901.0,-10975107.0,11824480.0,5125466.0,949159.0,5475139.0,3936132.0,24000.0,597771.0,1167367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2016-10-01,2016-10-01,c235,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2NkLzZhL2RhLzgzMTEtNDU0MC1hMTM4LTFmMjE2M2ZhOWY2Yw.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2I1L2RmL2E2L2ZkMjEtNGQ2Mi1hYzc5LTFlNDY5ZTZjMzg3NA.xml,208002.0,2000.0,4.0,8000.0,2018-02-27,2018-02-27,2006-03-24,2018-02-27,898128.0,30700228.0,29424780.0,29424780.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,898128.0,true,2018-02-27,87336400.0,RevisionspÃ¥tegning,urn:ofk:oid:25111413,indberetninger-20180424,2.5118406,29424780.0,,2018-04-04T01:20:45.631Z,2018-02-28T16:35:17.497Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-58-ML,2018-02-28T16:35:17.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231480.0,2317381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2016-10-01,2016-10-01,c312,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2NkLzZhL2RhLzgzMTEtNDU0MC1hMTM4LTFmMjE2M2ZhOWY2Yw.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2I1L2RmL2E2L2ZkMjEtNGQ2Mi1hYzc5LTFlNDY5ZTZjMzg3NA.xml,208002.0,2000.0,4.0,8000.0,2018-02-27,2018-02-27,2006-03-24,2018-02-27,898128.0,30700228.0,29424780.0,29424780.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,898128.0,true,2018-02-27,87336400.0,RevisionspÃ¥tegning,urn:ofk:oid:25111413,indberetninger-20180424,2.5118406,29424780.0,,2018-04-04T01:20:45.631Z,2018-02-28T16:35:17.497Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-58-ML,2018-02-28T16:35:17.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,3125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2016-10-01,2016-10-01,c321,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2NkLzZhL2RhLzgzMTEtNDU0MC1hMTM4LTFmMjE2M2ZhOWY2Yw.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2I1L2RmL2E2L2ZkMjEtNGQ2Mi1hYzc5LTFlNDY5ZTZjMzg3NA.xml,208002.0,2000.0,4.0,8000.0,2018-02-27,2018-02-27,2006-03-24,2018-02-27,898128.0,30700228.0,29424780.0,29424780.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,898128.0,true,2018-02-27,87336400.0,RevisionspÃ¥tegning,urn:ofk:oid:25111413,indberetninger-20180424,2.5118406,29424780.0,,2018-04-04T01:20:45.631Z,2018-02-28T16:35:17.497Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-58-ML,2018-02-28T16:35:17.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,11824480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2016-10-01,2016-10-01,c351,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2NkLzZhL2RhLzgzMTEtNDU0MC1hMTM4LTFmMjE2M2ZhOWY2Yw.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2I1L2RmL2E2L2ZkMjEtNGQ2Mi1hYzc5LTFlNDY5ZTZjMzg3NA.xml,208002.0,2000.0,4.0,8000.0,2018-02-27,2018-02-27,2006-03-24,2018-02-27,898128.0,30700228.0,29424780.0,29424780.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,898128.0,true,2018-02-27,87336400.0,RevisionspÃ¥tegning,urn:ofk:oid:25111413,indberetninger-20180424,2.5118406,29424780.0,,2018-04-04T01:20:45.631Z,2018-02-28T16:35:17.497Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-58-ML,2018-02-28T16:35:17.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10975107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29424780,2016-10-01,2017-09-30,c1,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2NkLzZhL2RhLzgzMTEtNDU0MC1hMTM4LTFmMjE2M2ZhOWY2Yw.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2I1L2RmL2E2L2ZkMjEtNGQ2Mi1hYzc5LTFlNDY5ZTZjMzg3NA.xml,208002.0,2000.0,4.0,8000.0,2018-02-27,2018-02-27,2006-03-24,2018-02-27,898128.0,30700228.0,29424780.0,29424780.0,2015-10-01,2016-09-30,923032.0,2017-09-30,2016-10-01,898128.0,true,2018-02-27,87336400.0,RevisionspÃ¥tegning,urn:ofk:oid:25111413,indberetninger-20180424,2.5118406,29424780.0,,2018-04-04T01:20:45.631Z,2018-02-28T16:35:17.497Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-58-ML,2018-02-28T16:35:17.829Z,-62000.0,-165674.0,60029.0,60029.0,9419099.0,10615242.0,74.0,7381.0,585955.0,137892.0,233610.0,586029.0,145273.0,530526.0,695358.0,1136114.0,16542177.0,65095.0,-227674.0,-227674.0,8589868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aarhus C, Denmark",24A,Christiansgade,"8000 Aarhus C, Denmark",Christiansgade 24A,Til kapitalejerne i Amdocs Advertising and Media - EMEA ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Virksomhedens omsÃ¦tning i 2016/17 udgÃ¸r 16.542.177 kr. mod 22.010.894 kr. sidste Ã¥r. ResultatopgÃ¸relsen for 2016/17 udviser et overskud pÃ¥ 923.032 kr. mod et overskud pÃ¥ 467.771 kr. sidste Ã¥r, og virksomhedens balance pr. 30. september 2017 udviser en egenkapital pÃ¥ 4.897.405 kr.","ForeslÃ¥et udbytte indregnes som en forpligtelse pÃ¥ tidspunktet for vedtagelse pÃ¥ den ordinÃ¦re generalforsamling (deklareringstidspunktet). Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.","Likvider omfatter likvide beholdninger og kortfristede vÃ¦rdipapirer, som uden hindring kan omsÃ¦ttes til likvide beholdninger, og hvorpÃ¥ der kun er ubetydelige risici for vÃ¦rdiÃ¦ndringer.",PeriodeafgrÃ¦nsningsposter indregnet under aktiver omfatter forudbetalte omkostninger vedrÃ¸rende efterfÃ¸lgende regnskabsÃ¥r.,"Personaleomkostninger omfatter lÃ¸n og gager, inkl. feriepenge og pensioner, samt andre omkostninger til social sikring m.v. til virksomhedens medarbejdere. I personaleomkostninger er fratrukket modtagne godtgÃ¸relser fra offentlige myndigheder.","Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer, ydelser pÃ¥ operationelle leasingkontrakter m.v.","Finansielle indtÃ¦gter og omkostninger indregnes i resultatopgÃ¸relsen med de belÃ¸b, der vedrÃ¸rer regnskabsÃ¥ret. Finansielle poster omfatter renteindtÃ¦gter og -omkostninger samt realiserede og urealiserede kursgevinster og -tab vedrÃ¸rende vÃ¦rdipapirer, gÃ¦ld og transaktioner i fremmed valuta m.v.",Finansielle anlÃ¦gsaktiver mÃ¥les til kostpris. Der er tale om langfristede depositum som afregnes ved fraflytning.,"Finansielle gÃ¦ldsforpligtelser indregnes ved lÃ¥neoptagelse til det modtagne provenu efter fradrag af afholdte transaktionsomkostninger. RentebÃ¦rende gÃ¦ld mÃ¥les efterfÃ¸lgende til amortiseret kostpris opgjort pÃ¥ basis af den effektive rente pÃ¥ lÃ¥neoptagelsestidspunktet. Anden gÃ¦ld mÃ¥les efterfÃ¸lgende til amortiseret kostpris svarende til den nominelle restgÃ¦ld, sÃ¥ledes at forskellen mellem provenuet og den nominelle vÃ¦rdi indregnes i resultatopgÃ¸relsen over lÃ¥neperioden.","Tilgodehavender mÃ¥les til amortiseret kostpris, der sÃ¦dvanligvis svarer til nominel vÃ¦rdi. VÃ¦rdien reduceres med nedskrivninger til imÃ¸degÃ¥else af forventede tab.",Selskabets hovedaktiviteter er levering af systemer og lÃ¸sninger inden for udgivere af telefonbÃ¸ger og udfÃ¸re relaterede aktiviteter og tilvejebringelse af softwaretjenester til tilknyttede virksomheder.,"Der er efter regnskabsÃ¥rets afslutning ikke indtruffet begivenheder, der vÃ¦sentligt vil kunne pÃ¥virke vurderingen af selskabets finansielle stilling.",Virksomheden har ikke stillet pant eller anden sikkerhed i aktiver pr. 30. september 2017.,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for Amdocs Advertising and Media - EMEA ApS for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.,Ãrsrapporten for Amdocs Advertising and Media - EMEA ApS for 2016/17 er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for klasse B-virksomheder med tilvalg af visse bestemmelser for klasse C.,Ãrsrapport,"Det er endvidere vores opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Aine Margaret Moran,JP Morgan Chase Bank,"Kromann Reumert, Vagn Thorup",Amdocs Advertising and Media - EMEA ApS,Amdocs Advertising and Media - EMEA ApS,"Ãrhus, den",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus kommune,Virksomhedens anpartskapital har uÃ¦ndret vÃ¦ret 3.125.000 kr. de seneste 5 Ã¥r.,"KÃ¸benhavn, den",,,,,,,
29424780,2016-10-01,2017-09-30,c106,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2NkLzZhL2RhLzgzMTEtNDU0MC1hMTM4LTFmMjE2M2ZhOWY2Yw.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2I1L2RmL2E2L2ZkMjEtNGQ2Mi1hYzc5LTFlNDY5ZTZjMzg3NA.xml,208002.0,2000.0,4.0,8000.0,2018-02-27,2018-02-27,2006-03-24,2018-02-27,898128.0,30700228.0,29424780.0,29424780.0,2015-10-01,2016-09-30,,2017-09-30,2016-10-01,898128.0,true,2018-02-27,87336400.0,RevisionspÃ¥tegning,urn:ofk:oid:25111413,indberetninger-20180424,2.5118406,29424780.0,,2018-04-04T01:20:45.631Z,2018-02-28T16:35:17.497Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-58-ML,2018-02-28T16:35:17.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederiksberg,Osvald Helmuths Vej,statsaut. revisor,Martin AlsbÃ¦k,Ernst & Young Godkendt Revisionspartnerselskab,,
29424780,2016-10-01,2017-09-30,c194,,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2NkLzZhL2RhLzgzMTEtNDU0MC1hMTM4LTFmMjE2M2ZhOWY2Yw.pdf,http://regnskaber.virk.dk/08742492/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2I1L2RmL2E2L2ZkMjEtNGQ2Mi1hYzc5LTFlNDY5ZTZjMzg3NA.xml,208002.0,2000.0,4.0,8000.0,2018-02-27,2018-02-27,2006-03-24,2018-02-27,898128.0,30700228.0,29424780.0,29424780.0,2015-10-01,2016-09-30,923032.0,2017-09-30,2016-10-01,898128.0,true,2018-02-27,87336400.0,RevisionspÃ¥tegning,urn:ofk:oid:25111413,indberetninger-20180424,2.5118406,29424780.0,,2018-04-04T01:20:45.631Z,2018-02-28T16:35:17.497Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-58-ML,2018-02-28T16:35:17.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
