entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,PlantAndMachinery,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
12819838,2016-07-01,2017-06-30,ID_6,,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E4L2NmLzIzLzIzZmUtNDc4MS1iYWQ5LTI0YWMwMmQ1ZGNkZA.pdf,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2MxLzMzLzI1L2JlMjQtNDA1Yi05NWZlLTkzMjYzYzUzM2NlZg.xml,true,"Thisted, 7700",Kallerupvadested 12,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-11,2018-12-11,1989-01-13,2018-12-11,revisor@revisionscentralen.dk,9793 1677,12819838.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for ND handel A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Harlis,ND handel A/S,RevisionsCentralen i Thisted ApS,Thisted,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2018-06-30,2017-07-01,false,"Selskabet har besluttet fortsat at fravÃ¦lge revision, idet direktionen anser betingelserne for at undlade revision for opfyldt.",9619 1919,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26453371,indberetninger-20180424,2.5097342,12819838.0,AWei65woet7j816DxZad,2018-12-12T14:57:00.814Z,2018-12-12T14:56:46.654Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-07-WZ,2018-12-12T14:56:46.823Z,,,,,,,,,,,,,,,,,,,,,
12819838,2016-07-01,2017-06-30,ID_7,,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E4L2NmLzIzLzIzZmUtNDc4MS1iYWQ5LTI0YWMwMmQ1ZGNkZA.pdf,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2MxLzMzLzI1L2JlMjQtNDA1Yi05NWZlLTkzMjYzYzUzM2NlZg.xml,true,"Thisted, 7700",Kallerupvadested 12,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-11,2018-12-11,1989-01-13,2018-12-11,revisor@revisionscentralen.dk,9793 1677,12819838.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for ND handel A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Harlis,ND handel A/S,RevisionsCentralen i Thisted ApS,Thisted,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2018-06-30,2017-07-01,false,"Selskabet har besluttet fortsat at fravÃ¦lge revision, idet direktionen anser betingelserne for at undlade revision for opfyldt.",9619 1919,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26453371,indberetninger-20180424,2.5097342,12819838.0,AWei65woet7j816DxZad,2018-12-12T14:57:00.814Z,2018-12-12T14:56:46.654Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-07-WZ,2018-12-12T14:56:46.823Z,14126.0,0.0,-14126.0,-14126.0,-14126.0,,,,,,,,,,,,,,,,
12819838,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E4L2NmLzIzLzIzZmUtNDc4MS1iYWQ5LTI0YWMwMmQ1ZGNkZA.pdf,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2MxLzMzLzI1L2JlMjQtNDA1Yi05NWZlLTkzMjYzYzUzM2NlZg.xml,true,"Thisted, 7700",Kallerupvadested 12,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-11,2018-12-11,1989-01-13,2018-12-11,revisor@revisionscentralen.dk,9793 1677,12819838.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for ND handel A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Harlis,ND handel A/S,RevisionsCentralen i Thisted ApS,Thisted,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2018-06-30,2017-07-01,false,"Selskabet har besluttet fortsat at fravÃ¦lge revision, idet direktionen anser betingelserne for at undlade revision for opfyldt.",9619 1919,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26453371,indberetninger-20180424,2.5097342,12819838.0,AWei65woet7j816DxZad,2018-12-12T14:57:00.814Z,2018-12-12T14:56:46.654Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-07-WZ,2018-12-12T14:56:46.823Z,,,14126.0,,,,,,,,,,,,,,,,,,
12819838,2017-06-30,2017-06-30,ID_4,,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E4L2NmLzIzLzIzZmUtNDc4MS1iYWQ5LTI0YWMwMmQ1ZGNkZA.pdf,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2MxLzMzLzI1L2JlMjQtNDA1Yi05NWZlLTkzMjYzYzUzM2NlZg.xml,true,"Thisted, 7700",Kallerupvadested 12,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-11,2018-12-11,1989-01-13,2018-12-11,revisor@revisionscentralen.dk,9793 1677,12819838.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for ND handel A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Harlis,ND handel A/S,RevisionsCentralen i Thisted ApS,Thisted,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2018-06-30,2017-07-01,false,"Selskabet har besluttet fortsat at fravÃ¦lge revision, idet direktionen anser betingelserne for at undlade revision for opfyldt.",9619 1919,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26453371,indberetninger-20180424,2.5097342,12819838.0,AWei65woet7j816DxZad,2018-12-12T14:57:00.814Z,2018-12-12T14:56:46.654Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-07-WZ,2018-12-12T14:56:46.823Z,,,,,,366.0,366.0,500000.0,366.0,-267134.0,366.0,267500.0,267500.0,267500.0,0.0,0.0,0.0,-767134.0,0.0,0.0,
12819838,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E4L2NmLzIzLzIzZmUtNDc4MS1iYWQ5LTI0YWMwMmQ1ZGNkZA.pdf,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2MxLzMzLzI1L2JlMjQtNDA1Yi05NWZlLTkzMjYzYzUzM2NlZg.xml,true,"Thisted, 7700",Kallerupvadested 12,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-11,2018-12-11,1989-01-13,2018-12-11,revisor@revisionscentralen.dk,9793 1677,12819838.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for ND handel A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Harlis,ND handel A/S,RevisionsCentralen i Thisted ApS,Thisted,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2018-06-30,2017-07-01,false,"Selskabet har besluttet fortsat at fravÃ¦lge revision, idet direktionen anser betingelserne for at undlade revision for opfyldt.",9619 1919,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26453371,indberetninger-20180424,2.5097342,12819838.0,AWei65woet7j816DxZad,2018-12-12T14:57:00.814Z,2018-12-12T14:56:46.654Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-07-WZ,2018-12-12T14:56:46.823Z,,,,,,,,,,,,,,,,,,,,,Finn Harlis
12819838,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E4L2NmLzIzLzIzZmUtNDc4MS1iYWQ5LTI0YWMwMmQ1ZGNkZA.pdf,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2MxLzMzLzI1L2JlMjQtNDA1Yi05NWZlLTkzMjYzYzUzM2NlZg.xml,true,"Thisted, 7700",Kallerupvadested 12,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-11,2018-12-11,1989-01-13,2018-12-11,revisor@revisionscentralen.dk,9793 1677,12819838.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for ND handel A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Harlis,ND handel A/S,RevisionsCentralen i Thisted ApS,Thisted,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2018-06-30,2017-07-01,false,"Selskabet har besluttet fortsat at fravÃ¦lge revision, idet direktionen anser betingelserne for at undlade revision for opfyldt.",9619 1919,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26453371,indberetninger-20180424,2.5097342,12819838.0,AWei65woet7j816DxZad,2018-12-12T14:57:00.814Z,2018-12-12T14:56:46.654Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-07-WZ,2018-12-12T14:56:46.823Z,,,,,,,,,,,,,,,,,,,,,
12819838,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E4L2NmLzIzLzIzZmUtNDc4MS1iYWQ5LTI0YWMwMmQ1ZGNkZA.pdf,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2MxLzMzLzI1L2JlMjQtNDA1Yi05NWZlLTkzMjYzYzUzM2NlZg.xml,true,"Thisted, 7700",Kallerupvadested 12,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-11,2018-12-11,1989-01-13,2018-12-11,revisor@revisionscentralen.dk,9793 1677,12819838.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for ND handel A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Harlis,ND handel A/S,RevisionsCentralen i Thisted ApS,Thisted,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2018-06-30,2017-07-01,false,"Selskabet har besluttet fortsat at fravÃ¦lge revision, idet direktionen anser betingelserne for at undlade revision for opfyldt.",9619 1919,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26453371,indberetninger-20180424,2.5097342,12819838.0,AWei65woet7j816DxZad,2018-12-12T14:57:00.814Z,2018-12-12T14:56:46.654Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-07-WZ,2018-12-12T14:56:46.823Z,1250.0,15500.0,14250.0,14250.0,14250.0,,,,,,,,,,,,,,,,
12819838,2017-07-01,2018-06-30,ID_5,,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E4L2NmLzIzLzIzZmUtNDc4MS1iYWQ5LTI0YWMwMmQ1ZGNkZA.pdf,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2MxLzMzLzI1L2JlMjQtNDA1Yi05NWZlLTkzMjYzYzUzM2NlZg.xml,true,"Thisted, 7700",Kallerupvadested 12,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-11,2018-12-11,1989-01-13,2018-12-11,revisor@revisionscentralen.dk,9793 1677,12819838.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for ND handel A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Harlis,ND handel A/S,RevisionsCentralen i Thisted ApS,Thisted,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2018-06-30,2017-07-01,false,"Selskabet har besluttet fortsat at fravÃ¦lge revision, idet direktionen anser betingelserne for at undlade revision for opfyldt.",9619 1919,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26453371,indberetninger-20180424,2.5097342,12819838.0,AWei65woet7j816DxZad,2018-12-12T14:57:00.814Z,2018-12-12T14:56:46.654Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-07-WZ,2018-12-12T14:56:46.823Z,,,,,,,,,,,,,,,,,,,,,
12819838,2017-07-01,2018-06-30,ID_8,,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E4L2NmLzIzLzIzZmUtNDc4MS1iYWQ5LTI0YWMwMmQ1ZGNkZA.pdf,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2MxLzMzLzI1L2JlMjQtNDA1Yi05NWZlLTkzMjYzYzUzM2NlZg.xml,true,"Thisted, 7700",Kallerupvadested 12,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-11,2018-12-11,1989-01-13,2018-12-11,revisor@revisionscentralen.dk,9793 1677,12819838.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for ND handel A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Harlis,ND handel A/S,RevisionsCentralen i Thisted ApS,Thisted,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2018-06-30,2017-07-01,false,"Selskabet har besluttet fortsat at fravÃ¦lge revision, idet direktionen anser betingelserne for at undlade revision for opfyldt.",9619 1919,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26453371,indberetninger-20180424,2.5097342,12819838.0,AWei65woet7j816DxZad,2018-12-12T14:57:00.814Z,2018-12-12T14:56:46.654Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-07-WZ,2018-12-12T14:56:46.823Z,,,-14250.0,,,,,,,,,,,,,,,,,,
12819838,2018-06-30,2018-06-30,ID_3,,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2E4L2NmLzIzLzIzZmUtNDc4MS1iYWQ5LTI0YWMwMmQ1ZGNkZA.pdf,http://regnskaber.virk.dk/83891821/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2MxLzMzLzI1L2JlMjQtNDA1Yi05NWZlLTkzMjYzYzUzM2NlZg.xml,true,"Thisted, 7700",Kallerupvadested 12,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-11,2018-12-11,1989-01-13,2018-12-11,revisor@revisionscentralen.dk,9793 1677,12819838.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for ND handel A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Harlis,ND handel A/S,RevisionsCentralen i Thisted ApS,Thisted,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Thisted, 787",2018-06-30,2017-07-01,false,"Selskabet har besluttet fortsat at fravÃ¦lge revision, idet direktionen anser betingelserne for at undlade revision for opfyldt.",9619 1919,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26453371,indberetninger-20180424,2.5097342,12819838.0,AWei65woet7j816DxZad,2018-12-12T14:57:00.814Z,2018-12-12T14:56:46.654Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-07-WZ,2018-12-12T14:56:46.823Z,,,,,,49616.0,866.0,500000.0,866.0,-252885.0,49616.0,302501.0,252501.0,252501.0,48750.0,48750.0,48750.0,-752885.0,50000.0,50000.0,
