entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,AdditionsToDisposalsOfEquityThroughMergersAndBusinessCombinations,DividendPaid,IdentificationNumberOfAuditor,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
26377870,2016-01-01,2016-12-31,ID_16,,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2M4LzMyLzVkLzgyMWUtNGJlOS1iNzQyLWM5NWQxMWIyZTlkNg.pdf,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzMxLzkyL2ZmL2MyYTEtNDBiMS1hOGVkLTM0N2RjOTRmYzYxZg.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejerne i Certego A/S,111.0,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-28,2018-05-28,2018-05-28,26377870.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Certego A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Anning FalshÃ¸j,Danske Bank,Plesner Svane GrÃ¸nborg,Certego A/S,Accountor Denmark A/S,Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-28,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25575718,indberetninger-20180424,2.5124266,26377870.0,AWOqvt9G0wkEsASktHJO,2018-05-29T07:14:48.809Z,2018-05-29T07:13:42.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-91-YR,2018-05-29T07:13:43.005Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26377870,2016-01-01,2016-12-31,ID_18,,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2M4LzMyLzVkLzgyMWUtNGJlOS1iNzQyLWM5NWQxMWIyZTlkNg.pdf,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzMxLzkyL2ZmL2MyYTEtNDBiMS1hOGVkLTM0N2RjOTRmYzYxZg.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejerne i Certego A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-28,2018-05-28,2018-05-28,26377870.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Certego A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Anning FalshÃ¸j,Danske Bank,Plesner Svane GrÃ¸nborg,Certego A/S,Accountor Denmark A/S,Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-28,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25575718,indberetninger-20180424,2.5124266,26377870.0,AWOqvt9G0wkEsASktHJO,2018-05-29T07:14:48.809Z,2018-05-29T07:13:42.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-91-YR,2018-05-29T07:13:43.005Z,1723859.0,49905277.0,52705304.0,635301.0,241451.0,540528.0,682318.0,1076168.0,141790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26377870,2016-12-31,2016-12-31,ID_15,,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2M4LzMyLzVkLzgyMWUtNGJlOS1iNzQyLWM5NWQxMWIyZTlkNg.pdf,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzMxLzkyL2ZmL2MyYTEtNDBiMS1hOGVkLTM0N2RjOTRmYzYxZg.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejerne i Certego A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-28,2018-05-28,2018-05-28,26377870.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Certego A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Anning FalshÃ¸j,Danske Bank,Plesner Svane GrÃ¸nborg,Certego A/S,Accountor Denmark A/S,Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-28,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25575718,indberetninger-20180424,2.5124266,26377870.0,AWOqvt9G0wkEsASktHJO,2018-05-29T07:14:48.809Z,2018-05-29T07:13:42.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-91-YR,2018-05-29T07:13:43.005Z,,,,,,,,,,74124912.0,117700.0,5658538.0,2600000.0,70053335.0,283308.0,1274856.0,24805152.0,2128168.0,38078259.0,1089523.0,74124912.0,49319760.0,757228.0,38078259.0,4071577.0,757228.0,8397340.0,205861.0,96658.0,3314349.0,3500000.0,18705152.0,0.0,1953917.0,49319760.0,33881286.0,31857376.0,2810862.0,216325.0,0.0,4870892.0,21623951.0,,,,,,,,,
26377870,2017-01-01,2017-01-01,ID_19,,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2M4LzMyLzVkLzgyMWUtNGJlOS1iNzQyLWM5NWQxMWIyZTlkNg.pdf,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzMxLzkyL2ZmL2MyYTEtNDBiMS1hOGVkLTM0N2RjOTRmYzYxZg.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejerne i Certego A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-28,2018-05-28,2018-05-28,26377870.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Certego A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Anning FalshÃ¸j,Danske Bank,Plesner Svane GrÃ¸nborg,Certego A/S,Accountor Denmark A/S,Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-28,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25575718,indberetninger-20180424,2.5124266,26377870.0,AWOqvt9G0wkEsASktHJO,2018-05-29T07:14:48.809Z,2018-05-29T07:13:42.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-91-YR,2018-05-29T07:13:43.005Z,,,,,,,,,,,,,,,,,-2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26377870,2017-01-01,2017-01-01,ID_20,,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2M4LzMyLzVkLzgyMWUtNGJlOS1iNzQyLWM5NWQxMWIyZTlkNg.pdf,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzMxLzkyL2ZmL2MyYTEtNDBiMS1hOGVkLTM0N2RjOTRmYzYxZg.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejerne i Certego A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-28,2018-05-28,2018-05-28,26377870.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Certego A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Anning FalshÃ¸j,Danske Bank,Plesner Svane GrÃ¸nborg,Certego A/S,Accountor Denmark A/S,Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-28,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25575718,indberetninger-20180424,2.5124266,26377870.0,AWOqvt9G0wkEsASktHJO,2018-05-29T07:14:48.809Z,2018-05-29T07:13:42.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-91-YR,2018-05-29T07:13:43.005Z,,,,,,,,,,,,,,,,,-18705152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26377870,2017-01-01,2017-01-01,ID_21,,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2M4LzMyLzVkLzgyMWUtNGJlOS1iNzQyLWM5NWQxMWIyZTlkNg.pdf,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzMxLzkyL2ZmL2MyYTEtNDBiMS1hOGVkLTM0N2RjOTRmYzYxZg.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejerne i Certego A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-28,2018-05-28,2018-05-28,26377870.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Certego A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Anning FalshÃ¸j,Danske Bank,Plesner Svane GrÃ¸nborg,Certego A/S,Accountor Denmark A/S,Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-28,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25575718,indberetninger-20180424,2.5124266,26377870.0,AWOqvt9G0wkEsASktHJO,2018-05-29T07:14:48.809Z,2018-05-29T07:13:42.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-91-YR,2018-05-29T07:13:43.005Z,,,,,,,,,,,,,,,,,-3500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26377870,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2M4LzMyLzVkLzgyMWUtNGJlOS1iNzQyLWM5NWQxMWIyZTlkNg.pdf,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzMxLzkyL2ZmL2MyYTEtNDBiMS1hOGVkLTM0N2RjOTRmYzYxZg.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejerne i Certego A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-28,2018-05-28,2018-05-28,26377870.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Certego A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Anning FalshÃ¸j,Danske Bank,Plesner Svane GrÃ¸nborg,Certego A/S,Accountor Denmark A/S,Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-28,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25575718,indberetninger-20180424,2.5124266,26377870.0,AWOqvt9G0wkEsASktHJO,2018-05-29T07:14:48.809Z,2018-05-29T07:13:42.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-91-YR,2018-05-29T07:13:43.005Z,1230621.0,52198959.0,49442543.0,515887.0,168216.0,-3415919.0,-4334708.0,-3987037.0,-918789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26377870,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2M4LzMyLzVkLzgyMWUtNGJlOS1iNzQyLWM5NWQxMWIyZTlkNg.pdf,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzMxLzkyL2ZmL2MyYTEtNDBiMS1hOGVkLTM0N2RjOTRmYzYxZg.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejerne i Certego A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-28,2018-05-28,2018-05-28,26377870.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Certego A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Anning FalshÃ¸j,Danske Bank,Plesner Svane GrÃ¸nborg,Certego A/S,Accountor Denmark A/S,Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-28,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25575718,indberetninger-20180424,2.5124266,26377870.0,AWOqvt9G0wkEsASktHJO,2018-05-29T07:14:48.809Z,2018-05-29T07:13:42.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-91-YR,2018-05-29T07:13:43.005Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33771231.0,Flemming Eghoff,,,,,,,
26377870,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2M4LzMyLzVkLzgyMWUtNGJlOS1iNzQyLWM5NWQxMWIyZTlkNg.pdf,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzMxLzkyL2ZmL2MyYTEtNDBiMS1hOGVkLTM0N2RjOTRmYzYxZg.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejerne i Certego A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-28,2018-05-28,2018-05-28,26377870.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Certego A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Anning FalshÃ¸j,Danske Bank,Plesner Svane GrÃ¸nborg,Certego A/S,Accountor Denmark A/S,Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-28,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25575718,indberetninger-20180424,2.5124266,26377870.0,AWOqvt9G0wkEsASktHJO,2018-05-29T07:14:48.809Z,2018-05-29T07:13:42.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-91-YR,2018-05-29T07:13:43.005Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim Beier Hansen,Bestyrelsesmedlem,,,,,
26377870,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2M4LzMyLzVkLzgyMWUtNGJlOS1iNzQyLWM5NWQxMWIyZTlkNg.pdf,http://regnskaber.virk.dk/07877362/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzMxLzkyL2ZmL2MyYTEtNDBiMS1hOGVkLTM0N2RjOTRmYzYxZg.xml,true,"Herlev, 2730",Herlev Hovedgade 195,Til kapitalejerne i Certego A/S,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-28,2018-05-28,2018-05-28,26377870.0,33771231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Certego A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Henrik Anning FalshÃ¸j,Danske Bank,Plesner Svane GrÃ¸nborg,Certego A/S,Accountor Denmark A/S,Herlev,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-05-28,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:25575718,indberetninger-20180424,2.5124266,26377870.0,AWOqvt9G0wkEsASktHJO,2018-05-29T07:14:48.809Z,2018-05-29T07:13:42.593Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-91-YR,2018-05-29T07:13:43.005Z,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
