entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
30611306,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2I0L2FkLzFjLzhkNWUtNGQ1YS1hMzg2LTkzZTBhNGZmMTBhYw.pdf,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2M4LzkwLzg3LzliYTUtNDI1Yy05M2EzLTc4ZmU1ZWQwZjNlMQ.xml,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hellerup,2900.0,1.0,"DÃ¦mringsvej 21,","7430, Ikast","Thrigesvej, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-06-12,2019-05-29,5914.0,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame samt administration.",135000.0,30611306.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for NIRO Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nicholas Rohde,Nicholas Rohde,Danske Bank A/S,NIRO Invest ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Hellerup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,2019-05-29,Ikast,RevisionspÃ¥tegning,urn:ofk:oid:27368581,indberetninger-20180424,2.5124266,30611306.0,AWscF0G7RYGX6_YTIVkV,2019-06-03T06:47:14.799Z,2019-06-03T06:46:54.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-15-CP,2019-06-03T06:46:54.206Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30611306,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2I0L2FkLzFjLzhkNWUtNGQ1YS1hMzg2LTkzZTBhNGZmMTBhYw.pdf,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2M4LzkwLzg3LzliYTUtNDI1Yy05M2EzLTc4ZmU1ZWQwZjNlMQ.xml,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hellerup,2900.0,1.0,"DÃ¦mringsvej 21,","7430, Ikast","Thrigesvej, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-06-12,2019-05-29,5914.0,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame samt administration.",1760774.0,30611306.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for NIRO Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nicholas Rohde,Nicholas Rohde,Danske Bank A/S,NIRO Invest ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Hellerup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,2019-05-29,Ikast,RevisionspÃ¥tegning,urn:ofk:oid:27368581,indberetninger-20180424,2.5124266,30611306.0,AWscF0G7RYGX6_YTIVkV,2019-06-03T06:47:14.799Z,2019-06-03T06:46:54.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-15-CP,2019-06-03T06:46:54.206Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30611306,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2I0L2FkLzFjLzhkNWUtNGQ1YS1hMzg2LTkzZTBhNGZmMTBhYw.pdf,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2M4LzkwLzg3LzliYTUtNDI1Yy05M2EzLTc4ZmU1ZWQwZjNlMQ.xml,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hellerup,2900.0,1.0,"DÃ¦mringsvej 21,","7430, Ikast","Thrigesvej, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-06-12,2019-05-29,5914.0,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame samt administration.",,30611306.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for NIRO Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nicholas Rohde,Nicholas Rohde,Danske Bank A/S,NIRO Invest ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Hellerup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,2019-05-29,Ikast,RevisionspÃ¥tegning,urn:ofk:oid:27368581,indberetninger-20180424,2.5124266,30611306.0,AWscF0G7RYGX6_YTIVkV,2019-06-03T06:47:14.799Z,2019-06-03T06:46:54.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-15-CP,2019-06-03T06:46:54.206Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30611306,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2I0L2FkLzFjLzhkNWUtNGQ1YS1hMzg2LTkzZTBhNGZmMTBhYw.pdf,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2M4LzkwLzg3LzliYTUtNDI1Yy05M2EzLTc4ZmU1ZWQwZjNlMQ.xml,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hellerup,2900.0,1.0,"DÃ¦mringsvej 21,","7430, Ikast","Thrigesvej, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-06-12,2019-05-29,5914.0,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame samt administration.",,30611306.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for NIRO Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nicholas Rohde,Nicholas Rohde,Danske Bank A/S,NIRO Invest ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Hellerup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,2019-05-29,Ikast,RevisionspÃ¥tegning,urn:ofk:oid:27368581,indberetninger-20180424,2.5124266,30611306.0,AWscF0G7RYGX6_YTIVkV,2019-06-03T06:47:14.799Z,2019-06-03T06:46:54.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-15-CP,2019-06-03T06:46:54.206Z,1361783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30611306,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2I0L2FkLzFjLzhkNWUtNGQ1YS1hMzg2LTkzZTBhNGZmMTBhYw.pdf,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2M4LzkwLzg3LzliYTUtNDI1Yy05M2EzLTc4ZmU1ZWQwZjNlMQ.xml,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hellerup,2900.0,1.0,"DÃ¦mringsvej 21,","7430, Ikast","Thrigesvej, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-06-12,2019-05-29,5914.0,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame samt administration.",,30611306.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for NIRO Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nicholas Rohde,Nicholas Rohde,Danske Bank A/S,NIRO Invest ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Hellerup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,2019-05-29,Ikast,RevisionspÃ¥tegning,urn:ofk:oid:27368581,indberetninger-20180424,2.5124266,30611306.0,AWscF0G7RYGX6_YTIVkV,2019-06-03T06:47:14.799Z,2019-06-03T06:46:54.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-15-CP,2019-06-03T06:46:54.206Z,1361783.0,1.0,5914.0,921075.0,2667792.0,34905.0,40995.0,117754.0,1746893.0,1740803.0,4457.0,385110.0,798864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30611306,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2I0L2FkLzFjLzhkNWUtNGQ1YS1hMzg2LTkzZTBhNGZmMTBhYw.pdf,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2M4LzkwLzg3LzliYTUtNDI1Yy05M2EzLTc4ZmU1ZWQwZjNlMQ.xml,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hellerup,2900.0,1.0,"DÃ¦mringsvej 21,","7430, Ikast","Thrigesvej, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-06-12,2019-05-29,5914.0,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame samt administration.",,30611306.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for NIRO Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nicholas Rohde,Nicholas Rohde,Danske Bank A/S,NIRO Invest ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Hellerup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,2019-05-29,Ikast,RevisionspÃ¥tegning,urn:ofk:oid:27368581,indberetninger-20180424,2.5124266,30611306.0,AWscF0G7RYGX6_YTIVkV,2019-06-03T06:47:14.799Z,2019-06-03T06:46:54.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-15-CP,2019-06-03T06:46:54.206Z,1361783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30611306,2017-01-01,2017-12-31,c745,,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2I0L2FkLzFjLzhkNWUtNGQ1YS1hMzg2LTkzZTBhNGZmMTBhYw.pdf,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2M4LzkwLzg3LzliYTUtNDI1Yy05M2EzLTc4ZmU1ZWQwZjNlMQ.xml,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hellerup,2900.0,1.0,"DÃ¦mringsvej 21,","7430, Ikast","Thrigesvej, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-06-12,2019-05-29,5914.0,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame samt administration.",,30611306.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for NIRO Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nicholas Rohde,Nicholas Rohde,Danske Bank A/S,NIRO Invest ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Hellerup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,2019-05-29,Ikast,RevisionspÃ¥tegning,urn:ofk:oid:27368581,indberetninger-20180424,2.5124266,30611306.0,AWscF0G7RYGX6_YTIVkV,2019-06-03T06:47:14.799Z,2019-06-03T06:46:54.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-15-CP,2019-06-03T06:46:54.206Z,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30611306,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2I0L2FkLzFjLzhkNWUtNGQ1YS1hMzg2LTkzZTBhNGZmMTBhYw.pdf,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2M4LzkwLzg3LzliYTUtNDI1Yy05M2EzLTc4ZmU1ZWQwZjNlMQ.xml,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hellerup,2900.0,1.0,"DÃ¦mringsvej 21,","7430, Ikast","Thrigesvej, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-06-12,2019-05-29,5914.0,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame samt administration.",3257557.0,30611306.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for NIRO Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nicholas Rohde,Nicholas Rohde,Danske Bank A/S,NIRO Invest ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Hellerup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,2019-05-29,Ikast,RevisionspÃ¥tegning,urn:ofk:oid:27368581,indberetninger-20180424,2.5124266,30611306.0,AWscF0G7RYGX6_YTIVkV,2019-06-03T06:47:14.799Z,2019-06-03T06:46:54.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-15-CP,2019-06-03T06:46:54.206Z,,,,,,,,,,,,,,,4632904.0,3180855.0,135000.0,4623044.0,0.0,9859.0,4632904.0,1375347.0,1.0,9860.0,1.0,0.0,508394.0,9859.0,0.0,3122557.0,0.0,1375347.0,469343.0,1442189.0,864879.0,385110.0,12500.0,577310.0,,,,,,,,,,,,,,
30611306,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2I0L2FkLzFjLzhkNWUtNGQ1YS1hMzg2LTkzZTBhNGZmMTBhYw.pdf,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2M4LzkwLzg3LzliYTUtNDI1Yy05M2EzLTc4ZmU1ZWQwZjNlMQ.xml,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hellerup,2900.0,1.0,"DÃ¦mringsvej 21,","7430, Ikast","Thrigesvej, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-06-12,2019-05-29,5914.0,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame samt administration.",135000.0,30611306.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for NIRO Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nicholas Rohde,Nicholas Rohde,Danske Bank A/S,NIRO Invest ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Hellerup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,2019-05-29,Ikast,RevisionspÃ¥tegning,urn:ofk:oid:27368581,indberetninger-20180424,2.5124266,30611306.0,AWscF0G7RYGX6_YTIVkV,2019-06-03T06:47:14.799Z,2019-06-03T06:46:54.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-15-CP,2019-06-03T06:46:54.206Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30611306,2017-12-31,2017-12-31,c743,,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzL2NiL2I0L2FkLzFjLzhkNWUtNGQ1YS1hMzg2LTkzZTBhNGZmMTBhYw.pdf,http://regnskaber.virk.dk/60311603/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2M4LzkwLzg3LzliYTUtNDI1Yy05M2EzLTc4ZmU1ZWQwZjNlMQ.xml,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Hellerup,2900.0,1.0,"DÃ¦mringsvej 21,","7430, Ikast","Thrigesvej, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-06-12,2019-05-29,5914.0,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame samt administration.",3122557.0,30611306.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for NIRO Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Nicholas Rohde,Nicholas Rohde,Danske Bank A/S,NIRO Invest ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Hellerup,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,2019-05-29,Ikast,RevisionspÃ¥tegning,urn:ofk:oid:27368581,indberetninger-20180424,2.5124266,30611306.0,AWscF0G7RYGX6_YTIVkV,2019-06-03T06:47:14.799Z,2019-06-03T06:46:54.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-15-CP,2019-06-03T06:46:54.206Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
