entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
68218519,2014-10-01,2015-09-30,c10,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzk3Lzc0L2QyL2QzZDctNDllZS1iZWU3LWE5NDcyNGJjMDdjZQ.xhtml,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzI3Lzg3L2EyL2YxYjktNDE4NC05OGE1LTA0NWJmYmEzMWY3NQ.pdf,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzUzL2FjLzZhL2JkYWQtNGQ0Zi1iZDU1LWVhMTQ3Zjg1NWQwMg.xml,true,Danmark,DK,Odense NV,5210.0,13.0,SÃ¸bakkevej,5300 Kerteminde,Langegade 7,Kerteminde,5300.0,10.0,Langegade,5210 Odense NV,SÃ¸bakkevej 13,Til ledelsen for Ãstergaard Jensens Farvehandel A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-08,2017-02-09,Registreret revisor,68218519.0,1001753316.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Lund Jensen,Carsten Charles Ãstergaard Jensen,Carsten Charles Ãstergaard Jensen,Nordfyns Bank,ÃSTERGAARD JENSENS FARVEHANDEL A/S,Benny Lund Jensen,Kerteminde,2014-10-01,2015-09-30,29935.0,2016-09-30,2015-10-01,false,false,2017-02-08,Odense,false,false,DirektÃ¸r,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23547545,indberetninger-20180424,2.5949402000000004,68218519.0,,2018-03-27T20:14:39.452Z,2017-03-02T17:03:47.296Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-29-WW,2017-03-02T17:03:47.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68218519,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzk3Lzc0L2QyL2QzZDctNDllZS1iZWU3LWE5NDcyNGJjMDdjZQ.xhtml,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzI3Lzg3L2EyL2YxYjktNDE4NC05OGE1LTA0NWJmYmEzMWY3NQ.pdf,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzUzL2FjLzZhL2JkYWQtNGQ0Zi1iZDU1LWVhMTQ3Zjg1NWQwMg.xml,true,Danmark,DK,Odense NV,5210.0,13.0,SÃ¸bakkevej,5300 Kerteminde,Langegade 7,Kerteminde,5300.0,10.0,Langegade,5210 Odense NV,SÃ¸bakkevej 13,Til ledelsen for Ãstergaard Jensens Farvehandel A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-08,2017-02-09,Registreret revisor,68218519.0,1001753316.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Lund Jensen,Carsten Charles Ãstergaard Jensen,Carsten Charles Ãstergaard Jensen,Nordfyns Bank,ÃSTERGAARD JENSENS FARVEHANDEL A/S,Benny Lund Jensen,Kerteminde,2014-10-01,2015-09-30,126535.0,2016-09-30,2015-10-01,false,false,2017-02-08,Odense,false,false,DirektÃ¸r,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23547545,indberetninger-20180424,2.5949402000000004,68218519.0,,2018-03-27T20:14:39.452Z,2017-03-02T17:03:47.296Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-29-WW,2017-03-02T17:03:47.491Z,61942.0,1098412.0,1337587.0,23560.0,17677.0,171350.0,177233.0,44815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
68218519,2014-10-01,2015-09-30,c8,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzk3Lzc0L2QyL2QzZDctNDllZS1iZWU3LWE5NDcyNGJjMDdjZQ.xhtml,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzI3Lzg3L2EyL2YxYjktNDE4NC05OGE1LTA0NWJmYmEzMWY3NQ.pdf,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzUzL2FjLzZhL2JkYWQtNGQ0Zi1iZDU1LWVhMTQ3Zjg1NWQwMg.xml,true,Danmark,DK,Odense NV,5210.0,13.0,SÃ¸bakkevej,5300 Kerteminde,Langegade 7,Kerteminde,5300.0,10.0,Langegade,5210 Odense NV,SÃ¸bakkevej 13,Til ledelsen for Ãstergaard Jensens Farvehandel A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-08,2017-02-09,Registreret revisor,68218519.0,1001753316.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Lund Jensen,Carsten Charles Ãstergaard Jensen,Carsten Charles Ãstergaard Jensen,Nordfyns Bank,ÃSTERGAARD JENSENS FARVEHANDEL A/S,Benny Lund Jensen,Kerteminde,2014-10-01,2015-09-30,96600.0,2016-09-30,2015-10-01,false,false,2017-02-08,Odense,false,false,DirektÃ¸r,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23547545,indberetninger-20180424,2.5949402000000004,68218519.0,,2018-03-27T20:14:39.452Z,2017-03-02T17:03:47.296Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-29-WW,2017-03-02T17:03:47.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68218519,2015-09-30,2015-09-30,c12,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzk3Lzc0L2QyL2QzZDctNDllZS1iZWU3LWE5NDcyNGJjMDdjZQ.xhtml,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzI3Lzg3L2EyL2YxYjktNDE4NC05OGE1LTA0NWJmYmEzMWY3NQ.pdf,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzUzL2FjLzZhL2JkYWQtNGQ0Zi1iZDU1LWVhMTQ3Zjg1NWQwMg.xml,true,Danmark,DK,Odense NV,5210.0,13.0,SÃ¸bakkevej,5300 Kerteminde,Langegade 7,Kerteminde,5300.0,10.0,Langegade,5210 Odense NV,SÃ¸bakkevej 13,Til ledelsen for Ãstergaard Jensens Farvehandel A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-08,2017-02-09,Registreret revisor,68218519.0,1001753316.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Lund Jensen,Carsten Charles Ãstergaard Jensen,Carsten Charles Ãstergaard Jensen,Nordfyns Bank,ÃSTERGAARD JENSENS FARVEHANDEL A/S,Benny Lund Jensen,Kerteminde,2014-10-01,2015-09-30,,2016-09-30,2015-10-01,false,false,2017-02-08,Odense,false,false,DirektÃ¸r,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23547545,indberetninger-20180424,2.5949402000000004,68218519.0,,2018-03-27T20:14:39.452Z,2017-03-02T17:03:47.296Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-29-WW,2017-03-02T17:03:47.491Z,,,,,,,,,2294118.0,935792.0,500000.0,1506560.0,1017838.0,0.0,444035.0,787558.0,2294118.0,1276280.0,44815.0,44815.0,444035.0,787558.0,1205461.0,11003.0,787558.0,96600.0,421238.0,1231465.0,126733.0,26004.0,0.0,115730.0,,,
68218519,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzk3Lzc0L2QyL2QzZDctNDllZS1iZWU3LWE5NDcyNGJjMDdjZQ.xhtml,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzI3Lzg3L2EyL2YxYjktNDE4NC05OGE1LTA0NWJmYmEzMWY3NQ.pdf,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzUzL2FjLzZhL2JkYWQtNGQ0Zi1iZDU1LWVhMTQ3Zjg1NWQwMg.xml,true,Danmark,DK,Odense NV,5210.0,13.0,SÃ¸bakkevej,5300 Kerteminde,Langegade 7,Kerteminde,5300.0,10.0,Langegade,5210 Odense NV,SÃ¸bakkevej 13,Til ledelsen for Ãstergaard Jensens Farvehandel A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-08,2017-02-09,Registreret revisor,68218519.0,1001753316.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Lund Jensen,Carsten Charles Ãstergaard Jensen,Carsten Charles Ãstergaard Jensen,Nordfyns Bank,ÃSTERGAARD JENSENS FARVEHANDEL A/S,Benny Lund Jensen,Kerteminde,2014-10-01,2015-09-30,-105695.0,2016-09-30,2015-10-01,false,false,2017-02-08,Odense,false,false,DirektÃ¸r,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23547545,indberetninger-20180424,2.5949402000000004,68218519.0,,2018-03-27T20:14:39.452Z,2017-03-02T17:03:47.296Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-29-WW,2017-03-02T17:03:47.491Z,61972.0,1110892.0,1085885.0,36564.0,17848.0,-105695.0,-86979.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
68218519,2015-10-01,2016-09-30,c1,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzk3Lzc0L2QyL2QzZDctNDllZS1iZWU3LWE5NDcyNGJjMDdjZQ.xhtml,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzI3Lzg3L2EyL2YxYjktNDE4NC05OGE1LTA0NWJmYmEzMWY3NQ.pdf,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzUzL2FjLzZhL2JkYWQtNGQ0Zi1iZDU1LWVhMTQ3Zjg1NWQwMg.xml,true,Danmark,DK,Odense NV,5210.0,13.0,SÃ¸bakkevej,5300 Kerteminde,Langegade 7,Kerteminde,5300.0,10.0,Langegade,5210 Odense NV,SÃ¸bakkevej 13,Til ledelsen for Ãstergaard Jensens Farvehandel A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-08,2017-02-09,Registreret revisor,68218519.0,1001753316.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Lund Jensen,Carsten Charles Ãstergaard Jensen,Carsten Charles Ãstergaard Jensen,Nordfyns Bank,ÃSTERGAARD JENSENS FARVEHANDEL A/S,Benny Lund Jensen,Kerteminde,2014-10-01,2015-09-30,,2016-09-30,2015-10-01,false,false,2017-02-08,Odense,false,false,DirektÃ¸r,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23547545,indberetninger-20180424,2.5949402000000004,68218519.0,,2018-03-27T20:14:39.452Z,2017-03-02T17:03:47.296Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-29-WW,2017-03-02T17:03:47.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37230359.0,REVISIONSFIRMAET/BENNY LUND JENSEN,
68218519,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzk3Lzc0L2QyL2QzZDctNDllZS1iZWU3LWE5NDcyNGJjMDdjZQ.xhtml,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzI3Lzg3L2EyL2YxYjktNDE4NC05OGE1LTA0NWJmYmEzMWY3NQ.pdf,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzUzL2FjLzZhL2JkYWQtNGQ0Zi1iZDU1LWVhMTQ3Zjg1NWQwMg.xml,true,Danmark,DK,Odense NV,5210.0,13.0,SÃ¸bakkevej,5300 Kerteminde,Langegade 7,Kerteminde,5300.0,10.0,Langegade,5210 Odense NV,SÃ¸bakkevej 13,Til ledelsen for Ãstergaard Jensens Farvehandel A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-08,2017-02-09,Registreret revisor,68218519.0,1001753316.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Lund Jensen,Carsten Charles Ãstergaard Jensen,Carsten Charles Ãstergaard Jensen,Nordfyns Bank,ÃSTERGAARD JENSENS FARVEHANDEL A/S,Benny Lund Jensen,Kerteminde,2014-10-01,2015-09-30,,2016-09-30,2015-10-01,false,false,2017-02-08,Odense,false,false,DirektÃ¸r,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23547545,indberetninger-20180424,2.5949402000000004,68218519.0,,2018-03-27T20:14:39.452Z,2017-03-02T17:03:47.296Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-29-WW,2017-03-02T17:03:47.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68218519,2015-10-01,2016-09-30,c3,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzk3Lzc0L2QyL2QzZDctNDllZS1iZWU3LWE5NDcyNGJjMDdjZQ.xhtml,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzI3Lzg3L2EyL2YxYjktNDE4NC05OGE1LTA0NWJmYmEzMWY3NQ.pdf,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzUzL2FjLzZhL2JkYWQtNGQ0Zi1iZDU1LWVhMTQ3Zjg1NWQwMg.xml,true,Danmark,DK,Odense NV,5210.0,13.0,SÃ¸bakkevej,5300 Kerteminde,Langegade 7,Kerteminde,5300.0,10.0,Langegade,5210 Odense NV,SÃ¸bakkevej 13,Til ledelsen for Ãstergaard Jensens Farvehandel A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-08,2017-02-09,Registreret revisor,68218519.0,1001753316.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Lund Jensen,Carsten Charles Ãstergaard Jensen,Carsten Charles Ãstergaard Jensen,Nordfyns Bank,ÃSTERGAARD JENSENS FARVEHANDEL A/S,Benny Lund Jensen,Kerteminde,2014-10-01,2015-09-30,,2016-09-30,2015-10-01,false,false,2017-02-08,Odense,false,false,DirektÃ¸r,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23547545,indberetninger-20180424,2.5949402000000004,68218519.0,,2018-03-27T20:14:39.452Z,2017-03-02T17:03:47.296Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-29-WW,2017-03-02T17:03:47.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carsten Charles Ãstergaard Jensen
68218519,2015-10-01,2016-09-30,c4,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzk3Lzc0L2QyL2QzZDctNDllZS1iZWU3LWE5NDcyNGJjMDdjZQ.xhtml,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzI3Lzg3L2EyL2YxYjktNDE4NC05OGE1LTA0NWJmYmEzMWY3NQ.pdf,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzUzL2FjLzZhL2JkYWQtNGQ0Zi1iZDU1LWVhMTQ3Zjg1NWQwMg.xml,true,Danmark,DK,Odense NV,5210.0,13.0,SÃ¸bakkevej,5300 Kerteminde,Langegade 7,Kerteminde,5300.0,10.0,Langegade,5210 Odense NV,SÃ¸bakkevej 13,Til ledelsen for Ãstergaard Jensens Farvehandel A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-08,2017-02-09,Registreret revisor,68218519.0,1001753316.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Lund Jensen,Carsten Charles Ãstergaard Jensen,Carsten Charles Ãstergaard Jensen,Nordfyns Bank,ÃSTERGAARD JENSENS FARVEHANDEL A/S,Benny Lund Jensen,Kerteminde,2014-10-01,2015-09-30,,2016-09-30,2015-10-01,false,false,2017-02-08,Odense,false,false,DirektÃ¸r,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23547545,indberetninger-20180424,2.5949402000000004,68218519.0,,2018-03-27T20:14:39.452Z,2017-03-02T17:03:47.296Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-29-WW,2017-03-02T17:03:47.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesper Ãstergaard Jensen
68218519,2015-10-01,2016-09-30,c5,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzLzc3Lzk3Lzc0L2QyL2QzZDctNDllZS1iZWU3LWE5NDcyNGJjMDdjZQ.xhtml,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzI3Lzg3L2EyL2YxYjktNDE4NC05OGE1LTA0NWJmYmEzMWY3NQ.pdf,http://regnskaber.virk.dk/91581286/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzUzL2FjLzZhL2JkYWQtNGQ0Zi1iZDU1LWVhMTQ3Zjg1NWQwMg.xml,true,Danmark,DK,Odense NV,5210.0,13.0,SÃ¸bakkevej,5300 Kerteminde,Langegade 7,Kerteminde,5300.0,10.0,Langegade,5210 Odense NV,SÃ¸bakkevej 13,Til ledelsen for Ãstergaard Jensens Farvehandel A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-08,2017-02-09,Registreret revisor,68218519.0,1001753316.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Lund Jensen,Carsten Charles Ãstergaard Jensen,Carsten Charles Ãstergaard Jensen,Nordfyns Bank,ÃSTERGAARD JENSENS FARVEHANDEL A/S,Benny Lund Jensen,Kerteminde,2014-10-01,2015-09-30,,2016-09-30,2015-10-01,false,false,2017-02-08,Odense,false,false,DirektÃ¸r,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23547545,indberetninger-20180424,2.5949402000000004,68218519.0,,2018-03-27T20:14:39.452Z,2017-03-02T17:03:47.296Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-29-WW,2017-03-02T17:03:47.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christina Ãstergaard Mikkelsen
