entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
31475589,2013-01-01,2013-12-31,c4,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2I5LzdjLzYwLzZlZTItNDU4ZS04YzU0LWExZTAwYjk5NWJjMQ.xhtml,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzJjL2M3LzkxLzc2NjYtNGQxYy1iYzg3LWUyOTJiNDE0MmZkZQ.pdf,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk1L2NjL2M2LzY4OTctNDNlMC1iYTY1LWIyZjk1YTc5MDI5NQ.xml,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Nyrup,4296.0,6.0,Sandtoften,4100 Ringsted,Brogade 50,Til den daglige ledelse i LifeClub ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-25,2015-05-31,34847.0,registreret revisor,1998314.0,211713.0,2223133.0,31634466.0,31475589.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Marie Madsen,LIFECLUB ApS,Revisorteamet.dk ApS,0.0,21741.0,Ringsted,2013-01-01,2013-12-31,158656.0,211713.0,189972.0,2014-12-31,2014-01-01,2015-05-25,Ringsted,53057.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517720,indberetninger-20180424,2.5955543999999997,31475589.0,,2018-03-30T19:11:18.765Z,2015-06-12T13:22:40.786Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-30-JB,2015-06-12T13:22:40.873Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31475589,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2I5LzdjLzYwLzZlZTItNDU4ZS04YzU0LWExZTAwYjk5NWJjMQ.xhtml,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzJjL2M3LzkxLzc2NjYtNGQxYy1iYzg3LWUyOTJiNDE0MmZkZQ.pdf,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk1L2NjL2M2LzY4OTctNDNlMC1iYTY1LWIyZjk1YTc5MDI5NQ.xml,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Nyrup,4296.0,6.0,Sandtoften,4100 Ringsted,Brogade 50,Til den daglige ledelse i LifeClub ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-25,2015-05-31,,registreret revisor,,,,31634466.0,31475589.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Marie Madsen,LIFECLUB ApS,Revisorteamet.dk ApS,,,Ringsted,2013-01-01,2013-12-31,500000.0,,,2014-12-31,2014-01-01,2015-05-25,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517720,indberetninger-20180424,2.5955543999999997,31475589.0,,2018-03-30T19:11:18.765Z,2015-06-12T13:22:40.786Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-30-JB,2015-06-12T13:22:40.873Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31475589,2013-01-01,2013-12-31,c8,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2I5LzdjLzYwLzZlZTItNDU4ZS04YzU0LWExZTAwYjk5NWJjMQ.xhtml,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzJjL2M3LzkxLzc2NjYtNGQxYy1iYzg3LWUyOTJiNDE0MmZkZQ.pdf,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk1L2NjL2M2LzY4OTctNDNlMC1iYTY1LWIyZjk1YTc5MDI5NQ.xml,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Nyrup,4296.0,6.0,Sandtoften,4100 Ringsted,Brogade 50,Til den daglige ledelse i LifeClub ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-25,2015-05-31,,registreret revisor,,,,31634466.0,31475589.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Marie Madsen,LIFECLUB ApS,Revisorteamet.dk ApS,,,Ringsted,2013-01-01,2013-12-31,-341344.0,,,2014-12-31,2014-01-01,2015-05-25,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517720,indberetninger-20180424,2.5955543999999997,31475589.0,,2018-03-30T19:11:18.765Z,2015-06-12T13:22:40.786Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-30-JB,2015-06-12T13:22:40.873Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31475589,2013-12-31,2013-12-31,c10,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2I5LzdjLzYwLzZlZTItNDU4ZS04YzU0LWExZTAwYjk5NWJjMQ.xhtml,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzJjL2M3LzkxLzc2NjYtNGQxYy1iYzg3LWUyOTJiNDE0MmZkZQ.pdf,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk1L2NjL2M2LzY4OTctNDNlMC1iYTY1LWIyZjk1YTc5MDI5NQ.xml,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Nyrup,4296.0,6.0,Sandtoften,4100 Ringsted,Brogade 50,Til den daglige ledelse i LifeClub ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-25,2015-05-31,,registreret revisor,,,,31634466.0,31475589.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Marie Madsen,LIFECLUB ApS,Revisorteamet.dk ApS,,,Ringsted,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-25,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517720,indberetninger-20180424,2.5955543999999997,31475589.0,,2018-03-30T19:11:18.765Z,2015-06-12T13:22:40.786Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-30-JB,2015-06-12T13:22:40.873Z,1280563.0,288415.0,125000.0,836438.0,3736.0,705853.0,0.0,54242.0,106113.0,1280563.0,569304.0,338012.0,54242.0,444125.0,338012.0,143880.0,12452.0,106113.0,500000.0,5406.0,5406.0,80853.0,569304.0,493781.0,477593.0,54454.0,370970.0,,
31475589,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2I5LzdjLzYwLzZlZTItNDU4ZS04YzU0LWExZTAwYjk5NWJjMQ.xhtml,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzJjL2M3LzkxLzc2NjYtNGQxYy1iYzg3LWUyOTJiNDE0MmZkZQ.pdf,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk1L2NjL2M2LzY4OTctNDNlMC1iYTY1LWIyZjk1YTc5MDI5NQ.xml,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Nyrup,4296.0,6.0,Sandtoften,4100 Ringsted,Brogade 50,Til den daglige ledelse i LifeClub ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-25,2015-05-31,43723.0,registreret revisor,1991314.0,1020912.0,3034623.0,31634466.0,31475589.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Marie Madsen,LIFECLUB ApS,Revisorteamet.dk ApS,-397.0,20929.0,Ringsted,2013-01-01,2013-12-31,776955.0,1020912.0,999586.0,2014-12-31,2014-01-01,2015-05-25,Ringsted,243957.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517720,indberetninger-20180424,2.5955543999999997,31475589.0,,2018-03-30T19:11:18.765Z,2015-06-12T13:22:40.786Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-30-JB,2015-06-12T13:22:40.873Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31475589,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2I5LzdjLzYwLzZlZTItNDU4ZS04YzU0LWExZTAwYjk5NWJjMQ.xhtml,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzJjL2M3LzkxLzc2NjYtNGQxYy1iYzg3LWUyOTJiNDE0MmZkZQ.pdf,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk1L2NjL2M2LzY4OTctNDNlMC1iYTY1LWIyZjk1YTc5MDI5NQ.xml,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Nyrup,4296.0,6.0,Sandtoften,4100 Ringsted,Brogade 50,Til den daglige ledelse i LifeClub ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-25,2015-05-31,,registreret revisor,,,,31634466.0,31475589.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Marie Madsen,LIFECLUB ApS,Revisorteamet.dk ApS,,,Ringsted,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-25,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517720,indberetninger-20180424,2.5955543999999997,31475589.0,,2018-03-30T19:11:18.765Z,2015-06-12T13:22:40.786Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-30-JB,2015-06-12T13:22:40.873Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,REVISORTEAMET.DK ApS,
31475589,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2I5LzdjLzYwLzZlZTItNDU4ZS04YzU0LWExZTAwYjk5NWJjMQ.xhtml,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzJjL2M3LzkxLzc2NjYtNGQxYy1iYzg3LWUyOTJiNDE0MmZkZQ.pdf,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk1L2NjL2M2LzY4OTctNDNlMC1iYTY1LWIyZjk1YTc5MDI5NQ.xml,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Nyrup,4296.0,6.0,Sandtoften,4100 Ringsted,Brogade 50,Til den daglige ledelse i LifeClub ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-25,2015-05-31,,registreret revisor,,,,31634466.0,31475589.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Marie Madsen,LIFECLUB ApS,Revisorteamet.dk ApS,,,Ringsted,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-25,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517720,indberetninger-20180424,2.5955543999999997,31475589.0,,2018-03-30T19:11:18.765Z,2015-06-12T13:22:40.786Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-30-JB,2015-06-12T13:22:40.873Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Marie Madsen
31475589,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2I5LzdjLzYwLzZlZTItNDU4ZS04YzU0LWExZTAwYjk5NWJjMQ.xhtml,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzJjL2M3LzkxLzc2NjYtNGQxYy1iYzg3LWUyOTJiNDE0MmZkZQ.pdf,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk1L2NjL2M2LzY4OTctNDNlMC1iYTY1LWIyZjk1YTc5MDI5NQ.xml,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Nyrup,4296.0,6.0,Sandtoften,4100 Ringsted,Brogade 50,Til den daglige ledelse i LifeClub ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-25,2015-05-31,,registreret revisor,,,,31634466.0,31475589.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Marie Madsen,LIFECLUB ApS,Revisorteamet.dk ApS,,,Ringsted,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-25,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517720,indberetninger-20180424,2.5955543999999997,31475589.0,,2018-03-30T19:11:18.765Z,2015-06-12T13:22:40.786Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-30-JB,2015-06-12T13:22:40.873Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Madsen
31475589,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2I5LzdjLzYwLzZlZTItNDU4ZS04YzU0LWExZTAwYjk5NWJjMQ.xhtml,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzJjL2M3LzkxLzc2NjYtNGQxYy1iYzg3LWUyOTJiNDE0MmZkZQ.pdf,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk1L2NjL2M2LzY4OTctNDNlMC1iYTY1LWIyZjk1YTc5MDI5NQ.xml,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Nyrup,4296.0,6.0,Sandtoften,4100 Ringsted,Brogade 50,Til den daglige ledelse i LifeClub ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-25,2015-05-31,,registreret revisor,,,,31634466.0,31475589.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Marie Madsen,LIFECLUB ApS,Revisorteamet.dk ApS,,,Ringsted,2013-01-01,2013-12-31,500000.0,,,2014-12-31,2014-01-01,2015-05-25,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517720,indberetninger-20180424,2.5955543999999997,31475589.0,,2018-03-30T19:11:18.765Z,2015-06-12T13:22:40.786Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-30-JB,2015-06-12T13:22:40.873Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31475589,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzLzlhL2I5LzdjLzYwLzZlZTItNDU4ZS04YzU0LWExZTAwYjk5NWJjMQ.xhtml,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzJjL2M3LzkxLzc2NjYtNGQxYy1iYzg3LWUyOTJiNDE0MmZkZQ.pdf,http://regnskaber.virk.dk/98557413/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzk1L2NjL2M2LzY4OTctNDNlMC1iYTY1LWIyZjk1YTc5MDI5NQ.xml,Danmark,DK,Ringsted,4100.0,50.0,Brogade,Nyrup,4296.0,6.0,Sandtoften,4100 Ringsted,Brogade 50,Til den daglige ledelse i LifeClub ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-25,2015-05-31,,registreret revisor,,,,31634466.0,31475589.0,1014670609.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Hermanns,Anne Marie Madsen,LIFECLUB ApS,Revisorteamet.dk ApS,,,Ringsted,2013-01-01,2013-12-31,276955.0,,,2014-12-31,2014-01-01,2015-05-25,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5517720,indberetninger-20180424,2.5955543999999997,31475589.0,,2018-03-30T19:11:18.765Z,2015-06-12T13:22:40.786Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-30-JB,2015-06-12T13:22:40.873Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
