entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
21106690,2015-07-01,2016-06-30,ID_10,,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzY4L2ZmL2FkLzhkZWMtNDU3MS1hNzY4LWJlMWMxODVhMjgyOQ.pdf,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzA3LzAxLzRiLzUwNDAtNDEyZC05Y2I1LWQ0ZWIwYTA0YmMxOQ.xml,true,"6580, Vamdrup",Jernbanegade 9,Til den daglige ledelse i Grosen Holding ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Grosen Holding ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-09-11,2017-09-11,1998-09-09,2017-09-15,15772573.0,21106690.0,15772573.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Grosen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne HÃ¸i SÃ¸rensen,Else Grosen,BHS Revision,Grosen Holding ApS,BHS Revision,Lunderskov,2015-07-01,2016-06-30,19974.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Kolding, 621",2017-06-30,2016-07-01,false,2017-09-11,Vamdrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539015,indberetninger-20180424,2.5095615000000002,21106690.0,,2018-03-27T17:21:49.805Z,2017-09-28T08:12:44.390Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AW-65-FC,2017-09-28T08:12:44.572Z,,,,,,,,,,,,,,,,,,,,,,,,
21106690,2015-07-01,2016-06-30,ID_6,,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzY4L2ZmL2FkLzhkZWMtNDU3MS1hNzY4LWJlMWMxODVhMjgyOQ.pdf,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzA3LzAxLzRiLzUwNDAtNDEyZC05Y2I1LWQ0ZWIwYTA0YmMxOQ.xml,true,"6580, Vamdrup",Jernbanegade 9,Til den daglige ledelse i Grosen Holding ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Grosen Holding ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-09-11,2017-09-11,1998-09-09,2017-09-15,15772573.0,21106690.0,15772573.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Grosen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne HÃ¸i SÃ¸rensen,Else Grosen,BHS Revision,Grosen Holding ApS,BHS Revision,Lunderskov,2015-07-01,2016-06-30,10026.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Kolding, 621",2017-06-30,2016-07-01,false,2017-09-11,Vamdrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539015,indberetninger-20180424,2.5095615000000002,21106690.0,,2018-03-27T17:21:49.805Z,2017-09-28T08:12:44.390Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AW-65-FC,2017-09-28T08:12:44.572Z,13531.0,36812.0,6253.0,0.0,17028.0,23281.0,7002.0,,,,,,,,,,,,,,,,,
21106690,2015-07-01,2016-06-30,ID_8,,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzY4L2ZmL2FkLzhkZWMtNDU3MS1hNzY4LWJlMWMxODVhMjgyOQ.pdf,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzA3LzAxLzRiLzUwNDAtNDEyZC05Y2I1LWQ0ZWIwYTA0YmMxOQ.xml,true,"6580, Vamdrup",Jernbanegade 9,Til den daglige ledelse i Grosen Holding ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Grosen Holding ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-09-11,2017-09-11,1998-09-09,2017-09-15,15772573.0,21106690.0,15772573.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Grosen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne HÃ¸i SÃ¸rensen,Else Grosen,BHS Revision,Grosen Holding ApS,BHS Revision,Lunderskov,2015-07-01,2016-06-30,-30000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Kolding, 621",2017-06-30,2016-07-01,false,2017-09-11,Vamdrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539015,indberetninger-20180424,2.5095615000000002,21106690.0,,2018-03-27T17:21:49.805Z,2017-09-28T08:12:44.390Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AW-65-FC,2017-09-28T08:12:44.572Z,,,,,,,,,,,,,,,,,,,,,,,,
21106690,2016-06-30,2016-06-30,ID_5,,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzY4L2ZmL2FkLzhkZWMtNDU3MS1hNzY4LWJlMWMxODVhMjgyOQ.pdf,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzA3LzAxLzRiLzUwNDAtNDEyZC05Y2I1LWQ0ZWIwYTA0YmMxOQ.xml,true,"6580, Vamdrup",Jernbanegade 9,Til den daglige ledelse i Grosen Holding ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Grosen Holding ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-09-11,2017-09-11,1998-09-09,2017-09-15,15772573.0,21106690.0,15772573.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Grosen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne HÃ¸i SÃ¸rensen,Else Grosen,BHS Revision,Grosen Holding ApS,BHS Revision,Lunderskov,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Kolding, 621",2017-06-30,2016-07-01,false,2017-09-11,Vamdrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539015,indberetninger-20180424,2.5095615000000002,21106690.0,,2018-03-27T17:21:49.805Z,2017-09-28T08:12:44.390Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AW-65-FC,2017-09-28T08:12:44.572Z,,,,,,,,948348.0,153682.0,125000.0,153682.0,475858.0,794666.0,948348.0,472490.0,794666.0,794666.0,30000.0,320858.0,472490.0,462780.0,4710.0,5000.0,
21106690,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzY4L2ZmL2FkLzhkZWMtNDU3MS1hNzY4LWJlMWMxODVhMjgyOQ.pdf,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzA3LzAxLzRiLzUwNDAtNDEyZC05Y2I1LWQ0ZWIwYTA0YmMxOQ.xml,true,"6580, Vamdrup",Jernbanegade 9,Til den daglige ledelse i Grosen Holding ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Grosen Holding ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-09-11,2017-09-11,1998-09-09,2017-09-15,15772573.0,21106690.0,15772573.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Grosen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne HÃ¸i SÃ¸rensen,Else Grosen,BHS Revision,Grosen Holding ApS,BHS Revision,Lunderskov,2015-07-01,2016-06-30,11129.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Kolding, 621",2017-06-30,2016-07-01,false,2017-09-11,Vamdrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539015,indberetninger-20180424,2.5095615000000002,21106690.0,,2018-03-27T17:21:49.805Z,2017-09-28T08:12:44.390Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AW-65-FC,2017-09-28T08:12:44.572Z,13531.0,30224.0,6144.0,7495.0,18044.0,16693.0,6915.0,,,,,,,,,,,,,,,,,
21106690,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzY4L2ZmL2FkLzhkZWMtNDU3MS1hNzY4LWJlMWMxODVhMjgyOQ.pdf,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzA3LzAxLzRiLzUwNDAtNDEyZC05Y2I1LWQ0ZWIwYTA0YmMxOQ.xml,true,"6580, Vamdrup",Jernbanegade 9,Til den daglige ledelse i Grosen Holding ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Grosen Holding ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-09-11,2017-09-11,1998-09-09,2017-09-15,15772573.0,21106690.0,15772573.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Grosen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne HÃ¸i SÃ¸rensen,Else Grosen,BHS Revision,Grosen Holding ApS,BHS Revision,Lunderskov,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Kolding, 621",2017-06-30,2016-07-01,false,2017-09-11,Vamdrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539015,indberetninger-20180424,2.5095615000000002,21106690.0,,2018-03-27T17:21:49.805Z,2017-09-28T08:12:44.390Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AW-65-FC,2017-09-28T08:12:44.572Z,,,,,,,,,,,,,,,,,,,,,,,,
21106690,2016-07-01,2017-06-30,ID_2,,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzY4L2ZmL2FkLzhkZWMtNDU3MS1hNzY4LWJlMWMxODVhMjgyOQ.pdf,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzA3LzAxLzRiLzUwNDAtNDEyZC05Y2I1LWQ0ZWIwYTA0YmMxOQ.xml,true,"6580, Vamdrup",Jernbanegade 9,Til den daglige ledelse i Grosen Holding ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Grosen Holding ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-09-11,2017-09-11,1998-09-09,2017-09-15,15772573.0,21106690.0,15772573.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Grosen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne HÃ¸i SÃ¸rensen,Else Grosen,BHS Revision,Grosen Holding ApS,BHS Revision,Lunderskov,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Kolding, 621",2017-06-30,2016-07-01,false,2017-09-11,Vamdrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539015,indberetninger-20180424,2.5095615000000002,21106690.0,,2018-03-27T17:21:49.805Z,2017-09-28T08:12:44.390Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AW-65-FC,2017-09-28T08:12:44.572Z,,,,,,,,,,,,,,,,,,,,,,,,
21106690,2016-07-01,2017-06-30,ID_3,,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzY4L2ZmL2FkLzhkZWMtNDU3MS1hNzY4LWJlMWMxODVhMjgyOQ.pdf,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzA3LzAxLzRiLzUwNDAtNDEyZC05Y2I1LWQ0ZWIwYTA0YmMxOQ.xml,true,"6580, Vamdrup",Jernbanegade 9,Til den daglige ledelse i Grosen Holding ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Grosen Holding ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-09-11,2017-09-11,1998-09-09,2017-09-15,15772573.0,21106690.0,15772573.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Grosen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne HÃ¸i SÃ¸rensen,Else Grosen,BHS Revision,Grosen Holding ApS,BHS Revision,Lunderskov,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Kolding, 621",2017-06-30,2016-07-01,false,2017-09-11,Vamdrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539015,indberetninger-20180424,2.5095615000000002,21106690.0,,2018-03-27T17:21:49.805Z,2017-09-28T08:12:44.390Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AW-65-FC,2017-09-28T08:12:44.572Z,,,,,,,,,,,,,,,,,,,,,,,,Else Grosen
21106690,2016-07-01,2017-06-30,ID_7,,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzY4L2ZmL2FkLzhkZWMtNDU3MS1hNzY4LWJlMWMxODVhMjgyOQ.pdf,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzA3LzAxLzRiLzUwNDAtNDEyZC05Y2I1LWQ0ZWIwYTA0YmMxOQ.xml,true,"6580, Vamdrup",Jernbanegade 9,Til den daglige ledelse i Grosen Holding ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Grosen Holding ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-09-11,2017-09-11,1998-09-09,2017-09-15,15772573.0,21106690.0,15772573.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Grosen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne HÃ¸i SÃ¸rensen,Else Grosen,BHS Revision,Grosen Holding ApS,BHS Revision,Lunderskov,2015-07-01,2016-06-30,-30000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Kolding, 621",2017-06-30,2016-07-01,false,2017-09-11,Vamdrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539015,indberetninger-20180424,2.5095615000000002,21106690.0,,2018-03-27T17:21:49.805Z,2017-09-28T08:12:44.390Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AW-65-FC,2017-09-28T08:12:44.572Z,,,,,,,,,,,,,,,,,,,,,,,,
21106690,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzY4L2ZmL2FkLzhkZWMtNDU3MS1hNzY4LWJlMWMxODVhMjgyOQ.pdf,http://regnskaber.virk.dk/09660112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzA3LzAxLzRiLzUwNDAtNDEyZC05Y2I1LWQ0ZWIwYTA0YmMxOQ.xml,true,"6580, Vamdrup",Jernbanegade 9,Til den daglige ledelse i Grosen Holding ApS,Vores erklÃ¦ring er udelukkende udarbejdet til brug for dem som Grosen Holding ApS's daglige ledelse og bÃ¸r ikke distribueres til andre parter.,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-09-11,2017-09-11,1998-09-09,2017-09-15,15772573.0,21106690.0,15772573.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Grosen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne HÃ¸i SÃ¸rensen,Else Grosen,BHS Revision,Grosen Holding ApS,BHS Revision,Lunderskov,2015-07-01,2016-06-30,18871.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Kolding, 621",2017-06-30,2016-07-01,false,2017-09-11,Vamdrup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24539015,indberetninger-20180424,2.5095615000000002,21106690.0,,2018-03-27T17:21:49.805Z,2017-09-28T08:12:44.390Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AW-65-FC,2017-09-28T08:12:44.572Z,,,,,,,,,,,,,,,,,,,,,,,,
