entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,ExtraordinaryDividendPaid,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DisposalsOfInvestments,DividendIncomeRelatedToInvestments,InvestmentsWithNegativeEquityDepreciatedOverReceivables,OtherAdjustmentsRelatedToInvestments,ReversalsOfInvestmentsOfPriorYearsRevaluations,Dividend,AdditionsToInvestments,GrossResult,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,AccumulatedImpairmentLossesAndDepreciationOfInvestments,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,AddressOfAuditorCountry,OpinionOnAuditedFinancialStatements,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
25475097,2016-07-01,2016-07-01,c176,,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4LzhjL2RjLzAxMTAtNGVlMS1iZmY0LTcwY2FkODYxZTczOQ.pdf,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E1LzJjL2ZkLzJkNDItNDJiNS1iMjUxLTI0NTVkMDY5NmU3Mg.xml,26646594.0,RingkÃ¸bing,6950.0,6.0,Schubertsvej,"6950, RingkÃ¸bing","Birkmosevej, 20 A, 1.",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-26,2018-10-26,2000-06-27,2018-11-30,4000000.0,25475097.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for P.G.A. Holding RingkÃ¸bing ApS.,Ãrsrapport,5951409.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Green Andersen,Per Green Andersen,P.G.A. Holding RingkÃ¸bing ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",RingkÃ¸bing,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-06-30,2017-07-01,2018-10-26,RingkÃ¸bing,97 32 40 77,RevisionspÃ¥tegning,urn:ofk:oid:26416734,indberetninger-20180424,2.5124211,25475097.0,AWd5Qchuet7j816DxTBZ,2018-12-04T12:47:31.353Z,2018-12-04T12:46:51.209Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-94-WR,2018-12-04T12:46:51.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25475097,2016-07-01,2016-07-01,c251,,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4LzhjL2RjLzAxMTAtNGVlMS1iZmY0LTcwY2FkODYxZTczOQ.pdf,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E1LzJjL2ZkLzJkNDItNDJiNS1iMjUxLTI0NTVkMDY5NmU3Mg.xml,328111.0,RingkÃ¸bing,6950.0,6.0,Schubertsvej,"6950, RingkÃ¸bing","Birkmosevej, 20 A, 1.",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-26,2018-10-26,2000-06-27,2018-11-30,4000000.0,25475097.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for P.G.A. Holding RingkÃ¸bing ApS.,Ãrsrapport,1450000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Green Andersen,Per Green Andersen,P.G.A. Holding RingkÃ¸bing ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",RingkÃ¸bing,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-06-30,2017-07-01,2018-10-26,RingkÃ¸bing,97 32 40 77,RevisionspÃ¥tegning,urn:ofk:oid:26416734,indberetninger-20180424,2.5124211,25475097.0,AWd5Qchuet7j816DxTBZ,2018-12-04T12:47:31.353Z,2018-12-04T12:46:51.209Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-94-WR,2018-12-04T12:46:51.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25475097,2016-07-01,2016-07-01,c720,,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4LzhjL2RjLzAxMTAtNGVlMS1iZmY0LTcwY2FkODYxZTczOQ.pdf,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E1LzJjL2ZkLzJkNDItNDJiNS1iMjUxLTI0NTVkMDY5NmU3Mg.xml,,RingkÃ¸bing,6950.0,6.0,Schubertsvej,"6950, RingkÃ¸bing","Birkmosevej, 20 A, 1.",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-26,2018-10-26,2000-06-27,2018-11-30,4000000.0,25475097.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for P.G.A. Holding RingkÃ¸bing ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Green Andersen,Per Green Andersen,P.G.A. Holding RingkÃ¸bing ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",RingkÃ¸bing,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-06-30,2017-07-01,2018-10-26,RingkÃ¸bing,97 32 40 77,RevisionspÃ¥tegning,urn:ofk:oid:26416734,indberetninger-20180424,2.5124211,25475097.0,AWd5Qchuet7j816DxTBZ,2018-12-04T12:47:31.353Z,2018-12-04T12:46:51.209Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-94-WR,2018-12-04T12:46:51.375Z,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25475097,2016-07-01,2016-07-01,c735,,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4LzhjL2RjLzAxMTAtNGVlMS1iZmY0LTcwY2FkODYxZTczOQ.pdf,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E1LzJjL2ZkLzJkNDItNDJiNS1iMjUxLTI0NTVkMDY5NmU3Mg.xml,,RingkÃ¸bing,6950.0,6.0,Schubertsvej,"6950, RingkÃ¸bing","Birkmosevej, 20 A, 1.",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-26,2018-10-26,2000-06-27,2018-11-30,4000000.0,25475097.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for P.G.A. Holding RingkÃ¸bing ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Green Andersen,Per Green Andersen,P.G.A. Holding RingkÃ¸bing ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",RingkÃ¸bing,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-06-30,2017-07-01,2018-10-26,RingkÃ¸bing,97 32 40 77,RevisionspÃ¥tegning,urn:ofk:oid:26416734,indberetninger-20180424,2.5124211,25475097.0,AWd5Qchuet7j816DxTBZ,2018-12-04T12:47:31.353Z,2018-12-04T12:46:51.209Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-94-WR,2018-12-04T12:46:51.375Z,27901538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25475097,2016-07-01,2016-07-01,c741,,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4LzhjL2RjLzAxMTAtNGVlMS1iZmY0LTcwY2FkODYxZTczOQ.pdf,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E1LzJjL2ZkLzJkNDItNDJiNS1iMjUxLTI0NTVkMDY5NmU3Mg.xml,,RingkÃ¸bing,6950.0,6.0,Schubertsvej,"6950, RingkÃ¸bing","Birkmosevej, 20 A, 1.",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-26,2018-10-26,2000-06-27,2018-11-30,4000000.0,25475097.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for P.G.A. Holding RingkÃ¸bing ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Green Andersen,Per Green Andersen,P.G.A. Holding RingkÃ¸bing ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",RingkÃ¸bing,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-06-30,2017-07-01,2018-10-26,RingkÃ¸bing,97 32 40 77,RevisionspÃ¥tegning,urn:ofk:oid:26416734,indberetninger-20180424,2.5124211,25475097.0,AWd5Qchuet7j816DxTBZ,2018-12-04T12:47:31.353Z,2018-12-04T12:46:51.209Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-94-WR,2018-12-04T12:46:51.375Z,9614167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25475097,2016-07-01,2017-06-30,c109,,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4LzhjL2RjLzAxMTAtNGVlMS1iZmY0LTcwY2FkODYxZTczOQ.pdf,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E1LzJjL2ZkLzJkNDItNDJiNS1iMjUxLTI0NTVkMDY5NmU3Mg.xml,,RingkÃ¸bing,6950.0,6.0,Schubertsvej,"6950, RingkÃ¸bing","Birkmosevej, 20 A, 1.",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-26,2018-10-26,2000-06-27,2018-11-30,4000000.0,25475097.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for P.G.A. Holding RingkÃ¸bing ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Green Andersen,Per Green Andersen,P.G.A. Holding RingkÃ¸bing ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",RingkÃ¸bing,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-06-30,2017-07-01,2018-10-26,RingkÃ¸bing,97 32 40 77,RevisionspÃ¥tegning,urn:ofk:oid:26416734,indberetninger-20180424,2.5124211,25475097.0,AWd5Qchuet7j816DxTBZ,2018-12-04T12:47:31.353Z,2018-12-04T12:46:51.209Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-94-WR,2018-12-04T12:46:51.375Z,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25475097,2016-07-01,2017-06-30,c123,,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4LzhjL2RjLzAxMTAtNGVlMS1iZmY0LTcwY2FkODYxZTczOQ.pdf,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E1LzJjL2ZkLzJkNDItNDJiNS1iMjUxLTI0NTVkMDY5NmU3Mg.xml,,RingkÃ¸bing,6950.0,6.0,Schubertsvej,"6950, RingkÃ¸bing","Birkmosevej, 20 A, 1.",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-26,2018-10-26,2000-06-27,2018-11-30,4000000.0,25475097.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for P.G.A. Holding RingkÃ¸bing ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Green Andersen,Per Green Andersen,P.G.A. Holding RingkÃ¸bing ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",RingkÃ¸bing,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-06-30,2017-07-01,2018-10-26,RingkÃ¸bing,97 32 40 77,RevisionspÃ¥tegning,urn:ofk:oid:26416734,indberetninger-20180424,2.5124211,25475097.0,AWd5Qchuet7j816DxTBZ,2018-12-04T12:47:31.353Z,2018-12-04T12:46:51.209Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-94-WR,2018-12-04T12:46:51.375Z,,-867414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25475097,2016-07-01,2017-06-30,c178,,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4LzhjL2RjLzAxMTAtNGVlMS1iZmY0LTcwY2FkODYxZTczOQ.pdf,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E1LzJjL2ZkLzJkNDItNDJiNS1iMjUxLTI0NTVkMDY5NmU3Mg.xml,,RingkÃ¸bing,6950.0,6.0,Schubertsvej,"6950, RingkÃ¸bing","Birkmosevej, 20 A, 1.",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-26,2018-10-26,2000-06-27,2018-11-30,4000000.0,25475097.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for P.G.A. Holding RingkÃ¸bing ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Green Andersen,Per Green Andersen,P.G.A. Holding RingkÃ¸bing ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",RingkÃ¸bing,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-06-30,2017-07-01,2018-10-26,RingkÃ¸bing,97 32 40 77,RevisionspÃ¥tegning,urn:ofk:oid:26416734,indberetninger-20180424,2.5124211,25475097.0,AWd5Qchuet7j816DxTBZ,2018-12-04T12:47:31.353Z,2018-12-04T12:46:51.209Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-94-WR,2018-12-04T12:46:51.375Z,,,510000.0,0.0,862475.0,5706149.0,1767690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25475097,2016-07-01,2017-06-30,c2019,,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4LzhjL2RjLzAxMTAtNGVlMS1iZmY0LTcwY2FkODYxZTczOQ.pdf,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E1LzJjL2ZkLzJkNDItNDJiNS1iMjUxLTI0NTVkMDY5NmU3Mg.xml,,RingkÃ¸bing,6950.0,6.0,Schubertsvej,"6950, RingkÃ¸bing","Birkmosevej, 20 A, 1.",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-26,2018-10-26,2000-06-27,2018-11-30,4000000.0,25475097.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for P.G.A. Holding RingkÃ¸bing ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Green Andersen,Per Green Andersen,P.G.A. Holding RingkÃ¸bing ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",RingkÃ¸bing,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-06-30,2017-07-01,2018-10-26,RingkÃ¸bing,97 32 40 77,RevisionspÃ¥tegning,urn:ofk:oid:26416734,indberetninger-20180424,2.5124211,25475097.0,AWd5Qchuet7j816DxTBZ,2018-12-04T12:47:31.353Z,2018-12-04T12:46:51.209Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-94-WR,2018-12-04T12:46:51.375Z,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25475097,2016-07-01,2017-06-30,c252,,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzI4LzhjL2RjLzAxMTAtNGVlMS1iZmY0LTcwY2FkODYxZTczOQ.pdf,http://regnskaber.virk.dk/79057452/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E1LzJjL2ZkLzJkNDItNDJiNS1iMjUxLTI0NTVkMDY5NmU3Mg.xml,,RingkÃ¸bing,6950.0,6.0,Schubertsvej,"6950, RingkÃ¸bing","Birkmosevej, 20 A, 1.",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-26,2018-10-26,2000-06-27,2018-11-30,4000000.0,25475097.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for P.G.A. Holding RingkÃ¸bing ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Green Andersen,Per Green Andersen,P.G.A. Holding RingkÃ¸bing ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",RingkÃ¸bing,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-06-30,2017-07-01,2018-10-26,RingkÃ¸bing,97 32 40 77,RevisionspÃ¥tegning,urn:ofk:oid:26416734,indberetninger-20180424,2.5124211,25475097.0,AWd5Qchuet7j816DxTBZ,2018-12-04T12:47:31.353Z,2018-12-04T12:46:51.209Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-94-WR,2018-12-04T12:46:51.375Z,,,,,,-297943.0,,,2550000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
