entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdministrativeExpenses,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CostOfProduction,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CostExceedsIncomeForTheFinancialYearShorttermReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTradePayables,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsOfWorkInProgress,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
32667732,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzVjL2M4LzVkLzBkZjgtNDNhZS05Y2E3LTc4ZTIyYjhhOTBjYQ.pdf,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzkyLzNmLzAwLzY3MGMtNGY2Ni1hYTNhLTBhYTE3NDg2NGFlMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Gemmas AllÃ© 39,DK-1561,Havneholmen 29,Til kapitalejerne i TÃ¥rnbyforsyning Spildevand A/S,2124000.0,8945000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",40111782.0,-483501.0,2018-04-11,2010-01-01,2018-04-11,Statsautoriseret revisor,18771392.0,20222670.0,32667732.0,20222670.0,mne40021,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TÃ¥rnbyforsyning Spildevand A/S.,Ãrsrapport,116902.0,22795.0,87277342.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Damsted Rasmussen,Vibeke Rasmussen,Raymond Anders Skaarup,TÃ¥rnbyforsyning Spildevand A/S,BDO Statsautoriseret revisionsaktieselskab,2969532.0,72396.0,2852630.0,49601.0,Kastrup,2016-01-01,2016-12-31,5288757.0,6929256.0,9826392.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,TÃ¥rnby,2017-12-31,2017-01-01,58883174.0,true,2018-04-11,KÃ¸benhavn,1640499.0,urn:ofk:oid:25331161,indberetninger-20180424,2.5118406,32667732.0,AWLdkUSYx8uVRSOdf1Q0,2018-04-19T11:02:24.453Z,2018-04-19T11:01:44.801Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-34-MC,2018-04-19T11:01:45.423Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32667732,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzVjL2M4LzVkLzBkZjgtNDNhZS05Y2E3LTc4ZTIyYjhhOTBjYQ.pdf,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzkyLzNmLzAwLzY3MGMtNGY2Ni1hYTNhLTBhYTE3NDg2NGFlMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Gemmas AllÃ© 39,DK-1561,Havneholmen 29,Til kapitalejerne i TÃ¥rnbyforsyning Spildevand A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-11,2010-01-01,2018-04-11,Statsautoriseret revisor,,20222670.0,32667732.0,20222670.0,mne40021,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TÃ¥rnbyforsyning Spildevand A/S.,Ãrsrapport,,,87277342.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Damsted Rasmussen,Vibeke Rasmussen,Raymond Anders Skaarup,TÃ¥rnbyforsyning Spildevand A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Kastrup,2016-01-01,2016-12-31,5288757.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,TÃ¥rnby,2017-12-31,2017-01-01,,true,2018-04-11,KÃ¸benhavn,,urn:ofk:oid:25331161,indberetninger-20180424,2.5118406,32667732.0,AWLdkUSYx8uVRSOdf1Q0,2018-04-19T11:02:24.453Z,2018-04-19T11:01:44.801Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-34-MC,2018-04-19T11:01:45.423Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32667732,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzVjL2M4LzVkLzBkZjgtNDNhZS05Y2E3LTc4ZTIyYjhhOTBjYQ.pdf,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzkyLzNmLzAwLzY3MGMtNGY2Ni1hYTNhLTBhYTE3NDg2NGFlMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Gemmas AllÃ© 39,DK-1561,Havneholmen 29,Til kapitalejerne i TÃ¥rnbyforsyning Spildevand A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-11,2010-01-01,2018-04-11,Statsautoriseret revisor,,20222670.0,32667732.0,20222670.0,mne40021,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TÃ¥rnbyforsyning Spildevand A/S.,Ãrsrapport,,,87277342.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Damsted Rasmussen,Vibeke Rasmussen,Raymond Anders Skaarup,TÃ¥rnbyforsyning Spildevand A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Kastrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,TÃ¥rnby,2017-12-31,2017-01-01,,true,2018-04-11,KÃ¸benhavn,,urn:ofk:oid:25331161,indberetninger-20180424,2.5118406,32667732.0,AWLdkUSYx8uVRSOdf1Q0,2018-04-19T11:02:24.453Z,2018-04-19T11:01:44.801Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-34-MC,2018-04-19T11:01:45.423Z,684914015.0,5399015.0,50000000.0,0.0,563596360.0,6118955.0,111426.0,684914015.0,115686663.0,101977036.0,96905342.0,2602763.0,665616204.0,2468931.0,839768.0,3633389.0,656474556.0,665616204.0,3022693.0,5630992.0,5630992.0,111426.0,9396518.0,504199842.0,13709627.0,5053972.0,0.0,13787370.0,7081328.0,483501.0,0.0,7815887.0,2589152.0,,,,,,,,
32667732,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzVjL2M4LzVkLzBkZjgtNDNhZS05Y2E3LTc4ZTIyYjhhOTBjYQ.pdf,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzkyLzNmLzAwLzY3MGMtNGY2Ni1hYTNhLTBhYTE3NDg2NGFlMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Gemmas AllÃ© 39,DK-1561,Havneholmen 29,Til kapitalejerne i TÃ¥rnbyforsyning Spildevand A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-11,2010-01-01,2018-04-11,Statsautoriseret revisor,,20222670.0,32667732.0,20222670.0,mne40021,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TÃ¥rnbyforsyning Spildevand A/S.,Ãrsrapport,,,87277342.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Damsted Rasmussen,Vibeke Rasmussen,Raymond Anders Skaarup,TÃ¥rnbyforsyning Spildevand A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Kastrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,TÃ¥rnby,2017-12-31,2017-01-01,,true,2018-04-11,KÃ¸benhavn,,urn:ofk:oid:25331161,indberetninger-20180424,2.5118406,32667732.0,AWLdkUSYx8uVRSOdf1Q0,2018-04-19T11:02:24.453Z,2018-04-19T11:01:44.801Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-34-MC,2018-04-19T11:01:45.423Z,,,,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32667732,2017-01-01,2017-01-01,c229,,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzVjL2M4LzVkLzBkZjgtNDNhZS05Y2E3LTc4ZTIyYjhhOTBjYQ.pdf,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzkyLzNmLzAwLzY3MGMtNGY2Ni1hYTNhLTBhYTE3NDg2NGFlMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Gemmas AllÃ© 39,DK-1561,Havneholmen 29,Til kapitalejerne i TÃ¥rnbyforsyning Spildevand A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-11,2010-01-01,2018-04-11,Statsautoriseret revisor,,20222670.0,32667732.0,20222670.0,mne40021,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TÃ¥rnbyforsyning Spildevand A/S.,Ãrsrapport,,,87277342.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Damsted Rasmussen,Vibeke Rasmussen,Raymond Anders Skaarup,TÃ¥rnbyforsyning Spildevand A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Kastrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,TÃ¥rnby,2017-12-31,2017-01-01,,true,2018-04-11,KÃ¸benhavn,,urn:ofk:oid:25331161,indberetninger-20180424,2.5118406,32667732.0,AWLdkUSYx8uVRSOdf1Q0,2018-04-19T11:02:24.453Z,2018-04-19T11:01:44.801Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-34-MC,2018-04-19T11:01:45.423Z,,,,,504199842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32667732,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzVjL2M4LzVkLzBkZjgtNDNhZS05Y2E3LTc4ZTIyYjhhOTBjYQ.pdf,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzkyLzNmLzAwLzY3MGMtNGY2Ni1hYTNhLTBhYTE3NDg2NGFlMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Gemmas AllÃ© 39,DK-1561,Havneholmen 29,Til kapitalejerne i TÃ¥rnbyforsyning Spildevand A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-11,2010-01-01,2018-04-11,Statsautoriseret revisor,,20222670.0,32667732.0,20222670.0,mne40021,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TÃ¥rnbyforsyning Spildevand A/S.,Ãrsrapport,,,87277342.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Damsted Rasmussen,Vibeke Rasmussen,Raymond Anders Skaarup,TÃ¥rnbyforsyning Spildevand A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Kastrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,TÃ¥rnby,2017-12-31,2017-01-01,,true,2018-04-11,KÃ¸benhavn,,urn:ofk:oid:25331161,indberetninger-20180424,2.5118406,32667732.0,AWLdkUSYx8uVRSOdf1Q0,2018-04-19T11:02:24.453Z,2018-04-19T11:01:44.801Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-34-MC,2018-04-19T11:01:45.423Z,,,,,9396518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32667732,2017-01-01,2017-01-01,c437,,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzVjL2M4LzVkLzBkZjgtNDNhZS05Y2E3LTc4ZTIyYjhhOTBjYQ.pdf,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzkyLzNmLzAwLzY3MGMtNGY2Ni1hYTNhLTBhYTE3NDg2NGFlMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Gemmas AllÃ© 39,DK-1561,Havneholmen 29,Til kapitalejerne i TÃ¥rnbyforsyning Spildevand A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-11,2010-01-01,2018-04-11,Statsautoriseret revisor,,20222670.0,32667732.0,20222670.0,mne40021,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TÃ¥rnbyforsyning Spildevand A/S.,Ãrsrapport,,,87277342.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Damsted Rasmussen,Vibeke Rasmussen,Raymond Anders Skaarup,TÃ¥rnbyforsyning Spildevand A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Kastrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,TÃ¥rnby,2017-12-31,2017-01-01,,true,2018-04-11,KÃ¸benhavn,,urn:ofk:oid:25331161,indberetninger-20180424,2.5118406,32667732.0,AWLdkUSYx8uVRSOdf1Q0,2018-04-19T11:02:24.453Z,2018-04-19T11:01:44.801Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-34-MC,2018-04-19T11:01:45.423Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151899725.0,808374281.0,,,,,,
32667732,2017-01-01,2017-01-01,c440,,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzVjL2M4LzVkLzBkZjgtNDNhZS05Y2E3LTc4ZTIyYjhhOTBjYQ.pdf,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzkyLzNmLzAwLzY3MGMtNGY2Ni1hYTNhLTBhYTE3NDg2NGFlMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Gemmas AllÃ© 39,DK-1561,Havneholmen 29,Til kapitalejerne i TÃ¥rnbyforsyning Spildevand A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-11,2010-01-01,2018-04-11,Statsautoriseret revisor,,20222670.0,32667732.0,20222670.0,mne40021,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TÃ¥rnbyforsyning Spildevand A/S.,Ãrsrapport,,,87277342.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Damsted Rasmussen,Vibeke Rasmussen,Raymond Anders Skaarup,TÃ¥rnbyforsyning Spildevand A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Kastrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,TÃ¥rnby,2017-12-31,2017-01-01,,true,2018-04-11,KÃ¸benhavn,,urn:ofk:oid:25331161,indberetninger-20180424,2.5118406,32667732.0,AWLdkUSYx8uVRSOdf1Q0,2018-04-19T11:02:24.453Z,2018-04-19T11:01:44.801Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-34-MC,2018-04-19T11:01:45.423Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176448.0,7295403.0,,,,,,
32667732,2017-01-01,2017-01-01,c455,,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzVjL2M4LzVkLzBkZjgtNDNhZS05Y2E3LTc4ZTIyYjhhOTBjYQ.pdf,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzkyLzNmLzAwLzY3MGMtNGY2Ni1hYTNhLTBhYTE3NDg2NGFlMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Gemmas AllÃ© 39,DK-1561,Havneholmen 29,Til kapitalejerne i TÃ¥rnbyforsyning Spildevand A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,,2018-04-11,2010-01-01,2018-04-11,Statsautoriseret revisor,,20222670.0,32667732.0,20222670.0,mne40021,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TÃ¥rnbyforsyning Spildevand A/S.,Ãrsrapport,,,87277342.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Damsted Rasmussen,Vibeke Rasmussen,Raymond Anders Skaarup,TÃ¥rnbyforsyning Spildevand A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Kastrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,TÃ¥rnby,2017-12-31,2017-01-01,,true,2018-04-11,KÃ¸benhavn,,urn:ofk:oid:25331161,indberetninger-20180424,2.5118406,32667732.0,AWLdkUSYx8uVRSOdf1Q0,2018-04-19T11:02:24.453Z,2018-04-19T11:01:44.801Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-34-MC,2018-04-19T11:01:45.423Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022693.0,,,,,,
32667732,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzVjL2M4LzVkLzBkZjgtNDNhZS05Y2E3LTc4ZTIyYjhhOTBjYQ.pdf,http://regnskaber.virk.dk/23776623/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzkyLzNmLzAwLzY3MGMtNGY2Ni1hYTNhLTBhYTE3NDg2NGFlMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770 Kastrup,Gemmas AllÃ© 39,DK-1561,Havneholmen 29,Til kapitalejerne i TÃ¥rnbyforsyning Spildevand A/S,66016459.0,9897310.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",38511849.0,-1013005.0,2018-04-11,2010-01-01,2018-04-11,Statsautoriseret revisor,88540430.0,20222670.0,32667732.0,20222670.0,mne40021,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for TÃ¥rnbyforsyning Spildevand A/S.,Ãrsrapport,87076.0,16033.0,87277342.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Damsted Rasmussen,Vibeke Rasmussen,Raymond Anders Skaarup,TÃ¥rnbyforsyning Spildevand A/S,BDO Statsautoriseret revisionsaktieselskab,2913427.0,27408.0,2826351.0,11375.0,Kastrup,2016-01-01,2016-12-31,10753647.0,75757101.0,78643120.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,TÃ¥rnby,2017-12-31,2017-01-01,127052279.0,true,2018-04-11,KÃ¸benhavn,65003454.0,urn:ofk:oid:25331161,indberetninger-20180424,2.5118406,32667732.0,AWLdkUSYx8uVRSOdf1Q0,2018-04-19T11:02:24.453Z,2018-04-19T11:01:44.801Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-34-MC,2018-04-19T11:01:45.423Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,
