entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DistributionCosts,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33381042,2012-04-01,2013-03-31,ID_10,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8vcGRmcy8zMzM4MTA0MjtBcFM0ODYxODM7MjAxMzA0MDE7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8veGJybHMvWC00QjBBMzk5OC0yMDE0MDYxMV8xNDEyNTZfMzQ2.xml,"4000, Roskilde",Ledreborg AllÃ© 130i,Til den daglige ledelse i Teglholm ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2011-01-17,2014-06-10,33381042.0,32344720.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014 for Teglholm ApS.,Ãrsrapport,Lars Bonde Lindberg,Teglholm ApS,"Mer Revision A/S, FSR - danske revisorer","Roskilde, den 10. juni 2014",179036.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-03-31,2013-04-01,2014-06-10,Roskilde,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13946491,indberetninger-20180424,2.5118417999999996,33381042.0,,2018-04-01T01:39:58.271Z,2014-06-11T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-04-01,14-203.693,2014-06-11T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33381042,2012-04-01,2013-03-31,ID_12,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8vcGRmcy8zMzM4MTA0MjtBcFM0ODYxODM7MjAxMzA0MDE7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8veGJybHMvWC00QjBBMzk5OC0yMDE0MDYxMV8xNDEyNTZfMzQ2.xml,"4000, Roskilde",Ledreborg AllÃ© 130i,Til den daglige ledelse i Teglholm ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2011-01-17,2014-06-10,33381042.0,32344720.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014 for Teglholm ApS.,Ãrsrapport,Lars Bonde Lindberg,Teglholm ApS,"Mer Revision A/S, FSR - danske revisorer","Roskilde, den 10. juni 2014",179036.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-03-31,2013-04-01,2014-06-10,Roskilde,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13946491,indberetninger-20180424,2.5118417999999996,33381042.0,,2018-04-01T01:39:58.271Z,2014-06-11T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-04-01,14-203.693,2014-06-11T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33381042,2012-04-01,2013-03-31,ID_8,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8vcGRmcy8zMzM4MTA0MjtBcFM0ODYxODM7MjAxMzA0MDE7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8veGJybHMvWC00QjBBMzk5OC0yMDE0MDYxMV8xNDEyNTZfMzQ2.xml,"4000, Roskilde",Ledreborg AllÃ© 130i,Til den daglige ledelse i Teglholm ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2011-01-17,2014-06-10,33381042.0,32344720.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014 for Teglholm ApS.,Ãrsrapport,Lars Bonde Lindberg,Teglholm ApS,"Mer Revision A/S, FSR - danske revisorer","Roskilde, den 10. juni 2014",-179036.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-03-31,2013-04-01,2014-06-10,Roskilde,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13946491,indberetninger-20180424,2.5118417999999996,33381042.0,,2018-04-01T01:39:58.271Z,2014-06-11T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-04-01,14-203.693,2014-06-11T22:00:00.000Z,2772.0,-96292.0,128039.0,-227103.0,-99064.0,-48067.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33381042,2013-03-31,2013-03-31,ID_14,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8vcGRmcy8zMzM4MTA0MjtBcFM0ODYxODM7MjAxMzA0MDE7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8veGJybHMvWC00QjBBMzk5OC0yMDE0MDYxMV8xNDEyNTZfMzQ2.xml,"4000, Roskilde",Ledreborg AllÃ© 130i,Til den daglige ledelse i Teglholm ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2011-01-17,2014-06-10,33381042.0,32344720.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014 for Teglholm ApS.,Ãrsrapport,Lars Bonde Lindberg,Teglholm ApS,"Mer Revision A/S, FSR - danske revisorer","Roskilde, den 10. juni 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-03-31,2013-04-01,2014-06-10,Roskilde,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13946491,indberetninger-20180424,2.5118417999999996,33381042.0,,2018-04-01T01:39:58.271Z,2014-06-11T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-04-01,14-203.693,2014-06-11T22:00:00.000Z,,,,,,,3236289.0,235.0,80000.0,222377.0,10130.0,162018.0,46417.0,2967495.0,3236289.0,2979876.0,640438.0,2945340.0,2304902.0,3013912.0,20108.0,105718.0,3013912.0,94395.0,94395.0,-207740.0,289758.0,34536.0,222142.0,14428.0,106294.0,
33381042,2013-04-01,2014-03-31,ID_0,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8vcGRmcy8zMzM4MTA0MjtBcFM0ODYxODM7MjAxMzA0MDE7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8veGJybHMvWC00QjBBMzk5OC0yMDE0MDYxMV8xNDEyNTZfMzQ2.xml,"4000, Roskilde",Ledreborg AllÃ© 130i,Til den daglige ledelse i Teglholm ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2011-01-17,2014-06-10,33381042.0,32344720.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014 for Teglholm ApS.,Ãrsrapport,Lars Bonde Lindberg,Teglholm ApS,"Mer Revision A/S, FSR - danske revisorer","Roskilde, den 10. juni 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-03-31,2013-04-01,2014-06-10,Roskilde,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13946491,indberetninger-20180424,2.5118417999999996,33381042.0,,2018-04-01T01:39:58.271Z,2014-06-11T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-04-01,14-203.693,2014-06-11T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33381042,2013-04-01,2014-03-31,ID_1,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8vcGRmcy8zMzM4MTA0MjtBcFM0ODYxODM7MjAxMzA0MDE7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8veGJybHMvWC00QjBBMzk5OC0yMDE0MDYxMV8xNDEyNTZfMzQ2.xml,"4000, Roskilde",Ledreborg AllÃ© 130i,Til den daglige ledelse i Teglholm ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2011-01-17,2014-06-10,33381042.0,32344720.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014 for Teglholm ApS.,Ãrsrapport,Lars Bonde Lindberg,Teglholm ApS,"Mer Revision A/S, FSR - danske revisorer","Roskilde, den 10. juni 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-03-31,2013-04-01,2014-06-10,Roskilde,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13946491,indberetninger-20180424,2.5118417999999996,33381042.0,,2018-04-01T01:39:58.271Z,2014-06-11T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-04-01,14-203.693,2014-06-11T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33381042,2013-04-01,2014-03-31,ID_11,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8vcGRmcy8zMzM4MTA0MjtBcFM0ODYxODM7MjAxMzA0MDE7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8veGJybHMvWC00QjBBMzk5OC0yMDE0MDYxMV8xNDEyNTZfMzQ2.xml,"4000, Roskilde",Ledreborg AllÃ© 130i,Til den daglige ledelse i Teglholm ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2011-01-17,2014-06-10,33381042.0,32344720.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014 for Teglholm ApS.,Ãrsrapport,Lars Bonde Lindberg,Teglholm ApS,"Mer Revision A/S, FSR - danske revisorer","Roskilde, den 10. juni 2014",134769.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-03-31,2013-04-01,2014-06-10,Roskilde,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13946491,indberetninger-20180424,2.5118417999999996,33381042.0,,2018-04-01T01:39:58.271Z,2014-06-11T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-04-01,14-203.693,2014-06-11T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33381042,2013-04-01,2014-03-31,ID_15,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8vcGRmcy8zMzM4MTA0MjtBcFM0ODYxODM7MjAxMzA0MDE7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8veGJybHMvWC00QjBBMzk5OC0yMDE0MDYxMV8xNDEyNTZfMzQ2.xml,"4000, Roskilde",Ledreborg AllÃ© 130i,Til den daglige ledelse i Teglholm ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2011-01-17,2014-06-10,33381042.0,32344720.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014 for Teglholm ApS.,Ãrsrapport,Lars Bonde Lindberg,Teglholm ApS,"Mer Revision A/S, FSR - danske revisorer","Roskilde, den 10. juni 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-03-31,2013-04-01,2014-06-10,Roskilde,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13946491,indberetninger-20180424,2.5118417999999996,33381042.0,,2018-04-01T01:39:58.271Z,2014-06-11T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-04-01,14-203.693,2014-06-11T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33381042,2013-04-01,2014-03-31,ID_16,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8vcGRmcy8zMzM4MTA0MjtBcFM0ODYxODM7MjAxMzA0MDE7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8veGJybHMvWC00QjBBMzk5OC0yMDE0MDYxMV8xNDEyNTZfMzQ2.xml,"4000, Roskilde",Ledreborg AllÃ© 130i,Til den daglige ledelse i Teglholm ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2011-01-17,2014-06-10,33381042.0,32344720.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014 for Teglholm ApS.,Ãrsrapport,Lars Bonde Lindberg,Teglholm ApS,"Mer Revision A/S, FSR - danske revisorer","Roskilde, den 10. juni 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-03-31,2013-04-01,2014-06-10,Roskilde,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13946491,indberetninger-20180424,2.5118417999999996,33381042.0,,2018-04-01T01:39:58.271Z,2014-06-11T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-04-01,14-203.693,2014-06-11T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33381042,2013-04-01,2014-03-31,ID_17,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8vcGRmcy8zMzM4MTA0MjtBcFM0ODYxODM7MjAxMzA0MDE7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/24018333/Y3ZyLmRrOi8veGJybHMvWC00QjBBMzk5OC0yMDE0MDYxMV8xNDEyNTZfMzQ2.xml,"4000, Roskilde",Ledreborg AllÃ© 130i,Til den daglige ledelse i Teglholm ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2011-01-17,2014-06-10,33381042.0,32344720.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2013 - 31. marts 2014 for Teglholm ApS.,Ãrsrapport,Lars Bonde Lindberg,Teglholm ApS,"Mer Revision A/S, FSR - danske revisorer","Roskilde, den 10. juni 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-03-31,2013-04-01,2014-06-10,Roskilde,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:13946491,indberetninger-20180424,2.5118417999999996,33381042.0,,2018-04-01T01:39:58.271Z,2014-06-11T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-04-01,14-203.693,2014-06-11T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
