entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
36088680,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJiLzE1LzQ1LzdhNDYtNDQzZi05NGQzLTA4MGZlOWYwODRlZA.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FmLzliLzBmL2FmMmQtNDY3Ni1hMmRmLWQ0OTA1NTk0YzQzZg.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2Y3LzA3LzQzLzRkZWQtNDhlZi05NWYxLTNmY2FjOGEwYWYwZA.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-01,2019-04-01,29129.0,info@ghbv-drift.dk,177958.0,246760.0,228599.0,36088680.0,0.0,0.0,Ãrsrapport,Kristina Rasmussen,GHBV-DRIFT IVS,Birgitte Rasmussen,0.0,0.0,Gammel Havdrup,2017-01-01,2017-12-31,16682.0,21387.0,21512.0,2018-12-31,2018-01-01,475359.0,false,4705.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27538050,indberetninger-20180424,2.5955543999999997,36088680.0,AWtr9qdnjptzAuyFimQO,2019-06-18T19:01:12.279Z,2019-06-18T19:00:54.682Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-56-AZ,2019-06-18T19:00:54.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJiLzE1LzQ1LzdhNDYtNDQzZi05NGQzLTA4MGZlOWYwODRlZA.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FmLzliLzBmL2FmMmQtNDY3Ni1hMmRmLWQ0OTA1NTk0YzQzZg.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2Y3LzA3LzQzLzRkZWQtNDhlZi05NWYxLTNmY2FjOGEwYWYwZA.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-01,2019-04-01,,info@ghbv-drift.dk,,,,36088680.0,,,Ãrsrapport,Kristina Rasmussen,GHBV-DRIFT IVS,Birgitte Rasmussen,,,Gammel Havdrup,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27538050,indberetninger-20180424,2.5955543999999997,36088680.0,AWtr9qdnjptzAuyFimQO,2019-06-18T19:01:12.279Z,2019-06-18T19:00:54.682Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-56-AZ,2019-06-18T19:00:54.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJiLzE1LzQ1LzdhNDYtNDQzZi05NGQzLTA4MGZlOWYwODRlZA.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FmLzliLzBmL2FmMmQtNDY3Ni1hMmRmLWQ0OTA1NTk0YzQzZg.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2Y3LzA3LzQzLzRkZWQtNDhlZi05NWYxLTNmY2FjOGEwYWYwZA.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-01,2019-04-01,,info@ghbv-drift.dk,,,,36088680.0,,,Ãrsrapport,Kristina Rasmussen,GHBV-DRIFT IVS,Birgitte Rasmussen,,,Gammel Havdrup,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27538050,indberetninger-20180424,2.5955543999999997,36088680.0,AWtr9qdnjptzAuyFimQO,2019-06-18T19:01:12.279Z,2019-06-18T19:00:54.682Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-56-AZ,2019-06-18T19:00:54.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2017-01-01,2017-12-31,c9,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJiLzE1LzQ1LzdhNDYtNDQzZi05NGQzLTA4MGZlOWYwODRlZA.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FmLzliLzBmL2FmMmQtNDY3Ni1hMmRmLWQ0OTA1NTk0YzQzZg.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2Y3LzA3LzQzLzRkZWQtNDhlZi05NWYxLTNmY2FjOGEwYWYwZA.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-01,2019-04-01,,info@ghbv-drift.dk,,,,36088680.0,,,Ãrsrapport,Kristina Rasmussen,GHBV-DRIFT IVS,Birgitte Rasmussen,,,Gammel Havdrup,2017-01-01,2017-12-31,16682.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27538050,indberetninger-20180424,2.5955543999999997,36088680.0,AWtr9qdnjptzAuyFimQO,2019-06-18T19:01:12.279Z,2019-06-18T19:00:54.682Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-56-AZ,2019-06-18T19:00:54.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2017-12-31,2017-12-31,c11,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJiLzE1LzQ1LzdhNDYtNDQzZi05NGQzLTA4MGZlOWYwODRlZA.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FmLzliLzBmL2FmMmQtNDY3Ni1hMmRmLWQ0OTA1NTk0YzQzZg.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2Y3LzA3LzQzLzRkZWQtNDhlZi05NWYxLTNmY2FjOGEwYWYwZA.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-01,2019-04-01,,info@ghbv-drift.dk,,,,36088680.0,,,Ãrsrapport,Kristina Rasmussen,GHBV-DRIFT IVS,Birgitte Rasmussen,,,Gammel Havdrup,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27538050,indberetninger-20180424,2.5955543999999997,36088680.0,AWtr9qdnjptzAuyFimQO,2019-06-18T19:01:12.279Z,2019-06-18T19:00:54.682Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-56-AZ,2019-06-18T19:00:54.839Z,85585.0,1355.0,0.0,1000.0,85585.0,41171.0,0.0,0.0,0.0,0.0,0.0,85585.0,44414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16682.0,0.0,0.0,44414.0,0.0,0.0,0.0,84230.0,0.0,0.0,4705.0,0.0,0.0,84230.0,
36088680,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJiLzE1LzQ1LzdhNDYtNDQzZi05NGQzLTA4MGZlOWYwODRlZA.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FmLzliLzBmL2FmMmQtNDY3Ni1hMmRmLWQ0OTA1NTk0YzQzZg.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2Y3LzA3LzQzLzRkZWQtNDhlZi05NWYxLTNmY2FjOGEwYWYwZA.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-01,2019-04-01,13028.0,info@ghbv-drift.dk,242562.0,299403.0,264267.0,36088680.0,0.0,0.0,Ãrsrapport,Kristina Rasmussen,GHBV-DRIFT IVS,Birgitte Rasmussen,0.0,0.0,Gammel Havdrup,2017-01-01,2017-12-31,6769.0,8677.0,8677.0,2018-12-31,2018-01-01,563670.0,false,1908.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27538050,indberetninger-20180424,2.5955543999999997,36088680.0,AWtr9qdnjptzAuyFimQO,2019-06-18T19:01:12.279Z,2019-06-18T19:00:54.682Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-56-AZ,2019-06-18T19:00:54.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJiLzE1LzQ1LzdhNDYtNDQzZi05NGQzLTA4MGZlOWYwODRlZA.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FmLzliLzBmL2FmMmQtNDY3Ni1hMmRmLWQ0OTA1NTk0YzQzZg.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2Y3LzA3LzQzLzRkZWQtNDhlZi05NWYxLTNmY2FjOGEwYWYwZA.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-01,2019-04-01,,info@ghbv-drift.dk,,,,36088680.0,,,Ãrsrapport,Kristina Rasmussen,GHBV-DRIFT IVS,Birgitte Rasmussen,,,Gammel Havdrup,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27538050,indberetninger-20180424,2.5955543999999997,36088680.0,AWtr9qdnjptzAuyFimQO,2019-06-18T19:01:12.279Z,2019-06-18T19:00:54.682Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-56-AZ,2019-06-18T19:00:54.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim JÃ¸rgensen
36088680,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJiLzE1LzQ1LzdhNDYtNDQzZi05NGQzLTA4MGZlOWYwODRlZA.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FmLzliLzBmL2FmMmQtNDY3Ni1hMmRmLWQ0OTA1NTk0YzQzZg.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2Y3LzA3LzQzLzRkZWQtNDhlZi05NWYxLTNmY2FjOGEwYWYwZA.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-01,2019-04-01,,info@ghbv-drift.dk,,,,36088680.0,,,Ãrsrapport,Kristina Rasmussen,GHBV-DRIFT IVS,Birgitte Rasmussen,,,Gammel Havdrup,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27538050,indberetninger-20180424,2.5955543999999997,36088680.0,AWtr9qdnjptzAuyFimQO,2019-06-18T19:01:12.279Z,2019-06-18T19:00:54.682Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-56-AZ,2019-06-18T19:00:54.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birgitte Rasmussen
36088680,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJiLzE1LzQ1LzdhNDYtNDQzZi05NGQzLTA4MGZlOWYwODRlZA.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FmLzliLzBmL2FmMmQtNDY3Ni1hMmRmLWQ0OTA1NTk0YzQzZg.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2Y3LzA3LzQzLzRkZWQtNDhlZi05NWYxLTNmY2FjOGEwYWYwZA.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-01,2019-04-01,,info@ghbv-drift.dk,,,,36088680.0,,,Ãrsrapport,Kristina Rasmussen,GHBV-DRIFT IVS,Birgitte Rasmussen,,,Gammel Havdrup,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27538050,indberetninger-20180424,2.5955543999999997,36088680.0,AWtr9qdnjptzAuyFimQO,2019-06-18T19:01:12.279Z,2019-06-18T19:00:54.682Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-56-AZ,2019-06-18T19:00:54.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzJiLzE1LzQ1LzdhNDYtNDQzZi05NGQzLTA4MGZlOWYwODRlZA.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2YyL2FmLzliLzBmL2FmMmQtNDY3Ni1hMmRmLWQ0OTA1NTk0YzQzZg.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2Y3LzA3LzQzLzRkZWQtNDhlZi05NWYxLTNmY2FjOGEwYWYwZA.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-01,2019-04-01,,info@ghbv-drift.dk,,,,36088680.0,,,Ãrsrapport,Kristina Rasmussen,GHBV-DRIFT IVS,Birgitte Rasmussen,,,Gammel Havdrup,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27538050,indberetninger-20180424,2.5955543999999997,36088680.0,AWtr9qdnjptzAuyFimQO,2019-06-18T19:01:12.279Z,2019-06-18T19:00:54.682Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-56-AZ,2019-06-18T19:00:54.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
