entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,CostOfProduction,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherOperatingExpenses,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
36088680,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzgwLzgzLzUzLzA5YzMtNGMzYS1hMmE1LWIxOWU0YzFlOWVlNw.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2Y5Lzk3LzJkLzM1ZmEtNDA3NS05ZWVmLWM5OTE5YmEyN2IwMw.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2IxLzU0L2Y2L2Y3MWQtNGM2Zi05NGEzLTYzYzJhYTdkMzg1Nw.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup",-13318.0,Regnskabsklasse B,-183289.0,2017-05-30,2017-05-30,-1032.0,info@ghbv-drift.dk,66307.0,36088680.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birgitte Rasmussen,Danske Bank,GHBV-DRIFT IVS,Birgitte Rasmussen,0.0,0.0,0.0,-38442.0,0.0,Gl.Havdrup,2015-01-01,2015-12-31,10339.0,13515.0,13515.0,2016-12-31,2016-01-01,249596.0,false,false,-3176.0,false,false,Ingen bistand,urn:ofk:oid:24223135,indberetninger-20180424,2.5949414,36088680.0,,2018-03-29T12:24:50.499Z,2017-06-16T11:18:40.064Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-25-WH,2017-06-16T11:18:40.282Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzgwLzgzLzUzLzA5YzMtNGMzYS1hMmE1LWIxOWU0YzFlOWVlNw.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2Y5Lzk3LzJkLzM1ZmEtNDA3NS05ZWVmLWM5OTE5YmEyN2IwMw.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2IxLzU0L2Y2L2Y3MWQtNGM2Zi05NGEzLTYzYzJhYTdkMzg1Nw.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup",,Regnskabsklasse B,,2017-05-30,2017-05-30,,info@ghbv-drift.dk,,36088680.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birgitte Rasmussen,Danske Bank,GHBV-DRIFT IVS,Birgitte Rasmussen,,,,,,Gl.Havdrup,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:24223135,indberetninger-20180424,2.5949414,36088680.0,,2018-03-29T12:24:50.499Z,2017-06-16T11:18:40.064Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-25-WH,2017-06-16T11:18:40.282Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzgwLzgzLzUzLzA5YzMtNGMzYS1hMmE1LWIxOWU0YzFlOWVlNw.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2Y5Lzk3LzJkLzM1ZmEtNDA3NS05ZWVmLWM5OTE5YmEyN2IwMw.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2IxLzU0L2Y2L2Y3MWQtNGM2Zi05NGEzLTYzYzJhYTdkMzg1Nw.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup",,Regnskabsklasse B,,2017-05-30,2017-05-30,,info@ghbv-drift.dk,,36088680.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birgitte Rasmussen,Danske Bank,GHBV-DRIFT IVS,Birgitte Rasmussen,,,,,,Gl.Havdrup,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:24223135,indberetninger-20180424,2.5949414,36088680.0,,2018-03-29T12:24:50.499Z,2017-06-16T11:18:40.064Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-25-WH,2017-06-16T11:18:40.282Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2015-01-01,2015-12-31,c9,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzgwLzgzLzUzLzA5YzMtNGMzYS1hMmE1LWIxOWU0YzFlOWVlNw.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2Y5Lzk3LzJkLzM1ZmEtNDA3NS05ZWVmLWM5OTE5YmEyN2IwMw.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2IxLzU0L2Y2L2Y3MWQtNGM2Zi05NGEzLTYzYzJhYTdkMzg1Nw.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup",,Regnskabsklasse B,,2017-05-30,2017-05-30,,info@ghbv-drift.dk,,36088680.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birgitte Rasmussen,Danske Bank,GHBV-DRIFT IVS,Birgitte Rasmussen,,,,,,Gl.Havdrup,2015-01-01,2015-12-31,10339.0,,,2016-12-31,2016-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:24223135,indberetninger-20180424,2.5949414,36088680.0,,2018-03-29T12:24:50.499Z,2017-06-16T11:18:40.064Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-25-WH,2017-06-16T11:18:40.282Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2015-12-31,2015-12-31,c11,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzgwLzgzLzUzLzA5YzMtNGMzYS1hMmE1LWIxOWU0YzFlOWVlNw.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2Y5Lzk3LzJkLzM1ZmEtNDA3NS05ZWVmLWM5OTE5YmEyN2IwMw.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2IxLzU0L2Y2L2Y3MWQtNGM2Zi05NGEzLTYzYzJhYTdkMzg1Nw.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup",,Regnskabsklasse B,,2017-05-30,2017-05-30,,info@ghbv-drift.dk,,36088680.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birgitte Rasmussen,Danske Bank,GHBV-DRIFT IVS,Birgitte Rasmussen,,,,,,Gl.Havdrup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:24223135,indberetninger-20180424,2.5949414,36088680.0,,2018-03-29T12:24:50.499Z,2017-06-16T11:18:40.064Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-25-WH,2017-06-16T11:18:40.282Z,44452.0,22552.0,0.0,1000.0,44452.0,11339.0,0.0,0.0,0.0,0.0,0.0,44452.0,33113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10339.0,0.0,0.0,33113.0,0.0,0.0,0.0,21900.0,0.0,0.0,3176.0,0.0,0.0,21900.0,,
36088680,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzgwLzgzLzUzLzA5YzMtNGMzYS1hMmE1LWIxOWU0YzFlOWVlNw.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2Y5Lzk3LzJkLzM1ZmEtNDA3NS05ZWVmLWM5OTE5YmEyN2IwMw.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2IxLzU0L2Y2L2Y3MWQtNGM2Zi05NGEzLTYzYzJhYTdkMzg1Nw.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup",-15442.0,Regnskabsklasse B,-423350.0,2017-05-30,2017-05-30,0.0,info@ghbv-drift.dk,46283.0,36088680.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birgitte Rasmussen,Danske Bank,GHBV-DRIFT IVS,Birgitte Rasmussen,0.0,0.0,0.0,-13871.0,0.0,Gl.Havdrup,2015-01-01,2015-12-31,13148.0,16856.0,16970.0,2016-12-31,2016-01-01,469633.0,false,false,-3708.0,false,false,Ingen bistand,urn:ofk:oid:24223135,indberetninger-20180424,2.5949414,36088680.0,,2018-03-29T12:24:50.499Z,2017-06-16T11:18:40.064Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-25-WH,2017-06-16T11:18:40.282Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzgwLzgzLzUzLzA5YzMtNGMzYS1hMmE1LWIxOWU0YzFlOWVlNw.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2Y5Lzk3LzJkLzM1ZmEtNDA3NS05ZWVmLWM5OTE5YmEyN2IwMw.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2IxLzU0L2Y2L2Y3MWQtNGM2Zi05NGEzLTYzYzJhYTdkMzg1Nw.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup",,Regnskabsklasse B,,2017-05-30,2017-05-30,,info@ghbv-drift.dk,,36088680.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birgitte Rasmussen,Danske Bank,GHBV-DRIFT IVS,Birgitte Rasmussen,,,,,,Gl.Havdrup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:24223135,indberetninger-20180424,2.5949414,36088680.0,,2018-03-29T12:24:50.499Z,2017-06-16T11:18:40.064Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-25-WH,2017-06-16T11:18:40.282Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim JÃ¸rgensen,DirektÃ¸r
36088680,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzgwLzgzLzUzLzA5YzMtNGMzYS1hMmE1LWIxOWU0YzFlOWVlNw.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2Y5Lzk3LzJkLzM1ZmEtNDA3NS05ZWVmLWM5OTE5YmEyN2IwMw.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2IxLzU0L2Y2L2Y3MWQtNGM2Zi05NGEzLTYzYzJhYTdkMzg1Nw.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup",,Regnskabsklasse B,,2017-05-30,2017-05-30,,info@ghbv-drift.dk,,36088680.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birgitte Rasmussen,Danske Bank,GHBV-DRIFT IVS,Birgitte Rasmussen,,,,,,Gl.Havdrup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:24223135,indberetninger-20180424,2.5949414,36088680.0,,2018-03-29T12:24:50.499Z,2017-06-16T11:18:40.064Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-25-WH,2017-06-16T11:18:40.282Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SÃ¸ren Pedersen,DirektÃ¸r
36088680,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzgwLzgzLzUzLzA5YzMtNGMzYS1hMmE1LWIxOWU0YzFlOWVlNw.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2Y5Lzk3LzJkLzM1ZmEtNDA3NS05ZWVmLWM5OTE5YmEyN2IwMw.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2IxLzU0L2Y2L2Y3MWQtNGM2Zi05NGEzLTYzYzJhYTdkMzg1Nw.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup",,Regnskabsklasse B,,2017-05-30,2017-05-30,,info@ghbv-drift.dk,,36088680.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birgitte Rasmussen,Danske Bank,GHBV-DRIFT IVS,Birgitte Rasmussen,,,,,,Gl.Havdrup,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:24223135,indberetninger-20180424,2.5949414,36088680.0,,2018-03-29T12:24:50.499Z,2017-06-16T11:18:40.064Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-25-WH,2017-06-16T11:18:40.282Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36088680,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzgwLzgzLzUzLzA5YzMtNGMzYS1hMmE1LWIxOWU0YzFlOWVlNw.xhtml,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2Y5Lzk3LzJkLzM1ZmEtNDA3NS05ZWVmLWM5OTE5YmEyN2IwMw.pdf,http://regnskaber.virk.dk/08688063/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2IxLzU0L2Y2L2Y3MWQtNGM2Zi05NGEzLTYzYzJhYTdkMzg1Nw.xml,true,Havdrup,4622.0,8.0,BrÃ¸ndstrÃ¦de,4622 Havdrup,"BrÃ¸ndstrÃ¦de 8, Gl. Havdrup",,Regnskabsklasse B,,2017-05-30,2017-05-30,,info@ghbv-drift.dk,,36088680.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birgitte Rasmussen,Danske Bank,GHBV-DRIFT IVS,Birgitte Rasmussen,,,,,,Gl.Havdrup,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:24223135,indberetninger-20180424,2.5949414,36088680.0,,2018-03-29T12:24:50.499Z,2017-06-16T11:18:40.064Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-25-WH,2017-06-16T11:18:40.282Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
