entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProposedDividend,ProposedDividendRecognisedInEquity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossResult,OtherFinanceExpenses,OtherOperatingExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
25848225,2014-01-01,2014-01-01,c10,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAzL2Y1LzU5L2Y4MTktNDYxZS1iNzBkLTlkMjRjNzUyMDliOQ.xhtml,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2VlLzE1L2UwLzQ4YTUtNDY1OC1iZDhkLWU1ODcyNmFmMTA4Yg.pdf,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzVmL2JjL2JiL2I1NGMtNGI0Mi04ZDM1LWIwMmZlNzk0ZGRkZA.xml,true,Greve,2670.0,47.0,TvÃ¦rager,2670 Greve,TvÃ¦rager 47,Regnskabsklasse B,2016-06-15,2016-06-16,25848225.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birger Petersen,Birger WahlstrÃ¸m Petersen,BP EL & DATAINSTALLATION ApS,Birger Petersen,2.0,Greve,2014-01-01,2014-12-31,800000.0,425000.0,2015-12-31,2015-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:22715821,indberetninger-20180424,2.5949414,25848225.0,,2018-03-29T09:43:30.824Z,2016-06-16T18:36:22.582Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-78-CC,2016-06-16T18:36:22.754Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25848225,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAzL2Y1LzU5L2Y4MTktNDYxZS1iNzBkLTlkMjRjNzUyMDliOQ.xhtml,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2VlLzE1L2UwLzQ4YTUtNDY1OC1iZDhkLWU1ODcyNmFmMTA4Yg.pdf,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzVmL2JjL2JiL2I1NGMtNGI0Mi04ZDM1LWIwMmZlNzk0ZGRkZA.xml,true,Greve,2670.0,47.0,TvÃ¦rager,2670 Greve,TvÃ¦rager 47,Regnskabsklasse B,2016-06-15,2016-06-16,25848225.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birger Petersen,Birger WahlstrÃ¸m Petersen,BP EL & DATAINSTALLATION ApS,Birger Petersen,,Greve,2014-01-01,2014-12-31,800000.0,425000.0,2015-12-31,2015-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:22715821,indberetninger-20180424,2.5949414,25848225.0,,2018-03-29T09:43:30.824Z,2016-06-16T18:36:22.582Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-78-CC,2016-06-16T18:36:22.754Z,2.0,1412752.0,7880.0,351078.0,801432.0,1053794.0,1061674.0,252362.0,,,,,,,,,,,,,,,,,,,,,,,
25848225,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAzL2Y1LzU5L2Y4MTktNDYxZS1iNzBkLTlkMjRjNzUyMDliOQ.xhtml,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2VlLzE1L2UwLzQ4YTUtNDY1OC1iZDhkLWU1ODcyNmFmMTA4Yg.pdf,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzVmL2JjL2JiL2I1NGMtNGI0Mi04ZDM1LWIwMmZlNzk0ZGRkZA.xml,true,Greve,2670.0,47.0,TvÃ¦rager,2670 Greve,TvÃ¦rager 47,Regnskabsklasse B,2016-06-15,2016-06-16,25848225.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birger Petersen,Birger WahlstrÃ¸m Petersen,BP EL & DATAINSTALLATION ApS,Birger Petersen,,Greve,2014-01-01,2014-12-31,800000.0,425000.0,2015-12-31,2015-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:22715821,indberetninger-20180424,2.5949414,25848225.0,,2018-03-29T09:43:30.824Z,2016-06-16T18:36:22.582Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-78-CC,2016-06-16T18:36:22.754Z,,,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25848225,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAzL2Y1LzU5L2Y4MTktNDYxZS1iNzBkLTlkMjRjNzUyMDliOQ.xhtml,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2VlLzE1L2UwLzQ4YTUtNDY1OC1iZDhkLWU1ODcyNmFmMTA4Yg.pdf,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzVmL2JjL2JiL2I1NGMtNGI0Mi04ZDM1LWIwMmZlNzk0ZGRkZA.xml,true,Greve,2670.0,47.0,TvÃ¦rager,2670 Greve,TvÃ¦rager 47,Regnskabsklasse B,2016-06-15,2016-06-16,25848225.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birger Petersen,Birger WahlstrÃ¸m Petersen,BP EL & DATAINSTALLATION ApS,Birger Petersen,,Greve,2014-01-01,2014-12-31,800000.0,425000.0,2015-12-31,2015-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:22715821,indberetninger-20180424,2.5949414,25848225.0,,2018-03-29T09:43:30.824Z,2016-06-16T18:36:22.582Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-78-CC,2016-06-16T18:36:22.754Z,,,,,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25848225,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAzL2Y1LzU5L2Y4MTktNDYxZS1iNzBkLTlkMjRjNzUyMDliOQ.xhtml,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2VlLzE1L2UwLzQ4YTUtNDY1OC1iZDhkLWU1ODcyNmFmMTA4Yg.pdf,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzVmL2JjL2JiL2I1NGMtNGI0Mi04ZDM1LWIwMmZlNzk0ZGRkZA.xml,true,Greve,2670.0,47.0,TvÃ¦rager,2670 Greve,TvÃ¦rager 47,Regnskabsklasse B,2016-06-15,2016-06-16,25848225.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birger Petersen,Birger WahlstrÃ¸m Petersen,BP EL & DATAINSTALLATION ApS,Birger Petersen,2.0,Greve,2014-01-01,2014-12-31,800000.0,425000.0,2015-12-31,2015-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:22715821,indberetninger-20180424,2.5949414,25848225.0,,2018-03-29T09:43:30.824Z,2016-06-16T18:36:22.582Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-78-CC,2016-06-16T18:36:22.754Z,,,,,,,,,2062587.0,1141057.0,125000.0,1938469.0,5546.0,133984.0,124118.0,25000.0,2062587.0,1928603.0,72332.0,72332.0,124118.0,575213.0,124118.0,25000.0,8984.0,29221.0,1856271.0,213689.0,772412.0,238148.0,766866.0
25848225,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAzL2Y1LzU5L2Y4MTktNDYxZS1iNzBkLTlkMjRjNzUyMDliOQ.xhtml,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2VlLzE1L2UwLzQ4YTUtNDY1OC1iZDhkLWU1ODcyNmFmMTA4Yg.pdf,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzVmL2JjL2JiL2I1NGMtNGI0Mi04ZDM1LWIwMmZlNzk0ZGRkZA.xml,true,Greve,2670.0,47.0,TvÃ¦rager,2670 Greve,TvÃ¦rager 47,Regnskabsklasse B,2016-06-15,2016-06-16,25848225.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birger Petersen,Birger WahlstrÃ¸m Petersen,BP EL & DATAINSTALLATION ApS,Birger Petersen,2.0,Greve,2014-01-01,2014-12-31,800000.0,425000.0,2015-12-31,2015-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:22715821,indberetninger-20180424,2.5949414,25848225.0,,2018-03-29T09:43:30.824Z,2016-06-16T18:36:22.582Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-78-CC,2016-06-16T18:36:22.754Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25848225,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAzL2Y1LzU5L2Y4MTktNDYxZS1iNzBkLTlkMjRjNzUyMDliOQ.xhtml,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2VlLzE1L2UwLzQ4YTUtNDY1OC1iZDhkLWU1ODcyNmFmMTA4Yg.pdf,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzVmL2JjL2JiL2I1NGMtNGI0Mi04ZDM1LWIwMmZlNzk0ZGRkZA.xml,true,Greve,2670.0,47.0,TvÃ¦rager,2670 Greve,TvÃ¦rager 47,Regnskabsklasse B,2016-06-15,2016-06-16,25848225.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birger Petersen,Birger WahlstrÃ¸m Petersen,BP EL & DATAINSTALLATION ApS,Birger Petersen,,Greve,2014-01-01,2014-12-31,800000.0,425000.0,2015-12-31,2015-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:22715821,indberetninger-20180424,2.5949414,25848225.0,,2018-03-29T09:43:30.824Z,2016-06-16T18:36:22.582Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-78-CC,2016-06-16T18:36:22.754Z,2.0,952829.0,10913.0,344138.0,426915.0,597778.0,608691.0,170863.0,,,,,,,,,,,,,,,,,,,,,,,
25848225,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAzL2Y1LzU5L2Y4MTktNDYxZS1iNzBkLTlkMjRjNzUyMDliOQ.xhtml,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2VlLzE1L2UwLzQ4YTUtNDY1OC1iZDhkLWU1ODcyNmFmMTA4Yg.pdf,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzVmL2JjL2JiL2I1NGMtNGI0Mi04ZDM1LWIwMmZlNzk0ZGRkZA.xml,true,Greve,2670.0,47.0,TvÃ¦rager,2670 Greve,TvÃ¦rager 47,Regnskabsklasse B,2016-06-15,2016-06-16,25848225.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birger Petersen,Birger WahlstrÃ¸m Petersen,BP EL & DATAINSTALLATION ApS,Birger Petersen,,Greve,2014-01-01,2014-12-31,800000.0,425000.0,2015-12-31,2015-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:22715821,indberetninger-20180424,2.5949414,25848225.0,,2018-03-29T09:43:30.824Z,2016-06-16T18:36:22.582Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-78-CC,2016-06-16T18:36:22.754Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25848225,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAzL2Y1LzU5L2Y4MTktNDYxZS1iNzBkLTlkMjRjNzUyMDliOQ.xhtml,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2VlLzE1L2UwLzQ4YTUtNDY1OC1iZDhkLWU1ODcyNmFmMTA4Yg.pdf,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzVmL2JjL2JiL2I1NGMtNGI0Mi04ZDM1LWIwMmZlNzk0ZGRkZA.xml,true,Greve,2670.0,47.0,TvÃ¦rager,2670 Greve,TvÃ¦rager 47,Regnskabsklasse B,2016-06-15,2016-06-16,25848225.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birger Petersen,Birger WahlstrÃ¸m Petersen,BP EL & DATAINSTALLATION ApS,Birger Petersen,,Greve,2014-01-01,2014-12-31,800000.0,425000.0,2015-12-31,2015-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:22715821,indberetninger-20180424,2.5949414,25848225.0,,2018-03-29T09:43:30.824Z,2016-06-16T18:36:22.582Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-78-CC,2016-06-16T18:36:22.754Z,,,,,425000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25848225,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAzL2Y1LzU5L2Y4MTktNDYxZS1iNzBkLTlkMjRjNzUyMDliOQ.xhtml,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2VlLzE1L2UwLzQ4YTUtNDY1OC1iZDhkLWU1ODcyNmFmMTA4Yg.pdf,http://regnskaber.virk.dk/52284852/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzVmL2JjL2JiL2I1NGMtNGI0Mi04ZDM1LWIwMmZlNzk0ZGRkZA.xml,true,Greve,2670.0,47.0,TvÃ¦rager,2670 Greve,TvÃ¦rager 47,Regnskabsklasse B,2016-06-15,2016-06-16,25848225.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birger Petersen,Birger WahlstrÃ¸m Petersen,BP EL & DATAINSTALLATION ApS,Birger Petersen,,Greve,2014-01-01,2014-12-31,800000.0,425000.0,2015-12-31,2015-01-01,false,false,Revision er fravalgt for det kommende regnskabsÃ¥r.,false,false,Ingen bistand,urn:ofk:oid:22715821,indberetninger-20180424,2.5949414,25848225.0,,2018-03-29T09:43:30.824Z,2016-06-16T18:36:22.582Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-78-CC,2016-06-16T18:36:22.754Z,,,,,1915.0,,,,,,,,,,,,,,,,,,,,,,,,,,
