entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,EmailOfReportingEntity,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
32289649,2016-10-01,2017-09-30,c174,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzBiL2U5L2Y0LzAwZDktNDExZi1hOWY0LWNkZTg2ZDA2MjVhMg.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE2L2I3LzBiLzI0MTItNGRjNi1hNDQ1LTY0OWZjYjU0OWZmOA.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,c/o Kenneth Emil MÃ¸ller,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",5192.0,2018-12-20,2009-07-07,2019-01-04,Statsautoriseret revisor,-100000.0,mail@kenneth-m.dk,6885.0,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,30520.0,HjÃ¸rring,2016-10-01,2017-09-30,18443.0,23635.0,-6885.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2018-12-20,BrÃ¸nderslev,5192.0,urn:ofk:oid:26538146,indberetninger-20180424,2.5122432999999997,32289649.0,AWgsZz13et7j816DxpV2,2019-01-08T07:40:18.462Z,2019-01-08T07:39:47.452Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AB-41-SR,2019-01-08T07:39:47.752Z,,,,,,,,,,,,,,,,,
32289649,2016-10-01,2017-09-30,c177,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzBiL2U5L2Y0LzAwZDktNDExZi1hOWY0LWNkZTg2ZDA2MjVhMg.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE2L2I3LzBiLzI0MTItNGRjNi1hNDQ1LTY0OWZjYjU0OWZmOA.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,c/o Kenneth Emil MÃ¸ller,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-20,2009-07-07,2019-01-04,Statsautoriseret revisor,-100000.0,mail@kenneth-m.dk,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2016-10-01,2017-09-30,100000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2018-12-20,BrÃ¸nderslev,,urn:ofk:oid:26538146,indberetninger-20180424,2.5122432999999997,32289649.0,AWgsZz13et7j816DxpV2,2019-01-08T07:40:18.462Z,2019-01-08T07:39:47.452Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AB-41-SR,2019-01-08T07:39:47.752Z,,,,,,,,,,,,,,,,,
32289649,2016-10-01,2017-09-30,c195,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzBiL2U5L2Y0LzAwZDktNDExZi1hOWY0LWNkZTg2ZDA2MjVhMg.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE2L2I3LzBiLzI0MTItNGRjNi1hNDQ1LTY0OWZjYjU0OWZmOA.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,c/o Kenneth Emil MÃ¸ller,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-20,2009-07-07,2019-01-04,Statsautoriseret revisor,-100000.0,mail@kenneth-m.dk,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2016-10-01,2017-09-30,-81557.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2018-12-20,BrÃ¸nderslev,,urn:ofk:oid:26538146,indberetninger-20180424,2.5122432999999997,32289649.0,AWgsZz13et7j816DxpV2,2019-01-08T07:40:18.462Z,2019-01-08T07:39:47.452Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AB-41-SR,2019-01-08T07:39:47.752Z,,,,,,,,,,,,,,,,,
32289649,2017-09-30,2017-09-30,c172,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzBiL2U5L2Y0LzAwZDktNDExZi1hOWY0LWNkZTg2ZDA2MjVhMg.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE2L2I3LzBiLzI0MTItNGRjNi1hNDQ1LTY0OWZjYjU0OWZmOA.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,c/o Kenneth Emil MÃ¸ller,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-20,2009-07-07,2019-01-04,Statsautoriseret revisor,-100000.0,mail@kenneth-m.dk,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2018-12-20,BrÃ¸nderslev,,urn:ofk:oid:26538146,indberetninger-20180424,2.5122432999999997,32289649.0,AWgsZz13et7j816DxpV2,2019-01-08T07:40:18.462Z,2019-01-08T07:39:47.452Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AB-41-SR,2019-01-08T07:39:47.752Z,1024381.0,18960.0,125000.0,6337.0,1017631.0,1024381.0,6750.0,999084.0,0.0,100000.0,792631.0,999084.0,6750.0,6337.0,6750.0,,
32289649,2017-10-01,2017-10-01,c226,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzBiL2U5L2Y0LzAwZDktNDExZi1hOWY0LWNkZTg2ZDA2MjVhMg.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE2L2I3LzBiLzI0MTItNGRjNi1hNDQ1LTY0OWZjYjU0OWZmOA.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,c/o Kenneth Emil MÃ¸ller,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-20,2009-07-07,2019-01-04,Statsautoriseret revisor,-100000.0,mail@kenneth-m.dk,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2018-12-20,BrÃ¸nderslev,,urn:ofk:oid:26538146,indberetninger-20180424,2.5122432999999997,32289649.0,AWgsZz13et7j816DxpV2,2019-01-08T07:40:18.462Z,2019-01-08T07:39:47.452Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AB-41-SR,2019-01-08T07:39:47.752Z,,,,,125000.0,,,,,,,,,,,,
32289649,2017-10-01,2017-10-01,c253,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzBiL2U5L2Y0LzAwZDktNDExZi1hOWY0LWNkZTg2ZDA2MjVhMg.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE2L2I3LzBiLzI0MTItNGRjNi1hNDQ1LTY0OWZjYjU0OWZmOA.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,c/o Kenneth Emil MÃ¸ller,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-20,2009-07-07,2019-01-04,Statsautoriseret revisor,-100000.0,mail@kenneth-m.dk,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2018-12-20,BrÃ¸nderslev,,urn:ofk:oid:26538146,indberetninger-20180424,2.5122432999999997,32289649.0,AWgsZz13et7j816DxpV2,2019-01-08T07:40:18.462Z,2019-01-08T07:39:47.452Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AB-41-SR,2019-01-08T07:39:47.752Z,,,,,792630.0,,,,,,,,,,,,
32289649,2017-10-01,2017-10-01,c257,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzBiL2U5L2Y0LzAwZDktNDExZi1hOWY0LWNkZTg2ZDA2MjVhMg.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE2L2I3LzBiLzI0MTItNGRjNi1hNDQ1LTY0OWZjYjU0OWZmOA.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,c/o Kenneth Emil MÃ¸ller,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-20,2009-07-07,2019-01-04,Statsautoriseret revisor,-100000.0,mail@kenneth-m.dk,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2018-12-20,BrÃ¸nderslev,,urn:ofk:oid:26538146,indberetninger-20180424,2.5122432999999997,32289649.0,AWgsZz13et7j816DxpV2,2019-01-08T07:40:18.462Z,2019-01-08T07:39:47.452Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AB-41-SR,2019-01-08T07:39:47.752Z,,,,,100000.0,,,,,,,,,,,,
32289649,2017-10-01,2018-09-30,c173,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzBiL2U5L2Y0LzAwZDktNDExZi1hOWY0LWNkZTg2ZDA2MjVhMg.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE2L2I3LzBiLzI0MTItNGRjNi1hNDQ1LTY0OWZjYjU0OWZmOA.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,c/o Kenneth Emil MÃ¸ller,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",9108.0,2018-12-20,2009-07-07,2019-01-04,Statsautoriseret revisor,-100000.0,mail@kenneth-m.dk,10014.0,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,425.0,51608.0,HjÃ¸rring,2016-10-01,2017-09-30,32061.0,41169.0,-10014.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2018-12-20,BrÃ¸nderslev,9108.0,urn:ofk:oid:26538146,indberetninger-20180424,2.5122432999999997,32289649.0,AWgsZz13et7j816DxpV2,2019-01-08T07:40:18.462Z,2019-01-08T07:39:47.452Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AB-41-SR,2019-01-08T07:39:47.752Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
32289649,2017-10-01,2018-09-30,c176,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzBiL2U5L2Y0LzAwZDktNDExZi1hOWY0LWNkZTg2ZDA2MjVhMg.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE2L2I3LzBiLzI0MTItNGRjNi1hNDQ1LTY0OWZjYjU0OWZmOA.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,c/o Kenneth Emil MÃ¸ller,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-20,2009-07-07,2019-01-04,Statsautoriseret revisor,-100000.0,mail@kenneth-m.dk,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2016-10-01,2017-09-30,54000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2018-12-20,BrÃ¸nderslev,,urn:ofk:oid:26538146,indberetninger-20180424,2.5122432999999997,32289649.0,AWgsZz13et7j816DxpV2,2019-01-08T07:40:18.462Z,2019-01-08T07:39:47.452Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AB-41-SR,2019-01-08T07:39:47.752Z,,,,,,,,,,,,,,,,,
32289649,2017-10-01,2018-09-30,c194,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzBiL2U5L2Y0LzAwZDktNDExZi1hOWY0LWNkZTg2ZDA2MjVhMg.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzE2L2I3LzBiLzI0MTItNGRjNi1hNDQ1LTY0OWZjYjU0OWZmOA.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,c/o Kenneth Emil MÃ¸ller,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-20,2009-07-07,2019-01-04,Statsautoriseret revisor,-100000.0,mail@kenneth-m.dk,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2016-10-01,2017-09-30,-21939.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-09-30,2017-10-01,true,2018-12-20,BrÃ¸nderslev,,urn:ofk:oid:26538146,indberetninger-20180424,2.5122432999999997,32289649.0,AWgsZz13et7j816DxpV2,2019-01-08T07:40:18.462Z,2019-01-08T07:39:47.452Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AB-41-SR,2019-01-08T07:39:47.752Z,,,,,,,,,,,,,,,,,
