entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NumberOfEmployees,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,NameOfAuditFirm
32289649,2014-10-01,2015-09-30,c175,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiL2YxL2QyLzllNTAtNGM4Yi04ZTRlLThjY2YzMWY3YmFkOQ.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2I2LzY2LzE0LzFmZGQtNGM2Ni05Y2IyLTI5Mzk4MmNlNGZmOQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",8061.0,2017-02-01,2009-07-07,2017-02-09,Statsautoriseret revisor,-100000.0,-19749.0,20222670.0,32289649.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-48.0,54103.0,HjÃ¸rring,2014-10-01,2015-09-30,26245.0,34306.0,-19749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-09-30,2015-10-01,true,2017-02-01,BrÃ¸nderslev,-8061.0,RevisionspÃ¥tegning,urn:ofk:oid:23470514,indberetninger-20180424,2.5118417999999996,32289649.0,,2018-03-27T14:55:58.992Z,2017-02-10T06:22:42.140Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-35-YZ,2017-02-10T06:22:42.248Z,,,,,,,,,,,,,,,
32289649,2014-10-01,2015-09-30,c178,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiL2YxL2QyLzllNTAtNGM4Yi04ZTRlLThjY2YzMWY3YmFkOQ.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2I2LzY2LzE0LzFmZGQtNGM2Ni05Y2IyLTI5Mzk4MmNlNGZmOQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-02-01,2009-07-07,2017-02-09,Statsautoriseret revisor,-100000.0,,20222670.0,32289649.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2014-10-01,2015-09-30,100000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-09-30,2015-10-01,true,2017-02-01,BrÃ¸nderslev,,RevisionspÃ¥tegning,urn:ofk:oid:23470514,indberetninger-20180424,2.5118417999999996,32289649.0,,2018-03-27T14:55:58.992Z,2017-02-10T06:22:42.140Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-35-YZ,2017-02-10T06:22:42.248Z,,,,,,,,,,,,,,,
32289649,2014-10-01,2015-09-30,c180,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiL2YxL2QyLzllNTAtNGM4Yi04ZTRlLThjY2YzMWY3YmFkOQ.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2I2LzY2LzE0LzFmZGQtNGM2Ni05Y2IyLTI5Mzk4MmNlNGZmOQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-02-01,2009-07-07,2017-02-09,Statsautoriseret revisor,-100000.0,,20222670.0,32289649.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2014-10-01,2015-09-30,400000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-09-30,2015-10-01,true,2017-02-01,BrÃ¸nderslev,,RevisionspÃ¥tegning,urn:ofk:oid:23470514,indberetninger-20180424,2.5118417999999996,32289649.0,,2018-03-27T14:55:58.992Z,2017-02-10T06:22:42.140Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-35-YZ,2017-02-10T06:22:42.248Z,,,,,,,,,,,,,,,
32289649,2014-10-01,2015-09-30,c196,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiL2YxL2QyLzllNTAtNGM4Yi04ZTRlLThjY2YzMWY3YmFkOQ.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2I2LzY2LzE0LzFmZGQtNGM2Ni05Y2IyLTI5Mzk4MmNlNGZmOQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-02-01,2009-07-07,2017-02-09,Statsautoriseret revisor,-100000.0,,20222670.0,32289649.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2014-10-01,2015-09-30,-473755.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-09-30,2015-10-01,true,2017-02-01,BrÃ¸nderslev,,RevisionspÃ¥tegning,urn:ofk:oid:23470514,indberetninger-20180424,2.5118417999999996,32289649.0,,2018-03-27T14:55:58.992Z,2017-02-10T06:22:42.140Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-35-YZ,2017-02-10T06:22:42.248Z,,,,,,,,,,,,,,,
32289649,2015-09-30,2015-09-30,c172,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiL2YxL2QyLzllNTAtNGM4Yi04ZTRlLThjY2YzMWY3YmFkOQ.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2I2LzY2LzE0LzFmZGQtNGM2Ni05Y2IyLTI5Mzk4MmNlNGZmOQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-02-01,2009-07-07,2017-02-09,Statsautoriseret revisor,-100000.0,,20222670.0,32289649.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-09-30,2015-10-01,true,2017-02-01,BrÃ¸nderslev,,RevisionspÃ¥tegning,urn:ofk:oid:23470514,indberetninger-20180424,2.5118417999999996,32289649.0,,2018-03-27T14:55:58.992Z,2017-02-10T06:22:42.140Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-35-YZ,2017-02-10T06:22:42.248Z,1107719.0,38076.0,125000.0,1098832.0,1107719.0,8887.0,1.0,1069643.0,6750.0,100000.0,873832.0,1069643.0,8887.0,2137.0,
32289649,2015-10-01,2015-10-01,c227,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiL2YxL2QyLzllNTAtNGM4Yi04ZTRlLThjY2YzMWY3YmFkOQ.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2I2LzY2LzE0LzFmZGQtNGM2Ni05Y2IyLTI5Mzk4MmNlNGZmOQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-02-01,2009-07-07,2017-02-09,Statsautoriseret revisor,-100000.0,,20222670.0,32289649.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-09-30,2015-10-01,true,2017-02-01,BrÃ¸nderslev,,RevisionspÃ¥tegning,urn:ofk:oid:23470514,indberetninger-20180424,2.5118417999999996,32289649.0,,2018-03-27T14:55:58.992Z,2017-02-10T06:22:42.140Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-35-YZ,2017-02-10T06:22:42.248Z,,,,125000.0,,,,,,,,,,,
32289649,2015-10-01,2015-10-01,c254,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiL2YxL2QyLzllNTAtNGM4Yi04ZTRlLThjY2YzMWY3YmFkOQ.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2I2LzY2LzE0LzFmZGQtNGM2Ni05Y2IyLTI5Mzk4MmNlNGZmOQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-02-01,2009-07-07,2017-02-09,Statsautoriseret revisor,-100000.0,,20222670.0,32289649.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-09-30,2015-10-01,true,2017-02-01,BrÃ¸nderslev,,RevisionspÃ¥tegning,urn:ofk:oid:23470514,indberetninger-20180424,2.5118417999999996,32289649.0,,2018-03-27T14:55:58.992Z,2017-02-10T06:22:42.140Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-35-YZ,2017-02-10T06:22:42.248Z,,,,873832.0,,,,,,,,,,,
32289649,2015-10-01,2015-10-01,c258,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiL2YxL2QyLzllNTAtNGM4Yi04ZTRlLThjY2YzMWY3YmFkOQ.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2I2LzY2LzE0LzFmZGQtNGM2Ni05Y2IyLTI5Mzk4MmNlNGZmOQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-02-01,2009-07-07,2017-02-09,Statsautoriseret revisor,-100000.0,,20222670.0,32289649.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-09-30,2015-10-01,true,2017-02-01,BrÃ¸nderslev,,RevisionspÃ¥tegning,urn:ofk:oid:23470514,indberetninger-20180424,2.5118417999999996,32289649.0,,2018-03-27T14:55:58.992Z,2017-02-10T06:22:42.140Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-35-YZ,2017-02-10T06:22:42.248Z,,,,100000.0,,,,,,,,,,,
32289649,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiL2YxL2QyLzllNTAtNGM4Yi04ZTRlLThjY2YzMWY3YmFkOQ.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2I2LzY2LzE0LzFmZGQtNGM2Ni05Y2IyLTI5Mzk4MmNlNGZmOQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",14674.0,2017-02-01,2009-07-07,2017-02-09,Statsautoriseret revisor,-100000.0,-12815.0,20222670.0,32289649.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,79544.0,HjÃ¸rring,2014-10-01,2015-09-30,52055.0,66729.0,-12815.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-09-30,2015-10-01,true,2017-02-01,BrÃ¸nderslev,-14674.0,RevisionspÃ¥tegning,urn:ofk:oid:23470514,indberetninger-20180424,2.5118417999999996,32289649.0,,2018-03-27T14:55:58.992Z,2017-02-10T06:22:42.140Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-35-YZ,2017-02-10T06:22:42.248Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
32289649,2015-10-01,2016-09-30,c177,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzJiL2YxL2QyLzllNTAtNGM4Yi04ZTRlLThjY2YzMWY3YmFkOQ.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2I2LzY2LzE0LzFmZGQtNGM2Ni05Y2IyLTI5Mzk4MmNlNGZmOQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",,2017-02-01,2009-07-07,2017-02-09,Statsautoriseret revisor,-100000.0,,20222670.0,32289649.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2014-10-01,2015-09-30,51700.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-09-30,2015-10-01,true,2017-02-01,BrÃ¸nderslev,,RevisionspÃ¥tegning,urn:ofk:oid:23470514,indberetninger-20180424,2.5118417999999996,32289649.0,,2018-03-27T14:55:58.992Z,2017-02-10T06:22:42.140Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-35-YZ,2017-02-10T06:22:42.248Z,,,,,,,,,,,,,,,
