entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
32289649,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzI5LzQ3LzUxLzIwYmMtNDFjYi1iOTAxLTQyYzc3OGNhZmQ1MA.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQyL2JhLzBkL2U1MTgtNGRiNy04YjU5LTJjZTMyZTI3YzkwMQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",14674.0,2018-01-06,2009-07-07,2018-01-06,Statsautoriseret revisor,-51700.0,12815.0,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,79544.0,HjÃ¸rring,2015-10-01,2016-09-30,52055.0,66729.0,-12815.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-09-30,2016-10-01,true,2018-01-06,BrÃ¸nderslev,14674.0,urn:ofk:oid:24966374,indberetninger-20180424,2.5124211,32289649.0,,2018-04-03T15:58:16.246Z,2018-01-19T10:39:47.174Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-39-TA,2018-01-19T10:39:47.313Z,,,,,,,,,,,,,,,,,
32289649,2015-10-01,2016-09-30,c177,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzI5LzQ3LzUxLzIwYmMtNDFjYi1iOTAxLTQyYzc3OGNhZmQ1MA.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQyL2JhLzBkL2U1MTgtNGRiNy04YjU5LTJjZTMyZTI3YzkwMQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-06,2009-07-07,2018-01-06,Statsautoriseret revisor,-51700.0,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,HjÃ¸rring,2015-10-01,2016-09-30,51700.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-09-30,2016-10-01,true,2018-01-06,BrÃ¸nderslev,,urn:ofk:oid:24966374,indberetninger-20180424,2.5124211,32289649.0,,2018-04-03T15:58:16.246Z,2018-01-19T10:39:47.174Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-39-TA,2018-01-19T10:39:47.313Z,,,,,,,,,,,,,,,,,
32289649,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzI5LzQ3LzUxLzIwYmMtNDFjYi1iOTAxLTQyYzc3OGNhZmQ1MA.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQyL2JhLzBkL2U1MTgtNGRiNy04YjU5LTJjZTMyZTI3YzkwMQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-06,2009-07-07,2018-01-06,Statsautoriseret revisor,-51700.0,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,HjÃ¸rring,2015-10-01,2016-09-30,355.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-09-30,2016-10-01,true,2018-01-06,BrÃ¸nderslev,,urn:ofk:oid:24966374,indberetninger-20180424,2.5124211,32289649.0,,2018-04-03T15:58:16.246Z,2018-01-19T10:39:47.174Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-39-TA,2018-01-19T10:39:47.313Z,,,,,,,,,,,,,,,,,
32289649,2016-09-30,2016-09-30,c172,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzI5LzQ3LzUxLzIwYmMtNDFjYi1iOTAxLTQyYzc3OGNhZmQ1MA.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQyL2JhLzBkL2U1MTgtNGRiNy04YjU5LTJjZTMyZTI3YzkwMQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-06,2009-07-07,2018-01-06,Statsautoriseret revisor,-51700.0,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,HjÃ¸rring,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-09-30,2016-10-01,true,2018-01-06,BrÃ¸nderslev,,urn:ofk:oid:24966374,indberetninger-20180424,2.5124211,32289649.0,,2018-04-03T15:58:16.246Z,2018-01-19T10:39:47.174Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-39-TA,2018-01-19T10:39:47.313Z,1062932.0,6137.0,125000.0,0.0,1050887.0,1062932.0,12045.0,1056795.0,51700.0,874187.0,1056795.0,12045.0,0.0,5295.0,6750.0,,
32289649,2016-10-01,2016-10-01,c226,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzI5LzQ3LzUxLzIwYmMtNDFjYi1iOTAxLTQyYzc3OGNhZmQ1MA.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQyL2JhLzBkL2U1MTgtNGRiNy04YjU5LTJjZTMyZTI3YzkwMQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-06,2009-07-07,2018-01-06,Statsautoriseret revisor,-51700.0,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,HjÃ¸rring,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-09-30,2016-10-01,true,2018-01-06,BrÃ¸nderslev,,urn:ofk:oid:24966374,indberetninger-20180424,2.5124211,32289649.0,,2018-04-03T15:58:16.246Z,2018-01-19T10:39:47.174Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-39-TA,2018-01-19T10:39:47.313Z,,,,,125000.0,,,,,,,,,,,,
32289649,2016-10-01,2016-10-01,c253,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzI5LzQ3LzUxLzIwYmMtNDFjYi1iOTAxLTQyYzc3OGNhZmQ1MA.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQyL2JhLzBkL2U1MTgtNGRiNy04YjU5LTJjZTMyZTI3YzkwMQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-06,2009-07-07,2018-01-06,Statsautoriseret revisor,-51700.0,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,HjÃ¸rring,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-09-30,2016-10-01,true,2018-01-06,BrÃ¸nderslev,,urn:ofk:oid:24966374,indberetninger-20180424,2.5124211,32289649.0,,2018-04-03T15:58:16.246Z,2018-01-19T10:39:47.174Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-39-TA,2018-01-19T10:39:47.313Z,,,,,874188.0,,,,,,,,,,,,
32289649,2016-10-01,2016-10-01,c257,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzI5LzQ3LzUxLzIwYmMtNDFjYi1iOTAxLTQyYzc3OGNhZmQ1MA.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQyL2JhLzBkL2U1MTgtNGRiNy04YjU5LTJjZTMyZTI3YzkwMQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-06,2009-07-07,2018-01-06,Statsautoriseret revisor,-51700.0,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,HjÃ¸rring,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-09-30,2016-10-01,true,2018-01-06,BrÃ¸nderslev,,urn:ofk:oid:24966374,indberetninger-20180424,2.5124211,32289649.0,,2018-04-03T15:58:16.246Z,2018-01-19T10:39:47.174Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-39-TA,2018-01-19T10:39:47.313Z,,,,,51700.0,,,,,,,,,,,,
32289649,2016-10-01,2017-09-30,c173,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzI5LzQ3LzUxLzIwYmMtNDFjYi1iOTAxLTQyYzc3OGNhZmQ1MA.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQyL2JhLzBkL2U1MTgtNGRiNy04YjU5LTJjZTMyZTI3YzkwMQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",5192.0,2018-01-06,2009-07-07,2018-01-06,Statsautoriseret revisor,-51700.0,6885.0,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,30520.0,HjÃ¸rring,2015-10-01,2016-09-30,18443.0,23635.0,-6885.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-09-30,2016-10-01,true,2018-01-06,BrÃ¸nderslev,5192.0,urn:ofk:oid:24966374,indberetninger-20180424,2.5124211,32289649.0,,2018-04-03T15:58:16.246Z,2018-01-19T10:39:47.174Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-39-TA,2018-01-19T10:39:47.313Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
32289649,2016-10-01,2017-09-30,c176,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzI5LzQ3LzUxLzIwYmMtNDFjYi1iOTAxLTQyYzc3OGNhZmQ1MA.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQyL2JhLzBkL2U1MTgtNGRiNy04YjU5LTJjZTMyZTI3YzkwMQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-06,2009-07-07,2018-01-06,Statsautoriseret revisor,-51700.0,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,HjÃ¸rring,2015-10-01,2016-09-30,100000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-09-30,2016-10-01,true,2018-01-06,BrÃ¸nderslev,,urn:ofk:oid:24966374,indberetninger-20180424,2.5124211,32289649.0,,2018-04-03T15:58:16.246Z,2018-01-19T10:39:47.174Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-39-TA,2018-01-19T10:39:47.313Z,,,,,,,,,,,,,,,,,
32289649,2016-10-01,2017-09-30,c194,,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzI5LzQ3LzUxLzIwYmMtNDFjYi1iOTAxLTQyYzc3OGNhZmQ1MA.pdf,http://regnskaber.virk.dk/94698223/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzQyL2JhLzBkL2U1MTgtNGRiNy04YjU5LTJjZTMyZTI3YzkwMQ.xml,true,BrÃ¸nderslev,9700.0,"10, Box 2",Torvet,Aalborg,9000.0,10.0,Ved Stranden,9800 HjÃ¸rring,TÃ¸rholmsvej 130,DK-9700 BrÃ¸nderslev,"Torvet 10, Box 2",Til kapitalejeren i KEM HOBI Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-06,2009-07-07,2018-01-06,Statsautoriseret revisor,-51700.0,,20222670.0,32289649.0,20222670.0,mne35391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for KEM HOBI Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jacob Rask,Kenneth Emil MÃ¸ller,Kenneth Emil MÃ¸ller,Alm. Brand Bank,KEM HOBI Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,HjÃ¸rring,2015-10-01,2016-09-30,-81557.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-09-30,2016-10-01,true,2018-01-06,BrÃ¸nderslev,,urn:ofk:oid:24966374,indberetninger-20180424,2.5124211,32289649.0,,2018-04-03T15:58:16.246Z,2018-01-19T10:39:47.174Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AB-39-TA,2018-01-19T10:39:47.313Z,,,,,,,,,,,,,,,,,
