entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance
28485360,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzRkLzVmLzE1L2E1ZGYtNDRlZS04MGU4LWRlNDlhMzcwNzE1Yw.pdf,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2YxLzg1LzE0L2E5NDAtNGU4OC04ZWI5LTUzOWM5MjE4Mzg5Zg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"RÃ¦vskÃ¦rvej 15, Tornby",DK-9850 Hirtshals,Havnegade 18,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-02-16,2005-02-10,2017-02-22,Statsautoriseret revisor,-447000.0,-101200.0,-5400.0,20222670.0,28485360.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for LBJ Holding Hirtshals ApS.,447211.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Pedersen,Lasse Buurgaard JÃ¸rgensen,Lasse Buurgaard JÃ¸rgensen,Spar Nord A/S,LBJ Holding Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,783.0,783.0,HjÃ¸rring,2015-01-01,2015-12-31,442594.0,442594.0,441811.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,835623.0,false,2017-02-16,Hirtshals,0.0,urn:ofk:oid:23529017,indberetninger-20180424,2.5118417999999996,28485360.0,,2018-03-27T18:45:56.145Z,2017-02-28T09:51:44.277Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-34-XD,2017-02-28T09:51:44.477Z,,,,,,,,,,,,,,,,,,,,,
28485360,2015-01-01,2015-12-31,c177,,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzRkLzVmLzE1L2E1ZGYtNDRlZS04MGU4LWRlNDlhMzcwNzE1Yw.pdf,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2YxLzg1LzE0L2E5NDAtNGU4OC04ZWI5LTUzOWM5MjE4Mzg5Zg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"RÃ¦vskÃ¦rvej 15, Tornby",DK-9850 Hirtshals,Havnegade 18,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-02-16,2005-02-10,2017-02-22,Statsautoriseret revisor,-447000.0,-101200.0,,20222670.0,28485360.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for LBJ Holding Hirtshals ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Pedersen,Lasse Buurgaard JÃ¸rgensen,Lasse Buurgaard JÃ¸rgensen,Spar Nord A/S,LBJ Holding Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2015-01-01,2015-12-31,101200.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,835623.0,false,2017-02-16,Hirtshals,,urn:ofk:oid:23529017,indberetninger-20180424,2.5118417999999996,28485360.0,,2018-03-27T18:45:56.145Z,2017-02-28T09:51:44.277Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-34-XD,2017-02-28T09:51:44.477Z,,,,,,,,,,,,,,,,,,,,,
28485360,2015-01-01,2015-12-31,c185,,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzRkLzVmLzE1L2E1ZGYtNDRlZS04MGU4LWRlNDlhMzcwNzE1Yw.pdf,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2YxLzg1LzE0L2E5NDAtNGU4OC04ZWI5LTUzOWM5MjE4Mzg5Zg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"RÃ¦vskÃ¦rvej 15, Tornby",DK-9850 Hirtshals,Havnegade 18,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-02-16,2005-02-10,2017-02-22,Statsautoriseret revisor,-447000.0,-101200.0,,20222670.0,28485360.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for LBJ Holding Hirtshals ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Pedersen,Lasse Buurgaard JÃ¸rgensen,Lasse Buurgaard JÃ¸rgensen,Spar Nord A/S,LBJ Holding Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2015-01-01,2015-12-31,211.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,835623.0,false,2017-02-16,Hirtshals,,urn:ofk:oid:23529017,indberetninger-20180424,2.5118417999999996,28485360.0,,2018-03-27T18:45:56.145Z,2017-02-28T09:51:44.277Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-34-XD,2017-02-28T09:51:44.477Z,,,,,,,,,,,,,,,,,,,,,
28485360,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzRkLzVmLzE1L2E1ZGYtNDRlZS04MGU4LWRlNDlhMzcwNzE1Yw.pdf,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2YxLzg1LzE0L2E5NDAtNGU4OC04ZWI5LTUzOWM5MjE4Mzg5Zg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"RÃ¦vskÃ¦rvej 15, Tornby",DK-9850 Hirtshals,Havnegade 18,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-02-16,2005-02-10,2017-02-22,Statsautoriseret revisor,-447000.0,-101200.0,,20222670.0,28485360.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for LBJ Holding Hirtshals ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Pedersen,Lasse Buurgaard JÃ¸rgensen,Lasse Buurgaard JÃ¸rgensen,Spar Nord A/S,LBJ Holding Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2015-01-01,2015-12-31,341183.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,835623.0,false,2017-02-16,Hirtshals,,urn:ofk:oid:23529017,indberetninger-20180424,2.5118417999999996,28485360.0,,2018-03-27T18:45:56.145Z,2017-02-28T09:51:44.277Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-34-XD,2017-02-28T09:51:44.477Z,,,,,,,,,,,,,,,,,,,,,
28485360,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzRkLzVmLzE1L2E1ZGYtNDRlZS04MGU4LWRlNDlhMzcwNzE1Yw.pdf,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2YxLzg1LzE0L2E5NDAtNGU4OC04ZWI5LTUzOWM5MjE4Mzg5Zg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"RÃ¦vskÃ¦rvej 15, Tornby",DK-9850 Hirtshals,Havnegade 18,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-02-16,2005-02-10,2017-02-22,Statsautoriseret revisor,-447000.0,-101200.0,,20222670.0,28485360.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for LBJ Holding Hirtshals ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Pedersen,Lasse Buurgaard JÃ¸rgensen,Lasse Buurgaard JÃ¸rgensen,Spar Nord A/S,LBJ Holding Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,835623.0,false,2017-02-16,Hirtshals,,urn:ofk:oid:23529017,indberetninger-20180424,2.5118417999999996,28485360.0,,2018-03-27T18:45:56.145Z,2017-02-28T09:51:44.277Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-34-XD,2017-02-28T09:51:44.477Z,1286073.0,586066.0,125000.0,1281073.0,1286073.0,5000.0,700007.0,700007.0,700007.0,0.0,5000.0,101200.0,3007.0,1051866.0,0.0,5000.0,,,,,
28485360,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzRkLzVmLzE1L2E1ZGYtNDRlZS04MGU4LWRlNDlhMzcwNzE1Yw.pdf,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2YxLzg1LzE0L2E5NDAtNGU4OC04ZWI5LTUzOWM5MjE4Mzg5Zg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"RÃ¦vskÃ¦rvej 15, Tornby",DK-9850 Hirtshals,Havnegade 18,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-02-16,2005-02-10,2017-02-22,Statsautoriseret revisor,-447000.0,-101200.0,,20222670.0,28485360.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for LBJ Holding Hirtshals ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Pedersen,Lasse Buurgaard JÃ¸rgensen,Lasse Buurgaard JÃ¸rgensen,Spar Nord A/S,LBJ Holding Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,835623.0,false,2017-02-16,Hirtshals,,urn:ofk:oid:23529017,indberetninger-20180424,2.5118417999999996,28485360.0,,2018-03-27T18:45:56.145Z,2017-02-28T09:51:44.277Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-34-XD,2017-02-28T09:51:44.477Z,,,,125000.0,,,,,,,,,,,,,,,,,
28485360,2016-01-01,2016-01-01,c235,,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzRkLzVmLzE1L2E1ZGYtNDRlZS04MGU4LWRlNDlhMzcwNzE1Yw.pdf,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2YxLzg1LzE0L2E5NDAtNGU4OC04ZWI5LTUzOWM5MjE4Mzg5Zg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"RÃ¦vskÃ¦rvej 15, Tornby",DK-9850 Hirtshals,Havnegade 18,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-02-16,2005-02-10,2017-02-22,Statsautoriseret revisor,-447000.0,-101200.0,,20222670.0,28485360.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for LBJ Holding Hirtshals ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Pedersen,Lasse Buurgaard JÃ¸rgensen,Lasse Buurgaard JÃ¸rgensen,Spar Nord A/S,LBJ Holding Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,835623.0,false,2017-02-16,Hirtshals,,urn:ofk:oid:23529017,indberetninger-20180424,2.5118417999999996,28485360.0,,2018-03-27T18:45:56.145Z,2017-02-28T09:51:44.277Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-34-XD,2017-02-28T09:51:44.477Z,,,,3007.0,,,,,,,,,,,,,,,,,
28485360,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzRkLzVmLzE1L2E1ZGYtNDRlZS04MGU4LWRlNDlhMzcwNzE1Yw.pdf,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2YxLzg1LzE0L2E5NDAtNGU4OC04ZWI5LTUzOWM5MjE4Mzg5Zg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"RÃ¦vskÃ¦rvej 15, Tornby",DK-9850 Hirtshals,Havnegade 18,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-02-16,2005-02-10,2017-02-22,Statsautoriseret revisor,-447000.0,-101200.0,,20222670.0,28485360.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for LBJ Holding Hirtshals ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Pedersen,Lasse Buurgaard JÃ¸rgensen,Lasse Buurgaard JÃ¸rgensen,Spar Nord A/S,LBJ Holding Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,835623.0,false,2017-02-16,Hirtshals,,urn:ofk:oid:23529017,indberetninger-20180424,2.5118417999999996,28485360.0,,2018-03-27T18:45:56.145Z,2017-02-28T09:51:44.277Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-34-XD,2017-02-28T09:51:44.477Z,,,,1051866.0,,,,,,,,,,,,,,,,,
28485360,2016-01-01,2016-01-01,c257,,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzRkLzVmLzE1L2E1ZGYtNDRlZS04MGU4LWRlNDlhMzcwNzE1Yw.pdf,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2YxLzg1LzE0L2E5NDAtNGU4OC04ZWI5LTUzOWM5MjE4Mzg5Zg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"RÃ¦vskÃ¦rvej 15, Tornby",DK-9850 Hirtshals,Havnegade 18,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-02-16,2005-02-10,2017-02-22,Statsautoriseret revisor,-447000.0,-101200.0,,20222670.0,28485360.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for LBJ Holding Hirtshals ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Pedersen,Lasse Buurgaard JÃ¸rgensen,Lasse Buurgaard JÃ¸rgensen,Spar Nord A/S,LBJ Holding Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,835623.0,false,2017-02-16,Hirtshals,,urn:ofk:oid:23529017,indberetninger-20180424,2.5118417999999996,28485360.0,,2018-03-27T18:45:56.145Z,2017-02-28T09:51:44.277Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-34-XD,2017-02-28T09:51:44.477Z,,,,101200.0,,,,,,,,,,,,,,,,,
28485360,2016-01-01,2016-01-01,c567,,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzRkLzVmLzE1L2E1ZGYtNDRlZS04MGU4LWRlNDlhMzcwNzE1Yw.pdf,http://regnskaber.virk.dk/06358482/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2YxLzg1LzE0L2E5NDAtNGU4OC04ZWI5LTUzOWM5MjE4Mzg5Zg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"RÃ¦vskÃ¦rvej 15, Tornby",DK-9850 Hirtshals,Havnegade 18,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-02-16,2005-02-10,2017-02-22,Statsautoriseret revisor,-447000.0,-101200.0,,20222670.0,28485360.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for LBJ Holding Hirtshals ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Pedersen,Lasse Buurgaard JÃ¸rgensen,Lasse Buurgaard JÃ¸rgensen,Spar Nord A/S,LBJ Holding Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,HjÃ¸rring,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,835623.0,false,2017-02-16,Hirtshals,,urn:ofk:oid:23529017,indberetninger-20180424,2.5118417999999996,28485360.0,,2018-03-27T18:45:56.145Z,2017-02-28T09:51:44.277Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-34-XD,2017-02-28T09:51:44.477Z,,,,,,,,,,,,,,,,,450007.0,250000.0,,,
