entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
10140153,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzNlL2I5LzE3LzUxNTAtNGU4OC1iODVjLTcwNmNhZjk5YTMzNQ.xhtml,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBhLzkxLzkxLzA1ZjQtNGU5My05ZTcwLTFkYTU2NjczOGQyMQ.pdf,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBkLzcyL2U3LzRjNzQtNDcwNS1iNDc4LTZlYzA4NDhhYzcyMg.xml,true,KÃ¸benhavn K,1154.0,14.0,GrÃ¥brÃ¸dretorv,2670 Greve,Korskildeeng 5,1.0,Regnskabsklasse B,2018-05-29,2018-05-30,5448.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",971694.0,33930440.0,805577.0,10140153.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul-Erik BÃ¸ge Henriksen,Poul-Erik BÃ¸ge Henriksen,JUSTICE UNLIMITED ADVOKATANPARTSSELSKAB,DP REGNSKAB ApS,1137.0,KÃ¸benhavn,2016-01-01,2016-12-31,-136423.0,-172702.0,-171565.0,2017-12-31,2017-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",-36279.0,33930000.0,false,false,Ingen bistand,urn:ofk:oid:25599519,indberetninger-20180424,2.5955543999999997,10140153.0,AWOwIk7l0wkEsASktKh2,2018-05-30T08:21:03.366Z,2018-05-30T08:20:24.381Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-06-CK,2018-05-30T08:20:24.838Z,,,,,,,,,,,,,,,,,,,,,,,,,
10140153,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzNlL2I5LzE3LzUxNTAtNGU4OC1iODVjLTcwNmNhZjk5YTMzNQ.xhtml,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBhLzkxLzkxLzA1ZjQtNGU5My05ZTcwLTFkYTU2NjczOGQyMQ.pdf,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBkLzcyL2U3LzRjNzQtNDcwNS1iNDc4LTZlYzA4NDhhYzcyMg.xml,true,KÃ¸benhavn K,1154.0,14.0,GrÃ¥brÃ¸dretorv,2670 Greve,Korskildeeng 5,,Regnskabsklasse B,2018-05-29,2018-05-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,33930440.0,,10140153.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul-Erik BÃ¸ge Henriksen,Poul-Erik BÃ¸ge Henriksen,JUSTICE UNLIMITED ADVOKATANPARTSSELSKAB,DP REGNSKAB ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,33930000.0,false,false,Ingen bistand,urn:ofk:oid:25599519,indberetninger-20180424,2.5955543999999997,10140153.0,AWOwIk7l0wkEsASktKh2,2018-05-30T08:21:03.366Z,2018-05-30T08:20:24.381Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-06-CK,2018-05-30T08:20:24.838Z,,,,,,,,,,,,,,,,,,,,,,,,,
10140153,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzNlL2I5LzE3LzUxNTAtNGU4OC1iODVjLTcwNmNhZjk5YTMzNQ.xhtml,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBhLzkxLzkxLzA1ZjQtNGU5My05ZTcwLTFkYTU2NjczOGQyMQ.pdf,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBkLzcyL2U3LzRjNzQtNDcwNS1iNDc4LTZlYzA4NDhhYzcyMg.xml,true,KÃ¸benhavn K,1154.0,14.0,GrÃ¥brÃ¸dretorv,2670 Greve,Korskildeeng 5,,Regnskabsklasse B,2018-05-29,2018-05-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,33930440.0,,10140153.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul-Erik BÃ¸ge Henriksen,Poul-Erik BÃ¸ge Henriksen,JUSTICE UNLIMITED ADVOKATANPARTSSELSKAB,DP REGNSKAB ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,-136423.0,,,2017-12-31,2017-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,33930000.0,false,false,Ingen bistand,urn:ofk:oid:25599519,indberetninger-20180424,2.5955543999999997,10140153.0,AWOwIk7l0wkEsASktKh2,2018-05-30T08:21:03.366Z,2018-05-30T08:20:24.381Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-06-CK,2018-05-30T08:20:24.838Z,,,,,,,,,,,,,,,,,,,,,,,,,
10140153,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzNlL2I5LzE3LzUxNTAtNGU4OC1iODVjLTcwNmNhZjk5YTMzNQ.xhtml,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBhLzkxLzkxLzA1ZjQtNGU5My05ZTcwLTFkYTU2NjczOGQyMQ.pdf,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBkLzcyL2U3LzRjNzQtNDcwNS1iNDc4LTZlYzA4NDhhYzcyMg.xml,true,KÃ¸benhavn K,1154.0,14.0,GrÃ¥brÃ¸dretorv,2670 Greve,Korskildeeng 5,,Regnskabsklasse B,2018-05-29,2018-05-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,33930440.0,,10140153.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul-Erik BÃ¸ge Henriksen,Poul-Erik BÃ¸ge Henriksen,JUSTICE UNLIMITED ADVOKATANPARTSSELSKAB,DP REGNSKAB ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,33930000.0,false,false,Ingen bistand,urn:ofk:oid:25599519,indberetninger-20180424,2.5955543999999997,10140153.0,AWOwIk7l0wkEsASktKh2,2018-05-30T08:21:03.366Z,2018-05-30T08:20:24.381Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-06-CK,2018-05-30T08:20:24.838Z,451384.0,120894.0,125000.0,400218.0,35419.0,24890.0,30000.0,27700.0,21166.0,0.0,0.0,451384.0,423684.0,30000.0,51166.0,339331.0,21166.0,0.0,-97300.0,423684.0,279324.0,64000.0,84353.0,155015.0,
10140153,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzNlL2I5LzE3LzUxNTAtNGU4OC1iODVjLTcwNmNhZjk5YTMzNQ.xhtml,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBhLzkxLzkxLzA1ZjQtNGU5My05ZTcwLTFkYTU2NjczOGQyMQ.pdf,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBkLzcyL2U3LzRjNzQtNDcwNS1iNDc4LTZlYzA4NDhhYzcyMg.xml,true,KÃ¸benhavn K,1154.0,14.0,GrÃ¥brÃ¸dretorv,2670 Greve,Korskildeeng 5,,Regnskabsklasse B,2018-05-29,2018-05-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,33930440.0,,10140153.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul-Erik BÃ¸ge Henriksen,Poul-Erik BÃ¸ge Henriksen,JUSTICE UNLIMITED ADVOKATANPARTSSELSKAB,DP REGNSKAB ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,33930000.0,false,false,Ingen bistand,urn:ofk:oid:25599519,indberetninger-20180424,2.5955543999999997,10140153.0,AWOwIk7l0wkEsASktKh2,2018-05-30T08:21:03.366Z,2018-05-30T08:20:24.381Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-06-CK,2018-05-30T08:20:24.838Z,,,,,,,,-97300.0,,,,,,,,,,,,,,,,,
10140153,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzNlL2I5LzE3LzUxNTAtNGU4OC1iODVjLTcwNmNhZjk5YTMzNQ.xhtml,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBhLzkxLzkxLzA1ZjQtNGU5My05ZTcwLTFkYTU2NjczOGQyMQ.pdf,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBkLzcyL2U3LzRjNzQtNDcwNS1iNDc4LTZlYzA4NDhhYzcyMg.xml,true,KÃ¸benhavn K,1154.0,14.0,GrÃ¥brÃ¸dretorv,2670 Greve,Korskildeeng 5,,Regnskabsklasse B,2018-05-29,2018-05-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,33930440.0,,10140153.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul-Erik BÃ¸ge Henriksen,Poul-Erik BÃ¸ge Henriksen,JUSTICE UNLIMITED ADVOKATANPARTSSELSKAB,DP REGNSKAB ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,33930000.0,false,false,Ingen bistand,urn:ofk:oid:25599519,indberetninger-20180424,2.5955543999999997,10140153.0,AWOwIk7l0wkEsASktKh2,2018-05-30T08:21:03.366Z,2018-05-30T08:20:24.381Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-06-CK,2018-05-30T08:20:24.838Z,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10140153,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzNlL2I5LzE3LzUxNTAtNGU4OC1iODVjLTcwNmNhZjk5YTMzNQ.xhtml,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBhLzkxLzkxLzA1ZjQtNGU5My05ZTcwLTFkYTU2NjczOGQyMQ.pdf,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBkLzcyL2U3LzRjNzQtNDcwNS1iNDc4LTZlYzA4NDhhYzcyMg.xml,true,KÃ¸benhavn K,1154.0,14.0,GrÃ¥brÃ¸dretorv,2670 Greve,Korskildeeng 5,,Regnskabsklasse B,2018-05-29,2018-05-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,33930440.0,,10140153.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul-Erik BÃ¸ge Henriksen,Poul-Erik BÃ¸ge Henriksen,JUSTICE UNLIMITED ADVOKATANPARTSSELSKAB,DP REGNSKAB ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,33930000.0,false,false,Ingen bistand,urn:ofk:oid:25599519,indberetninger-20180424,2.5955543999999997,10140153.0,AWOwIk7l0wkEsASktKh2,2018-05-30T08:21:03.366Z,2018-05-30T08:20:24.381Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-06-CK,2018-05-30T08:20:24.838Z,,,,,,,,27700.0,,,,,,,,,,,,,,,,,
10140153,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzNlL2I5LzE3LzUxNTAtNGU4OC1iODVjLTcwNmNhZjk5YTMzNQ.xhtml,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBhLzkxLzkxLzA1ZjQtNGU5My05ZTcwLTFkYTU2NjczOGQyMQ.pdf,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBkLzcyL2U3LzRjNzQtNDcwNS1iNDc4LTZlYzA4NDhhYzcyMg.xml,true,KÃ¸benhavn K,1154.0,14.0,GrÃ¥brÃ¸dretorv,2670 Greve,Korskildeeng 5,,Regnskabsklasse B,2018-05-29,2018-05-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,33930440.0,,10140153.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul-Erik BÃ¸ge Henriksen,Poul-Erik BÃ¸ge Henriksen,JUSTICE UNLIMITED ADVOKATANPARTSSELSKAB,DP REGNSKAB ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,33930000.0,false,false,Ingen bistand,urn:ofk:oid:25599519,indberetninger-20180424,2.5955543999999997,10140153.0,AWOwIk7l0wkEsASktKh2,2018-05-30T08:21:03.366Z,2018-05-30T08:20:24.381Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-06-CK,2018-05-30T08:20:24.838Z,,,,,,,,125000.0,,,,,,,,,,,,,,,,,
10140153,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzNlL2I5LzE3LzUxNTAtNGU4OC1iODVjLTcwNmNhZjk5YTMzNQ.xhtml,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBhLzkxLzkxLzA1ZjQtNGU5My05ZTcwLTFkYTU2NjczOGQyMQ.pdf,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBkLzcyL2U3LzRjNzQtNDcwNS1iNDc4LTZlYzA4NDhhYzcyMg.xml,true,KÃ¸benhavn K,1154.0,14.0,GrÃ¥brÃ¸dretorv,2670 Greve,Korskildeeng 5,1.0,Regnskabsklasse B,2018-05-29,2018-05-30,1726.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",800549.0,33930440.0,825639.0,10140153.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul-Erik BÃ¸ge Henriksen,Poul-Erik BÃ¸ge Henriksen,JUSTICE UNLIMITED ADVOKATANPARTSSELSKAB,DP REGNSKAB ApS,11931.0,KÃ¸benhavn,2016-01-01,2016-12-31,5992.0,11433.0,23364.0,2017-12-31,2017-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",5441.0,33930000.0,false,false,Ingen bistand,urn:ofk:oid:25599519,indberetninger-20180424,2.5955543999999997,10140153.0,AWOwIk7l0wkEsASktKh2,2018-05-30T08:21:03.366Z,2018-05-30T08:20:24.381Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-06-CK,2018-05-30T08:20:24.838Z,,,,,,,,,,,,,,,,,,,,,,,,,0.0
10140153,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzNlL2I5LzE3LzUxNTAtNGU4OC1iODVjLTcwNmNhZjk5YTMzNQ.xhtml,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzBhLzkxLzkxLzA1ZjQtNGU5My05ZTcwLTFkYTU2NjczOGQyMQ.pdf,http://regnskaber.virk.dk/35104101/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBkLzcyL2U3LzRjNzQtNDcwNS1iNDc4LTZlYzA4NDhhYzcyMg.xml,true,KÃ¸benhavn K,1154.0,14.0,GrÃ¥brÃ¸dretorv,2670 Greve,Korskildeeng 5,,Regnskabsklasse B,2018-05-29,2018-05-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,33930440.0,,10140153.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul-Erik BÃ¸ge Henriksen,Poul-Erik BÃ¸ge Henriksen,JUSTICE UNLIMITED ADVOKATANPARTSSELSKAB,DP REGNSKAB ApS,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,33930000.0,false,false,Ingen bistand,urn:ofk:oid:25599519,indberetninger-20180424,2.5955543999999997,10140153.0,AWOwIk7l0wkEsASktKh2,2018-05-30T08:21:03.366Z,2018-05-30T08:20:24.381Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-06-CK,2018-05-30T08:20:24.838Z,,,,,,,,,,,,,,,,,,,,,,,,,
