entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseOfCapital,EquityTransfersToReserves
35656812,2015-07-01,2016-06-30,c174,,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhhLzIwL2U4LzEwMGEtNDViNS1iMWE0LTU4Yjc3NmJjOTFjZA.pdf,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzhlL2VjLzRiL2JkMWQtNGZlNS1hMTJjLWE2Y2YwZTAxNzE1Yw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6070 Christiansfeld,c/o Kirsten Rasmussen,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Langscheidel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-12-03,2017-12-03,Statsautoriseret revisor,-38562.0,20222670.0,35656812.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Langscheidel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jakob Ãrkild Jensen,Rasmus G. Rasmussen,Rasmus G. Rasmussen,Langscheidel ApS,BDO Statsautoriseret revisionsaktieselskab,18.0,66.0,Christiansfeld,2015-07-01,2016-06-30,-38514.0,-38514.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Christiansfeld,2017-06-30,2016-07-01,true,2017-12-03,Haderslev,0.0,urn:ofk:oid:24810456,indberetninger-20180424,2.509544,35656812.0,,2018-03-28T02:05:28.182Z,2017-12-08T07:57:43.522Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-28-ZF,2017-12-08T07:57:43.636Z,,,,,,,,,,,,,,
35656812,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhhLzIwL2U4LzEwMGEtNDViNS1iMWE0LTU4Yjc3NmJjOTFjZA.pdf,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzhlL2VjLzRiL2JkMWQtNGZlNS1hMTJjLWE2Y2YwZTAxNzE1Yw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6070 Christiansfeld,c/o Kirsten Rasmussen,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Langscheidel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-12-03,2017-12-03,Statsautoriseret revisor,,20222670.0,35656812.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Langscheidel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jakob Ãrkild Jensen,Rasmus G. Rasmussen,Rasmus G. Rasmussen,Langscheidel ApS,BDO Statsautoriseret revisionsaktieselskab,,,Christiansfeld,2015-07-01,2016-06-30,-38514.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Christiansfeld,2017-06-30,2016-07-01,true,2017-12-03,Haderslev,,urn:ofk:oid:24810456,indberetninger-20180424,2.509544,35656812.0,,2018-03-28T02:05:28.182Z,2017-12-08T07:57:43.522Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-28-ZF,2017-12-08T07:57:43.636Z,,,,,,,,,,,,,,
35656812,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhhLzIwL2U4LzEwMGEtNDViNS1iMWE0LTU4Yjc3NmJjOTFjZA.pdf,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzhlL2VjLzRiL2JkMWQtNGZlNS1hMTJjLWE2Y2YwZTAxNzE1Yw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6070 Christiansfeld,c/o Kirsten Rasmussen,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Langscheidel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-12-03,2017-12-03,Statsautoriseret revisor,,20222670.0,35656812.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Langscheidel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jakob Ãrkild Jensen,Rasmus G. Rasmussen,Rasmus G. Rasmussen,Langscheidel ApS,BDO Statsautoriseret revisionsaktieselskab,,,Christiansfeld,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Christiansfeld,2017-06-30,2016-07-01,true,2017-12-03,Haderslev,,urn:ofk:oid:24810456,indberetninger-20180424,2.509544,35656812.0,,2018-03-28T02:05:28.182Z,2017-12-08T07:57:43.522Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-28-ZF,2017-12-08T07:57:43.636Z,0.0,0.0,50000.0,-14348.0,0.0,14348.0,5625.0,-64348.0,14348.0,8723.0,,,,
35656812,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhhLzIwL2U4LzEwMGEtNDViNS1iMWE0LTU4Yjc3NmJjOTFjZA.pdf,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzhlL2VjLzRiL2JkMWQtNGZlNS1hMTJjLWE2Y2YwZTAxNzE1Yw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6070 Christiansfeld,c/o Kirsten Rasmussen,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Langscheidel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-12-03,2017-12-03,Statsautoriseret revisor,,20222670.0,35656812.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Langscheidel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jakob Ãrkild Jensen,Rasmus G. Rasmussen,Rasmus G. Rasmussen,Langscheidel ApS,BDO Statsautoriseret revisionsaktieselskab,,,Christiansfeld,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Christiansfeld,2017-06-30,2016-07-01,true,2017-12-03,Haderslev,,urn:ofk:oid:24810456,indberetninger-20180424,2.509544,35656812.0,,2018-03-28T02:05:28.182Z,2017-12-08T07:57:43.522Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-28-ZF,2017-12-08T07:57:43.636Z,,,,50000.0,,,,,,,,,,
35656812,2016-07-01,2016-07-01,c229,,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhhLzIwL2U4LzEwMGEtNDViNS1iMWE0LTU4Yjc3NmJjOTFjZA.pdf,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzhlL2VjLzRiL2JkMWQtNGZlNS1hMTJjLWE2Y2YwZTAxNzE1Yw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6070 Christiansfeld,c/o Kirsten Rasmussen,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Langscheidel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-12-03,2017-12-03,Statsautoriseret revisor,,20222670.0,35656812.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Langscheidel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jakob Ãrkild Jensen,Rasmus G. Rasmussen,Rasmus G. Rasmussen,Langscheidel ApS,BDO Statsautoriseret revisionsaktieselskab,,,Christiansfeld,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Christiansfeld,2017-06-30,2016-07-01,true,2017-12-03,Haderslev,,urn:ofk:oid:24810456,indberetninger-20180424,2.509544,35656812.0,,2018-03-28T02:05:28.182Z,2017-12-08T07:57:43.522Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-28-ZF,2017-12-08T07:57:43.636Z,,,,0.0,,,,,,,,,,
35656812,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhhLzIwL2U4LzEwMGEtNDViNS1iMWE0LTU4Yjc3NmJjOTFjZA.pdf,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzhlL2VjLzRiL2JkMWQtNGZlNS1hMTJjLWE2Y2YwZTAxNzE1Yw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6070 Christiansfeld,c/o Kirsten Rasmussen,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Langscheidel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-12-03,2017-12-03,Statsautoriseret revisor,,20222670.0,35656812.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Langscheidel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jakob Ãrkild Jensen,Rasmus G. Rasmussen,Rasmus G. Rasmussen,Langscheidel ApS,BDO Statsautoriseret revisionsaktieselskab,,,Christiansfeld,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Christiansfeld,2017-06-30,2016-07-01,true,2017-12-03,Haderslev,,urn:ofk:oid:24810456,indberetninger-20180424,2.509544,35656812.0,,2018-03-28T02:05:28.182Z,2017-12-08T07:57:43.522Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-28-ZF,2017-12-08T07:57:43.636Z,,,,-64349.0,,,,,,,,,,
35656812,2016-07-01,2017-06-30,c173,,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhhLzIwL2U4LzEwMGEtNDViNS1iMWE0LTU4Yjc3NmJjOTFjZA.pdf,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzhlL2VjLzRiL2JkMWQtNGZlNS1hMTJjLWE2Y2YwZTAxNzE1Yw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6070 Christiansfeld,c/o Kirsten Rasmussen,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Langscheidel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-12-03,2017-12-03,Statsautoriseret revisor,-14560.0,20222670.0,35656812.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Langscheidel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jakob Ãrkild Jensen,Rasmus G. Rasmussen,Rasmus G. Rasmussen,Langscheidel ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,0.0,Christiansfeld,2015-07-01,2016-06-30,-14560.0,-14560.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Christiansfeld,2017-06-30,2016-07-01,true,2017-12-03,Haderslev,0.0,urn:ofk:oid:24810456,indberetninger-20180424,2.509544,35656812.0,,2018-03-28T02:05:28.182Z,2017-12-08T07:57:43.522Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-28-ZF,2017-12-08T07:57:43.636Z,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,,
35656812,2016-07-01,2017-06-30,c194,,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhhLzIwL2U4LzEwMGEtNDViNS1iMWE0LTU4Yjc3NmJjOTFjZA.pdf,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzhlL2VjLzRiL2JkMWQtNGZlNS1hMTJjLWE2Y2YwZTAxNzE1Yw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6070 Christiansfeld,c/o Kirsten Rasmussen,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Langscheidel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-12-03,2017-12-03,Statsautoriseret revisor,,20222670.0,35656812.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Langscheidel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jakob Ãrkild Jensen,Rasmus G. Rasmussen,Rasmus G. Rasmussen,Langscheidel ApS,BDO Statsautoriseret revisionsaktieselskab,,,Christiansfeld,2015-07-01,2016-06-30,-14560.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Christiansfeld,2017-06-30,2016-07-01,true,2017-12-03,Haderslev,,urn:ofk:oid:24810456,indberetninger-20180424,2.509544,35656812.0,,2018-03-28T02:05:28.182Z,2017-12-08T07:57:43.522Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-28-ZF,2017-12-08T07:57:43.636Z,,,,,,,,,,,,,,
35656812,2016-07-01,2017-06-30,c227,,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhhLzIwL2U4LzEwMGEtNDViNS1iMWE0LTU4Yjc3NmJjOTFjZA.pdf,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzhlL2VjLzRiL2JkMWQtNGZlNS1hMTJjLWE2Y2YwZTAxNzE1Yw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6070 Christiansfeld,c/o Kirsten Rasmussen,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Langscheidel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-12-03,2017-12-03,Statsautoriseret revisor,,20222670.0,35656812.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Langscheidel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jakob Ãrkild Jensen,Rasmus G. Rasmussen,Rasmus G. Rasmussen,Langscheidel ApS,BDO Statsautoriseret revisionsaktieselskab,,,Christiansfeld,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Christiansfeld,2017-06-30,2016-07-01,true,2017-12-03,Haderslev,,urn:ofk:oid:24810456,indberetninger-20180424,2.509544,35656812.0,,2018-03-28T02:05:28.182Z,2017-12-08T07:57:43.522Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-28-ZF,2017-12-08T07:57:43.636Z,,,,,,,,,,,,,10000.0,
35656812,2016-07-01,2017-06-30,c230,,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhhLzIwL2U4LzEwMGEtNDViNS1iMWE0LTU4Yjc3NmJjOTFjZA.pdf,http://regnskaber.virk.dk/21865653/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzhlL2VjLzRiL2JkMWQtNGZlNS1hMTJjLWE2Y2YwZTAxNzE1Yw.xml,true,Haderslev,6100.0,"12, 1. sal",Nordhavnsvej,6070 Christiansfeld,c/o Kirsten Rasmussen,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal",Til kapitalejerne i Langscheidel ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-12-03,2017-12-03,Statsautoriseret revisor,,20222670.0,35656812.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Langscheidel ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jakob Ãrkild Jensen,Rasmus G. Rasmussen,Rasmus G. Rasmussen,Langscheidel ApS,BDO Statsautoriseret revisionsaktieselskab,,,Christiansfeld,2015-07-01,2016-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Christiansfeld,2017-06-30,2016-07-01,true,2017-12-03,Haderslev,,urn:ofk:oid:24810456,indberetninger-20180424,2.509544,35656812.0,,2018-03-28T02:05:28.182Z,2017-12-08T07:57:43.522Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-28-ZF,2017-12-08T07:57:43.636Z,,,,,,,,,,,,,140000.0,-140000.0
