entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
28301340,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzlhL2JjL2I4ZTAtNDE4NC1hNmNjLTY0NTJmMTQzYzdlNg.xhtml,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M4LzI4LzFlLzlmNzUtNDMzMi04MGY3LWVhMTM2YTE3NDI3YQ.pdf,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzdkLzVhLzM5LzZiNzItNDVmMy1iNmI4LWM2MDk3NTE5NTVlNQ.xml,true,Danmark,DK,ThyborÃ¸n,7680.0,26.0,Havnegade,ThyborÃ¸n,7680.0,67.0,DrejÃ¸vej,7680 ThyborÃ¸n,Havnegade 26,"Til kapitalejerne i PDA, ThyborÃ¸n ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-02,2018-06-08,0.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i ejerskab af 260 vindmÃ¸lleanparter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,-3881.0,28301340.0,mne15280,1001323325.0,45488.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Pernille Winkel Andersen,"PDA, THYBORÃN ApS",JÃ¸rgen Riise,0.0,0.0,ThyborÃ¸n,2016-01-01,2016-12-31,33509.0,41607.0,-3881.0,2017-12-31,2017-01-01,false,false,2018-06-02,ThyborÃ¸n,8098.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25769725,indberetninger-20180424,2.59278,28301340.0,AWPj5R2G0wkEsASktkwo,2018-06-09T09:34:17.578Z,2018-06-09T09:33:51.982Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-86-GZ,2018-06-09T09:33:52.151Z,,,,,,,,,,,,,,,,,,,,,,
28301340,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzlhL2JjL2I4ZTAtNDE4NC1hNmNjLTY0NTJmMTQzYzdlNg.xhtml,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M4LzI4LzFlLzlmNzUtNDMzMi04MGY3LWVhMTM2YTE3NDI3YQ.pdf,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzdkLzVhLzM5LzZiNzItNDVmMy1iNmI4LWM2MDk3NTE5NTVlNQ.xml,true,Danmark,DK,ThyborÃ¸n,7680.0,26.0,Havnegade,ThyborÃ¸n,7680.0,67.0,DrejÃ¸vej,7680 ThyborÃ¸n,Havnegade 26,"Til kapitalejerne i PDA, ThyborÃ¸n ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-02,2018-06-08,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i ejerskab af 260 vindmÃ¸lleanparter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28301340.0,mne15280,1001323325.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Pernille Winkel Andersen,"PDA, THYBORÃN ApS",JÃ¸rgen Riise,,,ThyborÃ¸n,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,false,false,2018-06-02,ThyborÃ¸n,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25769725,indberetninger-20180424,2.59278,28301340.0,AWPj5R2G0wkEsASktkwo,2018-06-09T09:34:17.578Z,2018-06-09T09:33:51.982Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-86-GZ,2018-06-09T09:33:52.151Z,,,,,,,,,,,,,,,,,,,,,,
28301340,2016-01-01,2016-12-31,c9,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzlhL2JjL2I4ZTAtNDE4NC1hNmNjLTY0NTJmMTQzYzdlNg.xhtml,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M4LzI4LzFlLzlmNzUtNDMzMi04MGY3LWVhMTM2YTE3NDI3YQ.pdf,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzdkLzVhLzM5LzZiNzItNDVmMy1iNmI4LWM2MDk3NTE5NTVlNQ.xml,true,Danmark,DK,ThyborÃ¸n,7680.0,26.0,Havnegade,ThyborÃ¸n,7680.0,67.0,DrejÃ¸vej,7680 ThyborÃ¸n,Havnegade 26,"Til kapitalejerne i PDA, ThyborÃ¸n ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-02,2018-06-08,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i ejerskab af 260 vindmÃ¸lleanparter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28301340.0,mne15280,1001323325.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Pernille Winkel Andersen,"PDA, THYBORÃN ApS",JÃ¸rgen Riise,,,ThyborÃ¸n,2016-01-01,2016-12-31,33509.0,,,2017-12-31,2017-01-01,false,false,2018-06-02,ThyborÃ¸n,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25769725,indberetninger-20180424,2.59278,28301340.0,AWPj5R2G0wkEsASktkwo,2018-06-09T09:34:17.578Z,2018-06-09T09:33:51.982Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-86-GZ,2018-06-09T09:33:52.151Z,,,,,,,,,,,,,,,,,,,,,,
28301340,2016-12-31,2016-12-31,c11,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzlhL2JjL2I4ZTAtNDE4NC1hNmNjLTY0NTJmMTQzYzdlNg.xhtml,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M4LzI4LzFlLzlmNzUtNDMzMi04MGY3LWVhMTM2YTE3NDI3YQ.pdf,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzdkLzVhLzM5LzZiNzItNDVmMy1iNmI4LWM2MDk3NTE5NTVlNQ.xml,true,Danmark,DK,ThyborÃ¸n,7680.0,26.0,Havnegade,ThyborÃ¸n,7680.0,67.0,DrejÃ¸vej,7680 ThyborÃ¸n,Havnegade 26,"Til kapitalejerne i PDA, ThyborÃ¸n ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-02,2018-06-08,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i ejerskab af 260 vindmÃ¸lleanparter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28301340.0,mne15280,1001323325.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Pernille Winkel Andersen,"PDA, THYBORÃN ApS",JÃ¸rgen Riise,,,ThyborÃ¸n,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-02,ThyborÃ¸n,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25769725,indberetninger-20180424,2.59278,28301340.0,AWPj5R2G0wkEsASktkwo,2018-06-09T09:34:17.578Z,2018-06-09T09:33:51.982Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-86-GZ,2018-06-09T09:33:52.151Z,222386.0,57806.0,125000.0,69500.0,200346.0,222386.0,4349.0,152886.0,152886.0,152886.0,11694.0,17691.0,17691.0,68346.0,7000.0,4349.0,11694.0,4349.0,,,,
28301340,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzlhL2JjL2I4ZTAtNDE4NC1hNmNjLTY0NTJmMTQzYzdlNg.xhtml,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M4LzI4LzFlLzlmNzUtNDMzMi04MGY3LWVhMTM2YTE3NDI3YQ.pdf,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzdkLzVhLzM5LzZiNzItNDVmMy1iNmI4LWM2MDk3NTE5NTVlNQ.xml,true,Danmark,DK,ThyborÃ¸n,7680.0,26.0,Havnegade,ThyborÃ¸n,7680.0,67.0,DrejÃ¸vej,7680 ThyborÃ¸n,Havnegade 26,"Til kapitalejerne i PDA, ThyborÃ¸n ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-02,2018-06-08,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i ejerskab af 260 vindmÃ¸lleanparter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28301340.0,mne15280,1001323325.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Pernille Winkel Andersen,"PDA, THYBORÃN ApS",JÃ¸rgen Riise,,,ThyborÃ¸n,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-02,ThyborÃ¸n,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25769725,indberetninger-20180424,2.59278,28301340.0,AWPj5R2G0wkEsASktkwo,2018-06-09T09:34:17.578Z,2018-06-09T09:33:51.982Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-86-GZ,2018-06-09T09:33:52.151Z,,,,,125000.0,,,,,,,,,,,,,,,,,
28301340,2017-01-01,2017-01-01,c13,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzlhL2JjL2I4ZTAtNDE4NC1hNmNjLTY0NTJmMTQzYzdlNg.xhtml,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M4LzI4LzFlLzlmNzUtNDMzMi04MGY3LWVhMTM2YTE3NDI3YQ.pdf,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzdkLzVhLzM5LzZiNzItNDVmMy1iNmI4LWM2MDk3NTE5NTVlNQ.xml,true,Danmark,DK,ThyborÃ¸n,7680.0,26.0,Havnegade,ThyborÃ¸n,7680.0,67.0,DrejÃ¸vej,7680 ThyborÃ¸n,Havnegade 26,"Til kapitalejerne i PDA, ThyborÃ¸n ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-02,2018-06-08,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i ejerskab af 260 vindmÃ¸lleanparter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28301340.0,mne15280,1001323325.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Pernille Winkel Andersen,"PDA, THYBORÃN ApS",JÃ¸rgen Riise,,,ThyborÃ¸n,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-02,ThyborÃ¸n,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25769725,indberetninger-20180424,2.59278,28301340.0,AWPj5R2G0wkEsASktkwo,2018-06-09T09:34:17.578Z,2018-06-09T09:33:51.982Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-86-GZ,2018-06-09T09:33:52.151Z,,,,,7000.0,,,,,,,,,,,,,,,,,
28301340,2017-01-01,2017-01-01,c14,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzlhL2JjL2I4ZTAtNDE4NC1hNmNjLTY0NTJmMTQzYzdlNg.xhtml,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M4LzI4LzFlLzlmNzUtNDMzMi04MGY3LWVhMTM2YTE3NDI3YQ.pdf,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzdkLzVhLzM5LzZiNzItNDVmMy1iNmI4LWM2MDk3NTE5NTVlNQ.xml,true,Danmark,DK,ThyborÃ¸n,7680.0,26.0,Havnegade,ThyborÃ¸n,7680.0,67.0,DrejÃ¸vej,7680 ThyborÃ¸n,Havnegade 26,"Til kapitalejerne i PDA, ThyborÃ¸n ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-02,2018-06-08,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i ejerskab af 260 vindmÃ¸lleanparter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28301340.0,mne15280,1001323325.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Pernille Winkel Andersen,"PDA, THYBORÃN ApS",JÃ¸rgen Riise,,,ThyborÃ¸n,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-02,ThyborÃ¸n,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25769725,indberetninger-20180424,2.59278,28301340.0,AWPj5R2G0wkEsASktkwo,2018-06-09T09:34:17.578Z,2018-06-09T09:33:51.982Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-86-GZ,2018-06-09T09:33:52.151Z,,,,,68346.0,,,,,,,,,,,,,,,,,
28301340,2017-01-01,2017-01-01,c15,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzlhL2JjL2I4ZTAtNDE4NC1hNmNjLTY0NTJmMTQzYzdlNg.xhtml,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M4LzI4LzFlLzlmNzUtNDMzMi04MGY3LWVhMTM2YTE3NDI3YQ.pdf,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzdkLzVhLzM5LzZiNzItNDVmMy1iNmI4LWM2MDk3NTE5NTVlNQ.xml,true,Danmark,DK,ThyborÃ¸n,7680.0,26.0,Havnegade,ThyborÃ¸n,7680.0,67.0,DrejÃ¸vej,7680 ThyborÃ¸n,Havnegade 26,"Til kapitalejerne i PDA, ThyborÃ¸n ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-02,2018-06-08,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i ejerskab af 260 vindmÃ¸lleanparter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28301340.0,mne15280,1001323325.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Pernille Winkel Andersen,"PDA, THYBORÃN ApS",JÃ¸rgen Riise,,,ThyborÃ¸n,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-02,ThyborÃ¸n,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25769725,indberetninger-20180424,2.59278,28301340.0,AWPj5R2G0wkEsASktkwo,2018-06-09T09:34:17.578Z,2018-06-09T09:33:51.982Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-86-GZ,2018-06-09T09:33:52.151Z,,,,,0.0,,,,,,,,,,,,,,,,,
28301340,2017-01-01,2017-01-01,c16,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzlhL2JjL2I4ZTAtNDE4NC1hNmNjLTY0NTJmMTQzYzdlNg.xhtml,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M4LzI4LzFlLzlmNzUtNDMzMi04MGY3LWVhMTM2YTE3NDI3YQ.pdf,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzdkLzVhLzM5LzZiNzItNDVmMy1iNmI4LWM2MDk3NTE5NTVlNQ.xml,true,Danmark,DK,ThyborÃ¸n,7680.0,26.0,Havnegade,ThyborÃ¸n,7680.0,67.0,DrejÃ¸vej,7680 ThyborÃ¸n,Havnegade 26,"Til kapitalejerne i PDA, ThyborÃ¸n ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-02,2018-06-08,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i ejerskab af 260 vindmÃ¸lleanparter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,28301340.0,mne15280,1001323325.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Pernille Winkel Andersen,"PDA, THYBORÃN ApS",JÃ¸rgen Riise,,,ThyborÃ¸n,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-02,ThyborÃ¸n,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25769725,indberetninger-20180424,2.59278,28301340.0,AWPj5R2G0wkEsASktkwo,2018-06-09T09:34:17.578Z,2018-06-09T09:33:51.982Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-86-GZ,2018-06-09T09:33:52.151Z,,,,,200346.0,,,,,,,,,,,,,,,,,
28301340,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzkxLzlhL2JjL2I4ZTAtNDE4NC1hNmNjLTY0NTJmMTQzYzdlNg.xhtml,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M4LzI4LzFlLzlmNzUtNDMzMi04MGY3LWVhMTM2YTE3NDI3YQ.pdf,http://regnskaber.virk.dk/04310382/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzdkLzVhLzM5LzZiNzItNDVmMy1iNmI4LWM2MDk3NTE5NTVlNQ.xml,true,Danmark,DK,ThyborÃ¸n,7680.0,26.0,Havnegade,ThyborÃ¸n,7680.0,67.0,DrejÃ¸vej,7680 ThyborÃ¸n,Havnegade 26,"Til kapitalejerne i PDA, ThyborÃ¸n ApS",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-02,2018-06-08,0.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet bestÃ¥r i ejerskab af 260 vindmÃ¸lleanparter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,-4349.0,28301340.0,mne15280,1001323325.0,32369.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Riise,Pernille Winkel Andersen,"PDA, THYBORÃN ApS",JÃ¸rgen Riise,0.0,0.0,ThyborÃ¸n,2016-01-01,2016-12-31,21764.0,28020.0,-4349.0,2017-12-31,2017-01-01,false,false,2018-06-02,ThyborÃ¸n,6256.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25769725,indberetninger-20180424,2.59278,28301340.0,AWPj5R2G0wkEsASktkwo,2018-06-09T09:34:17.578Z,2018-06-09T09:33:51.982Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-86-GZ,2018-06-09T09:33:52.151Z,,,,,,,,,,,,,,,,,,,0.0,,,
