entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ReserveForLoansAndCollaterals,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
25023307,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2E4LzU0LzcyL2Y4YTctNGRiOC04YjU5LWU5YmM2NTY4NTcxYw.pdf,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2M3LzBjL2NkLzBjOTYtNDZhOS04NjEwLThiOTU2ZTE5ZDY1YQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Klarup,9270.0,89.0,Klarupvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-12,2019-02-12,1999-11-02,2019-04-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aalborg@redmark.dk,29442789.0,25023307.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Maibom Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,JÃ¸rgen Mogensen,JÃ¸rgen Mogensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Maibom Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,2017-01-01,2017-12-31,855000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klarup,2018-12-31,2018-01-01,2019-02-12,Aalborg,98183333.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26972652,indberetninger-20180424,2.5118406,25023307.0,AWoIbX_jRYGX6_YTGyIs,2019-04-10T18:06:04.712Z,2019-04-10T18:05:54.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-34-UP,2019-04-10T18:05:54.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25023307,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2E4LzU0LzcyL2Y4YTctNGRiOC04YjU5LWU5YmM2NTY4NTcxYw.pdf,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2M3LzBjL2NkLzBjOTYtNDZhOS04NjEwLThiOTU2ZTE5ZDY1YQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Klarup,9270.0,89.0,Klarupvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-12,2019-02-12,1999-11-02,2019-04-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aalborg@redmark.dk,29442789.0,25023307.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Maibom Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,JÃ¸rgen Mogensen,JÃ¸rgen Mogensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Maibom Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,2017-01-01,2017-12-31,855000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klarup,2018-12-31,2018-01-01,2019-02-12,Aalborg,98183333.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26972652,indberetninger-20180424,2.5118406,25023307.0,AWoIbX_jRYGX6_YTGyIs,2019-04-10T18:06:04.712Z,2019-04-10T18:05:54.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-34-UP,2019-04-10T18:05:54.507Z,1.0,411000.0,-106000.0,21000.0,1522000.0,112000.0,0.0,1096000.0,-517000.0,1000.0,241000.0,410000.0,,,,,,,,,,,,,,,,,,,,
25023307,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2E4LzU0LzcyL2Y4YTctNGRiOC04YjU5LWU5YmM2NTY4NTcxYw.pdf,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2M3LzBjL2NkLzBjOTYtNDZhOS04NjEwLThiOTU2ZTE5ZDY1YQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Klarup,9270.0,89.0,Klarupvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-12,2019-02-12,1999-11-02,2019-04-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aalborg@redmark.dk,29442789.0,25023307.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Maibom Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,JÃ¸rgen Mogensen,JÃ¸rgen Mogensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Maibom Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klarup,2018-12-31,2018-01-01,2019-02-12,Aalborg,98183333.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26972652,indberetninger-20180424,2.5118406,25023307.0,AWoIbX_jRYGX6_YTGyIs,2019-04-10T18:06:04.712Z,2019-04-10T18:05:54.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-34-UP,2019-04-10T18:05:54.507Z,,,,,,,,,,,,,28484000.0,6682000.0,500000.0,28484000.0,0.0,28200000.0,28484000.0,284000.0,15945000.0,13000.0,0.0,5077000.0,22623000.0,15945000.0,284000.0,5857000.0,5857000.0,241000.0,30000.0,
25023307,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2E4LzU0LzcyL2Y4YTctNGRiOC04YjU5LWU5YmM2NTY4NTcxYw.pdf,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2M3LzBjL2NkLzBjOTYtNDZhOS04NjEwLThiOTU2ZTE5ZDY1YQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Klarup,9270.0,89.0,Klarupvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-12,2019-02-12,1999-11-02,2019-04-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aalborg@redmark.dk,29442789.0,25023307.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Maibom Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,JÃ¸rgen Mogensen,JÃ¸rgen Mogensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Maibom Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,2017-01-01,2017-12-31,-884717.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klarup,2018-12-31,2018-01-01,2019-02-12,Aalborg,98183333.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26972652,indberetninger-20180424,2.5118406,25023307.0,AWoIbX_jRYGX6_YTGyIs,2019-04-10T18:06:04.712Z,2019-04-10T18:05:54.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-34-UP,2019-04-10T18:05:54.507Z,1.0,411158.0,-127065.0,755767.0,42329.0,117408.0,9038.0,-1134253.0,-538223.0,1537.0,-249536.0,400583.0,,,,,,,,,,,,,,,,,,,,
25023307,2018-01-01,2018-12-31,c122,,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2E4LzU0LzcyL2Y4YTctNGRiOC04YjU5LWU5YmM2NTY4NTcxYw.pdf,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2M3LzBjL2NkLzBjOTYtNDZhOS04NjEwLThiOTU2ZTE5ZDY1YQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Klarup,9270.0,89.0,Klarupvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-12,2019-02-12,1999-11-02,2019-04-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aalborg@redmark.dk,29442789.0,25023307.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Maibom Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,JÃ¸rgen Mogensen,JÃ¸rgen Mogensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Maibom Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,2017-01-01,2017-12-31,-884717.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klarup,2018-12-31,2018-01-01,2019-02-12,Aalborg,98183333.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26972652,indberetninger-20180424,2.5118406,25023307.0,AWoIbX_jRYGX6_YTGyIs,2019-04-10T18:06:04.712Z,2019-04-10T18:05:54.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-34-UP,2019-04-10T18:05:54.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25023307,2018-01-01,2018-12-31,c32,,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2E4LzU0LzcyL2Y4YTctNGRiOC04YjU5LWU5YmM2NTY4NTcxYw.pdf,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2M3LzBjL2NkLzBjOTYtNDZhOS04NjEwLThiOTU2ZTE5ZDY1YQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Klarup,9270.0,89.0,Klarupvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-12,2019-02-12,1999-11-02,2019-04-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aalborg@redmark.dk,29442789.0,25023307.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Maibom Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,JÃ¸rgen Mogensen,JÃ¸rgen Mogensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Maibom Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klarup,2018-12-31,2018-01-01,2019-02-12,Aalborg,98183333.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26972652,indberetninger-20180424,2.5118406,25023307.0,AWoIbX_jRYGX6_YTGyIs,2019-04-10T18:06:04.712Z,2019-04-10T18:05:54.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-34-UP,2019-04-10T18:05:54.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sten MÃ¸ller
25023307,2018-01-01,2018-12-31,c48,,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2E4LzU0LzcyL2Y4YTctNGRiOC04YjU5LWU5YmM2NTY4NTcxYw.pdf,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2M3LzBjL2NkLzBjOTYtNDZhOS04NjEwLThiOTU2ZTE5ZDY1YQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Klarup,9270.0,89.0,Klarupvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-12,2019-02-12,1999-11-02,2019-04-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aalborg@redmark.dk,29442789.0,25023307.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Maibom Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,JÃ¸rgen Mogensen,JÃ¸rgen Mogensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Maibom Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klarup,2018-12-31,2018-01-01,2019-02-12,Aalborg,98183333.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26972652,indberetninger-20180424,2.5118406,25023307.0,AWoIbX_jRYGX6_YTGyIs,2019-04-10T18:06:04.712Z,2019-04-10T18:05:54.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-34-UP,2019-04-10T18:05:54.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birgitte Maibom
25023307,2018-01-01,2018-12-31,c49,,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2E4LzU0LzcyL2Y4YTctNGRiOC04YjU5LWU5YmM2NTY4NTcxYw.pdf,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2M3LzBjL2NkLzBjOTYtNDZhOS04NjEwLThiOTU2ZTE5ZDY1YQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Klarup,9270.0,89.0,Klarupvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-12,2019-02-12,1999-11-02,2019-04-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aalborg@redmark.dk,29442789.0,25023307.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Maibom Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,JÃ¸rgen Mogensen,JÃ¸rgen Mogensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Maibom Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klarup,2018-12-31,2018-01-01,2019-02-12,Aalborg,98183333.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26972652,indberetninger-20180424,2.5118406,25023307.0,AWoIbX_jRYGX6_YTGyIs,2019-04-10T18:06:04.712Z,2019-04-10T18:05:54.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-34-UP,2019-04-10T18:05:54.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JÃ¸rgen Mogensen
25023307,2018-01-01,2018-12-31,c50,,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2E4LzU0LzcyL2Y4YTctNGRiOC04YjU5LWU5YmM2NTY4NTcxYw.pdf,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2M3LzBjL2NkLzBjOTYtNDZhOS04NjEwLThiOTU2ZTE5ZDY1YQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Klarup,9270.0,89.0,Klarupvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-12,2019-02-12,1999-11-02,2019-04-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aalborg@redmark.dk,29442789.0,25023307.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Maibom Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,JÃ¸rgen Mogensen,JÃ¸rgen Mogensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Maibom Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klarup,2018-12-31,2018-01-01,2019-02-12,Aalborg,98183333.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26972652,indberetninger-20180424,2.5118406,25023307.0,AWoIbX_jRYGX6_YTGyIs,2019-04-10T18:06:04.712Z,2019-04-10T18:05:54.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-34-UP,2019-04-10T18:05:54.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte Mogensen
25023307,2018-01-01,2018-12-31,c51,,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzU1L2E4LzU0LzcyL2Y4YTctNGRiOC04YjU5LWU5YmM2NTY4NTcxYw.pdf,http://regnskaber.virk.dk/70332052/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2M3LzBjL2NkLzBjOTYtNDZhOS04NjEwLThiOTU2ZTE5ZDY1YQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Klarup,9270.0,89.0,Klarupvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-12,2019-02-12,1999-11-02,2019-04-04,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,aalborg@redmark.dk,29442789.0,25023307.0,29442789.0,mne32798,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Maibom Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Johny Jensen,JÃ¸rgen Mogensen,JÃ¸rgen Mogensen,"Redmark, Statsautoriseret Revisionspartnerselskab",Maibom Holding ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Klarup,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Klarup,2018-12-31,2018-01-01,2019-02-12,Aalborg,98183333.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:26972652,indberetninger-20180424,2.5118406,25023307.0,AWoIbX_jRYGX6_YTGyIs,2019-04-10T18:06:04.712Z,2019-04-10T18:05:54.348Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AX-34-UP,2019-04-10T18:05:54.507Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maja Kirstine Maibom
