entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
25691067,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzA4L2Y2LzVkL2VkY2QtNDI5Yi1iN2YxLTIxYTJiNjk5ODc5OQ.pdf,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzU1LzVkLzBjMzItNGJkZS1hMGY5LTgxZWZiY2YyOTMyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,Adelgade 108,9200 Aalborg SV,Sofiendalsvej 93,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Intrade Finans A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",56283.0,2017-05-30,2017-05-31,Statsautoriseret revisor,-22110.0,20222670.0,25691067.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Intrade Finans A/S.,-320931.0,Ãrsrapport,11737.0,269771.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Dirigent Arne Pedersen,DirektÃ¸r Arne Pedersen,Danske Bank,Intrade Finans A/S,BDO Statsautoriseret revisionsaktieselskab,-11737.0,273371.0,0.0,3600.0,Aalborg,2015-01-01,2015-12-31,-137690.0,-81407.0,-343041.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-05-30,Aarhus,-56283.0,Formand,urn:ofk:oid:24235461,indberetninger-20180424,2.5097454,25691067.0,,2018-03-29T13:33:03.451Z,2017-06-19T09:51:15.373Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-40-QK,2017-06-19T09:51:15.732Z,,,,,,,,,,,,,,,,,,,,,,,
25691067,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzA4L2Y2LzVkL2VkY2QtNDI5Yi1iN2YxLTIxYTJiNjk5ODc5OQ.pdf,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzU1LzVkLzBjMzItNGJkZS1hMGY5LTgxZWZiY2YyOTMyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,Adelgade 108,9200 Aalborg SV,Sofiendalsvej 93,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Intrade Finans A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-30,2017-05-31,Statsautoriseret revisor,,20222670.0,25691067.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Intrade Finans A/S.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Dirigent Arne Pedersen,DirektÃ¸r Arne Pedersen,Danske Bank,Intrade Finans A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,-137690.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-05-30,Aarhus,,Formand,urn:ofk:oid:24235461,indberetninger-20180424,2.5097454,25691067.0,,2018-03-29T13:33:03.451Z,2017-06-19T09:51:15.373Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-40-QK,2017-06-19T09:51:15.732Z,,,,,,,,,,,,,,,,,,,,,,,
25691067,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzA4L2Y2LzVkL2VkY2QtNDI5Yi1iN2YxLTIxYTJiNjk5ODc5OQ.pdf,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzU1LzVkLzBjMzItNGJkZS1hMGY5LTgxZWZiY2YyOTMyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,Adelgade 108,9200 Aalborg SV,Sofiendalsvej 93,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Intrade Finans A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-30,2017-05-31,Statsautoriseret revisor,,20222670.0,25691067.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Intrade Finans A/S.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Dirigent Arne Pedersen,DirektÃ¸r Arne Pedersen,Danske Bank,Intrade Finans A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-05-30,Aarhus,,Formand,urn:ofk:oid:24235461,indberetninger-20180424,2.5097454,25691067.0,,2018-03-29T13:33:03.451Z,2017-06-19T09:51:15.373Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-40-QK,2017-06-19T09:51:15.732Z,2775461.0,3000000.0,0.0,2439288.0,2775461.0,336173.0,0.0,0.0,0.0,1.0,20000.0,101333.0,-560712.0,336173.0,259890.0,2775461.0,2674128.0,56283.0,,,,,
25691067,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzA4L2Y2LzVkL2VkY2QtNDI5Yi1iN2YxLTIxYTJiNjk5ODc5OQ.pdf,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzU1LzVkLzBjMzItNGJkZS1hMGY5LTgxZWZiY2YyOTMyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,Adelgade 108,9200 Aalborg SV,Sofiendalsvej 93,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Intrade Finans A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-30,2017-05-31,Statsautoriseret revisor,,20222670.0,25691067.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Intrade Finans A/S.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Dirigent Arne Pedersen,DirektÃ¸r Arne Pedersen,Danske Bank,Intrade Finans A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-05-30,Aarhus,,Formand,urn:ofk:oid:24235461,indberetninger-20180424,2.5097454,25691067.0,,2018-03-29T13:33:03.451Z,2017-06-19T09:51:15.373Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-40-QK,2017-06-19T09:51:15.732Z,,,,3000000.0,,,,,,,,,,,,,,,,,,,
25691067,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzA4L2Y2LzVkL2VkY2QtNDI5Yi1iN2YxLTIxYTJiNjk5ODc5OQ.pdf,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzU1LzVkLzBjMzItNGJkZS1hMGY5LTgxZWZiY2YyOTMyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,Adelgade 108,9200 Aalborg SV,Sofiendalsvej 93,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Intrade Finans A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-30,2017-05-31,Statsautoriseret revisor,,20222670.0,25691067.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Intrade Finans A/S.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Dirigent Arne Pedersen,DirektÃ¸r Arne Pedersen,Danske Bank,Intrade Finans A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-05-30,Aarhus,,Formand,urn:ofk:oid:24235461,indberetninger-20180424,2.5097454,25691067.0,,2018-03-29T13:33:03.451Z,2017-06-19T09:51:15.373Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-40-QK,2017-06-19T09:51:15.732Z,,,,-560712.0,,,,,,,,,,,,,,,,,,,
25691067,2016-01-01,2016-01-01,c564,,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzA4L2Y2LzVkL2VkY2QtNDI5Yi1iN2YxLTIxYTJiNjk5ODc5OQ.pdf,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzU1LzVkLzBjMzItNGJkZS1hMGY5LTgxZWZiY2YyOTMyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,Adelgade 108,9200 Aalborg SV,Sofiendalsvej 93,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Intrade Finans A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-30,2017-05-31,Statsautoriseret revisor,,20222670.0,25691067.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Intrade Finans A/S.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Dirigent Arne Pedersen,DirektÃ¸r Arne Pedersen,Danske Bank,Intrade Finans A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-05-30,Aarhus,,Formand,urn:ofk:oid:24235461,indberetninger-20180424,2.5097454,25691067.0,,2018-03-29T13:33:03.451Z,2017-06-19T09:51:15.373Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-40-QK,2017-06-19T09:51:15.732Z,,,,,,,,,,,,,,,,,,,-3062500.0,3062500.0,,,
25691067,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzA4L2Y2LzVkL2VkY2QtNDI5Yi1iN2YxLTIxYTJiNjk5ODc5OQ.pdf,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzU1LzVkLzBjMzItNGJkZS1hMGY5LTgxZWZiY2YyOTMyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,Adelgade 108,9200 Aalborg SV,Sofiendalsvej 93,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Intrade Finans A/S,-5837.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",0.0,2017-05-30,2017-05-31,Statsautoriseret revisor,-120851.0,20222670.0,25691067.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Intrade Finans A/S.,0.0,Ãrsrapport,0.0,104714.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Dirigent Arne Pedersen,DirektÃ¸r Arne Pedersen,Danske Bank,Intrade Finans A/S,BDO Statsautoriseret revisionsaktieselskab,-10396.0,104714.0,10396.0,0.0,Aalborg,2015-01-01,2015-12-31,-20696.0,-26533.0,-120851.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-05-30,Aarhus,5837.0,Formand,urn:ofk:oid:24235461,indberetninger-20180424,2.5097454,25691067.0,,2018-03-29T13:33:03.451Z,2017-06-19T09:51:15.373Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-40-QK,2017-06-19T09:51:15.732Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
25691067,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzA4L2Y2LzVkL2VkY2QtNDI5Yi1iN2YxLTIxYTJiNjk5ODc5OQ.pdf,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzU1LzVkLzBjMzItNGJkZS1hMGY5LTgxZWZiY2YyOTMyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,Adelgade 108,9200 Aalborg SV,Sofiendalsvej 93,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Intrade Finans A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-30,2017-05-31,Statsautoriseret revisor,,20222670.0,25691067.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Intrade Finans A/S.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Dirigent Arne Pedersen,DirektÃ¸r Arne Pedersen,Danske Bank,Intrade Finans A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,-20696.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-05-30,Aarhus,,Formand,urn:ofk:oid:24235461,indberetninger-20180424,2.5097454,25691067.0,,2018-03-29T13:33:03.451Z,2017-06-19T09:51:15.373Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-40-QK,2017-06-19T09:51:15.732Z,,,,,,,,,,,,,,,,,,,,,,,
25691067,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzA4L2Y2LzVkL2VkY2QtNDI5Yi1iN2YxLTIxYTJiNjk5ODc5OQ.pdf,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzU1LzVkLzBjMzItNGJkZS1hMGY5LTgxZWZiY2YyOTMyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,Adelgade 108,9200 Aalborg SV,Sofiendalsvej 93,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Intrade Finans A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-30,2017-05-31,Statsautoriseret revisor,,20222670.0,25691067.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Intrade Finans A/S.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Dirigent Arne Pedersen,DirektÃ¸r Arne Pedersen,Danske Bank,Intrade Finans A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,-20696.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-05-30,Aarhus,,Formand,urn:ofk:oid:24235461,indberetninger-20180424,2.5097454,25691067.0,,2018-03-29T13:33:03.451Z,2017-06-19T09:51:15.373Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-40-QK,2017-06-19T09:51:15.732Z,,,,,,,,,,,,,,,,,,,,,,,
25691067,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzA4L2Y2LzVkL2VkY2QtNDI5Yi1iN2YxLTIxYTJiNjk5ODc5OQ.pdf,http://regnskaber.virk.dk/76019652/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzcxLzU1LzVkLzBjMzItNGJkZS1hMGY5LTgxZWZiY2YyOTMyYw.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Skanderborg,8660.0,Adelgade 108,9200 Aalborg SV,Sofiendalsvej 93,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Intrade Finans A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-05-30,2017-05-31,Statsautoriseret revisor,,20222670.0,25691067.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Intrade Finans A/S.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Pedersen,Dirigent Arne Pedersen,DirektÃ¸r Arne Pedersen,Danske Bank,Intrade Finans A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-05-30,Aarhus,,Formand,urn:ofk:oid:24235461,indberetninger-20180424,2.5097454,25691067.0,,2018-03-29T13:33:03.451Z,2017-06-19T09:51:15.373Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-40-QK,2017-06-19T09:51:15.732Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
