entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,Dividend,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RawMaterialsAndConsumablesUsed,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
76806128,2017-05-01,2017-12-31,c54,,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzczL2QyLzk5LzI4NmMtNGY4ZS04OGIyLWU1OGM4MTJhOWUwNw.pdf,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzJiLzUwLzcwLzI1MTItNDQwNi05NjIzLTE1YTZjNGM5ZGY1Zg.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,VallensbÃ¦k,2625.0,380.0,Park AllÃ©,9200 Aalborg SV,Voergaardvej 2,0.0,0.0,Regnskabsklasse B,61400.0,2019-04-23,2019-04-23,Statsaut. revisor,3000000.0,287181.0,32895468.0,76806128.0,mne34090,Ãrsrapport,Jan Stender,SÃ¸ren Flemming Larsen,SÃ¸ren Flemming Larsen,Beierholm,INTERFLORA-KÃB ApS,Beierholm,8.0,752.0,350615.0,9963.0,1874.0,9955.0,1122.0,VallensbÃ¦k,2017-05-01,2017-12-31,217692.0,279092.0,17977778.0,VallensbÃ¦k,2018-12-31,2018-01-01,18615574.0,true,2019-04-23,SÃ¸borg,61400.0,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27072981,indberetninger-20180424,2.5097342,76806128.0,AWp9Ba2bRYGX6_YTHW_t,2019-05-03T09:28:38.811Z,2019-05-03T09:28:04.554Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-51-CA,2019-05-03T09:28:04.746Z,,,,,,,,,,,,,,,,,,,,,,,,
76806128,2017-05-01,2017-12-31,c56,,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzczL2QyLzk5LzI4NmMtNGY4ZS04OGIyLWU1OGM4MTJhOWUwNw.pdf,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzJiLzUwLzcwLzI1MTItNDQwNi05NjIzLTE1YTZjNGM5ZGY1Zg.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,VallensbÃ¦k,2625.0,380.0,Park AllÃ©,9200 Aalborg SV,Voergaardvej 2,,,Regnskabsklasse B,,2019-04-23,2019-04-23,Statsaut. revisor,3000000.0,,32895468.0,76806128.0,mne34090,Ãrsrapport,Jan Stender,SÃ¸ren Flemming Larsen,SÃ¸ren Flemming Larsen,Beierholm,INTERFLORA-KÃB ApS,Beierholm,,,,,,,,VallensbÃ¦k,2017-05-01,2017-12-31,0.0,,,VallensbÃ¦k,2018-12-31,2018-01-01,,true,2019-04-23,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27072981,indberetninger-20180424,2.5097342,76806128.0,AWp9Ba2bRYGX6_YTHW_t,2019-05-03T09:28:38.811Z,2019-05-03T09:28:04.554Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-51-CA,2019-05-03T09:28:04.746Z,,,,,,,,,,,,,,,,,,,,,,,,
76806128,2017-05-01,2017-12-31,c69,,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzczL2QyLzk5LzI4NmMtNGY4ZS04OGIyLWU1OGM4MTJhOWUwNw.pdf,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzJiLzUwLzcwLzI1MTItNDQwNi05NjIzLTE1YTZjNGM5ZGY1Zg.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,VallensbÃ¦k,2625.0,380.0,Park AllÃ©,9200 Aalborg SV,Voergaardvej 2,,,Regnskabsklasse B,,2019-04-23,2019-04-23,Statsaut. revisor,3000000.0,,32895468.0,76806128.0,mne34090,Ãrsrapport,Jan Stender,SÃ¸ren Flemming Larsen,SÃ¸ren Flemming Larsen,Beierholm,INTERFLORA-KÃB ApS,Beierholm,,,,,,,,VallensbÃ¦k,2017-05-01,2017-12-31,217692.0,,,VallensbÃ¦k,2018-12-31,2018-01-01,,true,2019-04-23,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27072981,indberetninger-20180424,2.5097342,76806128.0,AWp9Ba2bRYGX6_YTHW_t,2019-05-03T09:28:38.811Z,2019-05-03T09:28:04.554Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-51-CA,2019-05-03T09:28:04.746Z,,,,,,,,,,,,,,,,,,,,,,,,
76806128,2017-12-31,2017-12-31,c72,,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzczL2QyLzk5LzI4NmMtNGY4ZS04OGIyLWU1OGM4MTJhOWUwNw.pdf,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzJiLzUwLzcwLzI1MTItNDQwNi05NjIzLTE1YTZjNGM5ZGY1Zg.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,VallensbÃ¦k,2625.0,380.0,Park AllÃ©,9200 Aalborg SV,Voergaardvej 2,,,Regnskabsklasse B,,2019-04-23,2019-04-23,Statsaut. revisor,3000000.0,,32895468.0,76806128.0,mne34090,Ãrsrapport,Jan Stender,SÃ¸ren Flemming Larsen,SÃ¸ren Flemming Larsen,Beierholm,INTERFLORA-KÃB ApS,Beierholm,,,,,,,,VallensbÃ¦k,2017-05-01,2017-12-31,,,,VallensbÃ¦k,2018-12-31,2018-01-01,,true,2019-04-23,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27072981,indberetninger-20180424,2.5097342,76806128.0,AWp9Ba2bRYGX6_YTHW_t,2019-05-03T09:28:38.811Z,2019-05-03T09:28:04.554Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-51-CA,2019-05-03T09:28:04.746Z,15233014.0,223402.0,200000.0,15233014.0,17600.0,6366705.0,379752.0,15233014.0,8866309.0,379752.0,2982094.0,22728.0,12092.0,0.0,6166705.0,2982094.0,8866309.0,1355606.0,11647766.0,934911.0,317722.0,7170253.0,10683163.0,
76806128,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzczL2QyLzk5LzI4NmMtNGY4ZS04OGIyLWU1OGM4MTJhOWUwNw.pdf,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzJiLzUwLzcwLzI1MTItNDQwNi05NjIzLTE1YTZjNGM5ZGY1Zg.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,VallensbÃ¦k,2625.0,380.0,Park AllÃ©,9200 Aalborg SV,Voergaardvej 2,17600.0,0.0,Regnskabsklasse B,92298.0,2019-04-23,2019-04-23,Statsaut. revisor,3000000.0,682077.0,32895468.0,76806128.0,mne34090,Ãrsrapport,Jan Stender,SÃ¸ren Flemming Larsen,SÃ¸ren Flemming Larsen,Beierholm,INTERFLORA-KÃB ApS,Beierholm,456625.0,0.0,426149.0,467497.0,284958.0,10872.0,284958.0,VallensbÃ¦k,2017-05-01,2017-12-31,389640.0,499538.0,27660585.0,VallensbÃ¦k,2018-12-31,2018-01-01,28768811.0,true,2019-04-23,SÃ¸borg,109898.0,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27072981,indberetninger-20180424,2.5097342,76806128.0,AWp9Ba2bRYGX6_YTHW_t,2019-05-03T09:28:38.811Z,2019-05-03T09:28:04.554Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-51-CA,2019-05-03T09:28:04.746Z,,,,,,,,,,,,,,,,,,,,,,,,
76806128,2018-01-01,2018-12-31,c101,,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzczL2QyLzk5LzI4NmMtNGY4ZS04OGIyLWU1OGM4MTJhOWUwNw.pdf,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzJiLzUwLzcwLzI1MTItNDQwNi05NjIzLTE1YTZjNGM5ZGY1Zg.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,VallensbÃ¦k,2625.0,380.0,Park AllÃ©,9200 Aalborg SV,Voergaardvej 2,,,Regnskabsklasse B,,2019-04-23,2019-04-23,Statsaut. revisor,3000000.0,,32895468.0,76806128.0,mne34090,Ãrsrapport,Jan Stender,SÃ¸ren Flemming Larsen,SÃ¸ren Flemming Larsen,Beierholm,INTERFLORA-KÃB ApS,Beierholm,,,,,,,,VallensbÃ¦k,2017-05-01,2017-12-31,,,,VallensbÃ¦k,2018-12-31,2018-01-01,,true,2019-04-23,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27072981,indberetninger-20180424,2.5097342,76806128.0,AWp9Ba2bRYGX6_YTHW_t,2019-05-03T09:28:38.811Z,2019-05-03T09:28:04.554Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-51-CA,2019-05-03T09:28:04.746Z,,,,,,,,,,,,,,,,,,,,,,,,
76806128,2018-01-01,2018-12-31,c129,,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzczL2QyLzk5LzI4NmMtNGY4ZS04OGIyLWU1OGM4MTJhOWUwNw.pdf,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzJiLzUwLzcwLzI1MTItNDQwNi05NjIzLTE1YTZjNGM5ZGY1Zg.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,VallensbÃ¦k,2625.0,380.0,Park AllÃ©,9200 Aalborg SV,Voergaardvej 2,,,Regnskabsklasse B,,2019-04-23,2019-04-23,Statsaut. revisor,3000000.0,,32895468.0,76806128.0,mne34090,Ãrsrapport,Jan Stender,SÃ¸ren Flemming Larsen,SÃ¸ren Flemming Larsen,Beierholm,INTERFLORA-KÃB ApS,Beierholm,,,,,,,,VallensbÃ¦k,2017-05-01,2017-12-31,-2610360.0,,,VallensbÃ¦k,2018-12-31,2018-01-01,,true,2019-04-23,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27072981,indberetninger-20180424,2.5097342,76806128.0,AWp9Ba2bRYGX6_YTHW_t,2019-05-03T09:28:38.811Z,2019-05-03T09:28:04.554Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-51-CA,2019-05-03T09:28:04.746Z,,,,,,,,,,,,,,,,,,,,,,,,
76806128,2018-01-01,2018-12-31,c132,,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzczL2QyLzk5LzI4NmMtNGY4ZS04OGIyLWU1OGM4MTJhOWUwNw.pdf,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzJiLzUwLzcwLzI1MTItNDQwNi05NjIzLTE1YTZjNGM5ZGY1Zg.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,VallensbÃ¦k,2625.0,380.0,Park AllÃ©,9200 Aalborg SV,Voergaardvej 2,,,Regnskabsklasse B,,2019-04-23,2019-04-23,Statsaut. revisor,3000000.0,,32895468.0,76806128.0,mne34090,Ãrsrapport,Jan Stender,SÃ¸ren Flemming Larsen,SÃ¸ren Flemming Larsen,Beierholm,INTERFLORA-KÃB ApS,Beierholm,,,,,,,,VallensbÃ¦k,2017-05-01,2017-12-31,,,,VallensbÃ¦k,2018-12-31,2018-01-01,,true,2019-04-23,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27072981,indberetninger-20180424,2.5097342,76806128.0,AWp9Ba2bRYGX6_YTHW_t,2019-05-03T09:28:38.811Z,2019-05-03T09:28:04.554Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-51-CA,2019-05-03T09:28:04.746Z,,,,,,,,,,,,,,,,,,,,,,,,
76806128,2018-01-01,2018-12-31,c1968,,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzczL2QyLzk5LzI4NmMtNGY4ZS04OGIyLWU1OGM4MTJhOWUwNw.pdf,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzJiLzUwLzcwLzI1MTItNDQwNi05NjIzLTE1YTZjNGM5ZGY1Zg.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,VallensbÃ¦k,2625.0,380.0,Park AllÃ©,9200 Aalborg SV,Voergaardvej 2,,,Regnskabsklasse B,,2019-04-23,2019-04-23,Statsaut. revisor,3000000.0,,32895468.0,76806128.0,mne34090,Ãrsrapport,Jan Stender,SÃ¸ren Flemming Larsen,SÃ¸ren Flemming Larsen,Beierholm,INTERFLORA-KÃB ApS,Beierholm,,,,,,,,VallensbÃ¦k,2017-05-01,2017-12-31,,,,VallensbÃ¦k,2018-12-31,2018-01-01,,true,2019-04-23,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27072981,indberetninger-20180424,2.5097342,76806128.0,AWp9Ba2bRYGX6_YTHW_t,2019-05-03T09:28:38.811Z,2019-05-03T09:28:04.554Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-51-CA,2019-05-03T09:28:04.746Z,,,,,,,,,,,,,,,,,,,,,,,,
76806128,2018-01-01,2018-12-31,c55,,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzczL2QyLzk5LzI4NmMtNGY4ZS04OGIyLWU1OGM4MTJhOWUwNw.pdf,http://regnskaber.virk.dk/82160867/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzJiLzUwLzcwLzI1MTItNDQwNi05NjIzLTE1YTZjNGM5ZGY1Zg.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,VallensbÃ¦k,2625.0,380.0,Park AllÃ©,9200 Aalborg SV,Voergaardvej 2,,,Regnskabsklasse B,,2019-04-23,2019-04-23,Statsaut. revisor,3000000.0,,32895468.0,76806128.0,mne34090,Ãrsrapport,Jan Stender,SÃ¸ren Flemming Larsen,SÃ¸ren Flemming Larsen,Beierholm,INTERFLORA-KÃB ApS,Beierholm,,,,,,,,VallensbÃ¦k,2017-05-01,2017-12-31,3000000.0,,,VallensbÃ¦k,2018-12-31,2018-01-01,,true,2019-04-23,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27072981,indberetninger-20180424,2.5097342,76806128.0,AWp9Ba2bRYGX6_YTHW_t,2019-05-03T09:28:38.811Z,2019-05-03T09:28:04.554Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-51-CA,2019-05-03T09:28:04.746Z,,,,,,,,,,,,,,,,,,,,,,,,
