entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
26648793,2014-01-01,2014-12-31,c11,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2M2L2JjL2VkL2IzMDEtNDQwMi1hNjlkLWM0NTU0NWI3YjMyMQ.xhtml,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUxLzZmLzU0LzBlYTEtNDU3Ny05OTQyLTNiOTYzYmVhZjhjNA.pdf,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzlkL2ExL2M3L2NlOGEtNGI3ZC04MTBlLTg1NjllMTk5MzhiNg.xml,8800 Viborg,Tjele,8830.0,95.0,Hobro Landevej,8800 Viborg,LÃ¸gstÃ¸rvej 28,Regnskabsklasse B,2016-03-14,2016-05-01,26648793.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henning Laursen,Henrik BraÃ¼ner,Jyske Bank,HENRIK BRAÃNER A/S,Henning Laursen,Tjele,2014-01-01,2014-12-31,132705.0,2015-12-31,2015-01-01,86653022.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22297205,indberetninger-20180424,2.5953592999999997,26648793,,2018-03-28T14:54:15.135Z,2016-05-01T11:33:55.223Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-94-HA,2016-05-01T11:33:55.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26648793,2014-01-01,2014-12-31,c13,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2M2L2JjL2VkL2IzMDEtNDQwMi1hNjlkLWM0NTU0NWI3YjMyMQ.xhtml,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUxLzZmLzU0LzBlYTEtNDU3Ny05OTQyLTNiOTYzYmVhZjhjNA.pdf,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzlkL2ExL2M3L2NlOGEtNGI3ZC04MTBlLTg1NjllMTk5MzhiNg.xml,8800 Viborg,Tjele,8830.0,95.0,Hobro Landevej,8800 Viborg,LÃ¸gstÃ¸rvej 28,Regnskabsklasse B,2016-03-14,2016-05-01,26648793.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henning Laursen,Henrik BraÃ¼ner,Jyske Bank,HENRIK BRAÃNER A/S,Henning Laursen,Tjele,2014-01-01,2014-12-31,896781.0,2015-12-31,2015-01-01,86653022.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22297205,indberetninger-20180424,2.5953592999999997,26648793,,2018-03-28T14:54:15.135Z,2016-05-01T11:33:55.223Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-94-HA,2016-05-01T11:33:55.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26648793,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2M2L2JjL2VkL2IzMDEtNDQwMi1hNjlkLWM0NTU0NWI3YjMyMQ.xhtml,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUxLzZmLzU0LzBlYTEtNDU3Ny05OTQyLTNiOTYzYmVhZjhjNA.pdf,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzlkL2ExL2M3L2NlOGEtNGI3ZC04MTBlLTg1NjllMTk5MzhiNg.xml,8800 Viborg,Tjele,8830.0,95.0,Hobro Landevej,8800 Viborg,LÃ¸gstÃ¸rvej 28,Regnskabsklasse B,2016-03-14,2016-05-01,26648793.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henning Laursen,Henrik BraÃ¼ner,Jyske Bank,HENRIK BRAÃNER A/S,Henning Laursen,Tjele,2014-01-01,2014-12-31,1049486.0,2015-12-31,2015-01-01,86653022.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22297205,indberetninger-20180424,2.5953592999999997,26648793,,2018-03-28T14:54:15.135Z,2016-05-01T11:33:55.223Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-94-HA,2016-05-01T11:33:55.386Z,299043.0,-208693.0,132705.0,11709.0,1730726.0,1343986.0,-507736.0,294500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26648793,2014-01-01,2014-12-31,c9,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2M2L2JjL2VkL2IzMDEtNDQwMi1hNjlkLWM0NTU0NWI3YjMyMQ.xhtml,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUxLzZmLzU0LzBlYTEtNDU3Ny05OTQyLTNiOTYzYmVhZjhjNA.pdf,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzlkL2ExL2M3L2NlOGEtNGI3ZC04MTBlLTg1NjllMTk5MzhiNg.xml,8800 Viborg,Tjele,8830.0,95.0,Hobro Landevej,8800 Viborg,LÃ¸gstÃ¸rvej 28,Regnskabsklasse B,2016-03-14,2016-05-01,26648793.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henning Laursen,Henrik BraÃ¼ner,Jyske Bank,HENRIK BRAÃNER A/S,Henning Laursen,Tjele,2014-01-01,2014-12-31,20000.0,2015-12-31,2015-01-01,86653022.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22297205,indberetninger-20180424,2.5953592999999997,26648793,,2018-03-28T14:54:15.135Z,2016-05-01T11:33:55.223Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-94-HA,2016-05-01T11:33:55.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26648793,2014-12-31,2014-12-31,c15,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2M2L2JjL2VkL2IzMDEtNDQwMi1hNjlkLWM0NTU0NWI3YjMyMQ.xhtml,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUxLzZmLzU0LzBlYTEtNDU3Ny05OTQyLTNiOTYzYmVhZjhjNA.pdf,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzlkL2ExL2M3L2NlOGEtNGI3ZC04MTBlLTg1NjllMTk5MzhiNg.xml,8800 Viborg,Tjele,8830.0,95.0,Hobro Landevej,8800 Viborg,LÃ¸gstÃ¸rvej 28,Regnskabsklasse B,2016-03-14,2016-05-01,26648793.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henning Laursen,Henrik BraÃ¼ner,Jyske Bank,HENRIK BRAÃNER A/S,Henning Laursen,Tjele,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,86653022.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22297205,indberetninger-20180424,2.5953592999999997,26648793,,2018-03-28T14:54:15.135Z,2016-05-01T11:33:55.223Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-94-HA,2016-05-01T11:33:55.386Z,,,,,,,,,40963926.0,6967.0,1000000.0,13693279.0,38891476.0,796654.0,13189188.0,40963926.0,1456450.0,13284805.0,337271.0,11695368.0,27270647.0,1252166.0,137271.0,13578982.0,1078750.0,107330.0,13985842.0,20000.0,616000.0,616000.0,37754205.0,357700.0,13578982.0,1456450.0,107330.0,
26648793,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2M2L2JjL2VkL2IzMDEtNDQwMi1hNjlkLWM0NTU0NWI3YjMyMQ.xhtml,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUxLzZmLzU0LzBlYTEtNDU3Ny05OTQyLTNiOTYzYmVhZjhjNA.pdf,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzlkL2ExL2M3L2NlOGEtNGI3ZC04MTBlLTg1NjllMTk5MzhiNg.xml,8800 Viborg,Tjele,8830.0,95.0,Hobro Landevej,8800 Viborg,LÃ¸gstÃ¸rvej 28,Regnskabsklasse B,2016-03-14,2016-05-01,26648793.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henning Laursen,Henrik BraÃ¼ner,Jyske Bank,HENRIK BRAÃNER A/S,Henning Laursen,Tjele,2014-01-01,2014-12-31,-785970.0,2015-12-31,2015-01-01,86653022.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22297205,indberetninger-20180424,2.5953592999999997,26648793,,2018-03-28T14:54:15.135Z,2016-05-01T11:33:55.223Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-94-HA,2016-05-01T11:33:55.386Z,324045.0,-488759.0,-139754.0,32521.0,-27891.0,-1012970.0,-812804.0,-227000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26648793,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2M2L2JjL2VkL2IzMDEtNDQwMi1hNjlkLWM0NTU0NWI3YjMyMQ.xhtml,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUxLzZmLzU0LzBlYTEtNDU3Ny05OTQyLTNiOTYzYmVhZjhjNA.pdf,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzlkL2ExL2M3L2NlOGEtNGI3ZC04MTBlLTg1NjllMTk5MzhiNg.xml,8800 Viborg,Tjele,8830.0,95.0,Hobro Landevej,8800 Viborg,LÃ¸gstÃ¸rvej 28,Regnskabsklasse B,2016-03-14,2016-05-01,26648793.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henning Laursen,Henrik BraÃ¼ner,Jyske Bank,HENRIK BRAÃNER A/S,Henning Laursen,Tjele,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,86653022.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22297205,indberetninger-20180424,2.5953592999999997,26648793,,2018-03-28T14:54:15.135Z,2016-05-01T11:33:55.223Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-94-HA,2016-05-01T11:33:55.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26648793,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2M2L2JjL2VkL2IzMDEtNDQwMi1hNjlkLWM0NTU0NWI3YjMyMQ.xhtml,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUxLzZmLzU0LzBlYTEtNDU3Ny05OTQyLTNiOTYzYmVhZjhjNA.pdf,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzlkL2ExL2M3L2NlOGEtNGI3ZC04MTBlLTg1NjllMTk5MzhiNg.xml,8800 Viborg,Tjele,8830.0,95.0,Hobro Landevej,8800 Viborg,LÃ¸gstÃ¸rvej 28,Regnskabsklasse B,2016-03-14,2016-05-01,26648793.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henning Laursen,Henrik BraÃ¼ner,Jyske Bank,HENRIK BRAÃNER A/S,Henning Laursen,Tjele,2014-01-01,2014-12-31,-137271.0,2015-12-31,2015-01-01,86653022.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22297205,indberetninger-20180424,2.5953592999999997,26648793,,2018-03-28T14:54:15.135Z,2016-05-01T11:33:55.223Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-94-HA,2016-05-01T11:33:55.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26648793,2015-01-01,2015-12-31,c12,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2M2L2JjL2VkL2IzMDEtNDQwMi1hNjlkLWM0NTU0NWI3YjMyMQ.xhtml,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUxLzZmLzU0LzBlYTEtNDU3Ny05OTQyLTNiOTYzYmVhZjhjNA.pdf,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzlkL2ExL2M3L2NlOGEtNGI3ZC04MTBlLTg1NjllMTk5MzhiNg.xml,8800 Viborg,Tjele,8830.0,95.0,Hobro Landevej,8800 Viborg,LÃ¸gstÃ¸rvej 28,Regnskabsklasse B,2016-03-14,2016-05-01,26648793.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henning Laursen,Henrik BraÃ¼ner,Jyske Bank,HENRIK BRAÃNER A/S,Henning Laursen,Tjele,2014-01-01,2014-12-31,-668699.0,2015-12-31,2015-01-01,86653022.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22297205,indberetninger-20180424,2.5953592999999997,26648793,,2018-03-28T14:54:15.135Z,2016-05-01T11:33:55.223Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-94-HA,2016-05-01T11:33:55.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26648793,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2M2L2JjL2VkL2IzMDEtNDQwMi1hNjlkLWM0NTU0NWI3YjMyMQ.xhtml,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUxLzZmLzU0LzBlYTEtNDU3Ny05OTQyLTNiOTYzYmVhZjhjNA.pdf,http://regnskaber.virk.dk/39784662/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzlkL2ExL2M3L2NlOGEtNGI3ZC04MTBlLTg1NjllMTk5MzhiNg.xml,8800 Viborg,Tjele,8830.0,95.0,Hobro Landevej,8800 Viborg,LÃ¸gstÃ¸rvej 28,Regnskabsklasse B,2016-03-14,2016-05-01,26648793.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henning Laursen,Henrik BraÃ¼ner,Jyske Bank,HENRIK BRAÃNER A/S,Henning Laursen,Tjele,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,86653022.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22297205,indberetninger-20180424,2.5953592999999997,26648793,,2018-03-28T14:54:15.135Z,2016-05-01T11:33:55.223Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-94-HA,2016-05-01T11:33:55.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henrik BraÃ¼ner
