entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,CashAndCashEquivalentsConcerningCashflowStatement,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsOfProfitFromGroupEnterprisesAfterTax,AdjustmentsOfTaxExpense,AdjustmentsfInterestAndSimilarExpenses,AverageNumberOfEmployees,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,CostOfSales,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DividendPaidCashFlow,EmployeeBenefitsExpense,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,InterestIncomeFromGroupEnterprises,NetIncreaseDecreaseInCashAndCashEquivalents,OtherAdjustments,OtherCashFlowsFromUsedInFinancingActivities,OtherCashFlowsFromUsedInOperatingActivities,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,OtherOperatingExpenses,PostemploymentBenefitExpense,ProceedsFromLongtermLiabilitiesClassifiedAsFinancingActivities,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PurchaseOfInvestments,RepaymentOfOtherLongtermPayables,RepaymentsOfLongtermLiabilitiesClassifiedAsFinancingActivities,Revenue,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,RemunerationOfManagementCategory,Assets,CashAndCashEquivalents,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,DeferredIncomeAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RestOfOtherReserves,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedFairValueAdjustmentsOfPropertyPlantAndEquipment,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,AdditionsToInvestments,DividendIncomeRelatedToInvestments,NameAndSurnameOfMemberOfSupervisoryBoard
24245896,2016-01-01,2016-01-01,c302,,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2I1L2MyLzBhLzE3ODgtNDgzMS05ZTE5LWJlZGFlMmMxMjZlZQ.pdf,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2Y0L2FjL2M1LzJlMWMtNGY5Ny1iNTk3LWQyMTU3ZWY2N2U1Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2.0,Holmens Kanal,2630 Taastrup,Taastrup Hovedgade 175,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Ejendomsfonden Grennessminde i TÃ¥strup,109961.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-05-31,1999-10-16,2018-05-31,24245896.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Ejendomsfonden Grennessminde i TÃ¥strup.,Ãrsrapport,4141913.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Danske Bank,Ejendomsfonden Grennessminde i TÃ¥strup,BDO Statsautoriseret revisionsaktieselskab,TÃ¥strup,2016-01-01,2016-12-31,HÃ¸je Taastrup,2017-12-31,2017-01-01,true,2018-05-31,KÃ¸benhavn,Formand,urn:ofk:oid:25870375,indberetninger-20180424,2.5118406,24245896.0,AWQYCC1B0wkEsASkt5Kt,2018-06-19T12:32:36.776Z,2018-06-19T12:32:25.526Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-55-BP,2018-06-19T12:32:25.974Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245896,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2I1L2MyLzBhLzE3ODgtNDgzMS05ZTE5LWJlZGFlMmMxMjZlZQ.pdf,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2Y0L2FjL2M1LzJlMWMtNGY5Ny1iNTk3LWQyMTU3ZWY2N2U1Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2.0,Holmens Kanal,2630 Taastrup,Taastrup Hovedgade 175,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Ejendomsfonden Grennessminde i TÃ¥strup,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-05-31,1999-10-16,2018-05-31,24245896.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Ejendomsfonden Grennessminde i TÃ¥strup.,Ãrsrapport,4141913.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Danske Bank,Ejendomsfonden Grennessminde i TÃ¥strup,BDO Statsautoriseret revisionsaktieselskab,TÃ¥strup,2016-01-01,2016-12-31,HÃ¸je Taastrup,2017-12-31,2017-01-01,true,2018-05-31,KÃ¸benhavn,Formand,urn:ofk:oid:25870375,indberetninger-20180424,2.5118406,24245896.0,AWQYCC1B0wkEsASkt5Kt,2018-06-19T12:32:36.776Z,2018-06-19T12:32:25.526Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-55-BP,2018-06-19T12:32:25.974Z,-421852.0,-1585565.0,-421852.0,1325000.0,1.0,-3054853.0,-100000.0,2892123.0,912274.0,58434.0,1184785.0,-4034177.0,894302.0,-1325000.0,2512298.0,146150.0,1585565.0,0.0,1351620.0,-262730.0,-2866.0,278321.0,0.0,426961.0,1356774.0,426961.0,5154.0,0.0,48480.0,648953.0,2334187.0,1912335.0,-456893.0,-100000.0,979233.0,-927183.0,3424572.0,-421852.0,845822.0,749889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245896,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2I1L2MyLzBhLzE3ODgtNDgzMS05ZTE5LWJlZGFlMmMxMjZlZQ.pdf,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2Y0L2FjL2M1LzJlMWMtNGY5Ny1iNTk3LWQyMTU3ZWY2N2U1Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2.0,Holmens Kanal,2630 Taastrup,Taastrup Hovedgade 175,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Ejendomsfonden Grennessminde i TÃ¥strup,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-05-31,1999-10-16,2018-05-31,24245896.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Ejendomsfonden Grennessminde i TÃ¥strup.,Ãrsrapport,4141913.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Danske Bank,Ejendomsfonden Grennessminde i TÃ¥strup,BDO Statsautoriseret revisionsaktieselskab,TÃ¥strup,2016-01-01,2016-12-31,HÃ¸je Taastrup,2017-12-31,2017-01-01,true,2018-05-31,KÃ¸benhavn,Formand,urn:ofk:oid:25870375,indberetninger-20180424,2.5118406,24245896.0,AWQYCC1B0wkEsASkt5Kt,2018-06-19T12:32:36.776Z,2018-06-19T12:32:25.526Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-55-BP,2018-06-19T12:32:25.974Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5447203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245896,2016-01-01,2016-12-31,c185,,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2I1L2MyLzBhLzE3ODgtNDgzMS05ZTE5LWJlZGFlMmMxMjZlZQ.pdf,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2Y0L2FjL2M1LzJlMWMtNGY5Ny1iNTk3LWQyMTU3ZWY2N2U1Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2.0,Holmens Kanal,2630 Taastrup,Taastrup Hovedgade 175,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Ejendomsfonden Grennessminde i TÃ¥strup,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-05-31,1999-10-16,2018-05-31,24245896.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Ejendomsfonden Grennessminde i TÃ¥strup.,Ãrsrapport,4141913.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Danske Bank,Ejendomsfonden Grennessminde i TÃ¥strup,BDO Statsautoriseret revisionsaktieselskab,TÃ¥strup,2016-01-01,2016-12-31,HÃ¸je Taastrup,2017-12-31,2017-01-01,true,2018-05-31,KÃ¸benhavn,Formand,urn:ofk:oid:25870375,indberetninger-20180424,2.5118406,24245896.0,AWQYCC1B0wkEsASkt5Kt,2018-06-19T12:32:36.776Z,2018-06-19T12:32:25.526Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-55-BP,2018-06-19T12:32:25.974Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245896,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2I1L2MyLzBhLzE3ODgtNDgzMS05ZTE5LWJlZGFlMmMxMjZlZQ.pdf,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2Y0L2FjL2M1LzJlMWMtNGY5Ny1iNTk3LWQyMTU3ZWY2N2U1Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2.0,Holmens Kanal,2630 Taastrup,Taastrup Hovedgade 175,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Ejendomsfonden Grennessminde i TÃ¥strup,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-05-31,1999-10-16,2018-05-31,24245896.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Ejendomsfonden Grennessminde i TÃ¥strup.,Ãrsrapport,4141913.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Danske Bank,Ejendomsfonden Grennessminde i TÃ¥strup,BDO Statsautoriseret revisionsaktieselskab,TÃ¥strup,2016-01-01,2016-12-31,HÃ¸je Taastrup,2017-12-31,2017-01-01,true,2018-05-31,KÃ¸benhavn,Formand,urn:ofk:oid:25870375,indberetninger-20180424,2.5118406,24245896.0,AWQYCC1B0wkEsASkt5Kt,2018-06-19T12:32:36.776Z,2018-06-19T12:32:25.526Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-55-BP,2018-06-19T12:32:25.974Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4698581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245896,2016-01-01,2016-12-31,c314,,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2I1L2MyLzBhLzE3ODgtNDgzMS05ZTE5LWJlZGFlMmMxMjZlZQ.pdf,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2Y0L2FjL2M1LzJlMWMtNGY5Ny1iNTk3LWQyMTU3ZWY2N2U1Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2.0,Holmens Kanal,2630 Taastrup,Taastrup Hovedgade 175,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Ejendomsfonden Grennessminde i TÃ¥strup,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-05-31,1999-10-16,2018-05-31,24245896.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Ejendomsfonden Grennessminde i TÃ¥strup.,Ãrsrapport,4141913.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Danske Bank,Ejendomsfonden Grennessminde i TÃ¥strup,BDO Statsautoriseret revisionsaktieselskab,TÃ¥strup,2016-01-01,2016-12-31,HÃ¸je Taastrup,2017-12-31,2017-01-01,true,2018-05-31,KÃ¸benhavn,Formand,urn:ofk:oid:25870375,indberetninger-20180424,2.5118406,24245896.0,AWQYCC1B0wkEsASkt5Kt,2018-06-19T12:32:36.776Z,2018-06-19T12:32:25.526Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-55-BP,2018-06-19T12:32:25.974Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245896,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2I1L2MyLzBhLzE3ODgtNDgzMS05ZTE5LWJlZGFlMmMxMjZlZQ.pdf,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2Y0L2FjL2M1LzJlMWMtNGY5Ny1iNTk3LWQyMTU3ZWY2N2U1Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2.0,Holmens Kanal,2630 Taastrup,Taastrup Hovedgade 175,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Ejendomsfonden Grennessminde i TÃ¥strup,-152769.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-05-31,1999-10-16,2018-05-31,24245896.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Ejendomsfonden Grennessminde i TÃ¥strup.,Ãrsrapport,4141913.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Danske Bank,Ejendomsfonden Grennessminde i TÃ¥strup,BDO Statsautoriseret revisionsaktieselskab,TÃ¥strup,2016-01-01,2016-12-31,HÃ¸je Taastrup,2017-12-31,2017-01-01,true,2018-05-31,KÃ¸benhavn,Formand,urn:ofk:oid:25870375,indberetninger-20180424,2.5118406,24245896.0,AWQYCC1B0wkEsASkt5Kt,2018-06-19T12:32:36.776Z,2018-06-19T12:32:25.526Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-55-BP,2018-06-19T12:32:25.974Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66239627.0,30725.0,13000000.0,1436031.0,44372.0,42680032.0,30150001.0,66239627.0,17810347.0,34436586.0,10707919.0,10712794.0,9276763.0,23629696.0,64586587.0,70000.0,28971.0,0.0,6066085.0,46892.0,30150001.0,5749248.0,5749248.0,5942729.0,10000000.0,13737303.0,183494.0,7097553.0,762974.0,1622315.0,1531051.0,85000.0,,,,,,,,,,,,,,
24245896,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2I1L2MyLzBhLzE3ODgtNDgzMS05ZTE5LWJlZGFlMmMxMjZlZQ.pdf,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2Y0L2FjL2M1LzJlMWMtNGY5Ny1iNTk3LWQyMTU3ZWY2N2U1Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2.0,Holmens Kanal,2630 Taastrup,Taastrup Hovedgade 175,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Ejendomsfonden Grennessminde i TÃ¥strup,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-05-31,1999-10-16,2018-05-31,24245896.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Ejendomsfonden Grennessminde i TÃ¥strup.,Ãrsrapport,4141913.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Danske Bank,Ejendomsfonden Grennessminde i TÃ¥strup,BDO Statsautoriseret revisionsaktieselskab,TÃ¥strup,2016-01-01,2016-12-31,HÃ¸je Taastrup,2017-12-31,2017-01-01,true,2018-05-31,KÃ¸benhavn,Formand,urn:ofk:oid:25870375,indberetninger-20180424,2.5118406,24245896.0,AWQYCC1B0wkEsASkt5Kt,2018-06-19T12:32:36.776Z,2018-06-19T12:32:25.526Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-55-BP,2018-06-19T12:32:25.974Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245896,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2I1L2MyLzBhLzE3ODgtNDgzMS05ZTE5LWJlZGFlMmMxMjZlZQ.pdf,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2Y0L2FjL2M1LzJlMWMtNGY5Ny1iNTk3LWQyMTU3ZWY2N2U1Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2.0,Holmens Kanal,2630 Taastrup,Taastrup Hovedgade 175,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Ejendomsfonden Grennessminde i TÃ¥strup,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-05-31,1999-10-16,2018-05-31,24245896.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Ejendomsfonden Grennessminde i TÃ¥strup.,Ãrsrapport,4141913.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Danske Bank,Ejendomsfonden Grennessminde i TÃ¥strup,BDO Statsautoriseret revisionsaktieselskab,TÃ¥strup,2016-01-01,2016-12-31,HÃ¸je Taastrup,2017-12-31,2017-01-01,true,2018-05-31,KÃ¸benhavn,Formand,urn:ofk:oid:25870375,indberetninger-20180424,2.5118406,24245896.0,AWQYCC1B0wkEsASkt5Kt,2018-06-19T12:32:36.776Z,2018-06-19T12:32:25.526Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-55-BP,2018-06-19T12:32:25.974Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5942729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24245896,2017-01-01,2017-01-01,c238,,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2I1L2MyLzBhLzE3ODgtNDgzMS05ZTE5LWJlZGFlMmMxMjZlZQ.pdf,http://regnskaber.virk.dk/69854242/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2Y0L2FjL2M1LzJlMWMtNGY5Ny1iNTk3LWQyMTU3ZWY2N2U1Yw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2.0,Holmens Kanal,2630 Taastrup,Taastrup Hovedgade 175,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til ledelsen i Ejendomsfonden Grennessminde i TÃ¥strup,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af fondens aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af fondens aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-05-31,1999-10-16,2018-05-31,24245896.0,20222670.0,Bestyrelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Ejendomsfonden Grennessminde i TÃ¥strup.,Ãrsrapport,4141913.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Danske Bank,Ejendomsfonden Grennessminde i TÃ¥strup,BDO Statsautoriseret revisionsaktieselskab,TÃ¥strup,2016-01-01,2016-12-31,HÃ¸je Taastrup,2017-12-31,2017-01-01,true,2018-05-31,KÃ¸benhavn,Formand,urn:ofk:oid:25870375,indberetninger-20180424,2.5118406,24245896.0,AWQYCC1B0wkEsASkt5Kt,2018-06-19T12:32:36.776Z,2018-06-19T12:32:25.526Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-55-BP,2018-06-19T12:32:25.974Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
