entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherShorttermReceivables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,PrepaymentsForGoods,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Provisions,ProvisionsForDeferredTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
34725977,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FmLzJmLzk3LzYzNGUtNDZiNS1iOGE2LTI0Y2ZiNWUxMmZjOA.xhtml,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlmL2M4LzVmL2NhZTgtNDI1MS05NmY2LTdiM2NiZDlkYmQ4ZQ.pdf,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzYwL2VmLzM1LzE5OGQtNDNiYy04NjRhLWUxMzZmYTM3MzMyZQ.xml,true,Holte,2840.0,68.0,DronninggÃ¥rds Alle,2840 Holte,DronnninggÃ¥rds Alle 68,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,32030.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Til dÃ¦kning af mellemvÃ¦rende med Sydbank er der etableret virksomhedspant omfattende pant i debitorer, lagre, driftsmateriel samt imalterielle rettigheder.</p>",tra@flexosort.com,445732.0,435953.0,34725977.0,Ãrsrapport,Jesper Schierbeck-Hansen,FlexoSort Aps.,Tina  Rytter Andersen,3839.0,1870.0,Holte,2017-01-01,2017-12-31,147060.0,-36401.0,-45648.0,-41809.0,0.0,0.0,2018-12-31,2018-01-01,false,-9247.0,45702015.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27339547,indberetninger-20180424,2.5955422,34725977.0,AWsOAh_YRYGX6_YTIQwU,2019-05-31T13:09:22.620Z,2019-05-31T13:09:08.100Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-76-FY,2019-05-31T13:09:08.296Z,,,,,,,,,,,,,,,,,,,,,,,,,
34725977,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FmLzJmLzk3LzYzNGUtNDZiNS1iOGE2LTI0Y2ZiNWUxMmZjOA.xhtml,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlmL2M4LzVmL2NhZTgtNDI1MS05NmY2LTdiM2NiZDlkYmQ4ZQ.pdf,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzYwL2VmLzM1LzE5OGQtNDNiYy04NjRhLWUxMzZmYTM3MzMyZQ.xml,true,Holte,2840.0,68.0,DronninggÃ¥rds Alle,2840 Holte,DronnninggÃ¥rds Alle 68,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Til dÃ¦kning af mellemvÃ¦rende med Sydbank er der etableret virksomhedspant omfattende pant i debitorer, lagre, driftsmateriel samt imalterielle rettigheder.</p>",tra@flexosort.com,,,34725977.0,Ãrsrapport,Jesper Schierbeck-Hansen,FlexoSort Aps.,Tina  Rytter Andersen,,1870.0,Holte,2017-01-01,2017-12-31,147060.0,-36401.0,,,0.0,0.0,2018-12-31,2018-01-01,false,,45702015.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27339547,indberetninger-20180424,2.5955422,34725977.0,AWsOAh_YRYGX6_YTIQwU,2019-05-31T13:09:22.620Z,2019-05-31T13:09:08.100Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-76-FY,2019-05-31T13:09:08.296Z,,,,,,,,,,,,,,,,,,,,,,,,,
34725977,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FmLzJmLzk3LzYzNGUtNDZiNS1iOGE2LTI0Y2ZiNWUxMmZjOA.xhtml,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlmL2M4LzVmL2NhZTgtNDI1MS05NmY2LTdiM2NiZDlkYmQ4ZQ.pdf,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzYwL2VmLzM1LzE5OGQtNDNiYy04NjRhLWUxMzZmYTM3MzMyZQ.xml,true,Holte,2840.0,68.0,DronninggÃ¥rds Alle,2840 Holte,DronnninggÃ¥rds Alle 68,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Til dÃ¦kning af mellemvÃ¦rende med Sydbank er der etableret virksomhedspant omfattende pant i debitorer, lagre, driftsmateriel samt imalterielle rettigheder.</p>",tra@flexosort.com,,,34725977.0,Ãrsrapport,Jesper Schierbeck-Hansen,FlexoSort Aps.,Tina  Rytter Andersen,,1870.0,Holte,2017-01-01,2017-12-31,147060.0,,,,0.0,0.0,2018-12-31,2018-01-01,false,,45702015.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27339547,indberetninger-20180424,2.5955422,34725977.0,AWsOAh_YRYGX6_YTIQwU,2019-05-31T13:09:22.620Z,2019-05-31T13:09:08.100Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-76-FY,2019-05-31T13:09:08.296Z,524342.0,110876.0,80000.0,451084.0,4852.0,39700.0,73258.0,251572.0,524342.0,484642.0,104512.0,73258.0,210897.0,73258.0,-40300.0,484642.0,267931.0,88636.0,90.0,5724.0,83784.0,,,,
34725977,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FmLzJmLzk3LzYzNGUtNDZiNS1iOGE2LTI0Y2ZiNWUxMmZjOA.xhtml,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlmL2M4LzVmL2NhZTgtNDI1MS05NmY2LTdiM2NiZDlkYmQ4ZQ.pdf,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzYwL2VmLzM1LzE5OGQtNDNiYy04NjRhLWUxMzZmYTM3MzMyZQ.xml,true,Holte,2840.0,68.0,DronninggÃ¥rds Alle,2840 Holte,DronnninggÃ¥rds Alle 68,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,37641.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Til dÃ¦kning af mellemvÃ¦rende med Sydbank er der etableret virksomhedspant omfattende pant i debitorer, lagre, driftsmateriel samt imalterielle rettigheder.</p>",tra@flexosort.com,324772.0,295952.0,34725977.0,Ãrsrapport,Jesper Schierbeck-Hansen,FlexoSort Aps.,Tina  Rytter Andersen,8358.0,1870.0,Holte,2017-01-01,2017-12-31,147060.0,-58777.0,-74819.0,-66461.0,0.0,0.0,2018-12-31,2018-01-01,false,-16042.0,45702015.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27339547,indberetninger-20180424,2.5955422,34725977.0,AWsOAh_YRYGX6_YTIQwU,2019-05-31T13:09:22.620Z,2019-05-31T13:09:08.100Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-76-FY,2019-05-31T13:09:08.296Z,,,,,,,,,,,,,,,,,,,,,,,,,
34725977,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FmLzJmLzk3LzYzNGUtNDZiNS1iOGE2LTI0Y2ZiNWUxMmZjOA.xhtml,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlmL2M4LzVmL2NhZTgtNDI1MS05NmY2LTdiM2NiZDlkYmQ4ZQ.pdf,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzYwL2VmLzM1LzE5OGQtNDNiYy04NjRhLWUxMzZmYTM3MzMyZQ.xml,true,Holte,2840.0,68.0,DronninggÃ¥rds Alle,2840 Holte,DronnninggÃ¥rds Alle 68,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Til dÃ¦kning af mellemvÃ¦rende med Sydbank er der etableret virksomhedspant omfattende pant i debitorer, lagre, driftsmateriel samt imalterielle rettigheder.</p>",tra@flexosort.com,,,34725977.0,Ãrsrapport,Jesper Schierbeck-Hansen,FlexoSort Aps.,Tina  Rytter Andersen,,1870.0,Holte,2017-01-01,2017-12-31,147060.0,,,,0.0,0.0,2018-12-31,2018-01-01,false,,45702015.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27339547,indberetninger-20180424,2.5955422,34725977.0,AWsOAh_YRYGX6_YTIQwU,2019-05-31T13:09:22.620Z,2019-05-31T13:09:08.100Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-76-FY,2019-05-31T13:09:08.296Z,,,,,,,,,,,,,,,,,,,,,,Tina Rytter Andersen,Adm. DirektÃ¸r,,
34725977,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FmLzJmLzk3LzYzNGUtNDZiNS1iOGE2LTI0Y2ZiNWUxMmZjOA.xhtml,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlmL2M4LzVmL2NhZTgtNDI1MS05NmY2LTdiM2NiZDlkYmQ4ZQ.pdf,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzYwL2VmLzM1LzE5OGQtNDNiYy04NjRhLWUxMzZmYTM3MzMyZQ.xml,true,Holte,2840.0,68.0,DronninggÃ¥rds Alle,2840 Holte,DronnninggÃ¥rds Alle 68,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Til dÃ¦kning af mellemvÃ¦rende med Sydbank er der etableret virksomhedspant omfattende pant i debitorer, lagre, driftsmateriel samt imalterielle rettigheder.</p>",tra@flexosort.com,,,34725977.0,Ãrsrapport,Jesper Schierbeck-Hansen,FlexoSort Aps.,Tina  Rytter Andersen,,1870.0,Holte,2017-01-01,2017-12-31,147060.0,,,,0.0,0.0,2018-12-31,2018-01-01,false,,45702015.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27339547,indberetninger-20180424,2.5955422,34725977.0,AWsOAh_YRYGX6_YTIQwU,2019-05-31T13:09:22.620Z,2019-05-31T13:09:08.100Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-76-FY,2019-05-31T13:09:08.296Z,,,,,,,,,,,,,,,,,,,,,,Christian Ebbesen,SalgsdirektÃ¸r,,
34725977,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FmLzJmLzk3LzYzNGUtNDZiNS1iOGE2LTI0Y2ZiNWUxMmZjOA.xhtml,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlmL2M4LzVmL2NhZTgtNDI1MS05NmY2LTdiM2NiZDlkYmQ4ZQ.pdf,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzYwL2VmLzM1LzE5OGQtNDNiYy04NjRhLWUxMzZmYTM3MzMyZQ.xml,true,Holte,2840.0,68.0,DronninggÃ¥rds Alle,2840 Holte,DronnninggÃ¥rds Alle 68,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Til dÃ¦kning af mellemvÃ¦rende med Sydbank er der etableret virksomhedspant omfattende pant i debitorer, lagre, driftsmateriel samt imalterielle rettigheder.</p>",tra@flexosort.com,,,34725977.0,Ãrsrapport,Jesper Schierbeck-Hansen,FlexoSort Aps.,Tina  Rytter Andersen,,1870.0,Holte,2017-01-01,2017-12-31,147060.0,,,,0.0,0.0,2018-12-31,2018-01-01,false,,45702015.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27339547,indberetninger-20180424,2.5955422,34725977.0,AWsOAh_YRYGX6_YTIQwU,2019-05-31T13:09:22.620Z,2019-05-31T13:09:08.100Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-76-FY,2019-05-31T13:09:08.296Z,,,,,,,,,,,,,,,,,,,,,,,,Jesper Klaus Schierbeck-Hansen,Bestyrelsesformand
34725977,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FmLzJmLzk3LzYzNGUtNDZiNS1iOGE2LTI0Y2ZiNWUxMmZjOA.xhtml,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlmL2M4LzVmL2NhZTgtNDI1MS05NmY2LTdiM2NiZDlkYmQ4ZQ.pdf,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzYwL2VmLzM1LzE5OGQtNDNiYy04NjRhLWUxMzZmYTM3MzMyZQ.xml,true,Holte,2840.0,68.0,DronninggÃ¥rds Alle,2840 Holte,DronnninggÃ¥rds Alle 68,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Til dÃ¦kning af mellemvÃ¦rende med Sydbank er der etableret virksomhedspant omfattende pant i debitorer, lagre, driftsmateriel samt imalterielle rettigheder.</p>",tra@flexosort.com,,,34725977.0,Ãrsrapport,Jesper Schierbeck-Hansen,FlexoSort Aps.,Tina  Rytter Andersen,,1870.0,Holte,2017-01-01,2017-12-31,147060.0,,,,0.0,0.0,2018-12-31,2018-01-01,false,,45702015.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27339547,indberetninger-20180424,2.5955422,34725977.0,AWsOAh_YRYGX6_YTIQwU,2019-05-31T13:09:22.620Z,2019-05-31T13:09:08.100Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-76-FY,2019-05-31T13:09:08.296Z,,,,,,,,,,,,,,,,,,,,,,,,Tina Rytter Andersen,Adm. DirektÃ¸r
34725977,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FmLzJmLzk3LzYzNGUtNDZiNS1iOGE2LTI0Y2ZiNWUxMmZjOA.xhtml,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlmL2M4LzVmL2NhZTgtNDI1MS05NmY2LTdiM2NiZDlkYmQ4ZQ.pdf,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzYwL2VmLzM1LzE5OGQtNDNiYy04NjRhLWUxMzZmYTM3MzMyZQ.xml,true,Holte,2840.0,68.0,DronninggÃ¥rds Alle,2840 Holte,DronnninggÃ¥rds Alle 68,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Til dÃ¦kning af mellemvÃ¦rende med Sydbank er der etableret virksomhedspant omfattende pant i debitorer, lagre, driftsmateriel samt imalterielle rettigheder.</p>",tra@flexosort.com,,,34725977.0,Ãrsrapport,Jesper Schierbeck-Hansen,FlexoSort Aps.,Tina  Rytter Andersen,,1870.0,Holte,2017-01-01,2017-12-31,147060.0,,,,0.0,0.0,2018-12-31,2018-01-01,false,,45702015.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27339547,indberetninger-20180424,2.5955422,34725977.0,AWsOAh_YRYGX6_YTIQwU,2019-05-31T13:09:22.620Z,2019-05-31T13:09:08.100Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-76-FY,2019-05-31T13:09:08.296Z,,,,,,,,,,,,,,,,,,,,,,,,Christian Ebbesen,SalgsdirektÃ¸r
34725977,2018-01-01,2018-12-31,c7,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2FmLzJmLzk3LzYzNGUtNDZiNS1iOGE2LTI0Y2ZiNWUxMmZjOA.xhtml,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzlmL2M4LzVmL2NhZTgtNDI1MS05NmY2LTdiM2NiZDlkYmQ4ZQ.pdf,http://regnskaber.virk.dk/77952743/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzYwL2VmLzM1LzE5OGQtNDNiYy04NjRhLWUxMzZmYTM3MzMyZQ.xml,true,Holte,2840.0,68.0,DronninggÃ¥rds Alle,2840 Holte,DronnninggÃ¥rds Alle 68,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Til dÃ¦kning af mellemvÃ¦rende med Sydbank er der etableret virksomhedspant omfattende pant i debitorer, lagre, driftsmateriel samt imalterielle rettigheder.</p>",tra@flexosort.com,,,34725977.0,Ãrsrapport,Jesper Schierbeck-Hansen,FlexoSort Aps.,Tina  Rytter Andersen,,1870.0,Holte,2017-01-01,2017-12-31,147060.0,-58777.0,,,0.0,0.0,2018-12-31,2018-01-01,false,,45702015.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27339547,indberetninger-20180424,2.5955422,34725977.0,AWsOAh_YRYGX6_YTIQwU,2019-05-31T13:09:22.620Z,2019-05-31T13:09:08.100Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-76-FY,2019-05-31T13:09:08.296Z,,,,,,,,,,,,,,,,,,,,,,,,,
