entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmployeeBenefitsExpense,ExtraordinaryExpenses,ExtraordinaryIncome,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
30209591,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzVkLzk1LzEyL2JiNjAtNDJlNi04NzA0LTVjMjIzNTBkNWQ2ZQ.xhtml,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzE0Lzg0LzY0LzkwZWEtNGVhMS05YmI0LWZmY2YxM2U5MjRmNA.pdf,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzUyLzAxLzc3LzhlN2EtNDc1YS1hMWQyLWZkNzZjYzg0MjMwNw.xml,Danmark,DK,BagsvÃ¦rd,2880.0,5-7,Kostskolevej,Frederiksberg C,1903.0,"5, 2 tv",Sankt Knuds Vej,2880 BagsvÃ¦rd,Kostskolevej 5,Til anpartshaverne i Hauxner ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-15,2016-03-30,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet andre forpligtelser udover de for branchen sÃ¦dvanlige.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet driver konsulentvirksomhed.</p>",225697.0,0.0,0.0,87295.0,313926.0,30209591.0,1003598782.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Storgaard HÃ¸ffner,Katinka Hauxner,Katinka Hauxner,HAUXNER ApS,Mette Storgaard HÃ¸ffner,18969.0,1235.0,301.0,KÃ¸benhavn,2014-01-01,2014-12-31,67744.0,87295.0,88229.0,2015-12-31,2015-01-01,2016-03-15,BagsvÃ¦rd,Revision for det kommende Ã¥r er fravalgt.,19551.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22173330,indberetninger-20180424,2.5926442,30209591.0,,2018-03-28T15:30:13.188Z,2016-04-04T10:26:42.117Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-93-HJ,2016-04-04T10:26:42.294Z,,,,,,,,,,,,,,,,,,,,,,,,
30209591,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzVkLzk1LzEyL2JiNjAtNDJlNi04NzA0LTVjMjIzNTBkNWQ2ZQ.xhtml,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzE0Lzg0LzY0LzkwZWEtNGVhMS05YmI0LWZmY2YxM2U5MjRmNA.pdf,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzUyLzAxLzc3LzhlN2EtNDc1YS1hMWQyLWZkNzZjYzg0MjMwNw.xml,Danmark,DK,BagsvÃ¦rd,2880.0,5-7,Kostskolevej,Frederiksberg C,1903.0,"5, 2 tv",Sankt Knuds Vej,2880 BagsvÃ¦rd,Kostskolevej 5,Til anpartshaverne i Hauxner ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-15,2016-03-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet andre forpligtelser udover de for branchen sÃ¦dvanlige.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet driver konsulentvirksomhed.</p>",,,,,,30209591.0,1003598782.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Storgaard HÃ¸ffner,Katinka Hauxner,Katinka Hauxner,HAUXNER ApS,Mette Storgaard HÃ¸ffner,18969.0,,,KÃ¸benhavn,2014-01-01,2014-12-31,49900.0,,,2015-12-31,2015-01-01,2016-03-15,BagsvÃ¦rd,Revision for det kommende Ã¥r er fravalgt.,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22173330,indberetninger-20180424,2.5926442,30209591.0,,2018-03-28T15:30:13.188Z,2016-04-04T10:26:42.117Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-93-HJ,2016-04-04T10:26:42.294Z,,,,,,,,,,,,,,,,,,,,,,,,
30209591,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzVkLzk1LzEyL2JiNjAtNDJlNi04NzA0LTVjMjIzNTBkNWQ2ZQ.xhtml,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzE0Lzg0LzY0LzkwZWEtNGVhMS05YmI0LWZmY2YxM2U5MjRmNA.pdf,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzUyLzAxLzc3LzhlN2EtNDc1YS1hMWQyLWZkNzZjYzg0MjMwNw.xml,Danmark,DK,BagsvÃ¦rd,2880.0,5-7,Kostskolevej,Frederiksberg C,1903.0,"5, 2 tv",Sankt Knuds Vej,2880 BagsvÃ¦rd,Kostskolevej 5,Til anpartshaverne i Hauxner ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-15,2016-03-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet andre forpligtelser udover de for branchen sÃ¦dvanlige.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet driver konsulentvirksomhed.</p>",,,,,,30209591.0,1003598782.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Storgaard HÃ¸ffner,Katinka Hauxner,Katinka Hauxner,HAUXNER ApS,Mette Storgaard HÃ¸ffner,18969.0,,,KÃ¸benhavn,2014-01-01,2014-12-31,17844.0,,,2015-12-31,2015-01-01,2016-03-15,BagsvÃ¦rd,Revision for det kommende Ã¥r er fravalgt.,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22173330,indberetninger-20180424,2.5926442,30209591.0,,2018-03-28T15:30:13.188Z,2016-04-04T10:26:42.117Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-93-HJ,2016-04-04T10:26:42.294Z,,,,,,,,,,,,,,,,,,,,,,,,
30209591,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzVkLzk1LzEyL2JiNjAtNDJlNi04NzA0LTVjMjIzNTBkNWQ2ZQ.xhtml,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzE0Lzg0LzY0LzkwZWEtNGVhMS05YmI0LWZmY2YxM2U5MjRmNA.pdf,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzUyLzAxLzc3LzhlN2EtNDc1YS1hMWQyLWZkNzZjYzg0MjMwNw.xml,Danmark,DK,BagsvÃ¦rd,2880.0,5-7,Kostskolevej,Frederiksberg C,1903.0,"5, 2 tv",Sankt Knuds Vej,2880 BagsvÃ¦rd,Kostskolevej 5,Til anpartshaverne i Hauxner ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-15,2016-03-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet andre forpligtelser udover de for branchen sÃ¦dvanlige.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet driver konsulentvirksomhed.</p>",,,,,,30209591.0,1003598782.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Storgaard HÃ¸ffner,Katinka Hauxner,Katinka Hauxner,HAUXNER ApS,Mette Storgaard HÃ¸ffner,18969.0,,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-15,BagsvÃ¦rd,Revision for det kommende Ã¥r er fravalgt.,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22173330,indberetninger-20180424,2.5926442,30209591.0,,2018-03-28T15:30:13.188Z,2016-04-04T10:26:42.117Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-93-HJ,2016-04-04T10:26:42.294Z,550128.0,218253.0,125000.0,550128.0,0.0,0.0,0.0,251107.0,0.0,550128.0,299021.0,0.0,102111.0,0.0,49900.0,126107.0,299021.0,7780.0,331875.0,20450.0,118780.0,331875.0,,
30209591,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzVkLzk1LzEyL2JiNjAtNDJlNi04NzA0LTVjMjIzNTBkNWQ2ZQ.xhtml,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzE0Lzg0LzY0LzkwZWEtNGVhMS05YmI0LWZmY2YxM2U5MjRmNA.pdf,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzUyLzAxLzc3LzhlN2EtNDc1YS1hMWQyLWZkNzZjYzg0MjMwNw.xml,Danmark,DK,BagsvÃ¦rd,2880.0,5-7,Kostskolevej,Frederiksberg C,1903.0,"5, 2 tv",Sankt Knuds Vej,2880 BagsvÃ¦rd,Kostskolevej 5,Til anpartshaverne i Hauxner ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-15,2016-03-30,4530.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet andre forpligtelser udover de for branchen sÃ¦dvanlige.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet driver konsulentvirksomhed.</p>",616869.0,0.0,0.0,94318.0,717784.0,30209591.0,1003598782.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Storgaard HÃ¸ffner,Katinka Hauxner,Katinka Hauxner,HAUXNER ApS,Mette Storgaard HÃ¸ffner,18969.0,2067.0,0.0,KÃ¸benhavn,2014-01-01,2014-12-31,72407.0,94318.0,96385.0,2015-12-31,2015-01-01,2016-03-15,BagsvÃ¦rd,Revision for det kommende Ã¥r er fravalgt.,21911.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22173330,indberetninger-20180424,2.5926442,30209591.0,,2018-03-28T15:30:13.188Z,2016-04-04T10:26:42.117Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-93-HJ,2016-04-04T10:26:42.294Z,,,,,,,,,,,,,,,,,,,,,,,,
30209591,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzVkLzk1LzEyL2JiNjAtNDJlNi04NzA0LTVjMjIzNTBkNWQ2ZQ.xhtml,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzE0Lzg0LzY0LzkwZWEtNGVhMS05YmI0LWZmY2YxM2U5MjRmNA.pdf,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzUyLzAxLzc3LzhlN2EtNDc1YS1hMWQyLWZkNzZjYzg0MjMwNw.xml,Danmark,DK,BagsvÃ¦rd,2880.0,5-7,Kostskolevej,Frederiksberg C,1903.0,"5, 2 tv",Sankt Knuds Vej,2880 BagsvÃ¦rd,Kostskolevej 5,Til anpartshaverne i Hauxner ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-15,2016-03-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet andre forpligtelser udover de for branchen sÃ¦dvanlige.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet driver konsulentvirksomhed.</p>",,,,,,30209591.0,1003598782.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Storgaard HÃ¸ffner,Katinka Hauxner,Katinka Hauxner,HAUXNER ApS,Mette Storgaard HÃ¸ffner,18969.0,,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-15,BagsvÃ¦rd,Revision for det kommende Ã¥r er fravalgt.,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22173330,indberetninger-20180424,2.5926442,30209591.0,,2018-03-28T15:30:13.188Z,2016-04-04T10:26:42.117Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-93-HJ,2016-04-04T10:26:42.294Z,,,,,,,,,,,,,,,,,,,,,,,18897385.0,Registreret revisor Mette Storgaard HÃ¸ffner
30209591,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzVkLzk1LzEyL2JiNjAtNDJlNi04NzA0LTVjMjIzNTBkNWQ2ZQ.xhtml,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzE0Lzg0LzY0LzkwZWEtNGVhMS05YmI0LWZmY2YxM2U5MjRmNA.pdf,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzUyLzAxLzc3LzhlN2EtNDc1YS1hMWQyLWZkNzZjYzg0MjMwNw.xml,Danmark,DK,BagsvÃ¦rd,2880.0,5-7,Kostskolevej,Frederiksberg C,1903.0,"5, 2 tv",Sankt Knuds Vej,2880 BagsvÃ¦rd,Kostskolevej 5,Til anpartshaverne i Hauxner ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-15,2016-03-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet andre forpligtelser udover de for branchen sÃ¦dvanlige.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet driver konsulentvirksomhed.</p>",,,,,,30209591.0,1003598782.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Storgaard HÃ¸ffner,Katinka Hauxner,Katinka Hauxner,HAUXNER ApS,Mette Storgaard HÃ¸ffner,18969.0,,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-15,BagsvÃ¦rd,Revision for det kommende Ã¥r er fravalgt.,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22173330,indberetninger-20180424,2.5926442,30209591.0,,2018-03-28T15:30:13.188Z,2016-04-04T10:26:42.117Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-93-HJ,2016-04-04T10:26:42.294Z,,,,,,,,,,,,,,,,,,,,,,,,
30209591,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzVkLzk1LzEyL2JiNjAtNDJlNi04NzA0LTVjMjIzNTBkNWQ2ZQ.xhtml,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzE0Lzg0LzY0LzkwZWEtNGVhMS05YmI0LWZmY2YxM2U5MjRmNA.pdf,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzUyLzAxLzc3LzhlN2EtNDc1YS1hMWQyLWZkNzZjYzg0MjMwNw.xml,Danmark,DK,BagsvÃ¦rd,2880.0,5-7,Kostskolevej,Frederiksberg C,1903.0,"5, 2 tv",Sankt Knuds Vej,2880 BagsvÃ¦rd,Kostskolevej 5,Til anpartshaverne i Hauxner ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-15,2016-03-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet andre forpligtelser udover de for branchen sÃ¦dvanlige.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet driver konsulentvirksomhed.</p>",,,,,,30209591.0,1003598782.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Storgaard HÃ¸ffner,Katinka Hauxner,Katinka Hauxner,HAUXNER ApS,Mette Storgaard HÃ¸ffner,18969.0,,,KÃ¸benhavn,2014-01-01,2014-12-31,50600.0,,,2015-12-31,2015-01-01,2016-03-15,BagsvÃ¦rd,Revision for det kommende Ã¥r er fravalgt.,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22173330,indberetninger-20180424,2.5926442,30209591.0,,2018-03-28T15:30:13.188Z,2016-04-04T10:26:42.117Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-93-HJ,2016-04-04T10:26:42.294Z,,,,,,,,,,,,,,,,,,,,,,,,
30209591,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzVkLzk1LzEyL2JiNjAtNDJlNi04NzA0LTVjMjIzNTBkNWQ2ZQ.xhtml,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzE0Lzg0LzY0LzkwZWEtNGVhMS05YmI0LWZmY2YxM2U5MjRmNA.pdf,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzUyLzAxLzc3LzhlN2EtNDc1YS1hMWQyLWZkNzZjYzg0MjMwNw.xml,Danmark,DK,BagsvÃ¦rd,2880.0,5-7,Kostskolevej,Frederiksberg C,1903.0,"5, 2 tv",Sankt Knuds Vej,2880 BagsvÃ¦rd,Kostskolevej 5,Til anpartshaverne i Hauxner ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-15,2016-03-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet andre forpligtelser udover de for branchen sÃ¦dvanlige.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet driver konsulentvirksomhed.</p>",,,,,,30209591.0,1003598782.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Storgaard HÃ¸ffner,Katinka Hauxner,Katinka Hauxner,HAUXNER ApS,Mette Storgaard HÃ¸ffner,18969.0,,,KÃ¸benhavn,2014-01-01,2014-12-31,21807.0,,,2015-12-31,2015-01-01,2016-03-15,BagsvÃ¦rd,Revision for det kommende Ã¥r er fravalgt.,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22173330,indberetninger-20180424,2.5926442,30209591.0,,2018-03-28T15:30:13.188Z,2016-04-04T10:26:42.117Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-93-HJ,2016-04-04T10:26:42.294Z,,,,,,,,,,,,,,,,,,,,,,,,
30209591,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzVkLzk1LzEyL2JiNjAtNDJlNi04NzA0LTVjMjIzNTBkNWQ2ZQ.xhtml,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzE0Lzg0LzY0LzkwZWEtNGVhMS05YmI0LWZmY2YxM2U5MjRmNA.pdf,http://regnskaber.virk.dk/19590203/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzUyLzAxLzc3LzhlN2EtNDc1YS1hMWQyLWZkNzZjYzg0MjMwNw.xml,Danmark,DK,BagsvÃ¦rd,2880.0,5-7,Kostskolevej,Frederiksberg C,1903.0,"5, 2 tv",Sankt Knuds Vej,2880 BagsvÃ¦rd,Kostskolevej 5,Til anpartshaverne i Hauxner ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-15,2016-03-30,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet andre forpligtelser udover de for branchen sÃ¦dvanlige.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet driver konsulentvirksomhed.</p>",,,,,,30209591.0,1003598782.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Storgaard HÃ¸ffner,Katinka Hauxner,Katinka Hauxner,HAUXNER ApS,Mette Storgaard HÃ¸ffner,18969.0,,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-15,BagsvÃ¦rd,Revision for det kommende Ã¥r er fravalgt.,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22173330,indberetninger-20180424,2.5926442,30209591.0,,2018-03-28T15:30:13.188Z,2016-04-04T10:26:42.117Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-93-HJ,2016-04-04T10:26:42.294Z,473624.0,292538.0,125000.0,454655.0,249.0,3305.0,9900.0,323515.0,9069.0,473624.0,150109.0,9900.0,96477.0,9069.0,50600.0,147915.0,150109.0,16975.0,162117.0,23157.0,13500.0,158563.0,,
