entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DisposalsOfPropertyPlantAndEquipment,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToShareholdersAndManagement,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfSupervisoryBoard
11010474,2016-10-01,2016-10-01,c704,,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzE5LzBhLzQwLzQ1OTUtNDg1OS05Zjk2LWI3NmYzOWZiMGJlZA.pdf,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzkwL2I2LzZkLzJiMzItNDk3NS1hNzc3LWZmOTFiMGFhZTUyNQ.xml,Danmark,KÃ¸ge,4600.0,13.0,FÃ¦ndediget,KÃ¸ge,4600.0,7.0,Auningvej,"4600, KÃ¸ge","FÃ¦ndediget, 13",aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-06,2018-12-06,1987-03-09,2019-02-01,87000.0,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,254901.0,koege@glb.dk,3000000.0,30821963.0,11010474.0,30821963.0,mne9618,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Steffen Enemark Automobiler A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Windahl,Steffen Enemark,Steffen Enemark,"GLB REVISION, Statsautoriserede Revisorer A/S",Steffen Enemark Automobiler A/S,"GLB REVISION, Statsautoriserede Revisorer A/S",KÃ¸ge,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸ge,2018-09-30,2017-10-01,38333.0,2018-12-06,KÃ¸ge,+45 56 65 52 52,RevisionspÃ¥tegning,urn:ofk:oid:26650174,indberetninger-20180424,2.5124316,11010474.0,AWjDAvUGet7j816D3-y6,2019-02-06T13:33:25.583Z,2019-02-06T13:32:57.026Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AJ-50-BV,2019-02-06T13:32:57.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010474,2016-10-01,2016-10-01,c725,,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzE5LzBhLzQwLzQ1OTUtNDg1OS05Zjk2LWI3NmYzOWZiMGJlZA.pdf,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzkwL2I2LzZkLzJiMzItNDk3NS1hNzc3LWZmOTFiMGFhZTUyNQ.xml,Danmark,KÃ¸ge,4600.0,13.0,FÃ¦ndediget,KÃ¸ge,4600.0,7.0,Auningvej,"4600, KÃ¸ge","FÃ¦ndediget, 13",aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-06,2018-12-06,1987-03-09,2019-02-01,87000.0,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,254901.0,koege@glb.dk,40328387.0,30821963.0,11010474.0,30821963.0,mne9618,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Steffen Enemark Automobiler A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Windahl,Steffen Enemark,Steffen Enemark,"GLB REVISION, Statsautoriserede Revisorer A/S",Steffen Enemark Automobiler A/S,"GLB REVISION, Statsautoriserede Revisorer A/S",KÃ¸ge,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸ge,2018-09-30,2017-10-01,38333.0,2018-12-06,KÃ¸ge,+45 56 65 52 52,RevisionspÃ¥tegning,urn:ofk:oid:26650174,indberetninger-20180424,2.5124316,11010474.0,AWjDAvUGet7j816D3-y6,2019-02-06T13:33:25.583Z,2019-02-06T13:32:57.026Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AJ-50-BV,2019-02-06T13:32:57.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010474,2016-10-01,2016-10-01,c728,,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzE5LzBhLzQwLzQ1OTUtNDg1OS05Zjk2LWI3NmYzOWZiMGJlZA.pdf,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzkwL2I2LzZkLzJiMzItNDk3NS1hNzc3LWZmOTFiMGFhZTUyNQ.xml,Danmark,KÃ¸ge,4600.0,13.0,FÃ¦ndediget,KÃ¸ge,4600.0,7.0,Auningvej,"4600, KÃ¸ge","FÃ¦ndediget, 13",aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-06,2018-12-06,1987-03-09,2019-02-01,87000.0,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,254901.0,koege@glb.dk,800000.0,30821963.0,11010474.0,30821963.0,mne9618,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Steffen Enemark Automobiler A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Windahl,Steffen Enemark,Steffen Enemark,"GLB REVISION, Statsautoriserede Revisorer A/S",Steffen Enemark Automobiler A/S,"GLB REVISION, Statsautoriserede Revisorer A/S",KÃ¸ge,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸ge,2018-09-30,2017-10-01,38333.0,2018-12-06,KÃ¸ge,+45 56 65 52 52,RevisionspÃ¥tegning,urn:ofk:oid:26650174,indberetninger-20180424,2.5124316,11010474.0,AWjDAvUGet7j816D3-y6,2019-02-06T13:33:25.583Z,2019-02-06T13:32:57.026Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AJ-50-BV,2019-02-06T13:32:57.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010474,2016-10-01,2017-09-30,c106,,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzE5LzBhLzQwLzQ1OTUtNDg1OS05Zjk2LWI3NmYzOWZiMGJlZA.pdf,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzkwL2I2LzZkLzJiMzItNDk3NS1hNzc3LWZmOTFiMGFhZTUyNQ.xml,Danmark,KÃ¸ge,4600.0,13.0,FÃ¦ndediget,KÃ¸ge,4600.0,7.0,Auningvej,"4600, KÃ¸ge","FÃ¦ndediget, 13",aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-06,2018-12-06,1987-03-09,2019-02-01,87000.0,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,254901.0,koege@glb.dk,,30821963.0,11010474.0,30821963.0,mne9618,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Steffen Enemark Automobiler A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Windahl,Steffen Enemark,Steffen Enemark,"GLB REVISION, Statsautoriserede Revisorer A/S",Steffen Enemark Automobiler A/S,"GLB REVISION, Statsautoriserede Revisorer A/S",KÃ¸ge,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸ge,2018-09-30,2017-10-01,38333.0,2018-12-06,KÃ¸ge,+45 56 65 52 52,RevisionspÃ¥tegning,urn:ofk:oid:26650174,indberetninger-20180424,2.5124316,11010474.0,AWjDAvUGet7j816D3-y6,2019-02-06T13:33:25.583Z,2019-02-06T13:32:57.026Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AJ-50-BV,2019-02-06T13:32:57.230Z,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010474,2016-10-01,2017-09-30,c120,,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzE5LzBhLzQwLzQ1OTUtNDg1OS05Zjk2LWI3NmYzOWZiMGJlZA.pdf,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzkwL2I2LzZkLzJiMzItNDk3NS1hNzc3LWZmOTFiMGFhZTUyNQ.xml,Danmark,KÃ¸ge,4600.0,13.0,FÃ¦ndediget,KÃ¸ge,4600.0,7.0,Auningvej,"4600, KÃ¸ge","FÃ¦ndediget, 13",aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-06,2018-12-06,1987-03-09,2019-02-01,87000.0,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,254901.0,koege@glb.dk,,30821963.0,11010474.0,30821963.0,mne9618,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Steffen Enemark Automobiler A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Windahl,Steffen Enemark,Steffen Enemark,"GLB REVISION, Statsautoriserede Revisorer A/S",Steffen Enemark Automobiler A/S,"GLB REVISION, Statsautoriserede Revisorer A/S",KÃ¸ge,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸ge,2018-09-30,2017-10-01,38333.0,2018-12-06,KÃ¸ge,+45 56 65 52 52,RevisionspÃ¥tegning,urn:ofk:oid:26650174,indberetninger-20180424,2.5124316,11010474.0,AWjDAvUGet7j816D3-y6,2019-02-06T13:33:25.583Z,2019-02-06T13:32:57.026Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AJ-50-BV,2019-02-06T13:32:57.230Z,252743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010474,2016-10-01,2017-09-30,c3,,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzE5LzBhLzQwLzQ1OTUtNDg1OS05Zjk2LWI3NmYzOWZiMGJlZA.pdf,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzkwL2I2LzZkLzJiMzItNDk3NS1hNzc3LWZmOTFiMGFhZTUyNQ.xml,Danmark,KÃ¸ge,4600.0,13.0,FÃ¦ndediget,KÃ¸ge,4600.0,7.0,Auningvej,"4600, KÃ¸ge","FÃ¦ndediget, 13",aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-06,2018-12-06,1987-03-09,2019-02-01,87000.0,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,254901.0,koege@glb.dk,,30821963.0,11010474.0,30821963.0,mne9618,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Steffen Enemark Automobiler A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Windahl,Steffen Enemark,Steffen Enemark,"GLB REVISION, Statsautoriserede Revisorer A/S",Steffen Enemark Automobiler A/S,"GLB REVISION, Statsautoriserede Revisorer A/S",KÃ¸ge,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸ge,2018-09-30,2017-10-01,38333.0,2018-12-06,KÃ¸ge,+45 56 65 52 52,RevisionspÃ¥tegning,urn:ofk:oid:26650174,indberetninger-20180424,2.5124316,11010474.0,AWjDAvUGet7j816D3-y6,2019-02-06T13:33:25.583Z,2019-02-06T13:32:57.026Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AJ-50-BV,2019-02-06T13:32:57.230Z,1452743.0,1.0,110000.0,165000.0,-147461.0,682049.0,2977440.0,1872930.0,-422461.0,420187.0,165000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010474,2016-10-01,2017-09-30,c726,,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzE5LzBhLzQwLzQ1OTUtNDg1OS05Zjk2LWI3NmYzOWZiMGJlZA.pdf,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzkwL2I2LzZkLzJiMzItNDk3NS1hNzc3LWZmOTFiMGFhZTUyNQ.xml,Danmark,KÃ¸ge,4600.0,13.0,FÃ¦ndediget,KÃ¸ge,4600.0,7.0,Auningvej,"4600, KÃ¸ge","FÃ¦ndediget, 13",aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-06,2018-12-06,1987-03-09,2019-02-01,87000.0,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,254901.0,koege@glb.dk,,30821963.0,11010474.0,30821963.0,mne9618,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Steffen Enemark Automobiler A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Windahl,Steffen Enemark,Steffen Enemark,"GLB REVISION, Statsautoriserede Revisorer A/S",Steffen Enemark Automobiler A/S,"GLB REVISION, Statsautoriserede Revisorer A/S",KÃ¸ge,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸ge,2018-09-30,2017-10-01,38333.0,2018-12-06,KÃ¸ge,+45 56 65 52 52,RevisionspÃ¥tegning,urn:ofk:oid:26650174,indberetninger-20180424,2.5124316,11010474.0,AWjDAvUGet7j816D3-y6,2019-02-06T13:33:25.583Z,2019-02-06T13:32:57.026Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AJ-50-BV,2019-02-06T13:32:57.230Z,252743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010474,2016-10-01,2017-09-30,c729,,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzE5LzBhLzQwLzQ1OTUtNDg1OS05Zjk2LWI3NmYzOWZiMGJlZA.pdf,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzkwL2I2LzZkLzJiMzItNDk3NS1hNzc3LWZmOTFiMGFhZTUyNQ.xml,Danmark,KÃ¸ge,4600.0,13.0,FÃ¦ndediget,KÃ¸ge,4600.0,7.0,Auningvej,"4600, KÃ¸ge","FÃ¦ndediget, 13",aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-06,2018-12-06,1987-03-09,2019-02-01,87000.0,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,254901.0,koege@glb.dk,,30821963.0,11010474.0,30821963.0,mne9618,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Steffen Enemark Automobiler A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Windahl,Steffen Enemark,Steffen Enemark,"GLB REVISION, Statsautoriserede Revisorer A/S",Steffen Enemark Automobiler A/S,"GLB REVISION, Statsautoriserede Revisorer A/S",KÃ¸ge,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸ge,2018-09-30,2017-10-01,38333.0,2018-12-06,KÃ¸ge,+45 56 65 52 52,RevisionspÃ¥tegning,urn:ofk:oid:26650174,indberetninger-20180424,2.5124316,11010474.0,AWjDAvUGet7j816D3-y6,2019-02-06T13:33:25.583Z,2019-02-06T13:32:57.026Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AJ-50-BV,2019-02-06T13:32:57.230Z,,,,,,,,,,,,1200000.0,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010474,2017-09-30,2017-09-30,c4,,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzE5LzBhLzQwLzQ1OTUtNDg1OS05Zjk2LWI3NmYzOWZiMGJlZA.pdf,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzkwL2I2LzZkLzJiMzItNDk3NS1hNzc3LWZmOTFiMGFhZTUyNQ.xml,Danmark,KÃ¸ge,4600.0,13.0,FÃ¦ndediget,KÃ¸ge,4600.0,7.0,Auningvej,"4600, KÃ¸ge","FÃ¦ndediget, 13",aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-06,2018-12-06,1987-03-09,2019-02-01,87000.0,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,254901.0,koege@glb.dk,44781130.0,30821963.0,11010474.0,30821963.0,mne9618,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Steffen Enemark Automobiler A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Windahl,Steffen Enemark,Steffen Enemark,"GLB REVISION, Statsautoriserede Revisorer A/S",Steffen Enemark Automobiler A/S,"GLB REVISION, Statsautoriserede Revisorer A/S",KÃ¸ge,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸ge,2018-09-30,2017-10-01,38333.0,2018-12-06,KÃ¸ge,+45 56 65 52 52,RevisionspÃ¥tegning,urn:ofk:oid:26650174,indberetninger-20180424,2.5124316,11010474.0,AWjDAvUGet7j816D3-y6,2019-02-06T13:33:25.583Z,2019-02-06T13:32:57.026Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AJ-50-BV,2019-02-06T13:32:57.230Z,,,,,,,,,,,,,,45407928.0,1818836.0,3000000.0,2077814.0,8701.0,368818.0,45407928.0,515719.0,42961296.0,83163.0,83163.0,43330114.0,38551109.0,4410187.0,75934.0,250277.0,368818.0,1200000.0,111079.0,111079.0,40581130.0,432556.0,258978.0,356622.0,,,
11010474,2017-09-30,2017-09-30,c706,,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzE5LzBhLzQwLzQ1OTUtNDg1OS05Zjk2LWI3NmYzOWZiMGJlZA.pdf,http://regnskaber.virk.dk/47401011/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzkwL2I2LzZkLzJiMzItNDk3NS1hNzc3LWZmOTFiMGFhZTUyNQ.xml,Danmark,KÃ¸ge,4600.0,13.0,FÃ¦ndediget,KÃ¸ge,4600.0,7.0,Auningvej,"4600, KÃ¸ge","FÃ¦ndediget, 13",aktionÃ¦ren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-06,2018-12-06,1987-03-09,2019-02-01,87000.0,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,254901.0,koege@glb.dk,3000000.0,30821963.0,11010474.0,30821963.0,mne9618,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Steffen Enemark Automobiler A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Windahl,Steffen Enemark,Steffen Enemark,"GLB REVISION, Statsautoriserede Revisorer A/S",Steffen Enemark Automobiler A/S,"GLB REVISION, Statsautoriserede Revisorer A/S",KÃ¸ge,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸ge,2018-09-30,2017-10-01,38333.0,2018-12-06,KÃ¸ge,+45 56 65 52 52,RevisionspÃ¥tegning,urn:ofk:oid:26650174,indberetninger-20180424,2.5124316,11010474.0,AWjDAvUGet7j816D3-y6,2019-02-06T13:33:25.583Z,2019-02-06T13:32:57.026Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AJ-50-BV,2019-02-06T13:32:57.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
