entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,ExtraordinaryProfitLossBeforeTax,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables
25068181,2012-10-01,2013-09-30,c2,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8vcGRmcy8yNTA2ODE4MTtBcFMyNjM0OTQ7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8veGJybHMvWC03NUU2MjMxMC0yMDE1MDMxNl8xMjA1NTBfMDI2.xml,SorÃ¸,4180.0,55.0,Peter Damsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2015-03-13,2015-03-16,20790.0,nbc@elco.dk,-256719.0,-297146.0,25068181.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bo Christensen,Niels Bo StÃ¦hr Christensen,NIELS BO EJENDOMME ApS,JÃ¸rgen KjÃ¦p,126709.0,187926.0,SorÃ¸,2012-10-01,2013-09-30,-258069.0,-256719.0,-317936.0,2014-09-30,2013-10-01,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2014/15. Betingelserne herfor er opfyldt.",1350.0,Ingen bistand,urn:ofk:oid:14927424,indberetninger-20180424,2.5118406,25068181.0,,2018-03-30T17:30:37.433Z,2015-03-16T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-386.544,2015-03-16T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25068181,2012-10-01,2013-09-30,c4,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8vcGRmcy8yNTA2ODE4MTtBcFMyNjM0OTQ7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8veGJybHMvWC03NUU2MjMxMC0yMDE1MDMxNl8xMjA1NTBfMDI2.xml,SorÃ¸,4180.0,55.0,Peter Damsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2015-03-13,2015-03-16,,nbc@elco.dk,,,25068181.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bo Christensen,Niels Bo StÃ¦hr Christensen,NIELS BO EJENDOMME ApS,JÃ¸rgen KjÃ¦p,,,SorÃ¸,2012-10-01,2013-09-30,96600.0,,,2014-09-30,2013-10-01,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2014/15. Betingelserne herfor er opfyldt.",,Ingen bistand,urn:ofk:oid:14927424,indberetninger-20180424,2.5118406,25068181.0,,2018-03-30T17:30:37.433Z,2015-03-16T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-386.544,2015-03-16T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25068181,2012-10-01,2013-09-30,c6,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8vcGRmcy8yNTA2ODE4MTtBcFMyNjM0OTQ7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8veGJybHMvWC03NUU2MjMxMC0yMDE1MDMxNl8xMjA1NTBfMDI2.xml,SorÃ¸,4180.0,55.0,Peter Damsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2015-03-13,2015-03-16,,nbc@elco.dk,,,25068181.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bo Christensen,Niels Bo StÃ¦hr Christensen,NIELS BO EJENDOMME ApS,JÃ¸rgen KjÃ¦p,,,SorÃ¸,2012-10-01,2013-09-30,-87731.0,,,2014-09-30,2013-10-01,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2014/15. Betingelserne herfor er opfyldt.",,Ingen bistand,urn:ofk:oid:14927424,indberetninger-20180424,2.5118406,25068181.0,,2018-03-30T17:30:37.433Z,2015-03-16T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-386.544,2015-03-16T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25068181,2012-10-01,2013-09-30,c8,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8vcGRmcy8yNTA2ODE4MTtBcFMyNjM0OTQ7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8veGJybHMvWC03NUU2MjMxMC0yMDE1MDMxNl8xMjA1NTBfMDI2.xml,SorÃ¸,4180.0,55.0,Peter Damsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2015-03-13,2015-03-16,,nbc@elco.dk,,,25068181.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bo Christensen,Niels Bo StÃ¦hr Christensen,NIELS BO EJENDOMME ApS,JÃ¸rgen KjÃ¦p,,,SorÃ¸,2012-10-01,2013-09-30,-266938.0,,,2014-09-30,2013-10-01,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2014/15. Betingelserne herfor er opfyldt.",,Ingen bistand,urn:ofk:oid:14927424,indberetninger-20180424,2.5118406,25068181.0,,2018-03-30T17:30:37.433Z,2015-03-16T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-386.544,2015-03-16T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25068181,2013-09-30,2013-09-30,c10,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8vcGRmcy8yNTA2ODE4MTtBcFMyNjM0OTQ7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8veGJybHMvWC03NUU2MjMxMC0yMDE1MDMxNl8xMjA1NTBfMDI2.xml,SorÃ¸,4180.0,55.0,Peter Damsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2015-03-13,2015-03-16,,nbc@elco.dk,,,25068181.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bo Christensen,Niels Bo StÃ¦hr Christensen,NIELS BO EJENDOMME ApS,JÃ¸rgen KjÃ¦p,,,SorÃ¸,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2014/15. Betingelserne herfor er opfyldt.",,Ingen bistand,urn:ofk:oid:14927424,indberetninger-20180424,2.5118406,25068181.0,,2018-03-30T17:30:37.433Z,2015-03-16T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-386.544,2015-03-16T23:00:00.000Z,3182729.0,356.0,125000.0,139349.0,10150.0,1032947.0,1418364.0,3182729.0,2149782.0,1625016.0,156020.0,0.0,808000.0,808000.0,3043380.0,1468996.0,0.0,239386.0,14207.0,1418364.0,96600.0,811347.0,931990.0,1341782.0,170406.0,0.0,138993.0,0.0,114636.0,0.0
25068181,2013-10-01,2014-09-30,c0,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8vcGRmcy8yNTA2ODE4MTtBcFMyNjM0OTQ7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8veGJybHMvWC03NUU2MjMxMC0yMDE1MDMxNl8xMjA1NTBfMDI2.xml,SorÃ¸,4180.0,55.0,Peter Damsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2015-03-13,2015-03-16,23947.0,nbc@elco.dk,304869.0,201356.0,25068181.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bo Christensen,Niels Bo StÃ¦hr Christensen,NIELS BO EJENDOMME ApS,JÃ¸rgen KjÃ¦p,150264.0,277724.0,SorÃ¸,2012-10-01,2013-09-30,273261.0,304869.0,177409.0,2014-09-30,2013-10-01,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2014/15. Betingelserne herfor er opfyldt.",31608.0,Ingen bistand,urn:ofk:oid:14927424,indberetninger-20180424,2.5118406,25068181.0,,2018-03-30T17:30:37.433Z,2015-03-16T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-386.544,2015-03-16T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25068181,2013-10-01,2014-09-30,c1,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8vcGRmcy8yNTA2ODE4MTtBcFMyNjM0OTQ7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8veGJybHMvWC03NUU2MjMxMC0yMDE1MDMxNl8xMjA1NTBfMDI2.xml,SorÃ¸,4180.0,55.0,Peter Damsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2015-03-13,2015-03-16,,nbc@elco.dk,,,25068181.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bo Christensen,Niels Bo StÃ¦hr Christensen,NIELS BO EJENDOMME ApS,JÃ¸rgen KjÃ¦p,,,SorÃ¸,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2014/15. Betingelserne herfor er opfyldt.",,Ingen bistand,urn:ofk:oid:14927424,indberetninger-20180424,2.5118406,25068181.0,,2018-03-30T17:30:37.433Z,2015-03-16T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-386.544,2015-03-16T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25068181,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8vcGRmcy8yNTA2ODE4MTtBcFMyNjM0OTQ7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8veGJybHMvWC03NUU2MjMxMC0yMDE1MDMxNl8xMjA1NTBfMDI2.xml,SorÃ¸,4180.0,55.0,Peter Damsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2015-03-13,2015-03-16,,nbc@elco.dk,,,25068181.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bo Christensen,Niels Bo StÃ¦hr Christensen,NIELS BO EJENDOMME ApS,JÃ¸rgen KjÃ¦p,,,SorÃ¸,2012-10-01,2013-09-30,99800.0,,,2014-09-30,2013-10-01,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2014/15. Betingelserne herfor er opfyldt.",,Ingen bistand,urn:ofk:oid:14927424,indberetninger-20180424,2.5118406,25068181.0,,2018-03-30T17:30:37.433Z,2015-03-16T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-386.544,2015-03-16T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25068181,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8vcGRmcy8yNTA2ODE4MTtBcFMyNjM0OTQ7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8veGJybHMvWC03NUU2MjMxMC0yMDE1MDMxNl8xMjA1NTBfMDI2.xml,SorÃ¸,4180.0,55.0,Peter Damsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2015-03-13,2015-03-16,,nbc@elco.dk,,,25068181.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bo Christensen,Niels Bo StÃ¦hr Christensen,NIELS BO EJENDOMME ApS,JÃ¸rgen KjÃ¦p,,,SorÃ¸,2012-10-01,2013-09-30,371118.0,,,2014-09-30,2013-10-01,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2014/15. Betingelserne herfor er opfyldt.",,Ingen bistand,urn:ofk:oid:14927424,indberetninger-20180424,2.5118406,25068181.0,,2018-03-30T17:30:37.433Z,2015-03-16T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-386.544,2015-03-16T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25068181,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8vcGRmcy8yNTA2ODE4MTtBcFMyNjM0OTQ7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/18186052/Y3ZyLmRrOi8veGJybHMvWC03NUU2MjMxMC0yMDE1MDMxNl8xMjA1NTBfMDI2.xml,SorÃ¸,4180.0,55.0,Peter Damsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2015-03-13,2015-03-16,,nbc@elco.dk,,,25068181.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bo Christensen,Niels Bo StÃ¦hr Christensen,NIELS BO EJENDOMME ApS,JÃ¸rgen KjÃ¦p,,,SorÃ¸,2012-10-01,2013-09-30,-197657.0,,,2014-09-30,2013-10-01,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2014/15. Betingelserne herfor er opfyldt.",,Ingen bistand,urn:ofk:oid:14927424,indberetninger-20180424,2.5118406,25068181.0,,2018-03-30T17:30:37.433Z,2015-03-16T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-386.544,2015-03-16T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
