entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
28714718,2013-01-01,2013-12-31,ID_10,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZhLzM5L2M4L2MxZjYtNDA5Mi04Y2MxLTM5OGZiN2ExMjgwOQ.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzg1Lzg4LzFjL2QzLzZmZWMtNDg5MC04MzVhLTFjZGI4YTZkMWJhYw.xml,"Fredericia, 7000",Riddergade 3,Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-04-29,2015-05-09,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Registreret revisionsanpartsselskab","Vejle, den 29. april 2015",404256.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-29,Vejle,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5320987,indberetninger-20180424,2.5124211,28714718.0,,2018-03-30T17:54:37.320Z,2015-05-27T15:38:24.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-34-BK,2015-05-27T15:38:24.124Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2013-01-01,2013-12-31,ID_12,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZhLzM5L2M4L2MxZjYtNDA5Mi04Y2MxLTM5OGZiN2ExMjgwOQ.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzg1Lzg4LzFjL2QzLzZmZWMtNDg5MC04MzVhLTFjZGI4YTZkMWJhYw.xml,"Fredericia, 7000",Riddergade 3,Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-04-29,2015-05-09,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Registreret revisionsanpartsselskab","Vejle, den 29. april 2015",-7550.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-29,Vejle,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5320987,indberetninger-20180424,2.5124211,28714718.0,,2018-03-30T17:54:37.320Z,2015-05-27T15:38:24.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-34-BK,2015-05-27T15:38:24.124Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2013-01-01,2013-12-31,ID_14,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZhLzM5L2M4L2MxZjYtNDA5Mi04Y2MxLTM5OGZiN2ExMjgwOQ.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzg1Lzg4LzFjL2QzLzZmZWMtNDg5MC04MzVhLTFjZGI4YTZkMWJhYw.xml,"Fredericia, 7000",Riddergade 3,Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-04-29,2015-05-09,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Registreret revisionsanpartsselskab","Vejle, den 29. april 2015",346706.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-29,Vejle,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5320987,indberetninger-20180424,2.5124211,28714718.0,,2018-03-30T17:54:37.320Z,2015-05-27T15:38:24.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-34-BK,2015-05-27T15:38:24.124Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2013-01-01,2013-12-31,ID_6,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZhLzM5L2M4L2MxZjYtNDA5Mi04Y2MxLTM5OGZiN2ExMjgwOQ.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzg1Lzg4LzFjL2QzLzZmZWMtNDg5MC04MzVhLTFjZGI4YTZkMWJhYw.xml,"Fredericia, 7000",Riddergade 3,Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-04-29,2015-05-09,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Registreret revisionsanpartsselskab","Vejle, den 29. april 2015",-346706.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-29,Vejle,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5320987,indberetninger-20180424,2.5124211,28714718.0,,2018-03-30T17:54:37.320Z,2015-05-27T15:38:24.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-34-BK,2015-05-27T15:38:24.124Z,2232.0,-14045.0,-386149.0,-346706.0,,,,,,,,,,,,,,,,,,,,,,
28714718,2013-01-01,2013-12-31,ID_8,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZhLzM5L2M4L2MxZjYtNDA5Mi04Y2MxLTM5OGZiN2ExMjgwOQ.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzg1Lzg4LzFjL2QzLzZmZWMtNDg5MC04MzVhLTFjZGI4YTZkMWJhYw.xml,"Fredericia, 7000",Riddergade 3,Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-04-29,2015-05-09,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Registreret revisionsanpartsselskab","Vejle, den 29. april 2015",-50000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-29,Vejle,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5320987,indberetninger-20180424,2.5124211,28714718.0,,2018-03-30T17:54:37.320Z,2015-05-27T15:38:24.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-34-BK,2015-05-27T15:38:24.124Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2013-12-31,2013-12-31,ID_16,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZhLzM5L2M4L2MxZjYtNDA5Mi04Y2MxLTM5OGZiN2ExMjgwOQ.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzg1Lzg4LzFjL2QzLzZmZWMtNDg5MC04MzVhLTFjZGI4YTZkMWJhYw.xml,"Fredericia, 7000",Riddergade 3,Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-04-29,2015-05-09,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Registreret revisionsanpartsselskab","Vejle, den 29. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-29,Vejle,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5320987,indberetninger-20180424,2.5124211,28714718.0,,2018-03-30T17:54:37.320Z,2015-05-27T15:38:24.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-34-BK,2015-05-27T15:38:24.124Z,,,,,588648.0,4.0,125000.0,338081.0,384112.0,588648.0,204536.0,250567.0,250567.0,250567.0,338051.0,3639.0,50000.0,209112.0,194334.0,338051.0,204536.0,1563.0,26.0,26.0,5000.0,
28714718,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZhLzM5L2M4L2MxZjYtNDA5Mi04Y2MxLTM5OGZiN2ExMjgwOQ.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzg1Lzg4LzFjL2QzLzZmZWMtNDg5MC04MzVhLTFjZGI4YTZkMWJhYw.xml,"Fredericia, 7000",Riddergade 3,Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-04-29,2015-05-09,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Registreret revisionsanpartsselskab","Vejle, den 29. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-29,Vejle,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5320987,indberetninger-20180424,2.5124211,28714718.0,,2018-03-30T17:54:37.320Z,2015-05-27T15:38:24.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-34-BK,2015-05-27T15:38:24.124Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZhLzM5L2M4L2MxZjYtNDA5Mi04Y2MxLTM5OGZiN2ExMjgwOQ.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzg1Lzg4LzFjL2QzLzZmZWMtNDg5MC04MzVhLTFjZGI4YTZkMWJhYw.xml,"Fredericia, 7000",Riddergade 3,Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-04-29,2015-05-09,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Registreret revisionsanpartsselskab","Vejle, den 29. april 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-29,Vejle,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5320987,indberetninger-20180424,2.5124211,28714718.0,,2018-03-30T17:54:37.320Z,2015-05-27T15:38:24.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-34-BK,2015-05-27T15:38:24.124Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZhLzM5L2M4L2MxZjYtNDA5Mi04Y2MxLTM5OGZiN2ExMjgwOQ.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzg1Lzg4LzFjL2QzLzZmZWMtNDg5MC04MzVhLTFjZGI4YTZkMWJhYw.xml,"Fredericia, 7000",Riddergade 3,Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-04-29,2015-05-09,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Registreret revisionsanpartsselskab","Vejle, den 29. april 2015",60401.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-29,Vejle,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5320987,indberetninger-20180424,2.5124211,28714718.0,,2018-03-30T17:54:37.320Z,2015-05-27T15:38:24.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-34-BK,2015-05-27T15:38:24.124Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2014-01-01,2014-12-31,ID_13,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzZhLzM5L2M4L2MxZjYtNDA5Mi04Y2MxLTM5OGZiN2ExMjgwOQ.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzg1Lzg4LzFjL2QzLzZmZWMtNDg5MC04MzVhLTFjZGI4YTZkMWJhYw.xml,"Fredericia, 7000",Riddergade 3,Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-04-29,2015-05-09,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Registreret revisionsanpartsselskab","Vejle, den 29. april 2015",60401.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-04-29,Vejle,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5320987,indberetninger-20180424,2.5124211,28714718.0,,2018-03-30T17:54:37.320Z,2015-05-27T15:38:24.076Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-34-BK,2015-05-27T15:38:24.124Z,,,,,,,,,,,,,,,,,,,,,,,,,,
