entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDeferredIncome,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
28714718,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI1L2RhL2Y4LzA3MGYtNGI4Mi05NGVjLWQ5ZDYxNGU5MzdhYw.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzg0L2ViLzJkL2MwMDktNDgwMy1iYmY4LTZhMWUzN2RhOWY2Yg.xml,true,"Fredericia, 7000","Karetmagervej 11, 2.th",Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-02,2017-05-02,2017-05-09,32348831.0,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Revisionskontoret Fredericia-Vejle,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Godkendt revisionsanpartsselskab",Vejle,2015-01-01,2015-12-31,-37613.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-02,Fredericia,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871218,indberetninger-20180424,2.5118406,28714718.0,,2018-03-28T01:32:14.839Z,2017-05-16T11:13:12.215Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-29-US,2017-05-16T11:13:12.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI1L2RhL2Y4LzA3MGYtNGI4Mi05NGVjLWQ5ZDYxNGU5MzdhYw.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzg0L2ViLzJkL2MwMDktNDgwMy1iYmY4LTZhMWUzN2RhOWY2Yg.xml,true,"Fredericia, 7000","Karetmagervej 11, 2.th",Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-02,2017-05-02,2017-05-09,32348831.0,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Revisionskontoret Fredericia-Vejle,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Godkendt revisionsanpartsselskab",Vejle,2015-01-01,2015-12-31,37613.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-02,Fredericia,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871218,indberetninger-20180424,2.5118406,28714718.0,,2018-03-28T01:32:14.839Z,2017-05-16T11:13:12.215Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-29-US,2017-05-16T11:13:12.641Z,1601.0,-14025.0,10545.0,10892.0,53586.0,37613.0,-15626.0,,,,,,,,,,,,,,,,,,,,,
28714718,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI1L2RhL2Y4LzA3MGYtNGI4Mi05NGVjLWQ5ZDYxNGU5MzdhYw.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzg0L2ViLzJkL2MwMDktNDgwMy1iYmY4LTZhMWUzN2RhOWY2Yg.xml,true,"Fredericia, 7000","Karetmagervej 11, 2.th",Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-02,2017-05-02,2017-05-09,32348831.0,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Revisionskontoret Fredericia-Vejle,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Godkendt revisionsanpartsselskab",Vejle,2015-01-01,2015-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-02,Fredericia,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871218,indberetninger-20180424,2.5118406,28714718.0,,2018-03-28T01:32:14.839Z,2017-05-16T11:13:12.215Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-29-US,2017-05-16T11:13:12.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI1L2RhL2Y4LzA3MGYtNGI4Mi05NGVjLWQ5ZDYxNGU5MzdhYw.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzg0L2ViLzJkL2MwMDktNDgwMy1iYmY4LTZhMWUzN2RhOWY2Yg.xml,true,"Fredericia, 7000","Karetmagervej 11, 2.th",Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-02,2017-05-02,2017-05-09,32348831.0,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Revisionskontoret Fredericia-Vejle,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Godkendt revisionsanpartsselskab",Vejle,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-02,Fredericia,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871218,indberetninger-20180424,2.5118406,28714718.0,,2018-03-28T01:32:14.839Z,2017-05-16T11:13:12.215Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-29-US,2017-05-16T11:13:12.641Z,,,,,,,,334367.0,47147.0,125000.0,215434.0,311326.0,334367.0,23041.0,118933.0,118933.0,118933.0,163382.0,5041.0,0.0,186326.0,0.0,163382.0,23041.0,4905.0,4905.0,18000.0,
28714718,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI1L2RhL2Y4LzA3MGYtNGI4Mi05NGVjLWQ5ZDYxNGU5MzdhYw.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzg0L2ViLzJkL2MwMDktNDgwMy1iYmY4LTZhMWUzN2RhOWY2Yg.xml,true,"Fredericia, 7000","Karetmagervej 11, 2.th",Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-02,2017-05-02,2017-05-09,32348831.0,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Revisionskontoret Fredericia-Vejle,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Godkendt revisionsanpartsselskab",Vejle,2015-01-01,2015-12-31,12724.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-02,Fredericia,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871218,indberetninger-20180424,2.5118406,28714718.0,,2018-03-28T01:32:14.839Z,2017-05-16T11:13:12.215Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-29-US,2017-05-16T11:13:12.641Z,1535.0,-14152.0,0.0,779.0,29190.0,12724.0,-15687.0,,,,,,,,,,,,,,,,,,,,,
28714718,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI1L2RhL2Y4LzA3MGYtNGI4Mi05NGVjLWQ5ZDYxNGU5MzdhYw.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzg0L2ViLzJkL2MwMDktNDgwMy1iYmY4LTZhMWUzN2RhOWY2Yg.xml,true,"Fredericia, 7000","Karetmagervej 11, 2.th",Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-02,2017-05-02,2017-05-09,32348831.0,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Revisionskontoret Fredericia-Vejle,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Godkendt revisionsanpartsselskab",Vejle,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-02,Fredericia,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871218,indberetninger-20180424,2.5118406,28714718.0,,2018-03-28T01:32:14.839Z,2017-05-16T11:13:12.215Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-29-US,2017-05-16T11:13:12.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI1L2RhL2Y4LzA3MGYtNGI4Mi05NGVjLWQ5ZDYxNGU5MzdhYw.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzg0L2ViLzJkL2MwMDktNDgwMy1iYmY4LTZhMWUzN2RhOWY2Yg.xml,true,"Fredericia, 7000","Karetmagervej 11, 2.th",Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-02,2017-05-02,2017-05-09,32348831.0,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Revisionskontoret Fredericia-Vejle,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Godkendt revisionsanpartsselskab",Vejle,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-02,Fredericia,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871218,indberetninger-20180424,2.5118406,28714718.0,,2018-03-28T01:32:14.839Z,2017-05-16T11:13:12.215Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-29-US,2017-05-16T11:13:12.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preben Madsen
28714718,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI1L2RhL2Y4LzA3MGYtNGI4Mi05NGVjLWQ5ZDYxNGU5MzdhYw.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzg0L2ViLzJkL2MwMDktNDgwMy1iYmY4LTZhMWUzN2RhOWY2Yg.xml,true,"Fredericia, 7000","Karetmagervej 11, 2.th",Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-02,2017-05-02,2017-05-09,32348831.0,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Revisionskontoret Fredericia-Vejle,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Godkendt revisionsanpartsselskab",Vejle,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-02,Fredericia,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871218,indberetninger-20180424,2.5118406,28714718.0,,2018-03-28T01:32:14.839Z,2017-05-16T11:13:12.215Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-29-US,2017-05-16T11:13:12.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI1L2RhL2Y4LzA3MGYtNGI4Mi05NGVjLWQ5ZDYxNGU5MzdhYw.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzg0L2ViLzJkL2MwMDktNDgwMy1iYmY4LTZhMWUzN2RhOWY2Yg.xml,true,"Fredericia, 7000","Karetmagervej 11, 2.th",Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-02,2017-05-02,2017-05-09,32348831.0,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Revisionskontoret Fredericia-Vejle,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Godkendt revisionsanpartsselskab",Vejle,2015-01-01,2015-12-31,-30000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-02,Fredericia,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871218,indberetninger-20180424,2.5118406,28714718.0,,2018-03-28T01:32:14.839Z,2017-05-16T11:13:12.215Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-29-US,2017-05-16T11:13:12.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28714718,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzI1L2RhL2Y4LzA3MGYtNGI4Mi05NGVjLWQ5ZDYxNGU5MzdhYw.pdf,http://regnskaber.virk.dk/81741782/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzg0L2ViLzJkL2MwMDktNDgwMy1iYmY4LTZhMWUzN2RhOWY2Yg.xml,true,"Fredericia, 7000","Karetmagervej 11, 2.th",Til den daglige ledelse i Pegau Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-02,2017-05-02,2017-05-09,32348831.0,28714718.0,32348831.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for Pegau Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Madsen,Revisionskontoret Fredericia-Vejle,Pegau Holding ApS,"Revisionskontoret Fredericia-Vejle, Godkendt revisionsanpartsselskab",Vejle,2015-01-01,2015-12-31,17276.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-05-02,Fredericia,75 85 88 10,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871218,indberetninger-20180424,2.5118406,28714718.0,,2018-03-28T01:32:14.839Z,2017-05-16T11:13:12.215Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-29-US,2017-05-16T11:13:12.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
