entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ExternalExpenses,GrossResult,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard
30824032,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q1L2I0LzAwLzk1YTItNDJkNy1iNjBiLWVkZDI2YmFmY2Y1Ng.xhtml,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2VkL2QzL2I3ZWEtNDNjZC1hNjE3LTE2ZjE1OWM3NzAyMQ.pdf,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2RlLzZhLzI2L2VlZTQtNGRhYS1iMTE5LTk4Y2I3YjE4MGJhMQ.xml,true,KÃ¸ge,4600.0,21.0,Fynsvej,4600 KÃ¸ge,Fynsvej 21,6325.0,0.0,Regnskabsklasse B,2019-04-02,30824032.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Balling,KBN-EJENDOMME ApS,Christian Balling,2017-01-01,2017-12-31,22927.0,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:26919250,indberetninger-20180424,2.5949432999999997,30824032.0,AWndKjKLRYGX6_YTGdPy,2019-04-02T08:29:00.780Z,2019-04-02T08:28:43.334Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-78-QA,2019-04-02T08:28:43.516Z,,,,,,,,,,,,,,,,,,,,,,,,,
30824032,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q1L2I0LzAwLzk1YTItNDJkNy1iNjBiLWVkZDI2YmFmY2Y1Ng.xhtml,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2VkL2QzL2I3ZWEtNDNjZC1hNjE3LTE2ZjE1OWM3NzAyMQ.pdf,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2RlLzZhLzI2L2VlZTQtNGRhYS1iMTE5LTk4Y2I3YjE4MGJhMQ.xml,true,KÃ¸ge,4600.0,21.0,Fynsvej,4600 KÃ¸ge,Fynsvej 21,6325.0,0.0,Regnskabsklasse B,2019-04-02,30824032.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Balling,KBN-EJENDOMME ApS,Christian Balling,2017-01-01,2017-12-31,22927.0,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:26919250,indberetninger-20180424,2.5949432999999997,30824032.0,AWndKjKLRYGX6_YTGdPy,2019-04-02T08:29:00.780Z,2019-04-02T08:28:43.334Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-78-QA,2019-04-02T08:28:43.516Z,89565.0,143735.0,120808.0,22927.0,22927.0,233300.0,,,,,,,,,,,,,,,,,,,
30824032,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q1L2I0LzAwLzk1YTItNDJkNy1iNjBiLWVkZDI2YmFmY2Y1Ng.xhtml,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2VkL2QzL2I3ZWEtNDNjZC1hNjE3LTE2ZjE1OWM3NzAyMQ.pdf,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2RlLzZhLzI2L2VlZTQtNGRhYS1iMTE5LTk4Y2I3YjE4MGJhMQ.xml,true,KÃ¸ge,4600.0,21.0,Fynsvej,4600 KÃ¸ge,Fynsvej 21,6325.0,0.0,Regnskabsklasse B,2019-04-02,30824032.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Balling,KBN-EJENDOMME ApS,Christian Balling,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:26919250,indberetninger-20180424,2.5949432999999997,30824032.0,AWndKjKLRYGX6_YTGdPy,2019-04-02T08:29:00.780Z,2019-04-02T08:28:43.334Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-78-QA,2019-04-02T08:28:43.516Z,,,,,,,,,,,,,,,,,,,,,,,,,
30824032,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q1L2I0LzAwLzk1YTItNDJkNy1iNjBiLWVkZDI2YmFmY2Y1Ng.xhtml,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2VkL2QzL2I3ZWEtNDNjZC1hNjE3LTE2ZjE1OWM3NzAyMQ.pdf,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2RlLzZhLzI2L2VlZTQtNGRhYS1iMTE5LTk4Y2I3YjE4MGJhMQ.xml,true,KÃ¸ge,4600.0,21.0,Fynsvej,4600 KÃ¸ge,Fynsvej 21,6325.0,0.0,Regnskabsklasse B,2019-04-02,30824032.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Balling,KBN-EJENDOMME ApS,Christian Balling,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:26919250,indberetninger-20180424,2.5949432999999997,30824032.0,AWndKjKLRYGX6_YTGdPy,2019-04-02T08:29:00.780Z,2019-04-02T08:28:43.334Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-78-QA,2019-04-02T08:28:43.516Z,,,,,,,,,,,,,,,,,,,,,,,,,
30824032,2017-12-31,2017-12-31,c12,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q1L2I0LzAwLzk1YTItNDJkNy1iNjBiLWVkZDI2YmFmY2Y1Ng.xhtml,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2VkL2QzL2I3ZWEtNDNjZC1hNjE3LTE2ZjE1OWM3NzAyMQ.pdf,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2RlLzZhLzI2L2VlZTQtNGRhYS1iMTE5LTk4Y2I3YjE4MGJhMQ.xml,true,KÃ¸ge,4600.0,21.0,Fynsvej,4600 KÃ¸ge,Fynsvej 21,6325.0,0.0,Regnskabsklasse B,2019-04-02,30824032.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Balling,KBN-EJENDOMME ApS,Christian Balling,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:26919250,indberetninger-20180424,2.5949432999999997,30824032.0,AWndKjKLRYGX6_YTGdPy,2019-04-02T08:29:00.780Z,2019-04-02T08:28:43.334Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-78-QA,2019-04-02T08:28:43.516Z,,,,,,,3134911.0,-776792.0,125000.0,-768443.0,20316.0,3903354.0,3134911.0,3114595.0,2484000.0,2484000.0,3903354.0,607667.0,8349.0,3903354.0,22928.0,-104684.0,630595.0,8349.0,
30824032,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q1L2I0LzAwLzk1YTItNDJkNy1iNjBiLWVkZDI2YmFmY2Y1Ng.xhtml,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2VkL2QzL2I3ZWEtNDNjZC1hNjE3LTE2ZjE1OWM3NzAyMQ.pdf,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2RlLzZhLzI2L2VlZTQtNGRhYS1iMTE5LTk4Y2I3YjE4MGJhMQ.xml,true,KÃ¸ge,4600.0,21.0,Fynsvej,4600 KÃ¸ge,Fynsvej 21,6325.0,0.0,Regnskabsklasse B,2019-04-02,30824032.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Balling,KBN-EJENDOMME ApS,Christian Balling,2017-01-01,2017-12-31,8414.0,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:26919250,indberetninger-20180424,2.5949432999999997,30824032.0,AWndKjKLRYGX6_YTGdPy,2019-04-02T08:29:00.780Z,2019-04-02T08:28:43.334Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-78-QA,2019-04-02T08:28:43.516Z,83857.0,142918.0,134504.0,8414.0,8414.0,233100.0,,,,,,,,,,,,,,,,,,,
30824032,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q1L2I0LzAwLzk1YTItNDJkNy1iNjBiLWVkZDI2YmFmY2Y1Ng.xhtml,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2VkL2QzL2I3ZWEtNDNjZC1hNjE3LTE2ZjE1OWM3NzAyMQ.pdf,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2RlLzZhLzI2L2VlZTQtNGRhYS1iMTE5LTk4Y2I3YjE4MGJhMQ.xml,true,KÃ¸ge,4600.0,21.0,Fynsvej,4600 KÃ¸ge,Fynsvej 21,6325.0,0.0,Regnskabsklasse B,2019-04-02,30824032.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Balling,KBN-EJENDOMME ApS,Christian Balling,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:26919250,indberetninger-20180424,2.5949432999999997,30824032.0,AWndKjKLRYGX6_YTGdPy,2019-04-02T08:29:00.780Z,2019-04-02T08:28:43.334Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-78-QA,2019-04-02T08:28:43.516Z,,,,,,,,,,,,,,,,,,,,,,,,,Ulrik Sejersdal Nielsen
30824032,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q1L2I0LzAwLzk1YTItNDJkNy1iNjBiLWVkZDI2YmFmY2Y1Ng.xhtml,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2VkL2QzL2I3ZWEtNDNjZC1hNjE3LTE2ZjE1OWM3NzAyMQ.pdf,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2RlLzZhLzI2L2VlZTQtNGRhYS1iMTE5LTk4Y2I3YjE4MGJhMQ.xml,true,KÃ¸ge,4600.0,21.0,Fynsvej,4600 KÃ¸ge,Fynsvej 21,6325.0,0.0,Regnskabsklasse B,2019-04-02,30824032.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Balling,KBN-EJENDOMME ApS,Christian Balling,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:26919250,indberetninger-20180424,2.5949432999999997,30824032.0,AWndKjKLRYGX6_YTGdPy,2019-04-02T08:29:00.780Z,2019-04-02T08:28:43.334Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-78-QA,2019-04-02T08:28:43.516Z,,,,,,,,,,,,,,,,,,,,,,,,,Henrik Winther Karlsen
30824032,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q1L2I0LzAwLzk1YTItNDJkNy1iNjBiLWVkZDI2YmFmY2Y1Ng.xhtml,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2VkL2QzL2I3ZWEtNDNjZC1hNjE3LTE2ZjE1OWM3NzAyMQ.pdf,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2RlLzZhLzI2L2VlZTQtNGRhYS1iMTE5LTk4Y2I3YjE4MGJhMQ.xml,true,KÃ¸ge,4600.0,21.0,Fynsvej,4600 KÃ¸ge,Fynsvej 21,6325.0,0.0,Regnskabsklasse B,2019-04-02,30824032.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Balling,KBN-EJENDOMME ApS,Christian Balling,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:26919250,indberetninger-20180424,2.5949432999999997,30824032.0,AWndKjKLRYGX6_YTGdPy,2019-04-02T08:29:00.780Z,2019-04-02T08:28:43.334Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-78-QA,2019-04-02T08:28:43.516Z,,,,,,,,,,,,,,,,,,,,,,,,,Christian Balling
30824032,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q1L2I0LzAwLzk1YTItNDJkNy1iNjBiLWVkZDI2YmFmY2Y1Ng.xhtml,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2EwL2NhL2VkL2QzL2I3ZWEtNDNjZC1hNjE3LTE2ZjE1OWM3NzAyMQ.pdf,http://regnskaber.virk.dk/23042803/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2RlLzZhLzI2L2VlZTQtNGRhYS1iMTE5LTk4Y2I3YjE4MGJhMQ.xml,true,KÃ¸ge,4600.0,21.0,Fynsvej,4600 KÃ¸ge,Fynsvej 21,6325.0,0.0,Regnskabsklasse B,2019-04-02,30824032.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Christian Balling,KBN-EJENDOMME ApS,Christian Balling,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,false,0.0,false,Ingen bistand,urn:ofk:oid:26919250,indberetninger-20180424,2.5949432999999997,30824032.0,AWndKjKLRYGX6_YTGdPy,2019-04-02T08:29:00.780Z,2019-04-02T08:28:43.334Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-78-QA,2019-04-02T08:28:43.516Z,,,,,,,,,,,,,,,,,,,,,,,,,
