entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32095313,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2UxL2QyL2FhLzdjZWQtNDU0NS1hMTgzLTFmMzU5ODBlMzNjYQ.xhtml,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2RiL2JiLzAyLzFmMmItNGYzMC04M2ZlLTQ1NGI1ZDcyZGYxZQ.pdf,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzkzLzM1L2JlLzFkNWItNDU5MS05Y2I2LTVhNzY4ODc4NjhhMg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,Ringe,5750.0,5.0,Bygmestervej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Alfred Rasmussen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-20,2017-03-22,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",-4000.0,32095313.0,1008757646.0,736146.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Alfred Rasmussen,Alfred Peder Rasmussen,ALFRED RASMUSSEN HOLDING ApS,Finn Schou,10380.0,Ringe,2015-01-01,2015-12-31,742526.0,742526.0,-4000.0,2016-12-31,2016-01-01,false,false,2017-03-20,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet ikke skal revideres for det kommende regnskabsÃ¥r",0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23630059,indberetninger-20180424,2.5949402000000004,32095313.0,,2018-03-28T02:42:32.318Z,2017-03-22T11:27:42.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-74-YP,2017-03-22T11:27:42.284Z,,,,,,,,,,,,,,,,,,,,
32095313,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2UxL2QyL2FhLzdjZWQtNDU0NS1hMTgzLTFmMzU5ODBlMzNjYQ.xhtml,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2RiL2JiLzAyLzFmMmItNGYzMC04M2ZlLTQ1NGI1ZDcyZGYxZQ.pdf,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzkzLzM1L2JlLzFkNWItNDU5MS05Y2I2LTVhNzY4ODc4NjhhMg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,Ringe,5750.0,5.0,Bygmestervej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Alfred Rasmussen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-20,2017-03-22,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,32095313.0,1008757646.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Alfred Rasmussen,Alfred Peder Rasmussen,ALFRED RASMUSSEN HOLDING ApS,Finn Schou,,Ringe,2015-01-01,2015-12-31,101200.0,,,2016-12-31,2016-01-01,false,false,2017-03-20,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet ikke skal revideres for det kommende regnskabsÃ¥r",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23630059,indberetninger-20180424,2.5949402000000004,32095313.0,,2018-03-28T02:42:32.318Z,2017-03-22T11:27:42.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-74-YP,2017-03-22T11:27:42.284Z,,,,,,,,,,,,,,,,,,,,
32095313,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2UxL2QyL2FhLzdjZWQtNDU0NS1hMTgzLTFmMzU5ODBlMzNjYQ.xhtml,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2RiL2JiLzAyLzFmMmItNGYzMC04M2ZlLTQ1NGI1ZDcyZGYxZQ.pdf,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzkzLzM1L2JlLzFkNWItNDU5MS05Y2I2LTVhNzY4ODc4NjhhMg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,Ringe,5750.0,5.0,Bygmestervej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Alfred Rasmussen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-20,2017-03-22,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,32095313.0,1008757646.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Alfred Rasmussen,Alfred Peder Rasmussen,ALFRED RASMUSSEN HOLDING ApS,Finn Schou,,Ringe,2015-01-01,2015-12-31,-332587.0,,,2016-12-31,2016-01-01,false,false,2017-03-20,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet ikke skal revideres for det kommende regnskabsÃ¥r",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23630059,indberetninger-20180424,2.5949402000000004,32095313.0,,2018-03-28T02:42:32.318Z,2017-03-22T11:27:42.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-74-YP,2017-03-22T11:27:42.284Z,,,,,,,,,,,,,,,,,,,,
32095313,2015-01-01,2015-12-31,c9,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2UxL2QyL2FhLzdjZWQtNDU0NS1hMTgzLTFmMzU5ODBlMzNjYQ.xhtml,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2RiL2JiLzAyLzFmMmItNGYzMC04M2ZlLTQ1NGI1ZDcyZGYxZQ.pdf,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzkzLzM1L2JlLzFkNWItNDU5MS05Y2I2LTVhNzY4ODc4NjhhMg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,Ringe,5750.0,5.0,Bygmestervej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Alfred Rasmussen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-20,2017-03-22,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,32095313.0,1008757646.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Alfred Rasmussen,Alfred Peder Rasmussen,ALFRED RASMUSSEN HOLDING ApS,Finn Schou,,Ringe,2015-01-01,2015-12-31,973913.0,,,2016-12-31,2016-01-01,false,false,2017-03-20,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet ikke skal revideres for det kommende regnskabsÃ¥r",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23630059,indberetninger-20180424,2.5949402000000004,32095313.0,,2018-03-28T02:42:32.318Z,2017-03-22T11:27:42.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-74-YP,2017-03-22T11:27:42.284Z,,,,,,,,,,,,,,,,,,,,
32095313,2015-12-31,2015-12-31,c11,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2UxL2QyL2FhLzdjZWQtNDU0NS1hMTgzLTFmMzU5ODBlMzNjYQ.xhtml,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2RiL2JiLzAyLzFmMmItNGYzMC04M2ZlLTQ1NGI1ZDcyZGYxZQ.pdf,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzkzLzM1L2JlLzFkNWItNDU5MS05Y2I2LTVhNzY4ODc4NjhhMg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,Ringe,5750.0,5.0,Bygmestervej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Alfred Rasmussen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-20,2017-03-22,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,32095313.0,1008757646.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Alfred Rasmussen,Alfred Peder Rasmussen,ALFRED RASMUSSEN HOLDING ApS,Finn Schou,,Ringe,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-20,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet ikke skal revideres for det kommende regnskabsÃ¥r",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23630059,indberetninger-20180424,2.5949402000000004,32095313.0,,2018-03-28T02:42:32.318Z,2017-03-22T11:27:42.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-74-YP,2017-03-22T11:27:42.284Z,2555980.0,1361922.0,170345.0,1606302.0,2551980.0,2555980.0,4000.0,949678.0,523393.0,426285.0,949678.0,4000.0,244380.0,101200.0,363736.0,1916699.0,4000.0,244380.0,,
32095313,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2UxL2QyL2FhLzdjZWQtNDU0NS1hMTgzLTFmMzU5ODBlMzNjYQ.xhtml,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2RiL2JiLzAyLzFmMmItNGYzMC04M2ZlLTQ1NGI1ZDcyZGYxZQ.pdf,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzkzLzM1L2JlLzFkNWItNDU5MS05Y2I2LTVhNzY4ODc4NjhhMg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,Ringe,5750.0,5.0,Bygmestervej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Alfred Rasmussen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-20,2017-03-22,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",-4225.0,32095313.0,1008757646.0,186702.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Alfred Rasmussen,Alfred Peder Rasmussen,ALFRED RASMUSSEN HOLDING ApS,Finn Schou,4500.0,Ringe,2015-01-01,2015-12-31,186977.0,186977.0,-4225.0,2016-12-31,2016-01-01,false,false,2017-03-20,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet ikke skal revideres for det kommende regnskabsÃ¥r",0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23630059,indberetninger-20180424,2.5949402000000004,32095313.0,,2018-03-28T02:42:32.318Z,2017-03-22T11:27:42.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-74-YP,2017-03-22T11:27:42.284Z,,,,,,,,,,,,,,,,,,,,
32095313,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2UxL2QyL2FhLzdjZWQtNDU0NS1hMTgzLTFmMzU5ODBlMzNjYQ.xhtml,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2RiL2JiLzAyLzFmMmItNGYzMC04M2ZlLTQ1NGI1ZDcyZGYxZQ.pdf,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzkzLzM1L2JlLzFkNWItNDU5MS05Y2I2LTVhNzY4ODc4NjhhMg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,Ringe,5750.0,5.0,Bygmestervej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Alfred Rasmussen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-20,2017-03-22,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,32095313.0,1008757646.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Alfred Rasmussen,Alfred Peder Rasmussen,ALFRED RASMUSSEN HOLDING ApS,Finn Schou,,Ringe,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-20,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet ikke skal revideres for det kommende regnskabsÃ¥r",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23630059,indberetninger-20180424,2.5949402000000004,32095313.0,,2018-03-28T02:42:32.318Z,2017-03-22T11:27:42.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-74-YP,2017-03-22T11:27:42.284Z,,,,,,,,,,,,,,,,,,,26306175.0,FKS Revision
32095313,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2UxL2QyL2FhLzdjZWQtNDU0NS1hMTgzLTFmMzU5ODBlMzNjYQ.xhtml,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2RiL2JiLzAyLzFmMmItNGYzMC04M2ZlLTQ1NGI1ZDcyZGYxZQ.pdf,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzkzLzM1L2JlLzFkNWItNDU5MS05Y2I2LTVhNzY4ODc4NjhhMg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,Ringe,5750.0,5.0,Bygmestervej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Alfred Rasmussen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-20,2017-03-22,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,32095313.0,1008757646.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Alfred Rasmussen,Alfred Peder Rasmussen,ALFRED RASMUSSEN HOLDING ApS,Finn Schou,,Ringe,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-20,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet ikke skal revideres for det kommende regnskabsÃ¥r",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23630059,indberetninger-20180424,2.5949402000000004,32095313.0,,2018-03-28T02:42:32.318Z,2017-03-22T11:27:42.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-74-YP,2017-03-22T11:27:42.284Z,,,,,,,,,,,,,,,,,,,,
32095313,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2UxL2QyL2FhLzdjZWQtNDU0NS1hMTgzLTFmMzU5ODBlMzNjYQ.xhtml,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2RiL2JiLzAyLzFmMmItNGYzMC04M2ZlLTQ1NGI1ZDcyZGYxZQ.pdf,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzkzLzM1L2JlLzFkNWItNDU5MS05Y2I2LTVhNzY4ODc4NjhhMg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,Ringe,5750.0,5.0,Bygmestervej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Alfred Rasmussen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-20,2017-03-22,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,32095313.0,1008757646.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Alfred Rasmussen,Alfred Peder Rasmussen,ALFRED RASMUSSEN HOLDING ApS,Finn Schou,,Ringe,2015-01-01,2015-12-31,103400.0,,,2016-12-31,2016-01-01,false,false,2017-03-20,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet ikke skal revideres for det kommende regnskabsÃ¥r",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23630059,indberetninger-20180424,2.5949402000000004,32095313.0,,2018-03-28T02:42:32.318Z,2017-03-22T11:27:42.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-74-YP,2017-03-22T11:27:42.284Z,,,,,,,,,,,,,,,,,,,,
32095313,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2UxL2QyL2FhLzdjZWQtNDU0NS1hMTgzLTFmMzU5ODBlMzNjYQ.xhtml,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzLzMyL2RiL2JiLzAyLzFmMmItNGYzMC04M2ZlLTQ1NGI1ZDcyZGYxZQ.pdf,http://regnskaber.virk.dk/31359023/ZG9rdW1lbnRsYWdlcjovLzAzL2IzLzkzLzM1L2JlLzFkNWItNDU5MS05Y2I2LTVhNzY4ODc4NjhhMg.xml,true,Danmark,DK,Svendborg,5700.0,13.0,BlÃ¥byvej,Ringe,5750.0,5.0,Bygmestervej,5700.0,BlÃ¥byvej 13,Til kapitalejerne i Alfred Rasmussen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-20,2017-03-22,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,32095313.0,1008757646.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn Kehlet Schou HD,Alfred Rasmussen,Alfred Peder Rasmussen,ALFRED RASMUSSEN HOLDING ApS,Finn Schou,,Ringe,2015-01-01,2015-12-31,-14965.0,,,2016-12-31,2016-01-01,false,false,2017-03-20,Svendborg,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet ikke skal revideres for det kommende regnskabsÃ¥r",,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23630059,indberetninger-20180424,2.5949402000000004,32095313.0,,2018-03-28T02:42:32.318Z,2017-03-22T11:27:42.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-74-YP,2017-03-22T11:27:42.284Z,,,,,,,,,,,,,,,,,,,,
