entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfTaxExpenses,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOfChangesInEquity,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ContributionFromGroup,NameAndSurnameOfLiquidator,TitleOfLiquidator,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
15213507,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2YxLzViL2E2LzdmODctNDEwOC05ZGQxLWUxYzc4MmNjZGU4NQ.xhtml,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzdlLzBiLzEyLzFkYWYtNDI1My1iNjFmLTgzZWM2MzgxMzBmMQ.pdf,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2E1LzA2LzMxLzllZWItNDU5ZC05NjIyLWM4YTk2MTdkNmI1Nw.xml,false,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Charlottenlund,2920.0,JÃ¦gersborg Alle 22,KÃ¸benhavn K,1256.0,"36, 2",Amaliegade,4623 Lille Skensved,"Fuglevej 28, Ejby",Til likvidator i  VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-02,2016-05-02,-26427.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det tidligere aktiverede skatteaktiv udgiftsfÃ¸res i selskabets afsluttende regnskabsperiode.</p>",490346.0,31203.0,15213507.0,1003808503.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Vaabengaard Madsen,Susanne Van Hauen,Nordea Bank Danmark A/S,VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation,Lars Madsen,14836.0,KÃ¸benhavn,2014-01-01,2014-12-31,-349782.0,-447552.0,-432716.0,2016-03-31,2015-01-01,false,false,2016-05-02,Ejby,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er modtaget koncerntilskud fra moderselskabet, sÃ¥ selskabets egenkapital afsluttes med nul.</p>",-97770.0,33140050.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22509490,indberetninger-20180424,2.5955529999999998,15213507.0,,2018-03-29T10:01:38.812Z,2016-05-31T09:28:36.947Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-05-DV,2016-05-31T09:28:37.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15213507,2014-12-31,2014-12-31,c5,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2YxLzViL2E2LzdmODctNDEwOC05ZGQxLWUxYzc4MmNjZGU4NQ.xhtml,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzdlLzBiLzEyLzFkYWYtNDI1My1iNjFmLTgzZWM2MzgxMzBmMQ.pdf,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2E1LzA2LzMxLzllZWItNDU5ZC05NjIyLWM4YTk2MTdkNmI1Nw.xml,false,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Charlottenlund,2920.0,JÃ¦gersborg Alle 22,KÃ¸benhavn K,1256.0,"36, 2",Amaliegade,4623 Lille Skensved,"Fuglevej 28, Ejby",Til likvidator i  VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-02,2016-05-02,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det tidligere aktiverede skatteaktiv udgiftsfÃ¸res i selskabets afsluttende regnskabsperiode.</p>",,,15213507.0,1003808503.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Vaabengaard Madsen,Susanne Van Hauen,Nordea Bank Danmark A/S,VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation,Lars Madsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2016-03-31,2015-01-01,false,false,2016-05-02,Ejby,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er modtaget koncerntilskud fra moderselskabet, sÃ¥ selskabets egenkapital afsluttes med nul.</p>",,33140050.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22509490,indberetninger-20180424,2.5955529999999998,15213507.0,,2018-03-29T10:01:38.812Z,2016-05-31T09:28:36.947Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-05-DV,2016-05-31T09:28:37.278Z,1180060.0,756139.0,200000.0,1165683.0,119058.0,244779.0,-116949.0,14377.0,1180060.0,1297009.0,14377.0,0.0,51188.0,45707.0,14377.0,-316949.0,921700.0,1297009.0,263754.0,0.0,409544.0,0.0,0.0,60367.0,,,,,
15213507,2015-01-01,2015-01-01,c6,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2YxLzViL2E2LzdmODctNDEwOC05ZGQxLWUxYzc4MmNjZGU4NQ.xhtml,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzdlLzBiLzEyLzFkYWYtNDI1My1iNjFmLTgzZWM2MzgxMzBmMQ.pdf,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2E1LzA2LzMxLzllZWItNDU5ZC05NjIyLWM4YTk2MTdkNmI1Nw.xml,false,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Charlottenlund,2920.0,JÃ¦gersborg Alle 22,KÃ¸benhavn K,1256.0,"36, 2",Amaliegade,4623 Lille Skensved,"Fuglevej 28, Ejby",Til likvidator i  VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-02,2016-05-02,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det tidligere aktiverede skatteaktiv udgiftsfÃ¸res i selskabets afsluttende regnskabsperiode.</p>",,,15213507.0,1003808503.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Vaabengaard Madsen,Susanne Van Hauen,Nordea Bank Danmark A/S,VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation,Lars Madsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2016-03-31,2015-01-01,false,false,2016-05-02,Ejby,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er modtaget koncerntilskud fra moderselskabet, sÃ¥ selskabets egenkapital afsluttes med nul.</p>",,33140050.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22509490,indberetninger-20180424,2.5955529999999998,15213507.0,,2018-03-29T10:01:38.812Z,2016-05-31T09:28:36.947Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-05-DV,2016-05-31T09:28:37.278Z,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,
15213507,2015-01-01,2015-01-01,c7,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2YxLzViL2E2LzdmODctNDEwOC05ZGQxLWUxYzc4MmNjZGU4NQ.xhtml,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzdlLzBiLzEyLzFkYWYtNDI1My1iNjFmLTgzZWM2MzgxMzBmMQ.pdf,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2E1LzA2LzMxLzllZWItNDU5ZC05NjIyLWM4YTk2MTdkNmI1Nw.xml,false,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Charlottenlund,2920.0,JÃ¦gersborg Alle 22,KÃ¸benhavn K,1256.0,"36, 2",Amaliegade,4623 Lille Skensved,"Fuglevej 28, Ejby",Til likvidator i  VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-02,2016-05-02,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det tidligere aktiverede skatteaktiv udgiftsfÃ¸res i selskabets afsluttende regnskabsperiode.</p>",,,15213507.0,1003808503.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Vaabengaard Madsen,Susanne Van Hauen,Nordea Bank Danmark A/S,VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation,Lars Madsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2016-03-31,2015-01-01,false,false,2016-05-02,Ejby,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er modtaget koncerntilskud fra moderselskabet, sÃ¥ selskabets egenkapital afsluttes med nul.</p>",,33140050.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22509490,indberetninger-20180424,2.5955529999999998,15213507.0,,2018-03-29T10:01:38.812Z,2016-05-31T09:28:36.947Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-05-DV,2016-05-31T09:28:37.278Z,,,,,,,-316949.0,,,,,,,,,,,,,,,,,,,,,,
15213507,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2YxLzViL2E2LzdmODctNDEwOC05ZGQxLWUxYzc4MmNjZGU4NQ.xhtml,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzdlLzBiLzEyLzFkYWYtNDI1My1iNjFmLTgzZWM2MzgxMzBmMQ.pdf,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2E1LzA2LzMxLzllZWItNDU5ZC05NjIyLWM4YTk2MTdkNmI1Nw.xml,false,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Charlottenlund,2920.0,JÃ¦gersborg Alle 22,KÃ¸benhavn K,1256.0,"36, 2",Amaliegade,4623 Lille Skensved,"Fuglevej 28, Ejby",Til likvidator i  VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-02,2016-05-02,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det tidligere aktiverede skatteaktiv udgiftsfÃ¸res i selskabets afsluttende regnskabsperiode.</p>",,,15213507.0,1003808503.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Vaabengaard Madsen,Susanne Van Hauen,Nordea Bank Danmark A/S,VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation,Lars Madsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2016-03-31,2015-01-01,false,false,2016-05-02,Ejby,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er modtaget koncerntilskud fra moderselskabet, sÃ¥ selskabets egenkapital afsluttes med nul.</p>",,33140050.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22509490,indberetninger-20180424,2.5955529999999998,15213507.0,,2018-03-29T10:01:38.812Z,2016-05-31T09:28:36.947Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-05-DV,2016-05-31T09:28:37.278Z,,,,,,,-116949.0,,,,,,,,,,,,,,,,,,,,,,
15213507,2015-01-01,2016-03-31,c0,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2YxLzViL2E2LzdmODctNDEwOC05ZGQxLWUxYzc4MmNjZGU4NQ.xhtml,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzdlLzBiLzEyLzFkYWYtNDI1My1iNjFmLTgzZWM2MzgxMzBmMQ.pdf,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2E1LzA2LzMxLzllZWItNDU5ZC05NjIyLWM4YTk2MTdkNmI1Nw.xml,false,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Charlottenlund,2920.0,JÃ¦gersborg Alle 22,KÃ¸benhavn K,1256.0,"36, 2",Amaliegade,4623 Lille Skensved,"Fuglevej 28, Ejby",Til likvidator i  VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-02,2016-05-02,14378.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det tidligere aktiverede skatteaktiv udgiftsfÃ¸res i selskabets afsluttende regnskabsperiode.</p>",100303.0,-179099.0,15213507.0,1003808503.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Vaabengaard Madsen,Susanne Van Hauen,Nordea Bank Danmark A/S,VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation,Lars Madsen,6.0,KÃ¸benhavn,2014-01-01,2014-12-31,-412844.0,-293786.0,-293780.0,2016-03-31,2015-01-01,false,false,2016-05-02,Ejby,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er modtaget koncerntilskud fra moderselskabet, sÃ¥ selskabets egenkapital afsluttes med nul.</p>",119058.0,33140050.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22509490,indberetninger-20180424,2.5955529999999998,15213507.0,,2018-03-29T10:01:38.812Z,2016-05-31T09:28:36.947Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-05-DV,2016-05-31T09:28:37.278Z,,,,,,,,,,,,,,,,,,,,,,,,,529793.0,Susanne van Hauen,Likvidator,,
15213507,2015-01-01,2016-03-31,c1,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2YxLzViL2E2LzdmODctNDEwOC05ZGQxLWUxYzc4MmNjZGU4NQ.xhtml,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzdlLzBiLzEyLzFkYWYtNDI1My1iNjFmLTgzZWM2MzgxMzBmMQ.pdf,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2E1LzA2LzMxLzllZWItNDU5ZC05NjIyLWM4YTk2MTdkNmI1Nw.xml,false,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Charlottenlund,2920.0,JÃ¦gersborg Alle 22,KÃ¸benhavn K,1256.0,"36, 2",Amaliegade,4623 Lille Skensved,"Fuglevej 28, Ejby",Til likvidator i  VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-02,2016-05-02,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det tidligere aktiverede skatteaktiv udgiftsfÃ¸res i selskabets afsluttende regnskabsperiode.</p>",,,15213507.0,1003808503.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Vaabengaard Madsen,Susanne Van Hauen,Nordea Bank Danmark A/S,VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation,Lars Madsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2016-03-31,2015-01-01,false,false,2016-05-02,Ejby,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er modtaget koncerntilskud fra moderselskabet, sÃ¥ selskabets egenkapital afsluttes med nul.</p>",,33140050.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22509490,indberetninger-20180424,2.5955529999999998,15213507.0,,2018-03-29T10:01:38.812Z,2016-05-31T09:28:36.947Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-05-DV,2016-05-31T09:28:37.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,16999296.0,"LVM REVISION, REGISTRERET REVISIONSANPARTSSELSKAB"
15213507,2015-01-01,2016-03-31,c2,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2YxLzViL2E2LzdmODctNDEwOC05ZGQxLWUxYzc4MmNjZGU4NQ.xhtml,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzdlLzBiLzEyLzFkYWYtNDI1My1iNjFmLTgzZWM2MzgxMzBmMQ.pdf,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2E1LzA2LzMxLzllZWItNDU5ZC05NjIyLWM4YTk2MTdkNmI1Nw.xml,false,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Charlottenlund,2920.0,JÃ¦gersborg Alle 22,KÃ¸benhavn K,1256.0,"36, 2",Amaliegade,4623 Lille Skensved,"Fuglevej 28, Ejby",Til likvidator i  VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-02,2016-05-02,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det tidligere aktiverede skatteaktiv udgiftsfÃ¸res i selskabets afsluttende regnskabsperiode.</p>",,,15213507.0,1003808503.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Vaabengaard Madsen,Susanne Van Hauen,Nordea Bank Danmark A/S,VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation,Lars Madsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2016-03-31,2015-01-01,false,false,2016-05-02,Ejby,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er modtaget koncerntilskud fra moderselskabet, sÃ¥ selskabets egenkapital afsluttes med nul.</p>",,33140050.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22509490,indberetninger-20180424,2.5955529999999998,15213507.0,,2018-03-29T10:01:38.812Z,2016-05-31T09:28:36.947Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-05-DV,2016-05-31T09:28:37.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,Susanne van Hauen,Likvidator,,
15213507,2015-01-01,2016-03-31,c9,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2YxLzViL2E2LzdmODctNDEwOC05ZGQxLWUxYzc4MmNjZGU4NQ.xhtml,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzdlLzBiLzEyLzFkYWYtNDI1My1iNjFmLTgzZWM2MzgxMzBmMQ.pdf,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2E1LzA2LzMxLzllZWItNDU5ZC05NjIyLWM4YTk2MTdkNmI1Nw.xml,false,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Charlottenlund,2920.0,JÃ¦gersborg Alle 22,KÃ¸benhavn K,1256.0,"36, 2",Amaliegade,4623 Lille Skensved,"Fuglevej 28, Ejby",Til likvidator i  VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-02,2016-05-02,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det tidligere aktiverede skatteaktiv udgiftsfÃ¸res i selskabets afsluttende regnskabsperiode.</p>",,,15213507.0,1003808503.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Vaabengaard Madsen,Susanne Van Hauen,Nordea Bank Danmark A/S,VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation,Lars Madsen,,KÃ¸benhavn,2014-01-01,2014-12-31,-412844.0,,,2016-03-31,2015-01-01,false,false,2016-05-02,Ejby,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er modtaget koncerntilskud fra moderselskabet, sÃ¥ selskabets egenkapital afsluttes med nul.</p>",,33140050.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22509490,indberetninger-20180424,2.5955529999999998,15213507.0,,2018-03-29T10:01:38.812Z,2016-05-31T09:28:36.947Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-05-DV,2016-05-31T09:28:37.278Z,,,,,,,,,,,,,,,,,,,,,,,,,529793.0,,,,
15213507,2016-03-31,2016-03-31,c10,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzA3L2YxLzViL2E2LzdmODctNDEwOC05ZGQxLWUxYzc4MmNjZGU4NQ.xhtml,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzdlLzBiLzEyLzFkYWYtNDI1My1iNjFmLTgzZWM2MzgxMzBmMQ.pdf,http://regnskaber.virk.dk/70531251/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2E1LzA2LzMxLzllZWItNDU5ZC05NjIyLWM4YTk2MTdkNmI1Nw.xml,false,Danmark,DK,Lille Skensved,4623.0,28.0,Fuglevej,Charlottenlund,2920.0,JÃ¦gersborg Alle 22,KÃ¸benhavn K,1256.0,"36, 2",Amaliegade,4623 Lille Skensved,"Fuglevej 28, Ejby",Til likvidator i  VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-02,2016-05-02,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Det tidligere aktiverede skatteaktiv udgiftsfÃ¸res i selskabets afsluttende regnskabsperiode.</p>",,,15213507.0,1003808503.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Vaabengaard Madsen,Susanne Van Hauen,Nordea Bank Danmark A/S,VAN HAUEN ApS KONFERENCER OG INCENTIVES i likvidation,Lars Madsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2016-03-31,2015-01-01,false,false,2016-05-02,Ejby,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er modtaget koncerntilskud fra moderselskabet, sÃ¥ selskabets egenkapital afsluttes med nul.</p>",,33140050.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22509490,indberetninger-20180424,2.5955529999999998,15213507.0,,2018-03-29T10:01:38.812Z,2016-05-31T09:28:36.947Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-05-DV,2016-05-31T09:28:37.278Z,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,
