entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
32061079,2017-01-01,2017-01-01,c21,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzlmLzAwLzc1LzgyYzQtNDk3OS1hOWY2LTBhYTg0MzQ1Y2NhMA.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzQwLzFjLzM5LzUxZDUtNDRiMy1hYmFmLWE3NDFiNDhjMDlmNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzJjLzZjL2YxLzAxYWQtNGY4ZC05MTM1LWUxYzJmMWIxYTlmZQ.xml,true,Danmark,DK,Horsens,8700.0,1.0,SandÃ¸vej,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-10,2019-01-14,Statsautoriseret revisor,32061079.0,mne33731,1019976161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,PEH HORSENS ApS,Jesper Sand,1.0,Horsens,2017-01-01,2017-12-31,2018-12-31,2018-01-01,false,false,2019-01-10,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26561840,indberetninger-20180424,2.5926270000000002,32061079.0,AWhMj5l_et7j816Dxt2T,2019-01-14T13:32:19.287Z,2019-01-14T13:31:44.101Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AC-63-WP,2019-01-14T13:31:44.328Z,,,,,,,,,,,,,,,,,,,,,,
32061079,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzlmLzAwLzc1LzgyYzQtNDk3OS1hOWY2LTBhYTg0MzQ1Y2NhMA.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzQwLzFjLzM5LzUxZDUtNDRiMy1hYmFmLWE3NDFiNDhjMDlmNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzJjLzZjL2YxLzAxYWQtNGY4ZC05MTM1LWUxYzJmMWIxYTlmZQ.xml,true,Danmark,DK,Horsens,8700.0,1.0,SandÃ¸vej,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-10,2019-01-14,Statsautoriseret revisor,32061079.0,mne33731,1019976161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,PEH HORSENS ApS,Jesper Sand,,Horsens,2017-01-01,2017-12-31,2018-12-31,2018-01-01,false,false,2019-01-10,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26561840,indberetninger-20180424,2.5926270000000002,32061079.0,AWhMj5l_et7j816Dxt2T,2019-01-14T13:32:19.287Z,2019-01-14T13:31:44.101Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AC-63-WP,2019-01-14T13:31:44.328Z,1.0,-5688.0,145.0,1317.0,-4516.0,-4516.0,-5688.0,0.0,,,,,,,,,,,,,,
32061079,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzlmLzAwLzc1LzgyYzQtNDk3OS1hOWY2LTBhYTg0MzQ1Y2NhMA.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzQwLzFjLzM5LzUxZDUtNDRiMy1hYmFmLWE3NDFiNDhjMDlmNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzJjLzZjL2YxLzAxYWQtNGY4ZC05MTM1LWUxYzJmMWIxYTlmZQ.xml,true,Danmark,DK,Horsens,8700.0,1.0,SandÃ¸vej,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-10,2019-01-14,Statsautoriseret revisor,32061079.0,mne33731,1019976161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,PEH HORSENS ApS,Jesper Sand,,Horsens,2017-01-01,2017-12-31,2018-12-31,2018-01-01,false,false,2019-01-10,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26561840,indberetninger-20180424,2.5926270000000002,32061079.0,AWhMj5l_et7j816Dxt2T,2019-01-14T13:32:19.287Z,2019-01-14T13:31:44.101Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AC-63-WP,2019-01-14T13:31:44.328Z,,,,,45000.0,,,,,,,,,,,,,,,,,
32061079,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzlmLzAwLzc1LzgyYzQtNDk3OS1hOWY2LTBhYTg0MzQ1Y2NhMA.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzQwLzFjLzM5LzUxZDUtNDRiMy1hYmFmLWE3NDFiNDhjMDlmNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzJjLzZjL2YxLzAxYWQtNGY4ZC05MTM1LWUxYzJmMWIxYTlmZQ.xml,true,Danmark,DK,Horsens,8700.0,1.0,SandÃ¸vej,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-10,2019-01-14,Statsautoriseret revisor,32061079.0,mne33731,1019976161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,PEH HORSENS ApS,Jesper Sand,,Horsens,2017-01-01,2017-12-31,2018-12-31,2018-01-01,false,false,2019-01-10,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26561840,indberetninger-20180424,2.5926270000000002,32061079.0,AWhMj5l_et7j816Dxt2T,2019-01-14T13:32:19.287Z,2019-01-14T13:31:44.101Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AC-63-WP,2019-01-14T13:31:44.328Z,,,,,-49516.0,,,,,,,,,,,,,,,,,
32061079,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzlmLzAwLzc1LzgyYzQtNDk3OS1hOWY2LTBhYTg0MzQ1Y2NhMA.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzQwLzFjLzM5LzUxZDUtNDRiMy1hYmFmLWE3NDFiNDhjMDlmNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzJjLzZjL2YxLzAxYWQtNGY4ZC05MTM1LWUxYzJmMWIxYTlmZQ.xml,true,Danmark,DK,Horsens,8700.0,1.0,SandÃ¸vej,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-10,2019-01-14,Statsautoriseret revisor,32061079.0,mne33731,1019976161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,PEH HORSENS ApS,Jesper Sand,1.0,Horsens,2017-01-01,2017-12-31,2018-12-31,2018-01-01,false,false,2019-01-10,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26561840,indberetninger-20180424,2.5926270000000002,32061079.0,AWhMj5l_et7j816Dxt2T,2019-01-14T13:32:19.287Z,2019-01-14T13:31:44.101Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AC-63-WP,2019-01-14T13:31:44.328Z,,,,,,,,,380572.0,380572.0,125000.0,380572.0,375926.0,380572.0,4646.0,4646.0,45000.0,205926.0,4646.0,,,
32061079,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzlmLzAwLzc1LzgyYzQtNDk3OS1hOWY2LTBhYTg0MzQ1Y2NhMA.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzQwLzFjLzM5LzUxZDUtNDRiMy1hYmFmLWE3NDFiNDhjMDlmNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzJjLzZjL2YxLzAxYWQtNGY4ZC05MTM1LWUxYzJmMWIxYTlmZQ.xml,true,Danmark,DK,Horsens,8700.0,1.0,SandÃ¸vej,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-10,2019-01-14,Statsautoriseret revisor,32061079.0,mne33731,1019976161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,PEH HORSENS ApS,Jesper Sand,,Horsens,2017-01-01,2017-12-31,2018-12-31,2018-01-01,false,false,2019-01-10,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26561840,indberetninger-20180424,2.5926270000000002,32061079.0,AWhMj5l_et7j816Dxt2T,2019-01-14T13:32:19.287Z,2019-01-14T13:31:44.101Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AC-63-WP,2019-01-14T13:31:44.328Z,,,,,,,,,,,,,125000.0,,,,,,,,,
32061079,2018-01-01,2018-01-01,c12,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzlmLzAwLzc1LzgyYzQtNDk3OS1hOWY2LTBhYTg0MzQ1Y2NhMA.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzQwLzFjLzM5LzUxZDUtNDRiMy1hYmFmLWE3NDFiNDhjMDlmNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzJjLzZjL2YxLzAxYWQtNGY4ZC05MTM1LWUxYzJmMWIxYTlmZQ.xml,true,Danmark,DK,Horsens,8700.0,1.0,SandÃ¸vej,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-10,2019-01-14,Statsautoriseret revisor,32061079.0,mne33731,1019976161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,PEH HORSENS ApS,Jesper Sand,,Horsens,2017-01-01,2017-12-31,2018-12-31,2018-01-01,false,false,2019-01-10,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26561840,indberetninger-20180424,2.5926270000000002,32061079.0,AWhMj5l_et7j816Dxt2T,2019-01-14T13:32:19.287Z,2019-01-14T13:31:44.101Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AC-63-WP,2019-01-14T13:31:44.328Z,,,,,,,,,,,,,205926.0,,,,,,,,,
32061079,2018-01-01,2018-01-01,c13,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzlmLzAwLzc1LzgyYzQtNDk3OS1hOWY2LTBhYTg0MzQ1Y2NhMA.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzQwLzFjLzM5LzUxZDUtNDRiMy1hYmFmLWE3NDFiNDhjMDlmNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzJjLzZjL2YxLzAxYWQtNGY4ZC05MTM1LWUxYzJmMWIxYTlmZQ.xml,true,Danmark,DK,Horsens,8700.0,1.0,SandÃ¸vej,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-10,2019-01-14,Statsautoriseret revisor,32061079.0,mne33731,1019976161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,PEH HORSENS ApS,Jesper Sand,,Horsens,2017-01-01,2017-12-31,2018-12-31,2018-01-01,false,false,2019-01-10,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26561840,indberetninger-20180424,2.5926270000000002,32061079.0,AWhMj5l_et7j816Dxt2T,2019-01-14T13:32:19.287Z,2019-01-14T13:31:44.101Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AC-63-WP,2019-01-14T13:31:44.328Z,,,,,,,,,,,,,45000.0,,,,,,,,,
32061079,2018-01-01,2018-01-01,c14,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzlmLzAwLzc1LzgyYzQtNDk3OS1hOWY2LTBhYTg0MzQ1Y2NhMA.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzQwLzFjLzM5LzUxZDUtNDRiMy1hYmFmLWE3NDFiNDhjMDlmNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzJjLzZjL2YxLzAxYWQtNGY4ZC05MTM1LWUxYzJmMWIxYTlmZQ.xml,true,Danmark,DK,Horsens,8700.0,1.0,SandÃ¸vej,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-10,2019-01-14,Statsautoriseret revisor,32061079.0,mne33731,1019976161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,PEH HORSENS ApS,Jesper Sand,1.0,Horsens,2017-01-01,2017-12-31,2018-12-31,2018-01-01,false,false,2019-01-10,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26561840,indberetninger-20180424,2.5926270000000002,32061079.0,AWhMj5l_et7j816Dxt2T,2019-01-14T13:32:19.287Z,2019-01-14T13:31:44.101Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AC-63-WP,2019-01-14T13:31:44.328Z,,,,,,,,,,,,,375926.0,,,,,,,,,
32061079,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzlmLzAwLzc1LzgyYzQtNDk3OS1hOWY2LTBhYTg0MzQ1Y2NhMA.xhtml,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzQwLzFjLzM5LzUxZDUtNDRiMy1hYmFmLWE3NDFiNDhjMDlmNA.pdf,http://regnskaber.virk.dk/97016023/ZG9rdW1lbnRsYWdlcjovLzAzL2M5LzJjLzZjL2YxLzAxYWQtNGY4ZC05MTM1LWUxYzJmMWIxYTlmZQ.xml,true,Danmark,DK,Horsens,8700.0,1.0,SandÃ¸vej,Horsens,8700.0,21.0,Lokesalle,8700.0,SandÃ¸vej 1b,Til den daglige ledelse i PEH Horsens ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-10,2019-01-14,Statsautoriseret revisor,32061079.0,mne33731,1019976161.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jesper Sand,Poul Hansen,Poul Erik Hansen,PEH HORSENS ApS,Jesper Sand,,Horsens,2017-01-01,2017-12-31,2018-12-31,2018-01-01,false,false,2019-01-10,Horsens,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26561840,indberetninger-20180424,2.5926270000000002,32061079.0,AWhMj5l_et7j816Dxt2T,2019-01-14T13:32:19.287Z,2019-01-14T13:31:44.101Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AC-63-WP,2019-01-14T13:31:44.328Z,1.0,-5688.0,10.0,0.0,-5698.0,-5698.0,-5688.0,0.0,,,,,,,,,,,,45000.0,,
