entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
35678972,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzI0L2E1L2I1LzZjZTAtNGRjMC1iZDhlLWZhNGYxMDZmODE3Mg.pdf,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2Q4L2VkLzU3LzNmNTMtNDc2OC1hOWEyLTVkZjk0YzNkNmE2Nw.xml,true,"3400, HillerÃ¸d",Smedievej 31,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-25,2018-09-25,2014-03-07,2018-10-07,35678972.0,33859821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Happy Frog ApS.,82180.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Carl Lindhardt,Happy Frog ApS,Exact Accounting ApS,Ballerup,2016-07-01,2017-06-30,82180.0,82180.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26189928,indberetninger-20180424,2.5122786,35678972.0,AWZZpRoN5OzuYdPkFFgh,2018-10-09T16:25:29.676Z,2018-10-09T16:24:43.112Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-01-RG,2018-10-09T16:24:43.264Z,,,,,,,,,,,,,,,,,,,,
35678972,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzI0L2E1L2I1LzZjZTAtNGRjMC1iZDhlLWZhNGYxMDZmODE3Mg.pdf,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2Q4L2VkLzU3LzNmNTMtNDc2OC1hOWEyLTVkZjk0YzNkNmE2Nw.xml,true,"3400, HillerÃ¸d",Smedievej 31,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-25,2018-09-25,2014-03-07,2018-10-07,35678972.0,33859821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Happy Frog ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Carl Lindhardt,Happy Frog ApS,Exact Accounting ApS,Ballerup,2016-07-01,2017-06-30,-82180.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26189928,indberetninger-20180424,2.5122786,35678972.0,AWZZpRoN5OzuYdPkFFgh,2018-10-09T16:25:29.676Z,2018-10-09T16:24:43.112Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-01-RG,2018-10-09T16:24:43.264Z,,,,,,,,,,,,,,,,,,,,
35678972,2017-06-30,2017-06-30,ID_4,,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzI0L2E1L2I1LzZjZTAtNGRjMC1iZDhlLWZhNGYxMDZmODE3Mg.pdf,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2Q4L2VkLzU3LzNmNTMtNDc2OC1hOWEyLTVkZjk0YzNkNmE2Nw.xml,true,"3400, HillerÃ¸d",Smedievej 31,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-25,2018-09-25,2014-03-07,2018-10-07,35678972.0,33859821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Happy Frog ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Carl Lindhardt,Happy Frog ApS,Exact Accounting ApS,Ballerup,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26189928,indberetninger-20180424,2.5122786,35678972.0,AWZZpRoN5OzuYdPkFFgh,2018-10-09T16:25:29.676Z,2018-10-09T16:24:43.112Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-01-RG,2018-10-09T16:24:43.264Z,90213.0,50000.0,1850.0,88363.0,90213.0,1850.0,88363.0,88363.0,88363.0,0.0,38363.0,1850.0,0.0,1850.0,1850.0,0.0,1850.0,0.0,0.0,
35678972,2017-07-01,2017-07-01,ID_5,,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzI0L2E1L2I1LzZjZTAtNGRjMC1iZDhlLWZhNGYxMDZmODE3Mg.pdf,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2Q4L2VkLzU3LzNmNTMtNDc2OC1hOWEyLTVkZjk0YzNkNmE2Nw.xml,true,"3400, HillerÃ¸d",Smedievej 31,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-25,2018-09-25,2014-03-07,2018-10-07,35678972.0,33859821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Happy Frog ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Carl Lindhardt,Happy Frog ApS,Exact Accounting ApS,Ballerup,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26189928,indberetninger-20180424,2.5122786,35678972.0,AWZZpRoN5OzuYdPkFFgh,2018-10-09T16:25:29.676Z,2018-10-09T16:24:43.112Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-01-RG,2018-10-09T16:24:43.264Z,,,,-50000.0,,,,,,,,,,,,,,,,
35678972,2017-07-01,2017-07-01,ID_6,,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzI0L2E1L2I1LzZjZTAtNGRjMC1iZDhlLWZhNGYxMDZmODE3Mg.pdf,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2Q4L2VkLzU3LzNmNTMtNDc2OC1hOWEyLTVkZjk0YzNkNmE2Nw.xml,true,"3400, HillerÃ¸d",Smedievej 31,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-25,2018-09-25,2014-03-07,2018-10-07,35678972.0,33859821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Happy Frog ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Carl Lindhardt,Happy Frog ApS,Exact Accounting ApS,Ballerup,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26189928,indberetninger-20180424,2.5122786,35678972.0,AWZZpRoN5OzuYdPkFFgh,2018-10-09T16:25:29.676Z,2018-10-09T16:24:43.112Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-01-RG,2018-10-09T16:24:43.264Z,,,,-38363.0,,,,,,,,,,,,,,,,
35678972,2017-07-01,2017-07-01,ID_7,,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzI0L2E1L2I1LzZjZTAtNGRjMC1iZDhlLWZhNGYxMDZmODE3Mg.pdf,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2Q4L2VkLzU3LzNmNTMtNDc2OC1hOWEyLTVkZjk0YzNkNmE2Nw.xml,true,"3400, HillerÃ¸d",Smedievej 31,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-25,2018-09-25,2014-03-07,2018-10-07,35678972.0,33859821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Happy Frog ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Carl Lindhardt,Happy Frog ApS,Exact Accounting ApS,Ballerup,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26189928,indberetninger-20180424,2.5122786,35678972.0,AWZZpRoN5OzuYdPkFFgh,2018-10-09T16:25:29.676Z,2018-10-09T16:24:43.112Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-01-RG,2018-10-09T16:24:43.264Z,,,,0.0,,,,,,,,,,,,,,,,
35678972,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzI0L2E1L2I1LzZjZTAtNGRjMC1iZDhlLWZhNGYxMDZmODE3Mg.pdf,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2Q4L2VkLzU3LzNmNTMtNDc2OC1hOWEyLTVkZjk0YzNkNmE2Nw.xml,true,"3400, HillerÃ¸d",Smedievej 31,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-25,2018-09-25,2014-03-07,2018-10-07,35678972.0,33859821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Happy Frog ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Carl Lindhardt,Happy Frog ApS,Exact Accounting ApS,Ballerup,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26189928,indberetninger-20180424,2.5122786,35678972.0,AWZZpRoN5OzuYdPkFFgh,2018-10-09T16:25:29.676Z,2018-10-09T16:24:43.112Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-01-RG,2018-10-09T16:24:43.264Z,,,,,,,,,,,,,,,,,,,,Jesper Carl Lindhardt
35678972,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzI0L2E1L2I1LzZjZTAtNGRjMC1iZDhlLWZhNGYxMDZmODE3Mg.pdf,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2Q4L2VkLzU3LzNmNTMtNDc2OC1hOWEyLTVkZjk0YzNkNmE2Nw.xml,true,"3400, HillerÃ¸d",Smedievej 31,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-25,2018-09-25,2014-03-07,2018-10-07,35678972.0,33859821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Happy Frog ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Carl Lindhardt,Happy Frog ApS,Exact Accounting ApS,Ballerup,2016-07-01,2017-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26189928,indberetninger-20180424,2.5122786,35678972.0,AWZZpRoN5OzuYdPkFFgh,2018-10-09T16:25:29.676Z,2018-10-09T16:24:43.112Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-01-RG,2018-10-09T16:24:43.264Z,,,,,,,,,,,,,,,,,,,,
35678972,2017-07-01,2018-06-30,ID_10,,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzI0L2E1L2I1LzZjZTAtNGRjMC1iZDhlLWZhNGYxMDZmODE3Mg.pdf,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2Q4L2VkLzU3LzNmNTMtNDc2OC1hOWEyLTVkZjk0YzNkNmE2Nw.xml,true,"3400, HillerÃ¸d",Smedievej 31,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-25,2018-09-25,2014-03-07,2018-10-07,35678972.0,33859821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Happy Frog ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Carl Lindhardt,Happy Frog ApS,Exact Accounting ApS,Ballerup,2016-07-01,2017-06-30,0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26189928,indberetninger-20180424,2.5122786,35678972.0,AWZZpRoN5OzuYdPkFFgh,2018-10-09T16:25:29.676Z,2018-10-09T16:24:43.112Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-01-RG,2018-10-09T16:24:43.264Z,,,,,,,,,,,,,,,,,,,,
35678972,2017-07-01,2018-06-30,ID_11,,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzI0L2E1L2I1LzZjZTAtNGRjMC1iZDhlLWZhNGYxMDZmODE3Mg.pdf,http://regnskaber.virk.dk/27987653/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2Q4L2VkLzU3LzNmNTMtNDc2OC1hOWEyLTVkZjk0YzNkNmE2Nw.xml,true,"3400, HillerÃ¸d",Smedievej 31,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-25,2018-09-25,2014-03-07,2018-10-07,35678972.0,33859821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Happy Frog ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Carl Lindhardt,Happy Frog ApS,Exact Accounting ApS,Ballerup,2016-07-01,2017-06-30,-7071.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26189928,indberetninger-20180424,2.5122786,35678972.0,AWZZpRoN5OzuYdPkFFgh,2018-10-09T16:25:29.676Z,2018-10-09T16:24:43.112Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-BD-01-RG,2018-10-09T16:24:43.264Z,,,,,,,,,,,,,,,,,,,,
