entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AmortisationOfIntangibleAssets,CashAndCashEquivalentsConcerningCashflowStatement,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfMemberOfExecutiveBoardApprovingStatementOfExecutiveAndSupervisoryBoard,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DisposalsOfPropertyPlantAndEquipment,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnManagementsResponsibilityAuditorsReportOnReviewOfFinancialStatements,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,Adjustments,CashFlowFromOperatingActivitiesBeforeFinancialItems,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,DecreaseIncreaseInInventories,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,InterestPaidClassifiedAsOperatingActivities,InterestReceivedClassifiedAsOperatingActivities,InvestmentInPropertyPlantAndEquipment,NetIncreaseDecreaseInCashAndCashEquivalents,OtherCashFlowsFromUsedInInvestingActivities,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ResultsFromNetFinancials,TaxExpenseOnOrdinaryActivities,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,ShorttermDebtToBanks,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,AverageNumberOfEmployees,CashFlowsFromUsedInFinancingActivities,GrossResult
28687478,2010-10-01,2010-10-01,c278,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8vcGRmcy8yODY4NzQ3ODtBcFMzNDc2MDU7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDEzMDMwOF8wOTUyNThfNjk4.xml,7620  Lemvig,Mattrupsvej 7,7600 Struer,Torvegade 2,32746.0,-195554.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 20. januar 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2013-02-20,2013-02-20,2005-04-20,2013-03-08,54853.0,direktÃ¸r,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,32320.0,www.oliphi.dk,28687478.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for OliPhi ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for OliPhi ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,32320.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bent N. RÃ¸nnest,Gitte Hejlskov Hedegaard,Handelsbanken Lemvig,OliPhi ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Lemvig,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig,2012-09-30,2011-10-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,97811325.0,urn:ofk:oid:16663394,indberetninger-20180424,2.5118406,28687478.0,,2018-04-01T20:29:02.687Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-356.127,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28687478,2010-10-01,2010-10-01,c410,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8vcGRmcy8yODY4NzQ3ODtBcFMzNDc2MDU7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDEzMDMwOF8wOTUyNThfNjk4.xml,7620  Lemvig,Mattrupsvej 7,7600 Struer,Torvegade 2,32746.0,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 20. januar 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2013-02-20,2013-02-20,2005-04-20,2013-03-08,54853.0,direktÃ¸r,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,32320.0,www.oliphi.dk,28687478.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for OliPhi ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for OliPhi ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,32320.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bent N. RÃ¸nnest,Gitte Hejlskov Hedegaard,Handelsbanken Lemvig,OliPhi ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Lemvig,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig,2012-09-30,2011-10-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,97811325.0,urn:ofk:oid:16663394,indberetninger-20180424,2.5118406,28687478.0,,2018-04-01T20:29:02.687Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-356.127,2013-03-11T23:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28687478,2010-10-01,2010-10-01,c434,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8vcGRmcy8yODY4NzQ3ODtBcFMzNDc2MDU7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDEzMDMwOF8wOTUyNThfNjk4.xml,7620  Lemvig,Mattrupsvej 7,7600 Struer,Torvegade 2,32746.0,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 20. januar 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2013-02-20,2013-02-20,2005-04-20,2013-03-08,54853.0,direktÃ¸r,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,32320.0,www.oliphi.dk,28687478.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for OliPhi ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for OliPhi ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,32320.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bent N. RÃ¸nnest,Gitte Hejlskov Hedegaard,Handelsbanken Lemvig,OliPhi ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Lemvig,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig,2012-09-30,2011-10-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,97811325.0,urn:ofk:oid:16663394,indberetninger-20180424,2.5118406,28687478.0,,2018-04-01T20:29:02.687Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-356.127,2013-03-11T23:00:00.000Z,-233532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28687478,2010-10-01,2011-09-30,c3,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8vcGRmcy8yODY4NzQ3ODtBcFMzNDc2MDU7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDEzMDMwOF8wOTUyNThfNjk4.xml,7620  Lemvig,Mattrupsvej 7,7600 Struer,Torvegade 2,32746.0,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 20. januar 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2013-02-20,2013-02-20,2005-04-20,2013-03-08,54853.0,direktÃ¸r,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,32320.0,www.oliphi.dk,28687478.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for OliPhi ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for OliPhi ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,32320.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bent N. RÃ¸nnest,Gitte Hejlskov Hedegaard,Handelsbanken Lemvig,OliPhi ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Lemvig,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig,2012-09-30,2011-10-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,97811325.0,urn:ofk:oid:16663394,indberetninger-20180424,2.5118406,28687478.0,,2018-04-01T20:29:02.687Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-356.127,2013-03-11T23:00:00.000Z,,11189.0,12523.0,0.0,-11495.0,25000.0,26452.0,-83363.0,75210.0,82020.0,56018.0,107262.0,32438.0,8420.0,0.0,-11495.0,0.0,32438.0,8420.0,-41965.0,-54794.0,-30776.0,-24000.0,-12829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28687478,2010-10-01,2011-09-30,c435,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8vcGRmcy8yODY4NzQ3ODtBcFMzNDc2MDU7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDEzMDMwOF8wOTUyNThfNjk4.xml,7620  Lemvig,Mattrupsvej 7,7600 Struer,Torvegade 2,32746.0,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 20. januar 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2013-02-20,2013-02-20,2005-04-20,2013-03-08,54853.0,direktÃ¸r,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,32320.0,www.oliphi.dk,28687478.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for OliPhi ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for OliPhi ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,32320.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bent N. RÃ¸nnest,Gitte Hejlskov Hedegaard,Handelsbanken Lemvig,OliPhi ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Lemvig,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig,2012-09-30,2011-10-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,97811325.0,urn:ofk:oid:16663394,indberetninger-20180424,2.5118406,28687478.0,,2018-04-01T20:29:02.687Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-356.127,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,-41965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28687478,2010-10-01,2011-09-30,c96,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8vcGRmcy8yODY4NzQ3ODtBcFMzNDc2MDU7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDEzMDMwOF8wOTUyNThfNjk4.xml,7620  Lemvig,Mattrupsvej 7,7600 Struer,Torvegade 2,32746.0,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 20. januar 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2013-02-20,2013-02-20,2005-04-20,2013-03-08,54853.0,direktÃ¸r,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,32320.0,www.oliphi.dk,28687478.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for OliPhi ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for OliPhi ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,32320.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bent N. RÃ¸nnest,Gitte Hejlskov Hedegaard,Handelsbanken Lemvig,OliPhi ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Lemvig,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig,2012-09-30,2011-10-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,97811325.0,urn:ofk:oid:16663394,indberetninger-20180424,2.5118406,28687478.0,,2018-04-01T20:29:02.687Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-356.127,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,-41965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28687478,2011-09-30,2011-09-30,c4,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8vcGRmcy8yODY4NzQ3ODtBcFMzNDc2MDU7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDEzMDMwOF8wOTUyNThfNjk4.xml,7620  Lemvig,Mattrupsvej 7,7600 Struer,Torvegade 2,32746.0,-207049.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 20. januar 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2013-02-20,2013-02-20,2005-04-20,2013-03-08,54853.0,direktÃ¸r,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,32320.0,www.oliphi.dk,28687478.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for OliPhi ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for OliPhi ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,32320.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bent N. RÃ¸nnest,Gitte Hejlskov Hedegaard,Handelsbanken Lemvig,OliPhi ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Lemvig,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig,2012-09-30,2011-10-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,97811325.0,urn:ofk:oid:16663394,indberetninger-20180424,2.5118406,28687478.0,,2018-04-01T20:29:02.687Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-356.127,2013-03-11T23:00:00.000Z,-150497.0,,,,,,,,,,,,,,,,,,,,,,,,125616.0,392885.0,12160.0,125000.0,126916.0,88494.0,16262.0,123853.0,125616.0,10000.0,392885.0,543382.0,16500.0,265969.0,16500.0,300387.0,123853.0,10000.0,-275497.0,219209.0,543382.0,104756.0,23786.0,0.0,,,,,,,,,,,
28687478,2011-09-30,2011-09-30,c412,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8vcGRmcy8yODY4NzQ3ODtBcFMzNDc2MDU7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDEzMDMwOF8wOTUyNThfNjk4.xml,7620  Lemvig,Mattrupsvej 7,7600 Struer,Torvegade 2,32746.0,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 20. januar 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2013-02-20,2013-02-20,2005-04-20,2013-03-08,54853.0,direktÃ¸r,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,32320.0,www.oliphi.dk,28687478.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for OliPhi ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for OliPhi ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,32320.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bent N. RÃ¸nnest,Gitte Hejlskov Hedegaard,Handelsbanken Lemvig,OliPhi ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Lemvig,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig,2012-09-30,2011-10-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,97811325.0,urn:ofk:oid:16663394,indberetninger-20180424,2.5118406,28687478.0,,2018-04-01T20:29:02.687Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-356.127,2013-03-11T23:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28687478,2011-09-30,2011-09-30,c436,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8vcGRmcy8yODY4NzQ3ODtBcFMzNDc2MDU7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDEzMDMwOF8wOTUyNThfNjk4.xml,7620  Lemvig,Mattrupsvej 7,7600 Struer,Torvegade 2,32746.0,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 20. januar 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2013-02-20,2013-02-20,2005-04-20,2013-03-08,54853.0,direktÃ¸r,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,32320.0,www.oliphi.dk,28687478.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for OliPhi ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for OliPhi ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,32320.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bent N. RÃ¸nnest,Gitte Hejlskov Hedegaard,Handelsbanken Lemvig,OliPhi ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Lemvig,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig,2012-09-30,2011-10-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,97811325.0,urn:ofk:oid:16663394,indberetninger-20180424,2.5118406,28687478.0,,2018-04-01T20:29:02.687Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-356.127,2013-03-11T23:00:00.000Z,-275497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28687478,2011-10-01,2011-10-01,c133,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8vcGRmcy8yODY4NzQ3ODtBcFMzNDc2MDU7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/87478682/Y3ZyLmRrOi8veGJybHMvWC04M0Q2QjU0NS0yMDEzMDMwOF8wOTUyNThfNjk4.xml,7620  Lemvig,Mattrupsvej 7,7600 Struer,Torvegade 2,32746.0,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 20. januar 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2013-02-20,2013-02-20,2005-04-20,2013-03-08,54853.0,direktÃ¸r,Personaleomkostninger indeholder gager og lÃ¸nninger samt lÃ¸nafhÃ¦ngige omkostninger.,32320.0,www.oliphi.dk,28687478.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for OliPhi ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for OliPhi ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,32320.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bent N. RÃ¸nnest,Gitte Hejlskov Hedegaard,Handelsbanken Lemvig,OliPhi ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Lemvig,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Lemvig,2012-09-30,2011-10-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,97811325.0,urn:ofk:oid:16663394,indberetninger-20180424,2.5118406,28687478.0,,2018-04-01T20:29:02.687Z,2013-03-11T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-356.127,2013-03-11T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88467.0,212320.0,,,,,,,,,
