entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,DividendPaid
27968503,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzE1L2RhLzA3L2M0M2EtNDhhZi05YjQwLTQxZWQ3Yjc1ZDQ1Yg.xhtml,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2Q1L2Y5LzEyLzRlZmItNDVlZS05NDU2LWU3YWM2ZTQzYmZjZQ.pdf,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzExL2Q4L2FhLzc4NTgtNDlmNS04MGYyLWZjZmU3MjYwOWI1MQ.xml,true,HolbÃ¦k,4300.0,60.0,Kalundborgvej,4300 HolbÃ¦k,Kalundborgvej 60,Regnskabsklasse B,2016-06-03,2016-06-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har kautioneret for bankgÃ¦ld i associerede virksomheder.</p>",-2000.0,27968503.0,30869.0,-543223.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Willy Gotfredsen,Willy Ejvang Gotfredsen,WEGO HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,2.0,23518.0,HolbÃ¦k,2014-01-01,2014-12-31,-495626.0,-490838.0,-2000.0,2015-12-31,2015-01-01,false,false,4788.0,false,false,Ingen bistand,urn:ofk:oid:22608066,indberetninger-20180424,2.5949414,27968503.0,,2018-03-28T23:27:47.885Z,2016-06-06T06:54:36.852Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-97-PT,2016-06-06T06:54:37.082Z,,,,,,,,,,,,,,,,,,,,,,
27968503,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzE1L2RhLzA3L2M0M2EtNDhhZi05YjQwLTQxZWQ3Yjc1ZDQ1Yg.xhtml,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2Q1L2Y5LzEyLzRlZmItNDVlZS05NDU2LWU3YWM2ZTQzYmZjZQ.pdf,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzExL2Q4L2FhLzc4NTgtNDlmNS04MGYyLWZjZmU3MjYwOWI1MQ.xml,true,HolbÃ¦k,4300.0,60.0,Kalundborgvej,4300 HolbÃ¦k,Kalundborgvej 60,Regnskabsklasse B,2016-06-03,2016-06-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har kautioneret for bankgÃ¦ld i associerede virksomheder.</p>",,27968503.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Willy Gotfredsen,Willy Ejvang Gotfredsen,WEGO HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22608066,indberetninger-20180424,2.5949414,27968503.0,,2018-03-28T23:27:47.885Z,2016-06-06T06:54:36.852Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-97-PT,2016-06-06T06:54:37.082Z,,,,,,,,,,,,,,,,,,,,,,
27968503,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzE1L2RhLzA3L2M0M2EtNDhhZi05YjQwLTQxZWQ3Yjc1ZDQ1Yg.xhtml,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2Q1L2Y5LzEyLzRlZmItNDVlZS05NDU2LWU3YWM2ZTQzYmZjZQ.pdf,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzExL2Q4L2FhLzc4NTgtNDlmNS04MGYyLWZjZmU3MjYwOWI1MQ.xml,true,HolbÃ¦k,4300.0,60.0,Kalundborgvej,4300 HolbÃ¦k,Kalundborgvej 60,Regnskabsklasse B,2016-06-03,2016-06-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har kautioneret for bankgÃ¦ld i associerede virksomheder.</p>",,27968503.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Willy Gotfredsen,Willy Ejvang Gotfredsen,WEGO HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,30869.0,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22608066,indberetninger-20180424,2.5949414,27968503.0,,2018-03-28T23:27:47.885Z,2016-06-06T06:54:36.852Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-97-PT,2016-06-06T06:54:37.082Z,,,,,,,,,,,,,,,,,,,,,,
27968503,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzE1L2RhLzA3L2M0M2EtNDhhZi05YjQwLTQxZWQ3Yjc1ZDQ1Yg.xhtml,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2Q1L2Y5LzEyLzRlZmItNDVlZS05NDU2LWU3YWM2ZTQzYmZjZQ.pdf,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzExL2Q4L2FhLzc4NTgtNDlmNS04MGYyLWZjZmU3MjYwOWI1MQ.xml,true,HolbÃ¦k,4300.0,60.0,Kalundborgvej,4300 HolbÃ¦k,Kalundborgvej 60,Regnskabsklasse B,2016-06-03,2016-06-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har kautioneret for bankgÃ¦ld i associerede virksomheder.</p>",,27968503.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Willy Gotfredsen,Willy Ejvang Gotfredsen,WEGO HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,-526495.0,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22608066,indberetninger-20180424,2.5949414,27968503.0,,2018-03-28T23:27:47.885Z,2016-06-06T06:54:36.852Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-97-PT,2016-06-06T06:54:37.082Z,,,,,,,,,,,,,,,,,,,,,,
27968503,2014-12-31,2014-12-31,c10,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzE1L2RhLzA3L2M0M2EtNDhhZi05YjQwLTQxZWQ3Yjc1ZDQ1Yg.xhtml,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2Q1L2Y5LzEyLzRlZmItNDVlZS05NDU2LWU3YWM2ZTQzYmZjZQ.pdf,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzExL2Q4L2FhLzc4NTgtNDlmNS04MGYyLWZjZmU3MjYwOWI1MQ.xml,true,HolbÃ¦k,4300.0,60.0,Kalundborgvej,4300 HolbÃ¦k,Kalundborgvej 60,Regnskabsklasse B,2016-06-03,2016-06-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har kautioneret for bankgÃ¦ld i associerede virksomheder.</p>",,27968503.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Willy Gotfredsen,Willy Ejvang Gotfredsen,WEGO HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22608066,indberetninger-20180424,2.5949414,27968503.0,,2018-03-28T23:27:47.885Z,2016-06-06T06:54:36.852Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-97-PT,2016-06-06T06:54:37.082Z,1269634.0,822.0,125000.0,633207.0,1225346.0,1269634.0,44288.0,636427.0,636427.0,636427.0,39500.0,632385.0,0.0,0.0,0.0,45237.0,1055109.0,44288.0,632385.0,4788.0,0.0,
27968503,2015-01-01,2015-01-01,c11,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzE1L2RhLzA3L2M0M2EtNDhhZi05YjQwLTQxZWQ3Yjc1ZDQ1Yg.xhtml,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2Q1L2Y5LzEyLzRlZmItNDVlZS05NDU2LWU3YWM2ZTQzYmZjZQ.pdf,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzExL2Q4L2FhLzc4NTgtNDlmNS04MGYyLWZjZmU3MjYwOWI1MQ.xml,true,HolbÃ¦k,4300.0,60.0,Kalundborgvej,4300 HolbÃ¦k,Kalundborgvej 60,Regnskabsklasse B,2016-06-03,2016-06-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har kautioneret for bankgÃ¦ld i associerede virksomheder.</p>",,27968503.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Willy Gotfredsen,Willy Ejvang Gotfredsen,WEGO HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22608066,indberetninger-20180424,2.5949414,27968503.0,,2018-03-28T23:27:47.885Z,2016-06-06T06:54:36.852Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-97-PT,2016-06-06T06:54:37.082Z,,,,,125000.0,,,,,,,,,,,,,,,,,
27968503,2015-01-01,2015-01-01,c12,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzE1L2RhLzA3L2M0M2EtNDhhZi05YjQwLTQxZWQ3Yjc1ZDQ1Yg.xhtml,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2Q1L2Y5LzEyLzRlZmItNDVlZS05NDU2LWU3YWM2ZTQzYmZjZQ.pdf,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzExL2Q4L2FhLzc4NTgtNDlmNS04MGYyLWZjZmU3MjYwOWI1MQ.xml,true,HolbÃ¦k,4300.0,60.0,Kalundborgvej,4300 HolbÃ¦k,Kalundborgvej 60,Regnskabsklasse B,2016-06-03,2016-06-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har kautioneret for bankgÃ¦ld i associerede virksomheder.</p>",,27968503.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Willy Gotfredsen,Willy Ejvang Gotfredsen,WEGO HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22608066,indberetninger-20180424,2.5949414,27968503.0,,2018-03-28T23:27:47.885Z,2016-06-06T06:54:36.852Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-97-PT,2016-06-06T06:54:37.082Z,,,,,45237.0,,,,,,,,,,,,,,,,,
27968503,2015-01-01,2015-01-01,c13,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzE1L2RhLzA3L2M0M2EtNDhhZi05YjQwLTQxZWQ3Yjc1ZDQ1Yg.xhtml,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2Q1L2Y5LzEyLzRlZmItNDVlZS05NDU2LWU3YWM2ZTQzYmZjZQ.pdf,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzExL2Q4L2FhLzc4NTgtNDlmNS04MGYyLWZjZmU3MjYwOWI1MQ.xml,true,HolbÃ¦k,4300.0,60.0,Kalundborgvej,4300 HolbÃ¦k,Kalundborgvej 60,Regnskabsklasse B,2016-06-03,2016-06-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har kautioneret for bankgÃ¦ld i associerede virksomheder.</p>",,27968503.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Willy Gotfredsen,Willy Ejvang Gotfredsen,WEGO HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22608066,indberetninger-20180424,2.5949414,27968503.0,,2018-03-28T23:27:47.885Z,2016-06-06T06:54:36.852Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-97-PT,2016-06-06T06:54:37.082Z,,,,,1055109.0,,,,,,,,,,,,,,,,,
27968503,2015-01-01,2015-01-01,c14,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzE1L2RhLzA3L2M0M2EtNDhhZi05YjQwLTQxZWQ3Yjc1ZDQ1Yg.xhtml,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2Q1L2Y5LzEyLzRlZmItNDVlZS05NDU2LWU3YWM2ZTQzYmZjZQ.pdf,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzExL2Q4L2FhLzc4NTgtNDlmNS04MGYyLWZjZmU3MjYwOWI1MQ.xml,true,HolbÃ¦k,4300.0,60.0,Kalundborgvej,4300 HolbÃ¦k,Kalundborgvej 60,Regnskabsklasse B,2016-06-03,2016-06-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har kautioneret for bankgÃ¦ld i associerede virksomheder.</p>",,27968503.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Willy Gotfredsen,Willy Ejvang Gotfredsen,WEGO HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22608066,indberetninger-20180424,2.5949414,27968503.0,,2018-03-28T23:27:47.885Z,2016-06-06T06:54:36.852Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-97-PT,2016-06-06T06:54:37.082Z,,,,,0.0,,,,,,,,,,,,,,,,,
27968503,2015-01-01,2015-01-01,c15,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzE1L2RhLzA3L2M0M2EtNDhhZi05YjQwLTQxZWQ3Yjc1ZDQ1Yg.xhtml,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2Q1L2Y5LzEyLzRlZmItNDVlZS05NDU2LWU3YWM2ZTQzYmZjZQ.pdf,http://regnskaber.virk.dk/30586972/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzExL2Q4L2FhLzc4NTgtNDlmNS04MGYyLWZjZmU3MjYwOWI1MQ.xml,true,HolbÃ¦k,4300.0,60.0,Kalundborgvej,4300 HolbÃ¦k,Kalundborgvej 60,Regnskabsklasse B,2016-06-03,2016-06-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har kautioneret for bankgÃ¦ld i associerede virksomheder.</p>",,27968503.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Willy Gotfredsen,Willy Ejvang Gotfredsen,WEGO HOLDING ApS,RevisorGÃ¥rden HolbÃ¦k A/S,,,HolbÃ¦k,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22608066,indberetninger-20180424,2.5949414,27968503.0,,2018-03-28T23:27:47.885Z,2016-06-06T06:54:36.852Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-97-PT,2016-06-06T06:54:37.082Z,,,,,1225346.0,,,,,,,,,,,,,,,,,
