entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,ShorttermDebtToBanks,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,DividendPaid,NameOfAuditFirm
32666523,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzIxLzczLzQ1LzEwZjEtNDMzZi04YzFkLWMwZmYxM2RmY2E2Mw.xhtml,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzY4Lzc2L2Y4LzU5ZTctNDYyOC1iNmJjLTY2MGRlMGNlZGEwNQ.pdf,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzBiL2FiLzQ3L2E5ZTAtNDFiYy04ODU4LTMxMWFlNjk2M2U3ZA.xml,true,Grindsted,7200.0,1.0,TrehÃ¸jevej,Frederiksberg C,1870.0,"48, 3 th",BÃ¼lowsvej,7200 Grindsted,TrehÃ¸jevej 1,Til den daglige ledelse i CDF Multi ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-14,registreret revisor,19154408.0,32666523.0,mne2923,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lisbeth Jessen,Per Jensen,Per Jensen,CDF MULTI ApS,Krogh & Thomsen,Frederiksberg,2017-01-01,2017-12-31,81172.0,2018-12-31,2018-01-01,true,3129.0,2019-05-07,Grindsted,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27172855,indberetninger-20180424,2.5949414,32666523.0,AWrUvBVmRYGX6_YTH01i,2019-05-20T10:15:13.811Z,2019-05-20T10:14:16.699Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-98-MG,2019-05-20T10:14:16.915Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666523,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzIxLzczLzQ1LzEwZjEtNDMzZi04YzFkLWMwZmYxM2RmY2E2Mw.xhtml,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzY4Lzc2L2Y4LzU5ZTctNDYyOC1iNmJjLTY2MGRlMGNlZGEwNQ.pdf,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzBiL2FiLzQ3L2E5ZTAtNDFiYy04ODU4LTMxMWFlNjk2M2U3ZA.xml,true,Grindsted,7200.0,1.0,TrehÃ¸jevej,Frederiksberg C,1870.0,"48, 3 th",BÃ¼lowsvej,7200 Grindsted,TrehÃ¸jevej 1,Til den daglige ledelse i CDF Multi ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-14,registreret revisor,19154408.0,32666523.0,mne2923,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lisbeth Jessen,Per Jensen,Per Jensen,CDF MULTI ApS,Krogh & Thomsen,Frederiksberg,2017-01-01,2017-12-31,761640.0,2018-12-31,2018-01-01,true,3129.0,2019-05-07,Grindsted,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27172855,indberetninger-20180424,2.5949414,32666523.0,AWrUvBVmRYGX6_YTH01i,2019-05-20T10:15:13.811Z,2019-05-20T10:14:16.699Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-98-MG,2019-05-20T10:14:16.915Z,145999.0,58152.0,6300.0,416289.0,688892.0,43708.0,15300.0,782461.0,212138.0,171277.0,20821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666523,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzIxLzczLzQ1LzEwZjEtNDMzZi04YzFkLWMwZmYxM2RmY2E2Mw.xhtml,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzY4Lzc2L2Y4LzU5ZTctNDYyOC1iNmJjLTY2MGRlMGNlZGEwNQ.pdf,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzBiL2FiLzQ3L2E5ZTAtNDFiYy04ODU4LTMxMWFlNjk2M2U3ZA.xml,true,Grindsted,7200.0,1.0,TrehÃ¸jevej,Frederiksberg C,1870.0,"48, 3 th",BÃ¼lowsvej,7200 Grindsted,TrehÃ¸jevej 1,Til den daglige ledelse i CDF Multi ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-14,registreret revisor,19154408.0,32666523.0,mne2923,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lisbeth Jessen,Per Jensen,Per Jensen,CDF MULTI ApS,Krogh & Thomsen,Frederiksberg,2017-01-01,2017-12-31,105800.0,2018-12-31,2018-01-01,true,3129.0,2019-05-07,Grindsted,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27172855,indberetninger-20180424,2.5949414,32666523.0,AWrUvBVmRYGX6_YTH01i,2019-05-20T10:15:13.811Z,2019-05-20T10:14:16.699Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-98-MG,2019-05-20T10:14:16.915Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666523,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzIxLzczLzQ1LzEwZjEtNDMzZi04YzFkLWMwZmYxM2RmY2E2Mw.xhtml,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzY4Lzc2L2Y4LzU5ZTctNDYyOC1iNmJjLTY2MGRlMGNlZGEwNQ.pdf,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzBiL2FiLzQ3L2E5ZTAtNDFiYy04ODU4LTMxMWFlNjk2M2U3ZA.xml,true,Grindsted,7200.0,1.0,TrehÃ¸jevej,Frederiksberg C,1870.0,"48, 3 th",BÃ¼lowsvej,7200 Grindsted,TrehÃ¸jevej 1,Til den daglige ledelse i CDF Multi ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-14,registreret revisor,19154408.0,32666523.0,mne2923,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lisbeth Jessen,Per Jensen,Per Jensen,CDF MULTI ApS,Krogh & Thomsen,Frederiksberg,2017-01-01,2017-12-31,574668.0,2018-12-31,2018-01-01,true,3129.0,2019-05-07,Grindsted,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27172855,indberetninger-20180424,2.5949414,32666523.0,AWrUvBVmRYGX6_YTH01i,2019-05-20T10:15:13.811Z,2019-05-20T10:14:16.699Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-98-MG,2019-05-20T10:14:16.915Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666523,2017-12-31,2017-12-31,c12,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzIxLzczLzQ1LzEwZjEtNDMzZi04YzFkLWMwZmYxM2RmY2E2Mw.xhtml,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzY4Lzc2L2Y4LzU5ZTctNDYyOC1iNmJjLTY2MGRlMGNlZGEwNQ.pdf,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzBiL2FiLzQ3L2E5ZTAtNDFiYy04ODU4LTMxMWFlNjk2M2U3ZA.xml,true,Grindsted,7200.0,1.0,TrehÃ¸jevej,Frederiksberg C,1870.0,"48, 3 th",BÃ¼lowsvej,7200 Grindsted,TrehÃ¸jevej 1,Til den daglige ledelse i CDF Multi ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-14,registreret revisor,19154408.0,32666523.0,mne2923,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lisbeth Jessen,Per Jensen,Per Jensen,CDF MULTI ApS,Krogh & Thomsen,Frederiksberg,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,3129.0,2019-05-07,Grindsted,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27172855,indberetninger-20180424,2.5949414,32666523.0,AWrUvBVmRYGX6_YTH01i,2019-05-20T10:15:13.811Z,2019-05-20T10:14:16.699Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-98-MG,2019-05-20T10:14:16.915Z,,,,,,,,,,,,9101465.0,77235.0,125000.0,1798711.0,146420.0,2879459.0,5999809.0,9101465.0,6222006.0,1302945.0,1302945.0,5140261.0,5140261.0,7302754.0,1182476.0,249396.0,223671.0,5999809.0,105800.0,1126695.0,1521964.0,1182476.0,1081745.0,280863.0,283717.0,539000.0,168909.0,264640.0,,
32666523,2018-01-01,2018-01-01,c13,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzIxLzczLzQ1LzEwZjEtNDMzZi04YzFkLWMwZmYxM2RmY2E2Mw.xhtml,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzY4Lzc2L2Y4LzU5ZTctNDYyOC1iNmJjLTY2MGRlMGNlZGEwNQ.pdf,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzBiL2FiLzQ3L2E5ZTAtNDFiYy04ODU4LTMxMWFlNjk2M2U3ZA.xml,true,Grindsted,7200.0,1.0,TrehÃ¸jevej,Frederiksberg C,1870.0,"48, 3 th",BÃ¼lowsvej,7200 Grindsted,TrehÃ¸jevej 1,Til den daglige ledelse i CDF Multi ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-14,registreret revisor,19154408.0,32666523.0,mne2923,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lisbeth Jessen,Per Jensen,Per Jensen,CDF MULTI ApS,Krogh & Thomsen,Frederiksberg,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,3129.0,2019-05-07,Grindsted,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27172855,indberetninger-20180424,2.5949414,32666523.0,AWrUvBVmRYGX6_YTH01i,2019-05-20T10:15:13.811Z,2019-05-20T10:14:16.699Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-98-MG,2019-05-20T10:14:16.915Z,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,
32666523,2018-01-01,2018-01-01,c14,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzIxLzczLzQ1LzEwZjEtNDMzZi04YzFkLWMwZmYxM2RmY2E2Mw.xhtml,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzY4Lzc2L2Y4LzU5ZTctNDYyOC1iNmJjLTY2MGRlMGNlZGEwNQ.pdf,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzBiL2FiLzQ3L2E5ZTAtNDFiYy04ODU4LTMxMWFlNjk2M2U3ZA.xml,true,Grindsted,7200.0,1.0,TrehÃ¸jevej,Frederiksberg C,1870.0,"48, 3 th",BÃ¼lowsvej,7200 Grindsted,TrehÃ¸jevej 1,Til den daglige ledelse i CDF Multi ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-14,registreret revisor,19154408.0,32666523.0,mne2923,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lisbeth Jessen,Per Jensen,Per Jensen,CDF MULTI ApS,Krogh & Thomsen,Frederiksberg,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,3129.0,2019-05-07,Grindsted,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27172855,indberetninger-20180424,2.5949414,32666523.0,AWrUvBVmRYGX6_YTH01i,2019-05-20T10:15:13.811Z,2019-05-20T10:14:16.699Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-98-MG,2019-05-20T10:14:16.915Z,,,,,,,,,,,,,,,,,1126695.0,,,,,,,,,,,,,,,,,,,,,,,,
32666523,2018-01-01,2018-01-01,c15,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzIxLzczLzQ1LzEwZjEtNDMzZi04YzFkLWMwZmYxM2RmY2E2Mw.xhtml,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzY4Lzc2L2Y4LzU5ZTctNDYyOC1iNmJjLTY2MGRlMGNlZGEwNQ.pdf,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzBiL2FiLzQ3L2E5ZTAtNDFiYy04ODU4LTMxMWFlNjk2M2U3ZA.xml,true,Grindsted,7200.0,1.0,TrehÃ¸jevej,Frederiksberg C,1870.0,"48, 3 th",BÃ¼lowsvej,7200 Grindsted,TrehÃ¸jevej 1,Til den daglige ledelse i CDF Multi ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-14,registreret revisor,19154408.0,32666523.0,mne2923,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lisbeth Jessen,Per Jensen,Per Jensen,CDF MULTI ApS,Krogh & Thomsen,Frederiksberg,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,3129.0,2019-05-07,Grindsted,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27172855,indberetninger-20180424,2.5949414,32666523.0,AWrUvBVmRYGX6_YTH01i,2019-05-20T10:15:13.811Z,2019-05-20T10:14:16.699Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-98-MG,2019-05-20T10:14:16.915Z,,,,,,,,,,,,,,,,,1521964.0,,,,,,,,,,,,,,,,,,,,,,,,
32666523,2018-01-01,2018-01-01,c16,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzIxLzczLzQ1LzEwZjEtNDMzZi04YzFkLWMwZmYxM2RmY2E2Mw.xhtml,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzY4Lzc2L2Y4LzU5ZTctNDYyOC1iNmJjLTY2MGRlMGNlZGEwNQ.pdf,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzBiL2FiLzQ3L2E5ZTAtNDFiYy04ODU4LTMxMWFlNjk2M2U3ZA.xml,true,Grindsted,7200.0,1.0,TrehÃ¸jevej,Frederiksberg C,1870.0,"48, 3 th",BÃ¼lowsvej,7200 Grindsted,TrehÃ¸jevej 1,Til den daglige ledelse i CDF Multi ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-14,registreret revisor,19154408.0,32666523.0,mne2923,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lisbeth Jessen,Per Jensen,Per Jensen,CDF MULTI ApS,Krogh & Thomsen,Frederiksberg,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,3129.0,2019-05-07,Grindsted,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27172855,indberetninger-20180424,2.5949414,32666523.0,AWrUvBVmRYGX6_YTH01i,2019-05-20T10:15:13.811Z,2019-05-20T10:14:16.699Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-98-MG,2019-05-20T10:14:16.915Z,,,,,,,,,,,,,,,,,105800.0,,,,,,,,,,,,,,,,,,,,,,,,
32666523,2018-01-01,2018-01-01,c17,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzIxLzczLzQ1LzEwZjEtNDMzZi04YzFkLWMwZmYxM2RmY2E2Mw.xhtml,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzY4Lzc2L2Y4LzU5ZTctNDYyOC1iNmJjLTY2MGRlMGNlZGEwNQ.pdf,http://regnskaber.virk.dk/32566623/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzBiL2FiLzQ3L2E5ZTAtNDFiYy04ODU4LTMxMWFlNjk2M2U3ZA.xml,true,Grindsted,7200.0,1.0,TrehÃ¸jevej,Frederiksberg C,1870.0,"48, 3 th",BÃ¼lowsvej,7200 Grindsted,TrehÃ¸jevej 1,Til den daglige ledelse i CDF Multi ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-14,registreret revisor,19154408.0,32666523.0,mne2923,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lisbeth Jessen,Per Jensen,Per Jensen,CDF MULTI ApS,Krogh & Thomsen,Frederiksberg,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,3129.0,2019-05-07,Grindsted,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27172855,indberetninger-20180424,2.5949414,32666523.0,AWrUvBVmRYGX6_YTH01i,2019-05-20T10:15:13.811Z,2019-05-20T10:14:16.699Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-98-MG,2019-05-20T10:14:16.915Z,,,,,,,,,,,,,,,,,2879459.0,,,,,,,,,,,,,,,,,,,,,,,,
