entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
36237414,2013-10-01,2014-09-30,c6,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzhiLzBjLzJhL2YxMzUtNDQ1Zi05ZWRjLWI4NDlhMzI0ZmIzOQ.xhtml,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2M0LzEwLzYxNWQtNDY0ZC1iYjhiLTUzMzQ2NjUxN2U5OQ.pdf,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Y0LzdkL2ZkLzBjYWItNDgwMC1iMWYxLTg3OWQ3NTQyZTViOQ.xml,Charlottenlund,2920.0,53.0,Bernstorfflund Alle,2800 Lyngby,TjÃ¸rnevej 18,Til aktionÃ¦rerne i ORTH INTERNATIONAL A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-18,2016-02-29,Registreret revisor,orth@pc.dk,120000.0,34047.0,39901923.0,-34047.0,10741092.0,36237414.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,SÃ¸ren Askly,Preben Orth,Preben Ewald Orth,"REVISIONSFIRMAET SÃREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB",ORTH INTERNATIONAL A/S,SÃ¸ren Askly,1355485.0,Charlottenlund,2013-10-01,2014-09-30,934500.0,936288.0,-154047.0,2015-09-30,2014-10-01,265150.0,2016-02-18,Kongens Lyngby,"Selskabet opfylder betingelserne i Ã¥rsregnskabsloven, hvorfor revision er fravalgt for indevÃ¦rende regnskabsÃ¥r samt for det kommende Ã¥r.",1788.0,23602033.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22100150,indberetninger-20180424,2.59278,36237414.0,,2018-03-29T03:59:21.024Z,2016-03-14T13:11:07.146Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-56-KR,2016-03-14T13:11:07.390Z,,,,,,,,,,,,,,,,
36237414,2013-10-01,2014-09-30,c8,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzhiLzBjLzJhL2YxMzUtNDQ1Zi05ZWRjLWI4NDlhMzI0ZmIzOQ.xhtml,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2M0LzEwLzYxNWQtNDY0ZC1iYjhiLTUzMzQ2NjUxN2U5OQ.pdf,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Y0LzdkL2ZkLzBjYWItNDgwMC1iMWYxLTg3OWQ3NTQyZTViOQ.xml,Charlottenlund,2920.0,53.0,Bernstorfflund Alle,2800 Lyngby,TjÃ¸rnevej 18,Til aktionÃ¦rerne i ORTH INTERNATIONAL A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-18,2016-02-29,Registreret revisor,orth@pc.dk,,,39901923.0,,10741092.0,36237414.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,SÃ¸ren Askly,Preben Orth,Preben Ewald Orth,"REVISIONSFIRMAET SÃREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB",ORTH INTERNATIONAL A/S,SÃ¸ren Askly,,Charlottenlund,2013-10-01,2014-09-30,934500.0,,,2015-09-30,2014-10-01,,2016-02-18,Kongens Lyngby,"Selskabet opfylder betingelserne i Ã¥rsregnskabsloven, hvorfor revision er fravalgt for indevÃ¦rende regnskabsÃ¥r samt for det kommende Ã¥r.",,23602033.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22100150,indberetninger-20180424,2.59278,36237414.0,,2018-03-29T03:59:21.024Z,2016-03-14T13:11:07.146Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-56-KR,2016-03-14T13:11:07.390Z,,,,,,,,,,,,,,,,
36237414,2014-09-30,2014-09-30,c10,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzhiLzBjLzJhL2YxMzUtNDQ1Zi05ZWRjLWI4NDlhMzI0ZmIzOQ.xhtml,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2M0LzEwLzYxNWQtNDY0ZC1iYjhiLTUzMzQ2NjUxN2U5OQ.pdf,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Y0LzdkL2ZkLzBjYWItNDgwMC1iMWYxLTg3OWQ3NTQyZTViOQ.xml,Charlottenlund,2920.0,53.0,Bernstorfflund Alle,2800 Lyngby,TjÃ¸rnevej 18,Til aktionÃ¦rerne i ORTH INTERNATIONAL A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-18,2016-02-29,Registreret revisor,orth@pc.dk,,,39901923.0,,10741092.0,36237414.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,SÃ¸ren Askly,Preben Orth,Preben Ewald Orth,"REVISIONSFIRMAET SÃREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB",ORTH INTERNATIONAL A/S,SÃ¸ren Askly,,Charlottenlund,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2016-02-18,Kongens Lyngby,"Selskabet opfylder betingelserne i Ã¥rsregnskabsloven, hvorfor revision er fravalgt for indevÃ¦rende regnskabsÃ¥r samt for det kommende Ã¥r.",,23602033.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22100150,indberetninger-20180424,2.59278,36237414.0,,2018-03-29T03:59:21.024Z,2016-03-14T13:11:07.146Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-56-KR,2016-03-14T13:11:07.390Z,11883012.0,620194.0,1500000.0,11883012.0,7735757.0,11883012.0,4147255.0,11150873.0,4147255.0,85571.0,6235757.0,11150873.0,4147255.0,111945.0,26374.0,
36237414,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzhiLzBjLzJhL2YxMzUtNDQ1Zi05ZWRjLWI4NDlhMzI0ZmIzOQ.xhtml,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2M0LzEwLzYxNWQtNDY0ZC1iYjhiLTUzMzQ2NjUxN2U5OQ.pdf,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Y0LzdkL2ZkLzBjYWItNDgwMC1iMWYxLTg3OWQ3NTQyZTViOQ.xml,Charlottenlund,2920.0,53.0,Bernstorfflund Alle,2800 Lyngby,TjÃ¸rnevej 18,Til aktionÃ¦rerne i ORTH INTERNATIONAL A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-18,2016-02-29,Registreret revisor,orth@pc.dk,120000.0,36727.0,39901923.0,-36727.0,10741092.0,36237414.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,SÃ¸ren Askly,Preben Orth,Preben Ewald Orth,"REVISIONSFIRMAET SÃREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB",ORTH INTERNATIONAL A/S,SÃ¸ren Askly,219462.0,Charlottenlund,2013-10-01,2014-09-30,-122707.0,-118237.0,-156727.0,2015-09-30,2014-10-01,180972.0,2016-02-18,Kongens Lyngby,"Selskabet opfylder betingelserne i Ã¥rsregnskabsloven, hvorfor revision er fravalgt for indevÃ¦rende regnskabsÃ¥r samt for det kommende Ã¥r.",4470.0,23602033.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22100150,indberetninger-20180424,2.59278,36237414.0,,2018-03-29T03:59:21.024Z,2016-03-14T13:11:07.146Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-56-KR,2016-03-14T13:11:07.390Z,,,,,,,,,,,,,,,,
36237414,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzhiLzBjLzJhL2YxMzUtNDQ1Zi05ZWRjLWI4NDlhMzI0ZmIzOQ.xhtml,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2M0LzEwLzYxNWQtNDY0ZC1iYjhiLTUzMzQ2NjUxN2U5OQ.pdf,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Y0LzdkL2ZkLzBjYWItNDgwMC1iMWYxLTg3OWQ3NTQyZTViOQ.xml,Charlottenlund,2920.0,53.0,Bernstorfflund Alle,2800 Lyngby,TjÃ¸rnevej 18,Til aktionÃ¦rerne i ORTH INTERNATIONAL A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-18,2016-02-29,Registreret revisor,orth@pc.dk,,,39901923.0,,10741092.0,36237414.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,SÃ¸ren Askly,Preben Orth,Preben Ewald Orth,"REVISIONSFIRMAET SÃREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB",ORTH INTERNATIONAL A/S,SÃ¸ren Askly,,Charlottenlund,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2016-02-18,Kongens Lyngby,"Selskabet opfylder betingelserne i Ã¥rsregnskabsloven, hvorfor revision er fravalgt for indevÃ¦rende regnskabsÃ¥r samt for det kommende Ã¥r.",,23602033.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22100150,indberetninger-20180424,2.59278,36237414.0,,2018-03-29T03:59:21.024Z,2016-03-14T13:11:07.146Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-56-KR,2016-03-14T13:11:07.390Z,,,,,,,,,,,,,,,,
36237414,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzhiLzBjLzJhL2YxMzUtNDQ1Zi05ZWRjLWI4NDlhMzI0ZmIzOQ.xhtml,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2M0LzEwLzYxNWQtNDY0ZC1iYjhiLTUzMzQ2NjUxN2U5OQ.pdf,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Y0LzdkL2ZkLzBjYWItNDgwMC1iMWYxLTg3OWQ3NTQyZTViOQ.xml,Charlottenlund,2920.0,53.0,Bernstorfflund Alle,2800 Lyngby,TjÃ¸rnevej 18,Til aktionÃ¦rerne i ORTH INTERNATIONAL A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-18,2016-02-29,Registreret revisor,orth@pc.dk,,,39901923.0,,10741092.0,36237414.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,SÃ¸ren Askly,Preben Orth,Preben Ewald Orth,"REVISIONSFIRMAET SÃREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB",ORTH INTERNATIONAL A/S,SÃ¸ren Askly,,Charlottenlund,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2016-02-18,Kongens Lyngby,"Selskabet opfylder betingelserne i Ã¥rsregnskabsloven, hvorfor revision er fravalgt for indevÃ¦rende regnskabsÃ¥r samt for det kommende Ã¥r.",,23602033.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22100150,indberetninger-20180424,2.59278,36237414.0,,2018-03-29T03:59:21.024Z,2016-03-14T13:11:07.146Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-56-KR,2016-03-14T13:11:07.390Z,,,,,,,,,,,,,,,,Preben Ewald Orth
36237414,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzhiLzBjLzJhL2YxMzUtNDQ1Zi05ZWRjLWI4NDlhMzI0ZmIzOQ.xhtml,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2M0LzEwLzYxNWQtNDY0ZC1iYjhiLTUzMzQ2NjUxN2U5OQ.pdf,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Y0LzdkL2ZkLzBjYWItNDgwMC1iMWYxLTg3OWQ3NTQyZTViOQ.xml,Charlottenlund,2920.0,53.0,Bernstorfflund Alle,2800 Lyngby,TjÃ¸rnevej 18,Til aktionÃ¦rerne i ORTH INTERNATIONAL A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-18,2016-02-29,Registreret revisor,orth@pc.dk,,,39901923.0,,10741092.0,36237414.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,SÃ¸ren Askly,Preben Orth,Preben Ewald Orth,"REVISIONSFIRMAET SÃREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB",ORTH INTERNATIONAL A/S,SÃ¸ren Askly,,Charlottenlund,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2016-02-18,Kongens Lyngby,"Selskabet opfylder betingelserne i Ã¥rsregnskabsloven, hvorfor revision er fravalgt for indevÃ¦rende regnskabsÃ¥r samt for det kommende Ã¥r.",,23602033.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22100150,indberetninger-20180424,2.59278,36237414.0,,2018-03-29T03:59:21.024Z,2016-03-14T13:11:07.146Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-56-KR,2016-03-14T13:11:07.390Z,,,,,,,,,,,,,,,,Anne Margrethe Arnfred
36237414,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzhiLzBjLzJhL2YxMzUtNDQ1Zi05ZWRjLWI4NDlhMzI0ZmIzOQ.xhtml,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2M0LzEwLzYxNWQtNDY0ZC1iYjhiLTUzMzQ2NjUxN2U5OQ.pdf,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Y0LzdkL2ZkLzBjYWItNDgwMC1iMWYxLTg3OWQ3NTQyZTViOQ.xml,Charlottenlund,2920.0,53.0,Bernstorfflund Alle,2800 Lyngby,TjÃ¸rnevej 18,Til aktionÃ¦rerne i ORTH INTERNATIONAL A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-18,2016-02-29,Registreret revisor,orth@pc.dk,,,39901923.0,,10741092.0,36237414.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,SÃ¸ren Askly,Preben Orth,Preben Ewald Orth,"REVISIONSFIRMAET SÃREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB",ORTH INTERNATIONAL A/S,SÃ¸ren Askly,,Charlottenlund,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2016-02-18,Kongens Lyngby,"Selskabet opfylder betingelserne i Ã¥rsregnskabsloven, hvorfor revision er fravalgt for indevÃ¦rende regnskabsÃ¥r samt for det kommende Ã¥r.",,23602033.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22100150,indberetninger-20180424,2.59278,36237414.0,,2018-03-29T03:59:21.024Z,2016-03-14T13:11:07.146Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-56-KR,2016-03-14T13:11:07.390Z,,,,,,,,,,,,,,,,Ciara Cornelia Marie Arnfred Andersen Carton
36237414,2014-10-01,2015-09-30,c5,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzhiLzBjLzJhL2YxMzUtNDQ1Zi05ZWRjLWI4NDlhMzI0ZmIzOQ.xhtml,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2M0LzEwLzYxNWQtNDY0ZC1iYjhiLTUzMzQ2NjUxN2U5OQ.pdf,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Y0LzdkL2ZkLzBjYWItNDgwMC1iMWYxLTg3OWQ3NTQyZTViOQ.xml,Charlottenlund,2920.0,53.0,Bernstorfflund Alle,2800 Lyngby,TjÃ¸rnevej 18,Til aktionÃ¦rerne i ORTH INTERNATIONAL A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-18,2016-02-29,Registreret revisor,orth@pc.dk,,,39901923.0,,10741092.0,36237414.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,SÃ¸ren Askly,Preben Orth,Preben Ewald Orth,"REVISIONSFIRMAET SÃREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB",ORTH INTERNATIONAL A/S,SÃ¸ren Askly,,Charlottenlund,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2016-02-18,Kongens Lyngby,"Selskabet opfylder betingelserne i Ã¥rsregnskabsloven, hvorfor revision er fravalgt for indevÃ¦rende regnskabsÃ¥r samt for det kommende Ã¥r.",,23602033.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22100150,indberetninger-20180424,2.59278,36237414.0,,2018-03-29T03:59:21.024Z,2016-03-14T13:11:07.146Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-56-KR,2016-03-14T13:11:07.390Z,,,,,,,,,,,,,,,,
36237414,2014-10-01,2015-09-30,c7,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzhiLzBjLzJhL2YxMzUtNDQ1Zi05ZWRjLWI4NDlhMzI0ZmIzOQ.xhtml,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzIyL2M0LzEwLzYxNWQtNDY0ZC1iYjhiLTUzMzQ2NjUxN2U5OQ.pdf,http://regnskaber.virk.dk/41473263/ZG9rdW1lbnRsYWdlcjovLzAzL2FiL2Y0LzdkL2ZkLzBjYWItNDgwMC1iMWYxLTg3OWQ3NTQyZTViOQ.xml,Charlottenlund,2920.0,53.0,Bernstorfflund Alle,2800 Lyngby,TjÃ¸rnevej 18,Til aktionÃ¦rerne i ORTH INTERNATIONAL A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-18,2016-02-29,Registreret revisor,orth@pc.dk,,,39901923.0,,10741092.0,36237414.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,SÃ¸ren Askly,Preben Orth,Preben Ewald Orth,"REVISIONSFIRMAET SÃREN ASKLY, REGISTRERET REVISIONSANPARTSSELSKAB",ORTH INTERNATIONAL A/S,SÃ¸ren Askly,,Charlottenlund,2013-10-01,2014-09-30,-122707.0,,,2015-09-30,2014-10-01,,2016-02-18,Kongens Lyngby,"Selskabet opfylder betingelserne i Ã¥rsregnskabsloven, hvorfor revision er fravalgt for indevÃ¦rende regnskabsÃ¥r samt for det kommende Ã¥r.",,23602033.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22100150,indberetninger-20180424,2.59278,36237414.0,,2018-03-29T03:59:21.024Z,2016-03-14T13:11:07.146Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AQ-56-KR,2016-03-14T13:11:07.390Z,,,,,,,,,,,,,,,,
