entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AdditionsToPropertyPlantAndEquipment,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PropertyPlantAndEquipmentGross,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
27457630,2013-10-01,2013-10-01,c720,,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgyLzQ0Lzg1L2MwOGUtNGY3NC04MWI3LWZiZmE4MWRmZTU0OA.pdf,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I3LzI3LzFmLzY3YzEtNGM0OS1hOTc3LTE2N2FiNTk5OWM2NA.xml,19200.0,1370160.0,Lemvig,7620.0,14.0,Fjordbakken,"7620, Lemvig","Andrupsgade, 7",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-20,19200.0,200000.0,27457630.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for Poul Erik JÃ¸rgensen Holding ApS.,Ãrsrapport,0.0,6616.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen Holding ApS,"VESTJYSK REVISION, statsautoriseret revisionsaktieselskab",Lemvig,1370160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-20,Lemvig,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 20. november 2015 beslutning om, at Ã¥rsregnskabet for 2015/16 og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21738113,indberetninger-20180424,2.5117279999999997,27457630.0,,2018-03-30T18:53:23.277Z,2015-12-03T10:45:28.728Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-94-VA,2015-12-03T10:45:28.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27457630,2013-10-01,2013-10-01,c741,,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgyLzQ0Lzg1L2MwOGUtNGY3NC04MWI3LWZiZmE4MWRmZTU0OA.pdf,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I3LzI3LzFmLzY3YzEtNGM0OS1hOTc3LTE2N2FiNTk5OWM2NA.xml,19200.0,1370160.0,Lemvig,7620.0,14.0,Fjordbakken,"7620, Lemvig","Andrupsgade, 7",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-20,19200.0,4954077.0,27457630.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for Poul Erik JÃ¸rgensen Holding ApS.,Ãrsrapport,0.0,6616.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen Holding ApS,"VESTJYSK REVISION, statsautoriseret revisionsaktieselskab",Lemvig,1370160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-20,Lemvig,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 20. november 2015 beslutning om, at Ã¥rsregnskabet for 2015/16 og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21738113,indberetninger-20180424,2.5117279999999997,27457630.0,,2018-03-30T18:53:23.277Z,2015-12-03T10:45:28.728Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-94-VA,2015-12-03T10:45:28.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27457630,2013-10-01,2013-10-01,c744,,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgyLzQ0Lzg1L2MwOGUtNGY3NC04MWI3LWZiZmE4MWRmZTU0OA.pdf,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I3LzI3LzFmLzY3YzEtNGM0OS1hOTc3LTE2N2FiNTk5OWM2NA.xml,19200.0,1370160.0,Lemvig,7620.0,14.0,Fjordbakken,"7620, Lemvig","Andrupsgade, 7",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-20,19200.0,1600000.0,27457630.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for Poul Erik JÃ¸rgensen Holding ApS.,Ãrsrapport,0.0,6616.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen Holding ApS,"VESTJYSK REVISION, statsautoriseret revisionsaktieselskab",Lemvig,1370160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-20,Lemvig,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 20. november 2015 beslutning om, at Ã¥rsregnskabet for 2015/16 og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21738113,indberetninger-20180424,2.5117279999999997,27457630.0,,2018-03-30T18:53:23.277Z,2015-12-03T10:45:28.728Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-94-VA,2015-12-03T10:45:28.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27457630,2013-10-01,2014-09-30,c109,,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgyLzQ0Lzg1L2MwOGUtNGY3NC04MWI3LWZiZmE4MWRmZTU0OA.pdf,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I3LzI3LzFmLzY3YzEtNGM0OS1hOTc3LTE2N2FiNTk5OWM2NA.xml,19200.0,1370160.0,Lemvig,7620.0,14.0,Fjordbakken,"7620, Lemvig","Andrupsgade, 7",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-20,19200.0,,27457630.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for Poul Erik JÃ¸rgensen Holding ApS.,Ãrsrapport,0.0,6616.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen Holding ApS,"VESTJYSK REVISION, statsautoriseret revisionsaktieselskab",Lemvig,1370160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-20,Lemvig,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 20. november 2015 beslutning om, at Ã¥rsregnskabet for 2015/16 og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21738113,indberetninger-20180424,2.5117279999999997,27457630.0,,2018-03-30T18:53:23.277Z,2015-12-03T10:45:28.728Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-94-VA,2015-12-03T10:45:28.940Z,1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27457630,2013-10-01,2014-09-30,c123,,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgyLzQ0Lzg1L2MwOGUtNGY3NC04MWI3LWZiZmE4MWRmZTU0OA.pdf,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I3LzI3LzFmLzY3YzEtNGM0OS1hOTc3LTE2N2FiNTk5OWM2NA.xml,19200.0,1370160.0,Lemvig,7620.0,14.0,Fjordbakken,"7620, Lemvig","Andrupsgade, 7",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-20,19200.0,,27457630.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for Poul Erik JÃ¸rgensen Holding ApS.,Ãrsrapport,0.0,6616.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen Holding ApS,"VESTJYSK REVISION, statsautoriseret revisionsaktieselskab",Lemvig,1370160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-20,Lemvig,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 20. november 2015 beslutning om, at Ã¥rsregnskabet for 2015/16 og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21738113,indberetninger-20180424,2.5117279999999997,27457630.0,,2018-03-30T18:53:23.277Z,2015-12-03T10:45:28.728Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-94-VA,2015-12-03T10:45:28.940Z,-922399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27457630,2013-10-01,2014-09-30,c3,,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgyLzQ0Lzg1L2MwOGUtNGY3NC04MWI3LWZiZmE4MWRmZTU0OA.pdf,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I3LzI3LzFmLzY3YzEtNGM0OS1hOTc3LTE2N2FiNTk5OWM2NA.xml,19200.0,1370160.0,Lemvig,7620.0,14.0,Fjordbakken,"7620, Lemvig","Andrupsgade, 7",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-20,19200.0,,27457630.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for Poul Erik JÃ¸rgensen Holding ApS.,Ãrsrapport,0.0,6616.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen Holding ApS,"VESTJYSK REVISION, statsautoriseret revisionsaktieselskab",Lemvig,1370160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-20,Lemvig,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 20. november 2015 beslutning om, at Ã¥rsregnskabet for 2015/16 og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21738113,indberetninger-20180424,2.5117279999999997,27457630.0,,2018-03-30T18:53:23.277Z,2015-12-03T10:45:28.728Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-94-VA,2015-12-03T10:45:28.940Z,677601.0,0.0,-70465.0,93304.0,1061454.0,897685.0,-70465.0,220084.0,,,,,,,,,,,,,,,,,,,,,,,,,
27457630,2013-10-01,2014-09-30,c742,,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgyLzQ0Lzg1L2MwOGUtNGY3NC04MWI3LWZiZmE4MWRmZTU0OA.pdf,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I3LzI3LzFmLzY3YzEtNGM0OS1hOTc3LTE2N2FiNTk5OWM2NA.xml,19200.0,1370160.0,Lemvig,7620.0,14.0,Fjordbakken,"7620, Lemvig","Andrupsgade, 7",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-20,19200.0,,27457630.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for Poul Erik JÃ¸rgensen Holding ApS.,Ãrsrapport,0.0,6616.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen Holding ApS,"VESTJYSK REVISION, statsautoriseret revisionsaktieselskab",Lemvig,1370160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-20,Lemvig,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 20. november 2015 beslutning om, at Ã¥rsregnskabet for 2015/16 og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21738113,indberetninger-20180424,2.5117279999999997,27457630.0,,2018-03-30T18:53:23.277Z,2015-12-03T10:45:28.728Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-94-VA,2015-12-03T10:45:28.940Z,-922399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27457630,2013-10-01,2014-09-30,c745,,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgyLzQ0Lzg1L2MwOGUtNGY3NC04MWI3LWZiZmE4MWRmZTU0OA.pdf,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I3LzI3LzFmLzY3YzEtNGM0OS1hOTc3LTE2N2FiNTk5OWM2NA.xml,19200.0,1370160.0,Lemvig,7620.0,14.0,Fjordbakken,"7620, Lemvig","Andrupsgade, 7",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-20,19200.0,,27457630.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for Poul Erik JÃ¸rgensen Holding ApS.,Ãrsrapport,0.0,6616.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen Holding ApS,"VESTJYSK REVISION, statsautoriseret revisionsaktieselskab",Lemvig,1370160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-20,Lemvig,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 20. november 2015 beslutning om, at Ã¥rsregnskabet for 2015/16 og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21738113,indberetninger-20180424,2.5117279999999997,27457630.0,,2018-03-30T18:53:23.277Z,2015-12-03T10:45:28.728Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-94-VA,2015-12-03T10:45:28.940Z,,,,,,,,,1600000.0,1600000.0,,,,,,,,,,,,,,,,,,,,,,,
27457630,2014-09-30,2014-09-30,c4,,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgyLzQ0Lzg1L2MwOGUtNGY3NC04MWI3LWZiZmE4MWRmZTU0OA.pdf,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I3LzI3LzFmLzY3YzEtNGM0OS1hOTc3LTE2N2FiNTk5OWM2NA.xml,19200.0,1370160.0,Lemvig,7620.0,14.0,Fjordbakken,"7620, Lemvig","Andrupsgade, 7",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-20,19200.0,5831678.0,27457630.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for Poul Erik JÃ¸rgensen Holding ApS.,Ãrsrapport,0.0,6616.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen Holding ApS,"VESTJYSK REVISION, statsautoriseret revisionsaktieselskab",Lemvig,1370160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-20,Lemvig,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 20. november 2015 beslutning om, at Ã¥rsregnskabet for 2015/16 og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21738113,indberetninger-20180424,2.5117279999999997,27457630.0,,2018-03-30T18:53:23.277Z,2015-12-03T10:45:28.728Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-94-VA,2015-12-03T10:45:28.940Z,,,,,,,,,,,6533039.0,535909.0,200000.0,6533039.0,0.0,0.0,6533039.0,701361.0,0.0,0.0,0.0,5996739.0,502998.0,391.0,0.0,1600000.0,4031678.0,5996739.0,701361.0,0.0,391.0,198363.0,0.0
27457630,2014-09-30,2014-09-30,c722,,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgyLzQ0Lzg1L2MwOGUtNGY3NC04MWI3LWZiZmE4MWRmZTU0OA.pdf,http://regnskaber.virk.dk/03675472/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I3LzI3LzFmLzY3YzEtNGM0OS1hOTc3LTE2N2FiNTk5OWM2NA.xml,19200.0,1370160.0,Lemvig,7620.0,14.0,Fjordbakken,"7620, Lemvig","Andrupsgade, 7",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-20,2015-11-20,2015-11-20,19200.0,200000.0,27457630.0,12292511.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for Poul Erik JÃ¸rgensen Holding ApS.,Ãrsrapport,0.0,6616.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen,Poul Erik JÃ¸rgensen Holding ApS,"VESTJYSK REVISION, statsautoriseret revisionsaktieselskab",Lemvig,1370160.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-11-20,Lemvig,"Der trÃ¦ffes pÃ¥ generalforsamlingen den 20. november 2015 beslutning om, at Ã¥rsregnskabet for 2015/16 og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21738113,indberetninger-20180424,2.5117279999999997,27457630.0,,2018-03-30T18:53:23.277Z,2015-12-03T10:45:28.728Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AK-94-VA,2015-12-03T10:45:28.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
