entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,PropertyPlantAndEquipmentGross,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
29816360,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2M4Lzk2LzQxL2U2NDktNDY5Ni04NzY4LTA0YWVhOWQxNjE3Zg.pdf,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzZmL2M4L2E0L2M2OWYtNDAwZS05NzFlLTk0ZDBhYTI5ZGJjNA.xml,15131.0,2134804.0,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Nyborg,5800.0,25.0,Langelandsvej,"8960, Randers SÃ","Tronholmen, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-11,2017-05-11,2009-02-12,2017-05-18,15131.0,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til ejendommens drift og administration.,randers@kvistjensen.dk,125000.0,36717785.0,29816360.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for TB Ejendomme ApS.,Ãrsrapport,0.0,60000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Bertel Dorph,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",TB Ejendomme ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nyborg,2015-01-01,2015-12-31,2134804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-05-11,Randers SÃ,86 41 21 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23913374,indberetninger-20180424,2.5118535,29816360,,2018-03-28T05:17:08.177Z,2017-05-22T13:12:14.955Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-77-RD,2017-05-22T13:12:15.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29816360,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2M4Lzk2LzQxL2U2NDktNDY5Ni04NzY4LTA0YWVhOWQxNjE3Zg.pdf,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzZmL2M4L2E0L2M2OWYtNDAwZS05NzFlLTk0ZDBhYTI5ZGJjNA.xml,15131.0,2134804.0,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Nyborg,5800.0,25.0,Langelandsvej,"8960, Randers SÃ","Tronholmen, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-11,2017-05-11,2009-02-12,2017-05-18,15131.0,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til ejendommens drift og administration.,randers@kvistjensen.dk,-206104.0,36717785.0,29816360.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for TB Ejendomme ApS.,Ãrsrapport,0.0,60000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Bertel Dorph,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",TB Ejendomme ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nyborg,2015-01-01,2015-12-31,2134804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-05-11,Randers SÃ,86 41 21 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23913374,indberetninger-20180424,2.5118535,29816360,,2018-03-28T05:17:08.177Z,2017-05-22T13:12:14.955Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-77-RD,2017-05-22T13:12:15.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29816360,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2M4Lzk2LzQxL2U2NDktNDY5Ni04NzY4LTA0YWVhOWQxNjE3Zg.pdf,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzZmL2M4L2E0L2M2OWYtNDAwZS05NzFlLTk0ZDBhYTI5ZGJjNA.xml,15131.0,2134804.0,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Nyborg,5800.0,25.0,Langelandsvej,"8960, Randers SÃ","Tronholmen, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-11,2017-05-11,2009-02-12,2017-05-18,15131.0,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til ejendommens drift og administration.,randers@kvistjensen.dk,,36717785.0,29816360.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for TB Ejendomme ApS.,Ãrsrapport,0.0,60000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Bertel Dorph,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",TB Ejendomme ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nyborg,2015-01-01,2015-12-31,2134804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-05-11,Randers SÃ,86 41 21 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23913374,indberetninger-20180424,2.5118535,29816360,,2018-03-28T05:17:08.177Z,2017-05-22T13:12:14.955Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-77-RD,2017-05-22T13:12:15.132Z,82167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29816360,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2M4Lzk2LzQxL2U2NDktNDY5Ni04NzY4LTA0YWVhOWQxNjE3Zg.pdf,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzZmL2M4L2E0L2M2OWYtNDAwZS05NzFlLTk0ZDBhYTI5ZGJjNA.xml,15131.0,2134804.0,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Nyborg,5800.0,25.0,Langelandsvej,"8960, Randers SÃ","Tronholmen, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-11,2017-05-11,2009-02-12,2017-05-18,15131.0,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til ejendommens drift og administration.,randers@kvistjensen.dk,,36717785.0,29816360.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for TB Ejendomme ApS.,Ãrsrapport,0.0,60000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Bertel Dorph,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",TB Ejendomme ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nyborg,2015-01-01,2015-12-31,2134804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-05-11,Randers SÃ,86 41 21 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23913374,indberetninger-20180424,2.5118535,29816360,,2018-03-28T05:17:08.177Z,2017-05-22T13:12:14.955Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-77-RD,2017-05-22T13:12:15.132Z,82167.0,0.0,-3563.0,2438.0,2438.0,65000.0,0.0,58999.0,-3563.0,-23168.0,,,,,,,,,,,,,,,,,,,,,,
29816360,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2M4Lzk2LzQxL2U2NDktNDY5Ni04NzY4LTA0YWVhOWQxNjE3Zg.pdf,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzZmL2M4L2E0L2M2OWYtNDAwZS05NzFlLTk0ZDBhYTI5ZGJjNA.xml,15131.0,2134804.0,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Nyborg,5800.0,25.0,Langelandsvej,"8960, Randers SÃ","Tronholmen, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-11,2017-05-11,2009-02-12,2017-05-18,15131.0,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til ejendommens drift og administration.,randers@kvistjensen.dk,,36717785.0,29816360.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for TB Ejendomme ApS.,Ãrsrapport,0.0,60000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Bertel Dorph,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",TB Ejendomme ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nyborg,2015-01-01,2015-12-31,2134804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-05-11,Randers SÃ,86 41 21 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23913374,indberetninger-20180424,2.5118535,29816360,,2018-03-28T05:17:08.177Z,2017-05-22T13:12:14.955Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-77-RD,2017-05-22T13:12:15.132Z,82167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29816360,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2M4Lzk2LzQxL2U2NDktNDY5Ni04NzY4LTA0YWVhOWQxNjE3Zg.pdf,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzZmL2M4L2E0L2M2OWYtNDAwZS05NzFlLTk0ZDBhYTI5ZGJjNA.xml,15131.0,2134804.0,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Nyborg,5800.0,25.0,Langelandsvej,"8960, Randers SÃ","Tronholmen, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-11,2017-05-11,2009-02-12,2017-05-18,15131.0,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til ejendommens drift og administration.,randers@kvistjensen.dk,1063.0,36717785.0,29816360.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for TB Ejendomme ApS.,Ãrsrapport,0.0,60000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Bertel Dorph,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",TB Ejendomme ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nyborg,2015-01-01,2015-12-31,2134804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-05-11,Randers SÃ,86 41 21 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23913374,indberetninger-20180424,2.5118535,29816360,,2018-03-28T05:17:08.177Z,2017-05-22T13:12:14.955Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-77-RD,2017-05-22T13:12:15.132Z,,,,,,,,,,,23168.0,125000.0,23168.0,21734.0,0.0,23168.0,22105.0,0.0,0.0,0.0,1.0,0.0,0.0,-123937.0,0.0,22105.0,0.0,19104.0,23168.0,1434.0,3000.0,
29816360,2015-12-31,2015-12-31,c722,,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2M4Lzk2LzQxL2U2NDktNDY5Ni04NzY4LTA0YWVhOWQxNjE3Zg.pdf,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzZmL2M4L2E0L2M2OWYtNDAwZS05NzFlLTk0ZDBhYTI5ZGJjNA.xml,15131.0,2134804.0,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Nyborg,5800.0,25.0,Langelandsvej,"8960, Randers SÃ","Tronholmen, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-11,2017-05-11,2009-02-12,2017-05-18,15131.0,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til ejendommens drift og administration.,randers@kvistjensen.dk,125000.0,36717785.0,29816360.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for TB Ejendomme ApS.,Ãrsrapport,0.0,60000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Bertel Dorph,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",TB Ejendomme ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nyborg,2015-01-01,2015-12-31,2134804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-05-11,Randers SÃ,86 41 21 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23913374,indberetninger-20180424,2.5118535,29816360,,2018-03-28T05:17:08.177Z,2017-05-22T13:12:14.955Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-77-RD,2017-05-22T13:12:15.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29816360,2015-12-31,2015-12-31,c743,,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2M4Lzk2LzQxL2U2NDktNDY5Ni04NzY4LTA0YWVhOWQxNjE3Zg.pdf,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzZmL2M4L2E0L2M2OWYtNDAwZS05NzFlLTk0ZDBhYTI5ZGJjNA.xml,15131.0,2134804.0,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Nyborg,5800.0,25.0,Langelandsvej,"8960, Randers SÃ","Tronholmen, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-11,2017-05-11,2009-02-12,2017-05-18,15131.0,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til ejendommens drift og administration.,randers@kvistjensen.dk,-123937.0,36717785.0,29816360.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for TB Ejendomme ApS.,Ãrsrapport,0.0,60000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Bertel Dorph,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",TB Ejendomme ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nyborg,2015-01-01,2015-12-31,2134804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-05-11,Randers SÃ,86 41 21 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23913374,indberetninger-20180424,2.5118535,29816360,,2018-03-28T05:17:08.177Z,2017-05-22T13:12:14.955Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-77-RD,2017-05-22T13:12:15.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29816360,2016-01-01,2016-01-01,c181,,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2M4Lzk2LzQxL2U2NDktNDY5Ni04NzY4LTA0YWVhOWQxNjE3Zg.pdf,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzZmL2M4L2E0L2M2OWYtNDAwZS05NzFlLTk0ZDBhYTI5ZGJjNA.xml,15131.0,2134804.0,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Nyborg,5800.0,25.0,Langelandsvej,"8960, Randers SÃ","Tronholmen, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-11,2017-05-11,2009-02-12,2017-05-18,15131.0,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til ejendommens drift og administration.,randers@kvistjensen.dk,125000.0,36717785.0,29816360.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for TB Ejendomme ApS.,Ãrsrapport,0.0,60000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Bertel Dorph,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",TB Ejendomme ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nyborg,2015-01-01,2015-12-31,2134804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-05-11,Randers SÃ,86 41 21 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23913374,indberetninger-20180424,2.5118535,29816360,,2018-03-28T05:17:08.177Z,2017-05-22T13:12:14.955Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-77-RD,2017-05-22T13:12:15.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29816360,2016-01-01,2016-01-01,c199,,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2M4Lzk2LzQxL2U2NDktNDY5Ni04NzY4LTA0YWVhOWQxNjE3Zg.pdf,http://regnskaber.virk.dk/06361892/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzZmL2M4L2E0L2M2OWYtNDAwZS05NzFlLTk0ZDBhYTI5ZGJjNA.xml,15131.0,2134804.0,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Nyborg,5800.0,25.0,Langelandsvej,"8960, Randers SÃ","Tronholmen, 3",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-11,2017-05-11,2009-02-12,2017-05-18,15131.0,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til ejendommens drift og administration.,randers@kvistjensen.dk,-123936.0,36717785.0,29816360.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2016 for TB Ejendomme ApS.,Ãrsrapport,0.0,60000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Bertel Dorph,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",TB Ejendomme ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Nyborg,2015-01-01,2015-12-31,2134804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-05-11,Randers SÃ,86 41 21 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23913374,indberetninger-20180424,2.5118535,29816360,,2018-03-28T05:17:08.177Z,2017-05-22T13:12:14.955Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-77-RD,2017-05-22T13:12:15.132Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
