entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
33066910,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVhLzg2LzIxLzlhMWYtNGM0Yi1hMDNiLWRmZTQyODA2YzFjNQ.xhtml,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzlkLzIyLzNkL2Y4YWUtNGY4Yy1iMzUwLTc4MzhhMjYxNjI4Ng.pdf,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzc4LzA1LzRjL2JlZDktNDRmMC05YjJmLWI3YjM3NDgzZDQxYg.xml,true,Danmark,DK,Dalmose,4261.0,50.0,Hovedgaden,Slagelse,4200.0,2.0,Klingeberg,Slagelse,4200.0,11.0,Danasvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i TSvendsen Holding ApS,4687.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-04-21,2016-04-28,Godkendt revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",33415.0,33066910.0,1001077825.0,33415.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Dennis Malle,Thomas Svendsen,Thomas Michael Svendsen,Spar Nord,TSVENDSEN HOLDING ApS,DM Revisionsfirma af 1993,Slagelse,2014-01-01,2014-12-31,28728.0,28728.0,28728.0,2015-12-31,2015-01-01,true,false,2016-04-21,Dalmose,0.0,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22297816,indberetninger-20180424,2.59278,33066910.0,,2018-03-28T14:56:49.354Z,2016-05-02T06:16:06.816Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-66-MJ,2016-05-02T06:16:06.996Z,,,,,,,,,,,,,,,,
33066910,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVhLzg2LzIxLzlhMWYtNGM0Yi1hMDNiLWRmZTQyODA2YzFjNQ.xhtml,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzlkLzIyLzNkL2Y4YWUtNGY4Yy1iMzUwLTc4MzhhMjYxNjI4Ng.pdf,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzc4LzA1LzRjL2JlZDktNDRmMC05YjJmLWI3YjM3NDgzZDQxYg.xml,true,Danmark,DK,Dalmose,4261.0,50.0,Hovedgaden,Slagelse,4200.0,2.0,Klingeberg,Slagelse,4200.0,11.0,Danasvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i TSvendsen Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-04-21,2016-04-28,Godkendt revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,33066910.0,1001077825.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Dennis Malle,Thomas Svendsen,Thomas Michael Svendsen,Spar Nord,TSVENDSEN HOLDING ApS,DM Revisionsfirma af 1993,Slagelse,2014-01-01,2014-12-31,33415.0,,,2015-12-31,2015-01-01,true,false,2016-04-21,Dalmose,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22297816,indberetninger-20180424,2.59278,33066910.0,,2018-03-28T14:56:49.354Z,2016-05-02T06:16:06.816Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-66-MJ,2016-05-02T06:16:06.996Z,,,,,,,,,,,,,,,,
33066910,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVhLzg2LzIxLzlhMWYtNGM0Yi1hMDNiLWRmZTQyODA2YzFjNQ.xhtml,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzlkLzIyLzNkL2Y4YWUtNGY4Yy1iMzUwLTc4MzhhMjYxNjI4Ng.pdf,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzc4LzA1LzRjL2JlZDktNDRmMC05YjJmLWI3YjM3NDgzZDQxYg.xml,true,Danmark,DK,Dalmose,4261.0,50.0,Hovedgaden,Slagelse,4200.0,2.0,Klingeberg,Slagelse,4200.0,11.0,Danasvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i TSvendsen Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-04-21,2016-04-28,Godkendt revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,33066910.0,1001077825.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Dennis Malle,Thomas Svendsen,Thomas Michael Svendsen,Spar Nord,TSVENDSEN HOLDING ApS,DM Revisionsfirma af 1993,Slagelse,2014-01-01,2014-12-31,-4687.0,,,2015-12-31,2015-01-01,true,false,2016-04-21,Dalmose,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22297816,indberetninger-20180424,2.59278,33066910.0,,2018-03-28T14:56:49.354Z,2016-05-02T06:16:06.816Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-66-MJ,2016-05-02T06:16:06.996Z,,,,,,,,,,,,,,,,
33066910,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVhLzg2LzIxLzlhMWYtNGM0Yi1hMDNiLWRmZTQyODA2YzFjNQ.xhtml,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzlkLzIyLzNkL2Y4YWUtNGY4Yy1iMzUwLTc4MzhhMjYxNjI4Ng.pdf,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzc4LzA1LzRjL2JlZDktNDRmMC05YjJmLWI3YjM3NDgzZDQxYg.xml,true,Danmark,DK,Dalmose,4261.0,50.0,Hovedgaden,Slagelse,4200.0,2.0,Klingeberg,Slagelse,4200.0,11.0,Danasvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i TSvendsen Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-04-21,2016-04-28,Godkendt revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,33066910.0,1001077825.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Dennis Malle,Thomas Svendsen,Thomas Michael Svendsen,Spar Nord,TSVENDSEN HOLDING ApS,DM Revisionsfirma af 1993,Slagelse,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,true,false,2016-04-21,Dalmose,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22297816,indberetninger-20180424,2.59278,33066910.0,,2018-03-28T14:56:49.354Z,2016-05-02T06:16:06.816Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-66-MJ,2016-05-02T06:16:06.996Z,185249.0,0.0,80000.0,0.0,149327.0,185249.0,35922.0,185249.0,185249.0,185249.0,35922.0,82749.0,-13422.0,35922.0,,
33066910,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVhLzg2LzIxLzlhMWYtNGM0Yi1hMDNiLWRmZTQyODA2YzFjNQ.xhtml,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzlkLzIyLzNkL2Y4YWUtNGY4Yy1iMzUwLTc4MzhhMjYxNjI4Ng.pdf,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzc4LzA1LzRjL2JlZDktNDRmMC05YjJmLWI3YjM3NDgzZDQxYg.xml,true,Danmark,DK,Dalmose,4261.0,50.0,Hovedgaden,Slagelse,4200.0,2.0,Klingeberg,Slagelse,4200.0,11.0,Danasvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i TSvendsen Holding ApS,4063.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-04-21,2016-04-28,Godkendt revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",23483.0,33066910.0,1001077825.0,23483.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Dennis Malle,Thomas Svendsen,Thomas Michael Svendsen,Spar Nord,TSVENDSEN HOLDING ApS,DM Revisionsfirma af 1993,Slagelse,2014-01-01,2014-12-31,19420.0,19420.0,19420.0,2015-12-31,2015-01-01,true,false,2016-04-21,Dalmose,0.0,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22297816,indberetninger-20180424,2.59278,33066910.0,,2018-03-28T14:56:49.354Z,2016-05-02T06:16:06.816Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-66-MJ,2016-05-02T06:16:06.996Z,,,,,,,,,,,,,,,,
33066910,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVhLzg2LzIxLzlhMWYtNGM0Yi1hMDNiLWRmZTQyODA2YzFjNQ.xhtml,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzlkLzIyLzNkL2Y4YWUtNGY4Yy1iMzUwLTc4MzhhMjYxNjI4Ng.pdf,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzc4LzA1LzRjL2JlZDktNDRmMC05YjJmLWI3YjM3NDgzZDQxYg.xml,true,Danmark,DK,Dalmose,4261.0,50.0,Hovedgaden,Slagelse,4200.0,2.0,Klingeberg,Slagelse,4200.0,11.0,Danasvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i TSvendsen Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-04-21,2016-04-28,Godkendt revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,33066910.0,1001077825.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Dennis Malle,Thomas Svendsen,Thomas Michael Svendsen,Spar Nord,TSVENDSEN HOLDING ApS,DM Revisionsfirma af 1993,Slagelse,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,true,false,2016-04-21,Dalmose,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22297816,indberetninger-20180424,2.59278,33066910.0,,2018-03-28T14:56:49.354Z,2016-05-02T06:16:06.816Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-66-MJ,2016-05-02T06:16:06.996Z,,,,,,,,,,,,,,,16315370.0,"DM revisionsfirma af 1993, registreret revisionsvirksomhed"
33066910,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVhLzg2LzIxLzlhMWYtNGM0Yi1hMDNiLWRmZTQyODA2YzFjNQ.xhtml,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzlkLzIyLzNkL2Y4YWUtNGY4Yy1iMzUwLTc4MzhhMjYxNjI4Ng.pdf,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzc4LzA1LzRjL2JlZDktNDRmMC05YjJmLWI3YjM3NDgzZDQxYg.xml,true,Danmark,DK,Dalmose,4261.0,50.0,Hovedgaden,Slagelse,4200.0,2.0,Klingeberg,Slagelse,4200.0,11.0,Danasvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i TSvendsen Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-04-21,2016-04-28,Godkendt revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,33066910.0,1001077825.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Dennis Malle,Thomas Svendsen,Thomas Michael Svendsen,Spar Nord,TSVENDSEN HOLDING ApS,DM Revisionsfirma af 1993,Slagelse,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,true,false,2016-04-21,Dalmose,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22297816,indberetninger-20180424,2.59278,33066910.0,,2018-03-28T14:56:49.354Z,2016-05-02T06:16:06.816Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-66-MJ,2016-05-02T06:16:06.996Z,,,,,,,,,,,,,,,,
33066910,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVhLzg2LzIxLzlhMWYtNGM0Yi1hMDNiLWRmZTQyODA2YzFjNQ.xhtml,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzlkLzIyLzNkL2Y4YWUtNGY4Yy1iMzUwLTc4MzhhMjYxNjI4Ng.pdf,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzc4LzA1LzRjL2JlZDktNDRmMC05YjJmLWI3YjM3NDgzZDQxYg.xml,true,Danmark,DK,Dalmose,4261.0,50.0,Hovedgaden,Slagelse,4200.0,2.0,Klingeberg,Slagelse,4200.0,11.0,Danasvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i TSvendsen Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-04-21,2016-04-28,Godkendt revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,33066910.0,1001077825.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Dennis Malle,Thomas Svendsen,Thomas Michael Svendsen,Spar Nord,TSVENDSEN HOLDING ApS,DM Revisionsfirma af 1993,Slagelse,2014-01-01,2014-12-31,13483.0,,,2015-12-31,2015-01-01,true,false,2016-04-21,Dalmose,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22297816,indberetninger-20180424,2.59278,33066910.0,,2018-03-28T14:56:49.354Z,2016-05-02T06:16:06.816Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-66-MJ,2016-05-02T06:16:06.996Z,,,,,,,,,,,,,,,,
33066910,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVhLzg2LzIxLzlhMWYtNGM0Yi1hMDNiLWRmZTQyODA2YzFjNQ.xhtml,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzlkLzIyLzNkL2Y4YWUtNGY4Yy1iMzUwLTc4MzhhMjYxNjI4Ng.pdf,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzc4LzA1LzRjL2JlZDktNDRmMC05YjJmLWI3YjM3NDgzZDQxYg.xml,true,Danmark,DK,Dalmose,4261.0,50.0,Hovedgaden,Slagelse,4200.0,2.0,Klingeberg,Slagelse,4200.0,11.0,Danasvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i TSvendsen Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-04-21,2016-04-28,Godkendt revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,33066910.0,1001077825.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Dennis Malle,Thomas Svendsen,Thomas Michael Svendsen,Spar Nord,TSVENDSEN HOLDING ApS,DM Revisionsfirma af 1993,Slagelse,2014-01-01,2014-12-31,5937.0,,,2015-12-31,2015-01-01,true,false,2016-04-21,Dalmose,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22297816,indberetninger-20180424,2.59278,33066910.0,,2018-03-28T14:56:49.354Z,2016-05-02T06:16:06.816Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-66-MJ,2016-05-02T06:16:06.996Z,,,,,,,,,,,,,,,,
33066910,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVhLzg2LzIxLzlhMWYtNGM0Yi1hMDNiLWRmZTQyODA2YzFjNQ.xhtml,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzlkLzIyLzNkL2Y4YWUtNGY4Yy1iMzUwLTc4MzhhMjYxNjI4Ng.pdf,http://regnskaber.virk.dk/01966033/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzc4LzA1LzRjL2JlZDktNDRmMC05YjJmLWI3YjM3NDgzZDQxYg.xml,true,Danmark,DK,Dalmose,4261.0,50.0,Hovedgaden,Slagelse,4200.0,2.0,Klingeberg,Slagelse,4200.0,11.0,Danasvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i TSvendsen Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-04-21,2016-04-28,Godkendt revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,33066910.0,1001077825.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Dennis Malle,Thomas Svendsen,Thomas Michael Svendsen,Spar Nord,TSVENDSEN HOLDING ApS,DM Revisionsfirma af 1993,Slagelse,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,true,false,2016-04-21,Dalmose,,false,false,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22297816,indberetninger-20180424,2.59278,33066910.0,,2018-03-28T14:56:49.354Z,2016-05-02T06:16:06.816Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-66-MJ,2016-05-02T06:16:06.996Z,199996.0,1264.0,80000.0,1264.0,168747.0,199996.0,31249.0,198732.0,198732.0,198732.0,31249.0,96232.0,-7485.0,31249.0,,
