entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForDeferredTax,AmortisationOfIntangibleAssets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,IntangibleAssetsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance
26638194,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2ZlLzFkLzg4LzI2N2YtNDA0Yi1hZDg3LTM3ZjE2NWNmMTEwMQ.pdf,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ1L2YwLzBkLzRhMWUtNDVkMy05N2Q0LTQ5OTgxOTAwZWQzMw.xml,true,50000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,2900 Hellerup,Bernstoffsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,-1670.0,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-22,2002-04-15,2017-06-22,0.0,Statsautoriseret revisor,-38060.0,20222670.0,26638194.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JA Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,JÃ¸rn Ahn,JÃ¸rn Ahn,Danske Bank,JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,-12583.0,28431.0,Hellerup,2015-01-01,2015-12-31,-20542.0,-22212.0,-38060.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2016-12-31,2016-01-01,false,2017-06-22,KÃ¸benhavn,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,1670.0,urn:ofk:oid:24285685,indberetninger-20180424,2.5118406,26638194.0,,2018-03-29T17:57:36.312Z,2017-06-23T09:32:51.634Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-90-AL,2017-06-23T09:32:51.787Z,,,,,,,,,,,,,,,,,,,
26638194,2015-01-01,2015-12-31,c179,,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2ZlLzFkLzg4LzI2N2YtNDA0Yi1hZDg3LTM3ZjE2NWNmMTEwMQ.pdf,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ1L2YwLzBkLzRhMWUtNDVkMy05N2Q0LTQ5OTgxOTAwZWQzMw.xml,true,50000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,2900 Hellerup,Bernstoffsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-22,2002-04-15,2017-06-22,,Statsautoriseret revisor,,20222670.0,26638194.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JA Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,JÃ¸rn Ahn,JÃ¸rn Ahn,Danske Bank,JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,2015-01-01,2015-12-31,80000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2016-12-31,2016-01-01,false,2017-06-22,KÃ¸benhavn,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24285685,indberetninger-20180424,2.5118406,26638194.0,,2018-03-29T17:57:36.312Z,2017-06-23T09:32:51.634Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-90-AL,2017-06-23T09:32:51.787Z,,,,,,,,,,,,,,,,,,,
26638194,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2ZlLzFkLzg4LzI2N2YtNDA0Yi1hZDg3LTM3ZjE2NWNmMTEwMQ.pdf,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ1L2YwLzBkLzRhMWUtNDVkMy05N2Q0LTQ5OTgxOTAwZWQzMw.xml,true,50000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,2900 Hellerup,Bernstoffsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-22,2002-04-15,2017-06-22,,Statsautoriseret revisor,,20222670.0,26638194.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JA Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,JÃ¸rn Ahn,JÃ¸rn Ahn,Danske Bank,JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,2015-01-01,2015-12-31,-100542.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2016-12-31,2016-01-01,false,2017-06-22,KÃ¸benhavn,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24285685,indberetninger-20180424,2.5118406,26638194.0,,2018-03-29T17:57:36.312Z,2017-06-23T09:32:51.634Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-90-AL,2017-06-23T09:32:51.787Z,,,,,,,,,,,,,,,,,,,
26638194,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2ZlLzFkLzg4LzI2N2YtNDA0Yi1hZDg3LTM3ZjE2NWNmMTEwMQ.pdf,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ1L2YwLzBkLzRhMWUtNDVkMy05N2Q0LTQ5OTgxOTAwZWQzMw.xml,true,50000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,2900 Hellerup,Bernstoffsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-22,2002-04-15,2017-06-22,,Statsautoriseret revisor,,20222670.0,26638194.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JA Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,JÃ¸rn Ahn,JÃ¸rn Ahn,Danske Bank,JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2016-12-31,2016-01-01,false,2017-06-22,KÃ¸benhavn,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24285685,indberetninger-20180424,2.5118406,26638194.0,,2018-03-29T17:57:36.312Z,2017-06-23T09:32:51.634Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-90-AL,2017-06-23T09:32:51.787Z,330000.0,125000.0,187054.0,250000.0,250000.0,330000.0,142946.0,250000.0,1.0,90977.0,80000.0,62054.0,51969.0,142946.0,80000.0,,,,
26638194,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2ZlLzFkLzg4LzI2N2YtNDA0Yi1hZDg3LTM3ZjE2NWNmMTEwMQ.pdf,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ1L2YwLzBkLzRhMWUtNDVkMy05N2Q0LTQ5OTgxOTAwZWQzMw.xml,true,50000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,2900 Hellerup,Bernstoffsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-22,2002-04-15,2017-06-22,,Statsautoriseret revisor,,20222670.0,26638194.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JA Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,JÃ¸rn Ahn,JÃ¸rn Ahn,Danske Bank,JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2016-12-31,2016-01-01,false,2017-06-22,KÃ¸benhavn,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24285685,indberetninger-20180424,2.5118406,26638194.0,,2018-03-29T17:57:36.312Z,2017-06-23T09:32:51.634Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-90-AL,2017-06-23T09:32:51.787Z,,,125000.0,,,,,,,,,,,,,,,,
26638194,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2ZlLzFkLzg4LzI2N2YtNDA0Yi1hZDg3LTM3ZjE2NWNmMTEwMQ.pdf,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ1L2YwLzBkLzRhMWUtNDVkMy05N2Q0LTQ5OTgxOTAwZWQzMw.xml,true,50000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,2900 Hellerup,Bernstoffsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-22,2002-04-15,2017-06-22,,Statsautoriseret revisor,,20222670.0,26638194.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JA Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,JÃ¸rn Ahn,JÃ¸rn Ahn,Danske Bank,JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2016-12-31,2016-01-01,false,2017-06-22,KÃ¸benhavn,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24285685,indberetninger-20180424,2.5118406,26638194.0,,2018-03-29T17:57:36.312Z,2017-06-23T09:32:51.634Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-90-AL,2017-06-23T09:32:51.787Z,,,62054.0,,,,,,,,,,,,,,,,
26638194,2016-01-01,2016-01-01,c341,,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2ZlLzFkLzg4LzI2N2YtNDA0Yi1hZDg3LTM3ZjE2NWNmMTEwMQ.pdf,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ1L2YwLzBkLzRhMWUtNDVkMy05N2Q0LTQ5OTgxOTAwZWQzMw.xml,true,50000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,2900 Hellerup,Bernstoffsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-22,2002-04-15,2017-06-22,,Statsautoriseret revisor,,20222670.0,26638194.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JA Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,JÃ¸rn Ahn,JÃ¸rn Ahn,Danske Bank,JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2016-12-31,2016-01-01,false,2017-06-22,KÃ¸benhavn,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24285685,indberetninger-20180424,2.5118406,26638194.0,,2018-03-29T17:57:36.312Z,2017-06-23T09:32:51.634Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-90-AL,2017-06-23T09:32:51.787Z,,,,,,,,,,,,,,,,250000.0,,,
26638194,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2ZlLzFkLzg4LzI2N2YtNDA0Yi1hZDg3LTM3ZjE2NWNmMTEwMQ.pdf,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ1L2YwLzBkLzRhMWUtNDVkMy05N2Q0LTQ5OTgxOTAwZWQzMw.xml,true,50000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,2900 Hellerup,Bernstoffsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,-15885.0,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-22,2002-04-15,2017-06-22,-50000.0,Statsautoriseret revisor,-27805.0,20222670.0,26638194.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JA Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,JÃ¸rn Ahn,JÃ¸rn Ahn,Danske Bank,JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,-8363.0,0.0,Hellerup,2015-01-01,2015-12-31,-70283.0,-86168.0,-77805.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2016-12-31,2016-01-01,false,2017-06-22,KÃ¸benhavn,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,15885.0,urn:ofk:oid:24285685,indberetninger-20180424,2.5118406,26638194.0,,2018-03-29T17:57:36.312Z,2017-06-23T09:32:51.634Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-90-AL,2017-06-23T09:32:51.787Z,,,,,,,,,,,,,,,,,Til kapitalejerne i JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
26638194,2016-01-01,2016-12-31,c178,,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2ZlLzFkLzg4LzI2N2YtNDA0Yi1hZDg3LTM3ZjE2NWNmMTEwMQ.pdf,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ1L2YwLzBkLzRhMWUtNDVkMy05N2Q0LTQ5OTgxOTAwZWQzMw.xml,true,50000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,2900 Hellerup,Bernstoffsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-22,2002-04-15,2017-06-22,,Statsautoriseret revisor,,20222670.0,26638194.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JA Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,JÃ¸rn Ahn,JÃ¸rn Ahn,Danske Bank,JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,2015-01-01,2015-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2016-12-31,2016-01-01,false,2017-06-22,KÃ¸benhavn,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24285685,indberetninger-20180424,2.5118406,26638194.0,,2018-03-29T17:57:36.312Z,2017-06-23T09:32:51.634Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-90-AL,2017-06-23T09:32:51.787Z,,,,,,,,,,,,,,,,,,,
26638194,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2ZlLzFkLzg4LzI2N2YtNDA0Yi1hZDg3LTM3ZjE2NWNmMTEwMQ.pdf,http://regnskaber.virk.dk/49183662/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4LzQ1L2YwLzBkLzRhMWUtNDVkMy05N2Q0LTQ5OTgxOTAwZWQzMw.xml,true,50000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,2900 Hellerup,Bernstoffsvej 19,DK-1561 KÃ¸benhavn V,Havneholmen 29,,50000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-22,2002-04-15,2017-06-22,,Statsautoriseret revisor,,20222670.0,26638194.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for JA Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael SÃ¸by,JÃ¸rn Ahn,JÃ¸rn Ahn,Danske Bank,JA Trading ApS,BDO Statsautoriseret revisionsaktieselskab,,,Hellerup,2015-01-01,2015-12-31,-70283.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hellerup,2016-12-31,2016-01-01,false,2017-06-22,KÃ¸benhavn,Det indstilles pÃ¥ generalforsamlingen at Ã¥rsregnskabet for 1. januar - 31. december 2017 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.,,urn:ofk:oid:24285685,indberetninger-20180424,2.5118406,26638194.0,,2018-03-29T17:57:36.312Z,2017-06-23T09:32:51.634Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-90-AL,2017-06-23T09:32:51.787Z,,,,,,,,,,,,,,,,,,,
