entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard
30909488,2015-07-01,2016-06-30,ID_11,,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzg0LzVjLzc5LzI5ZDMtNDUzZS05ODJlLTU0YjdkMTNmYTM5YQ.pdf,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzU5LzVhLzY4Lzg3M2QtNDdjYi04NDdhLWMyZWU0MTMzZmIyNg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Rungstedgruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-08-16,2017-08-16,2007-10-01,2017-08-16,39463113.0,30909488.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rungstedgruppen ApS.,Ãrsrapport,Bent Kofoed,Ejnar Svejstrup,KRESTON CM,Rungstedgruppen ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Rungsted Kyst,2015-07-01,2016-06-30,-50600.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-08-16,KÃ¸benhavn,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:24419412,indberetninger-20180424,2.5116096000000003,30909488.0,,2018-03-27T13:18:58.937Z,2017-08-17T09:13:44.843Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-70-PX,2017-08-17T09:13:45.015Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30909488,2015-07-01,2016-06-30,ID_13,,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzg0LzVjLzc5LzI5ZDMtNDUzZS05ODJlLTU0YjdkMTNmYTM5YQ.pdf,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzU5LzVhLzY4Lzg3M2QtNDdjYi04NDdhLWMyZWU0MTMzZmIyNg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Rungstedgruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-08-16,2017-08-16,2007-10-01,2017-08-16,39463113.0,30909488.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rungstedgruppen ApS.,Ãrsrapport,Bent Kofoed,Ejnar Svejstrup,KRESTON CM,Rungstedgruppen ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Rungsted Kyst,2015-07-01,2016-06-30,741012.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-08-16,KÃ¸benhavn,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:24419412,indberetninger-20180424,2.5116096000000003,30909488.0,,2018-03-27T13:18:58.937Z,2017-08-17T09:13:44.843Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-70-PX,2017-08-17T09:13:45.015Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30909488,2015-07-01,2016-06-30,ID_8,,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzg0LzVjLzc5LzI5ZDMtNDUzZS05ODJlLTU0YjdkMTNmYTM5YQ.pdf,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzU5LzVhLzY4Lzg3M2QtNDdjYi04NDdhLWMyZWU0MTMzZmIyNg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Rungstedgruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-08-16,2017-08-16,2007-10-01,2017-08-16,39463113.0,30909488.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rungstedgruppen ApS.,Ãrsrapport,Bent Kofoed,Ejnar Svejstrup,KRESTON CM,Rungstedgruppen ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Rungsted Kyst,2015-07-01,2016-06-30,736159.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-08-16,KÃ¸benhavn,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:24419412,indberetninger-20180424,2.5116096000000003,30909488.0,,2018-03-27T13:18:58.937Z,2017-08-17T09:13:44.843Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-70-PX,2017-08-17T09:13:45.015Z,-3750.0,633306.0,16969.0,152932.0,765519.0,29360.0,,,,,,,,,,,,,,,,,,,,,
30909488,2015-07-01,2016-06-30,ID_9,,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzg0LzVjLzc5LzI5ZDMtNDUzZS05ODJlLTU0YjdkMTNmYTM5YQ.pdf,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzU5LzVhLzY4Lzg3M2QtNDdjYi04NDdhLWMyZWU0MTMzZmIyNg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Rungstedgruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-08-16,2017-08-16,2007-10-01,2017-08-16,39463113.0,30909488.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rungstedgruppen ApS.,Ãrsrapport,Bent Kofoed,Ejnar Svejstrup,KRESTON CM,Rungstedgruppen ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Rungsted Kyst,2015-07-01,2016-06-30,-1426571.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-08-16,KÃ¸benhavn,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:24419412,indberetninger-20180424,2.5116096000000003,30909488.0,,2018-03-27T13:18:58.937Z,2017-08-17T09:13:44.843Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-70-PX,2017-08-17T09:13:45.015Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30909488,2016-06-30,2016-06-30,ID_7,,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzg0LzVjLzc5LzI5ZDMtNDUzZS05ODJlLTU0YjdkMTNmYTM5YQ.pdf,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzU5LzVhLzY4Lzg3M2QtNDdjYi04NDdhLWMyZWU0MTMzZmIyNg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Rungstedgruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-08-16,2017-08-16,2007-10-01,2017-08-16,39463113.0,30909488.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rungstedgruppen ApS.,Ãrsrapport,Bent Kofoed,Ejnar Svejstrup,KRESTON CM,Rungstedgruppen ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Rungsted Kyst,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-08-16,KÃ¸benhavn,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:24419412,indberetninger-20180424,2.5116096000000003,30909488.0,,2018-03-27T13:18:58.937Z,2017-08-17T09:13:44.843Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-70-PX,2017-08-17T09:13:45.015Z,,,,,,,3437285.0,1719677.0,125000.0,1864477.0,3430495.0,3437285.0,6790.0,1572808.0,1572808.0,3040.0,3040.0,1572808.0,144800.0,3750.0,50600.0,3254895.0,144800.0,3750.0,0.0,,
30909488,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzg0LzVjLzc5LzI5ZDMtNDUzZS05ODJlLTU0YjdkMTNmYTM5YQ.pdf,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzU5LzVhLzY4Lzg3M2QtNDdjYi04NDdhLWMyZWU0MTMzZmIyNg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Rungstedgruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-08-16,2017-08-16,2007-10-01,2017-08-16,39463113.0,30909488.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rungstedgruppen ApS.,Ãrsrapport,Bent Kofoed,Ejnar Svejstrup,KRESTON CM,Rungstedgruppen ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Rungsted Kyst,2015-07-01,2016-06-30,870166.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-08-16,KÃ¸benhavn,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:24419412,indberetninger-20180424,2.5116096000000003,30909488.0,,2018-03-27T13:18:58.937Z,2017-08-17T09:13:44.843Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-70-PX,2017-08-17T09:13:45.015Z,-10083.0,0.0,0.0,891843.0,881760.0,11594.0,,,,,,,,,,,,,,,,,,,,,
30909488,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzg0LzVjLzc5LzI5ZDMtNDUzZS05ODJlLTU0YjdkMTNmYTM5YQ.pdf,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzU5LzVhLzY4Lzg3M2QtNDdjYi04NDdhLWMyZWU0MTMzZmIyNg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Rungstedgruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-08-16,2017-08-16,2007-10-01,2017-08-16,39463113.0,30909488.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rungstedgruppen ApS.,Ãrsrapport,Bent Kofoed,Ejnar Svejstrup,KRESTON CM,Rungstedgruppen ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Rungsted Kyst,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-08-16,KÃ¸benhavn,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:24419412,indberetninger-20180424,2.5116096000000003,30909488.0,,2018-03-27T13:18:58.937Z,2017-08-17T09:13:44.843Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-70-PX,2017-08-17T09:13:45.015Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30909488,2016-07-01,2017-06-30,ID_10,,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzg0LzVjLzc5LzI5ZDMtNDUzZS05ODJlLTU0YjdkMTNmYTM5YQ.pdf,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzU5LzVhLzY4Lzg3M2QtNDdjYi04NDdhLWMyZWU0MTMzZmIyNg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Rungstedgruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-08-16,2017-08-16,2007-10-01,2017-08-16,39463113.0,30909488.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rungstedgruppen ApS.,Ãrsrapport,Bent Kofoed,Ejnar Svejstrup,KRESTON CM,Rungstedgruppen ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Rungsted Kyst,2015-07-01,2016-06-30,-1193526.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-08-16,KÃ¸benhavn,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:24419412,indberetninger-20180424,2.5116096000000003,30909488.0,,2018-03-27T13:18:58.937Z,2017-08-17T09:13:44.843Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-70-PX,2017-08-17T09:13:45.015Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30909488,2016-07-01,2017-06-30,ID_12,,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzg0LzVjLzc5LzI5ZDMtNDUzZS05ODJlLTU0YjdkMTNmYTM5YQ.pdf,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzU5LzVhLzY4Lzg3M2QtNDdjYi04NDdhLWMyZWU0MTMzZmIyNg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Rungstedgruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-08-16,2017-08-16,2007-10-01,2017-08-16,39463113.0,30909488.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rungstedgruppen ApS.,Ãrsrapport,Bent Kofoed,Ejnar Svejstrup,KRESTON CM,Rungstedgruppen ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Rungsted Kyst,2015-07-01,2016-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-08-16,KÃ¸benhavn,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:24419412,indberetninger-20180424,2.5116096000000003,30909488.0,,2018-03-27T13:18:58.937Z,2017-08-17T09:13:44.843Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-70-PX,2017-08-17T09:13:45.015Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30909488,2016-07-01,2017-06-30,ID_14,,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzg0LzVjLzc5LzI5ZDMtNDUzZS05ODJlLTU0YjdkMTNmYTM5YQ.pdf,http://regnskaber.virk.dk/88490903/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzU5LzVhLzY4Lzg3M2QtNDdjYi04NDdhLWMyZWU0MTMzZmIyNg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Rungstedgruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-08-16,2017-08-16,2007-10-01,2017-08-16,39463113.0,30909488.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rungstedgruppen ApS.,Ãrsrapport,Bent Kofoed,Ejnar Svejstrup,KRESTON CM,Rungstedgruppen ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Rungsted Kyst,2015-07-01,2016-06-30,323360.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-08-16,KÃ¸benhavn,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:24419412,indberetninger-20180424,2.5116096000000003,30909488.0,,2018-03-27T13:18:58.937Z,2017-08-17T09:13:44.843Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-70-PX,2017-08-17T09:13:45.015Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
