entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfOtherFinanceIncome,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,DividendPaid
32831052,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2FlL2ZjLzRmLzVhMTYtNDIyMi05NjhkLTQxZTdlMWNjYjI3YQ.xhtml,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzQzL2QzLzIzL2ZhMjMtNDg2Yy05ODJiLWM4YTliNmZlZmIxYw.pdf,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzMzLzM3LzAyL2ZjOWUtNDM1MS1iZTZjLTQzNjBkNWYyYjJmNA.xml,true,KÃ¸benhavn K,1161.0,"41, 2",Vimmelskaftet,2850 NÃ¦rum,Haugesundvej 1,"Regnskabsklasse B, mikrovirksomhed",2017-05-29,2017-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">RenteindtÃ¦gter tilknyttet virksomhed udgÃ¸r t.kr. 10.</p>",-1449.0,1449.0,32831052.0,Ãrsrapport,Lasse Steenholt,Lasse Steenholt,GOGO MEDIA ApS,Lasse Steenholt,0.0,10514.0,KÃ¸benhavn,2015-01-01,2015-12-31,9152.0,11963.0,1449.0,2016-12-31,2016-01-01,"Selskabet har fravalgt revision, og ledelsen anser fortsat, at selskabet opfylder Ã¥rsregnskabslovens betingelser for ikke at blive revideret.",2811.0,true,false,false,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23994989,indberetninger-20180424,2.59279,32831052.0,,2018-03-28T13:14:22.670Z,2017-05-30T18:14:54.756Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-65-YN,2017-05-30T18:14:54.978Z,,,,,,,,,,,
32831052,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2FlL2ZjLzRmLzVhMTYtNDIyMi05NjhkLTQxZTdlMWNjYjI3YQ.xhtml,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzQzL2QzLzIzL2ZhMjMtNDg2Yy05ODJiLWM4YTliNmZlZmIxYw.pdf,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzMzLzM3LzAyL2ZjOWUtNDM1MS1iZTZjLTQzNjBkNWYyYjJmNA.xml,true,KÃ¸benhavn K,1161.0,"41, 2",Vimmelskaftet,2850 NÃ¦rum,Haugesundvej 1,"Regnskabsklasse B, mikrovirksomhed",2017-05-29,2017-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">RenteindtÃ¦gter tilknyttet virksomhed udgÃ¸r t.kr. 10.</p>",,,32831052.0,Ãrsrapport,Lasse Steenholt,Lasse Steenholt,GOGO MEDIA ApS,Lasse Steenholt,0.0,,KÃ¸benhavn,2015-01-01,2015-12-31,10045.0,,,2016-12-31,2016-01-01,"Selskabet har fravalgt revision, og ledelsen anser fortsat, at selskabet opfylder Ã¥rsregnskabslovens betingelser for ikke at blive revideret.",,true,false,false,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23994989,indberetninger-20180424,2.59279,32831052.0,,2018-03-28T13:14:22.670Z,2017-05-30T18:14:54.756Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-65-YN,2017-05-30T18:14:54.978Z,,,,,,,,,,,
32831052,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2FlL2ZjLzRmLzVhMTYtNDIyMi05NjhkLTQxZTdlMWNjYjI3YQ.xhtml,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzQzL2QzLzIzL2ZhMjMtNDg2Yy05ODJiLWM4YTliNmZlZmIxYw.pdf,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzMzLzM3LzAyL2ZjOWUtNDM1MS1iZTZjLTQzNjBkNWYyYjJmNA.xml,true,KÃ¸benhavn K,1161.0,"41, 2",Vimmelskaftet,2850 NÃ¦rum,Haugesundvej 1,"Regnskabsklasse B, mikrovirksomhed",2017-05-29,2017-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">RenteindtÃ¦gter tilknyttet virksomhed udgÃ¸r t.kr. 10.</p>",,,32831052.0,Ãrsrapport,Lasse Steenholt,Lasse Steenholt,GOGO MEDIA ApS,Lasse Steenholt,0.0,,KÃ¸benhavn,2015-01-01,2015-12-31,-893.0,,,2016-12-31,2016-01-01,"Selskabet har fravalgt revision, og ledelsen anser fortsat, at selskabet opfylder Ã¥rsregnskabslovens betingelser for ikke at blive revideret.",,true,false,false,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23994989,indberetninger-20180424,2.59279,32831052.0,,2018-03-28T13:14:22.670Z,2017-05-30T18:14:54.756Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-65-YN,2017-05-30T18:14:54.978Z,,,,,,,,,,,
32831052,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2FlL2ZjLzRmLzVhMTYtNDIyMi05NjhkLTQxZTdlMWNjYjI3YQ.xhtml,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzQzL2QzLzIzL2ZhMjMtNDg2Yy05ODJiLWM4YTliNmZlZmIxYw.pdf,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzMzLzM3LzAyL2ZjOWUtNDM1MS1iZTZjLTQzNjBkNWYyYjJmNA.xml,true,KÃ¸benhavn K,1161.0,"41, 2",Vimmelskaftet,2850 NÃ¦rum,Haugesundvej 1,"Regnskabsklasse B, mikrovirksomhed",2017-05-29,2017-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">RenteindtÃ¦gter tilknyttet virksomhed udgÃ¸r t.kr. 10.</p>",,,32831052.0,Ãrsrapport,Lasse Steenholt,Lasse Steenholt,GOGO MEDIA ApS,Lasse Steenholt,0.0,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Selskabet har fravalgt revision, og ledelsen anser fortsat, at selskabet opfylder Ã¥rsregnskabslovens betingelser for ikke at blive revideret.",,true,false,false,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23994989,indberetninger-20180424,2.59279,32831052.0,,2018-03-28T13:14:22.670Z,2017-05-30T18:14:54.756Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-65-YN,2017-05-30T18:14:54.978Z,135045.0,2585.0,125000.0,135045.0,135045.0,135045.0,10045.0,0.0,132460.0,132460.0,
32831052,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2FlL2ZjLzRmLzVhMTYtNDIyMi05NjhkLTQxZTdlMWNjYjI3YQ.xhtml,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzQzL2QzLzIzL2ZhMjMtNDg2Yy05ODJiLWM4YTliNmZlZmIxYw.pdf,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzMzLzM3LzAyL2ZjOWUtNDM1MS1iZTZjLTQzNjBkNWYyYjJmNA.xml,true,KÃ¸benhavn K,1161.0,"41, 2",Vimmelskaftet,2850 NÃ¦rum,Haugesundvej 1,"Regnskabsklasse B, mikrovirksomhed",2017-05-29,2017-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">RenteindtÃ¦gter tilknyttet virksomhed udgÃ¸r t.kr. 10.</p>",,,32831052.0,Ãrsrapport,Lasse Steenholt,Lasse Steenholt,GOGO MEDIA ApS,Lasse Steenholt,0.0,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Selskabet har fravalgt revision, og ledelsen anser fortsat, at selskabet opfylder Ã¥rsregnskabslovens betingelser for ikke at blive revideret.",,true,false,false,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23994989,indberetninger-20180424,2.59279,32831052.0,,2018-03-28T13:14:22.670Z,2017-05-30T18:14:54.756Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-65-YN,2017-05-30T18:14:54.978Z,,,,,0.0,,,,,,
32831052,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2FlL2ZjLzRmLzVhMTYtNDIyMi05NjhkLTQxZTdlMWNjYjI3YQ.xhtml,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzQzL2QzLzIzL2ZhMjMtNDg2Yy05ODJiLWM4YTliNmZlZmIxYw.pdf,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzMzLzM3LzAyL2ZjOWUtNDM1MS1iZTZjLTQzNjBkNWYyYjJmNA.xml,true,KÃ¸benhavn K,1161.0,"41, 2",Vimmelskaftet,2850 NÃ¦rum,Haugesundvej 1,"Regnskabsklasse B, mikrovirksomhed",2017-05-29,2017-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">RenteindtÃ¦gter tilknyttet virksomhed udgÃ¸r t.kr. 10.</p>",,,32831052.0,Ãrsrapport,Lasse Steenholt,Lasse Steenholt,GOGO MEDIA ApS,Lasse Steenholt,0.0,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Selskabet har fravalgt revision, og ledelsen anser fortsat, at selskabet opfylder Ã¥rsregnskabslovens betingelser for ikke at blive revideret.",,true,false,false,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23994989,indberetninger-20180424,2.59279,32831052.0,,2018-03-28T13:14:22.670Z,2017-05-30T18:14:54.756Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-65-YN,2017-05-30T18:14:54.978Z,,,,,10045.0,,,,,,
32831052,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2FlL2ZjLzRmLzVhMTYtNDIyMi05NjhkLTQxZTdlMWNjYjI3YQ.xhtml,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzQzL2QzLzIzL2ZhMjMtNDg2Yy05ODJiLWM4YTliNmZlZmIxYw.pdf,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzMzLzM3LzAyL2ZjOWUtNDM1MS1iZTZjLTQzNjBkNWYyYjJmNA.xml,true,KÃ¸benhavn K,1161.0,"41, 2",Vimmelskaftet,2850 NÃ¦rum,Haugesundvej 1,"Regnskabsklasse B, mikrovirksomhed",2017-05-29,2017-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">RenteindtÃ¦gter tilknyttet virksomhed udgÃ¸r t.kr. 10.</p>",,,32831052.0,Ãrsrapport,Lasse Steenholt,Lasse Steenholt,GOGO MEDIA ApS,Lasse Steenholt,0.0,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Selskabet har fravalgt revision, og ledelsen anser fortsat, at selskabet opfylder Ã¥rsregnskabslovens betingelser for ikke at blive revideret.",,true,false,false,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23994989,indberetninger-20180424,2.59279,32831052.0,,2018-03-28T13:14:22.670Z,2017-05-30T18:14:54.756Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-65-YN,2017-05-30T18:14:54.978Z,,,,,135045.0,,,,,,
32831052,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2FlL2ZjLzRmLzVhMTYtNDIyMi05NjhkLTQxZTdlMWNjYjI3YQ.xhtml,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzQzL2QzLzIzL2ZhMjMtNDg2Yy05ODJiLWM4YTliNmZlZmIxYw.pdf,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzMzLzM3LzAyL2ZjOWUtNDM1MS1iZTZjLTQzNjBkNWYyYjJmNA.xml,true,KÃ¸benhavn K,1161.0,"41, 2",Vimmelskaftet,2850 NÃ¦rum,Haugesundvej 1,"Regnskabsklasse B, mikrovirksomhed",2017-05-29,2017-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">RenteindtÃ¦gter tilknyttet virksomhed udgÃ¸r t.kr. 10.</p>",,,32831052.0,Ãrsrapport,Lasse Steenholt,Lasse Steenholt,GOGO MEDIA ApS,Lasse Steenholt,0.0,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Selskabet har fravalgt revision, og ledelsen anser fortsat, at selskabet opfylder Ã¥rsregnskabslovens betingelser for ikke at blive revideret.",,true,false,false,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23994989,indberetninger-20180424,2.59279,32831052.0,,2018-03-28T13:14:22.670Z,2017-05-30T18:14:54.756Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-65-YN,2017-05-30T18:14:54.978Z,,,,,125000.0,,,,,,
32831052,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2FlL2ZjLzRmLzVhMTYtNDIyMi05NjhkLTQxZTdlMWNjYjI3YQ.xhtml,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzQzL2QzLzIzL2ZhMjMtNDg2Yy05ODJiLWM4YTliNmZlZmIxYw.pdf,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzMzLzM3LzAyL2ZjOWUtNDM1MS1iZTZjLTQzNjBkNWYyYjJmNA.xml,true,KÃ¸benhavn K,1161.0,"41, 2",Vimmelskaftet,2850 NÃ¦rum,Haugesundvej 1,"Regnskabsklasse B, mikrovirksomhed",2017-05-29,2017-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">RenteindtÃ¦gter tilknyttet virksomhed udgÃ¸r t.kr. 10.</p>",581.0,-581.0,32831052.0,Ãrsrapport,Lasse Steenholt,Lasse Steenholt,GOGO MEDIA ApS,Lasse Steenholt,0.0,10117.0,KÃ¸benhavn,2015-01-01,2015-12-31,7438.0,9536.0,-581.0,2016-12-31,2016-01-01,"Selskabet har fravalgt revision, og ledelsen anser fortsat, at selskabet opfylder Ã¥rsregnskabslovens betingelser for ikke at blive revideret.",2098.0,true,false,false,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23994989,indberetninger-20180424,2.59279,32831052.0,,2018-03-28T13:14:22.670Z,2017-05-30T18:14:54.756Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-65-YN,2017-05-30T18:14:54.978Z,,,,,,,,,,,10045.0
32831052,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2FlL2ZjLzRmLzVhMTYtNDIyMi05NjhkLTQxZTdlMWNjYjI3YQ.xhtml,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzQzL2QzLzIzL2ZhMjMtNDg2Yy05ODJiLWM4YTliNmZlZmIxYw.pdf,http://regnskaber.virk.dk/25013823/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzMzLzM3LzAyL2ZjOWUtNDM1MS1iZTZjLTQzNjBkNWYyYjJmNA.xml,true,KÃ¸benhavn K,1161.0,"41, 2",Vimmelskaftet,2850 NÃ¦rum,Haugesundvej 1,"Regnskabsklasse B, mikrovirksomhed",2017-05-29,2017-05-29,"<p xmlns=""http://www.w3.org/1999/xhtml"">RenteindtÃ¦gter tilknyttet virksomhed udgÃ¸r t.kr. 10.</p>",,,32831052.0,Ãrsrapport,Lasse Steenholt,Lasse Steenholt,GOGO MEDIA ApS,Lasse Steenholt,0.0,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Selskabet har fravalgt revision, og ledelsen anser fortsat, at selskabet opfylder Ã¥rsregnskabslovens betingelser for ikke at blive revideret.",,true,false,false,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23994989,indberetninger-20180424,2.59279,32831052.0,,2018-03-28T13:14:22.670Z,2017-05-30T18:14:54.756Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-65-YN,2017-05-30T18:14:54.978Z,,,,,,,,,,,
