entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfTaxExpenses,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
30206835,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzBlLzY4LzA0Lzg1OWUtNGE0Zi1hZDE2LWRkNmU2Y2FkNjg5Zg.xhtml,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzE0LzhlLzA3LzRlYjEtNGM2Mi04YTQ4LWJiMTUxNzM5MjQzZg.pdf,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzFjLzFmL2I4LzAyNjYtNDhmZS1iOTEyLTA4ODMzZjZkZjY3ZA.xml,true,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Fredericia,7000.0,5.0,Gothersgade,Fredericia,7000.0,21.0,PallasvÃ¦nget,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-27,34606.0,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrets resultat udlÃ¸ser ingen selskabsskat til betaling.</p>",-42345.0,30206835.0,1000683332.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,Sivaranjan Sangaralingam,Nordea,LR ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,225945.0,Fredericia,2014-01-01,2014-12-31,-302896.0,-302896.0,-76951.0,2015-12-31,2015-01-01,false,false,2016-05-12,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22479809,indberetninger-20180424,2.5949414,30206835.0,,2018-03-29T06:56:02.201Z,2016-05-30T06:39:04.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-20-LH,2016-05-30T06:39:05.059Z,,,,,,,,,,,,,,,,,,,,,,,
30206835,2014-12-31,2014-12-31,c7,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzBlLzY4LzA0Lzg1OWUtNGE0Zi1hZDE2LWRkNmU2Y2FkNjg5Zg.xhtml,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzE0LzhlLzA3LzRlYjEtNGM2Mi04YTQ4LWJiMTUxNzM5MjQzZg.pdf,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzFjLzFmL2I4LzAyNjYtNDhmZS1iOTEyLTA4ODMzZjZkZjY3ZA.xml,true,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Fredericia,7000.0,5.0,Gothersgade,Fredericia,7000.0,21.0,PallasvÃ¦nget,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-27,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrets resultat udlÃ¸ser ingen selskabsskat til betaling.</p>",,30206835.0,1000683332.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,Sivaranjan Sangaralingam,Nordea,LR ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,Fredericia,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22479809,indberetninger-20180424,2.5949414,30206835.0,,2018-03-29T06:56:02.201Z,2016-05-30T06:39:04.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-20-LH,2016-05-30T06:39:05.059Z,2498440.0,125000.0,1300.0,-1958479.0,0.0,2497140.0,2498440.0,4456919.0,1126721.0,1126721.0,2497140.0,3310690.0,1300.0,2497140.0,-2083479.0,8905.0,4496.0,3330198.0,1300.0,6107.0,,,
30206835,2015-01-01,2015-01-01,c10,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzBlLzY4LzA0Lzg1OWUtNGE0Zi1hZDE2LWRkNmU2Y2FkNjg5Zg.xhtml,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzE0LzhlLzA3LzRlYjEtNGM2Mi04YTQ4LWJiMTUxNzM5MjQzZg.pdf,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzFjLzFmL2I4LzAyNjYtNDhmZS1iOTEyLTA4ODMzZjZkZjY3ZA.xml,true,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Fredericia,7000.0,5.0,Gothersgade,Fredericia,7000.0,21.0,PallasvÃ¦nget,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-27,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrets resultat udlÃ¸ser ingen selskabsskat til betaling.</p>",,30206835.0,1000683332.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,Sivaranjan Sangaralingam,Nordea,LR ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,Fredericia,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22479809,indberetninger-20180424,2.5949414,30206835.0,,2018-03-29T06:56:02.201Z,2016-05-30T06:39:04.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-20-LH,2016-05-30T06:39:05.059Z,,,,-1958479.0,,,,,,,,,,,,,,,,,,,
30206835,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzBlLzY4LzA0Lzg1OWUtNGE0Zi1hZDE2LWRkNmU2Y2FkNjg5Zg.xhtml,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzE0LzhlLzA3LzRlYjEtNGM2Mi04YTQ4LWJiMTUxNzM5MjQzZg.pdf,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzFjLzFmL2I4LzAyNjYtNDhmZS1iOTEyLTA4ODMzZjZkZjY3ZA.xml,true,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Fredericia,7000.0,5.0,Gothersgade,Fredericia,7000.0,21.0,PallasvÃ¦nget,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-27,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrets resultat udlÃ¸ser ingen selskabsskat til betaling.</p>",,30206835.0,1000683332.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,Sivaranjan Sangaralingam,Nordea,LR ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,Fredericia,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22479809,indberetninger-20180424,2.5949414,30206835.0,,2018-03-29T06:56:02.201Z,2016-05-30T06:39:04.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-20-LH,2016-05-30T06:39:05.059Z,,,,125000.0,,,,,,,,,,,,,,,,,,,
30206835,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzBlLzY4LzA0Lzg1OWUtNGE0Zi1hZDE2LWRkNmU2Y2FkNjg5Zg.xhtml,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzE0LzhlLzA3LzRlYjEtNGM2Mi04YTQ4LWJiMTUxNzM5MjQzZg.pdf,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzFjLzFmL2I4LzAyNjYtNDhmZS1iOTEyLTA4ODMzZjZkZjY3ZA.xml,true,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Fredericia,7000.0,5.0,Gothersgade,Fredericia,7000.0,21.0,PallasvÃ¦nget,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-27,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrets resultat udlÃ¸ser ingen selskabsskat til betaling.</p>",,30206835.0,1000683332.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,Sivaranjan Sangaralingam,Nordea,LR ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,Fredericia,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22479809,indberetninger-20180424,2.5949414,30206835.0,,2018-03-29T06:56:02.201Z,2016-05-30T06:39:04.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-20-LH,2016-05-30T06:39:05.059Z,,,,-2083479.0,,,,,,,,,,,,,,,,,,,
30206835,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzBlLzY4LzA0Lzg1OWUtNGE0Zi1hZDE2LWRkNmU2Y2FkNjg5Zg.xhtml,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzE0LzhlLzA3LzRlYjEtNGM2Mi04YTQ4LWJiMTUxNzM5MjQzZg.pdf,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzFjLzFmL2I4LzAyNjYtNDhmZS1iOTEyLTA4ODMzZjZkZjY3ZA.xml,true,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Fredericia,7000.0,5.0,Gothersgade,Fredericia,7000.0,21.0,PallasvÃ¦nget,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-27,34606.0,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrets resultat udlÃ¸ser ingen selskabsskat til betaling.</p>",83994.0,30206835.0,1000683332.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,Sivaranjan Sangaralingam,Nordea,LR ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,225958.0,Fredericia,2014-01-01,2014-12-31,-176570.0,-176570.0,49388.0,2015-12-31,2015-01-01,false,false,2016-05-12,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,0.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22479809,indberetninger-20180424,2.5949414,30206835.0,,2018-03-29T06:56:02.201Z,2016-05-30T06:39:04.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-20-LH,2016-05-30T06:39:05.059Z,,,,,,,,,,,,,,,,,,,,,,,
30206835,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzBlLzY4LzA0Lzg1OWUtNGE0Zi1hZDE2LWRkNmU2Y2FkNjg5Zg.xhtml,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzE0LzhlLzA3LzRlYjEtNGM2Mi04YTQ4LWJiMTUxNzM5MjQzZg.pdf,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzFjLzFmL2I4LzAyNjYtNDhmZS1iOTEyLTA4ODMzZjZkZjY3ZA.xml,true,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Fredericia,7000.0,5.0,Gothersgade,Fredericia,7000.0,21.0,PallasvÃ¦nget,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-27,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrets resultat udlÃ¸ser ingen selskabsskat til betaling.</p>",,30206835.0,1000683332.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,Sivaranjan Sangaralingam,Nordea,LR ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,Fredericia,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22479809,indberetninger-20180424,2.5949414,30206835.0,,2018-03-29T06:56:02.201Z,2016-05-30T06:39:04.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-20-LH,2016-05-30T06:39:05.059Z,,,,,,,,,,,,,,,,,,,,,14119507.0,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,
30206835,2015-01-01,2015-12-31,c11,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzBlLzY4LzA0Lzg1OWUtNGE0Zi1hZDE2LWRkNmU2Y2FkNjg5Zg.xhtml,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzE0LzhlLzA3LzRlYjEtNGM2Mi04YTQ4LWJiMTUxNzM5MjQzZg.pdf,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzFjLzFmL2I4LzAyNjYtNDhmZS1iOTEyLTA4ODMzZjZkZjY3ZA.xml,true,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Fredericia,7000.0,5.0,Gothersgade,Fredericia,7000.0,21.0,PallasvÃ¦nget,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-27,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrets resultat udlÃ¸ser ingen selskabsskat til betaling.</p>",,30206835.0,1000683332.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,Sivaranjan Sangaralingam,Nordea,LR ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,Fredericia,2014-01-01,2014-12-31,-176570.0,,,2015-12-31,2015-01-01,false,false,2016-05-12,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22479809,indberetninger-20180424,2.5949414,30206835.0,,2018-03-29T06:56:02.201Z,2016-05-30T06:39:04.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-20-LH,2016-05-30T06:39:05.059Z,,,,,,,,,,,,,,,,,,,,,,,
30206835,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzBlLzY4LzA0Lzg1OWUtNGE0Zi1hZDE2LWRkNmU2Y2FkNjg5Zg.xhtml,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzE0LzhlLzA3LzRlYjEtNGM2Mi04YTQ4LWJiMTUxNzM5MjQzZg.pdf,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzFjLzFmL2I4LzAyNjYtNDhmZS1iOTEyLTA4ODMzZjZkZjY3ZA.xml,true,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Fredericia,7000.0,5.0,Gothersgade,Fredericia,7000.0,21.0,PallasvÃ¦nget,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-27,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrets resultat udlÃ¸ser ingen selskabsskat til betaling.</p>",,30206835.0,1000683332.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,Sivaranjan Sangaralingam,Nordea,LR ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,Fredericia,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22479809,indberetninger-20180424,2.5949414,30206835.0,,2018-03-29T06:56:02.201Z,2016-05-30T06:39:04.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-20-LH,2016-05-30T06:39:05.059Z,,,,,,,,,,,,,,,,,,,,,,,Sivaranjan Sangaralingam
30206835,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzRhLzBlLzY4LzA0Lzg1OWUtNGE0Zi1hZDE2LWRkNmU2Y2FkNjg5Zg.xhtml,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzE0LzhlLzA3LzRlYjEtNGM2Mi04YTQ4LWJiMTUxNzM5MjQzZg.pdf,http://regnskaber.virk.dk/53860203/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzFjLzFmL2I4LzAyNjYtNDhmZS1iOTEyLTA4ODMzZjZkZjY3ZA.xml,true,Danmark,DK,Fredericia,7000.0,5.0,Vejlevej,Fredericia,7000.0,5.0,Gothersgade,Fredericia,7000.0,21.0,PallasvÃ¦nget,7000 Fredericia,Vejlevej 5,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-27,,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ãrets resultat udlÃ¸ser ingen selskabsskat til betaling.</p>",,30206835.0,1000683332.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,M. Petersen,Sivaranjan Sangaralingam,Nordea,LR ApS,MOGENS PETERSEN Statsautoriseret Revisionsaktieselskab,,Fredericia,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,Fredericia,Direktionen anser fortsat betingelserne for at undlade revision for at vÃ¦re opfyldte.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22479809,indberetninger-20180424,2.5949414,30206835.0,,2018-03-29T06:56:02.201Z,2016-05-30T06:39:04.864Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-20-LH,2016-05-30T06:39:05.059Z,,,,,,,,,,,,,,,,,,,,,,,Lutharsan Mahalingam
