entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,OtherShorttermReceivables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,TransferredFromSharePremium,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
36687746,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzdhL2Y2LzU2L2ViMjAtNDliNy05NGQ5LWZhM2Q0MTRjMzlmZA.xhtml,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzA1Lzc0L2E2LzdkOWItNGJmNC1hNzZhLTI5NTA1NjkwN2Y2NA.pdf,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzZlL2MzL2I2L2Q0YzQtNDJiNS04YmY0LTRlNTVjZTcxOTk2MA.xml,true,Danmark,DK,Them,8653.0,2.0,Rodelundvej,Them,8653.0,4.0,EnebÃ¦rvej,8653 Them,Rodelundvej 2,Til den daglige ledelse i Schjermer ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-20,2018-04-16,22666.0,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har eventualforpligtelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har pantsÃ¦tninger eller sikkerhedsstillelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>",0.0,324186.0,36687746.0,mne90,1011089093.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Aggerholm,Svend Aggerholm,Thomas Schjermer Klitte,Schjermer ApS,Svend Aggerholm,22.0,0.0,259307.0,10281.0,Them,2016-01-01,2016-12-31,32837.0,42191.0,42213.0,2017-12-31,2017-01-01,false,false,2018-02-20,Them,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",9354.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318529,indberetninger-20180424,2.5926442,36687746.0,AWLTtKoWx8uVRSOdfxiJ,2018-04-17T13:04:54.928Z,2018-04-17T13:04:11.452Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-99-DE,2018-04-17T13:04:11.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36687746,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzdhL2Y2LzU2L2ViMjAtNDliNy05NGQ5LWZhM2Q0MTRjMzlmZA.xhtml,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzA1Lzc0L2E2LzdkOWItNGJmNC1hNzZhLTI5NTA1NjkwN2Y2NA.pdf,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzZlL2MzL2I2L2Q0YzQtNDJiNS04YmY0LTRlNTVjZTcxOTk2MA.xml,true,Danmark,DK,Them,8653.0,2.0,Rodelundvej,Them,8653.0,4.0,EnebÃ¦rvej,8653 Them,Rodelundvej 2,Til den daglige ledelse i Schjermer ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-20,2018-04-16,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har eventualforpligtelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har pantsÃ¦tninger eller sikkerhedsstillelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>",,,36687746.0,mne90,1011089093.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Aggerholm,Svend Aggerholm,Thomas Schjermer Klitte,Schjermer ApS,Svend Aggerholm,,,,10281.0,Them,2016-01-01,2016-12-31,32837.0,,,2017-12-31,2017-01-01,false,false,2018-02-20,Them,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318529,indberetninger-20180424,2.5926442,36687746.0,AWLTtKoWx8uVRSOdfxiJ,2018-04-17T13:04:54.928Z,2018-04-17T13:04:11.452Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-99-DE,2018-04-17T13:04:11.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36687746,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzdhL2Y2LzU2L2ViMjAtNDliNy05NGQ5LWZhM2Q0MTRjMzlmZA.xhtml,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzA1Lzc0L2E2LzdkOWItNGJmNC1hNzZhLTI5NTA1NjkwN2Y2NA.pdf,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzZlL2MzL2I2L2Q0YzQtNDJiNS04YmY0LTRlNTVjZTcxOTk2MA.xml,true,Danmark,DK,Them,8653.0,2.0,Rodelundvej,Them,8653.0,4.0,EnebÃ¦rvej,8653 Them,Rodelundvej 2,Til den daglige ledelse i Schjermer ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-20,2018-04-16,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har eventualforpligtelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har pantsÃ¦tninger eller sikkerhedsstillelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>",,,36687746.0,mne90,1011089093.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Aggerholm,Svend Aggerholm,Thomas Schjermer Klitte,Schjermer ApS,Svend Aggerholm,,,,10281.0,Them,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-20,Them,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318529,indberetninger-20180424,2.5926442,36687746.0,AWLTtKoWx8uVRSOdfxiJ,2018-04-17T13:04:54.928Z,2018-04-17T13:04:11.452Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-99-DE,2018-04-17T13:04:11.704Z,407385.0,87378.0,50000.0,340646.0,14000.0,330573.0,31025.0,35714.0,35714.0,175350.0,407385.0,67882.0,175350.0,66739.0,22923.0,31025.0,8930.0,8930.0,92376.0,188197.0,67882.0,4226.0,77918.0,11254.0,29479.0,63918.0,,,
36687746,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzdhL2Y2LzU2L2ViMjAtNDliNy05NGQ5LWZhM2Q0MTRjMzlmZA.xhtml,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzA1Lzc0L2E2LzdkOWItNGJmNC1hNzZhLTI5NTA1NjkwN2Y2NA.pdf,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzZlL2MzL2I2L2Q0YzQtNDJiNS04YmY0LTRlNTVjZTcxOTk2MA.xml,true,Danmark,DK,Them,8653.0,2.0,Rodelundvej,Them,8653.0,4.0,EnebÃ¦rvej,8653 Them,Rodelundvej 2,Til den daglige ledelse i Schjermer ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-20,2018-04-16,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har eventualforpligtelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har pantsÃ¦tninger eller sikkerhedsstillelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>",,,36687746.0,mne90,1011089093.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Aggerholm,Svend Aggerholm,Thomas Schjermer Klitte,Schjermer ApS,Svend Aggerholm,,,,10281.0,Them,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-20,Them,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318529,indberetninger-20180424,2.5926442,36687746.0,AWLTtKoWx8uVRSOdfxiJ,2018-04-17T13:04:54.928Z,2018-04-17T13:04:11.452Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-99-DE,2018-04-17T13:04:11.704Z,,,,,,92376.0,,,,,,,,,,,,,,,,,,,,,,,
36687746,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzdhL2Y2LzU2L2ViMjAtNDliNy05NGQ5LWZhM2Q0MTRjMzlmZA.xhtml,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzA1Lzc0L2E2LzdkOWItNGJmNC1hNzZhLTI5NTA1NjkwN2Y2NA.pdf,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzZlL2MzL2I2L2Q0YzQtNDJiNS04YmY0LTRlNTVjZTcxOTk2MA.xml,true,Danmark,DK,Them,8653.0,2.0,Rodelundvej,Them,8653.0,4.0,EnebÃ¦rvej,8653 Them,Rodelundvej 2,Til den daglige ledelse i Schjermer ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-20,2018-04-16,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har eventualforpligtelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har pantsÃ¦tninger eller sikkerhedsstillelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>",,,36687746.0,mne90,1011089093.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Aggerholm,Svend Aggerholm,Thomas Schjermer Klitte,Schjermer ApS,Svend Aggerholm,,,,10281.0,Them,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-20,Them,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318529,indberetninger-20180424,2.5926442,36687746.0,AWLTtKoWx8uVRSOdfxiJ,2018-04-17T13:04:54.928Z,2018-04-17T13:04:11.452Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-99-DE,2018-04-17T13:04:11.704Z,,,,,,142376.0,,,,,,,,,,,,,,,,,,,,,,,
36687746,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzdhL2Y2LzU2L2ViMjAtNDliNy05NGQ5LWZhM2Q0MTRjMzlmZA.xhtml,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzA1Lzc0L2E2LzdkOWItNGJmNC1hNzZhLTI5NTA1NjkwN2Y2NA.pdf,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzZlL2MzL2I2L2Q0YzQtNDJiNS04YmY0LTRlNTVjZTcxOTk2MA.xml,true,Danmark,DK,Them,8653.0,2.0,Rodelundvej,Them,8653.0,4.0,EnebÃ¦rvej,8653 Them,Rodelundvej 2,Til den daglige ledelse i Schjermer ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-20,2018-04-16,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har eventualforpligtelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har pantsÃ¦tninger eller sikkerhedsstillelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>",,,36687746.0,mne90,1011089093.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Aggerholm,Svend Aggerholm,Thomas Schjermer Klitte,Schjermer ApS,Svend Aggerholm,,,,10281.0,Them,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-20,Them,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318529,indberetninger-20180424,2.5926442,36687746.0,AWLTtKoWx8uVRSOdfxiJ,2018-04-17T13:04:54.928Z,2018-04-17T13:04:11.452Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-99-DE,2018-04-17T13:04:11.704Z,,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,
36687746,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzdhL2Y2LzU2L2ViMjAtNDliNy05NGQ5LWZhM2Q0MTRjMzlmZA.xhtml,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzA1Lzc0L2E2LzdkOWItNGJmNC1hNzZhLTI5NTA1NjkwN2Y2NA.pdf,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzZlL2MzL2I2L2Q0YzQtNDJiNS04YmY0LTRlNTVjZTcxOTk2MA.xml,true,Danmark,DK,Them,8653.0,2.0,Rodelundvej,Them,8653.0,4.0,EnebÃ¦rvej,8653 Them,Rodelundvej 2,Til den daglige ledelse i Schjermer ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-20,2018-04-16,27426.0,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har eventualforpligtelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har pantsÃ¦tninger eller sikkerhedsstillelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>",140000.0,321060.0,36687746.0,mne90,1011089093.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Aggerholm,Svend Aggerholm,Thomas Schjermer Klitte,Schjermer ApS,Svend Aggerholm,562.0,0.0,119443.0,10281.0,Them,2016-01-01,2016-12-31,24949.0,33629.0,34191.0,2017-12-31,2017-01-01,false,false,2018-02-20,Them,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",8680.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318529,indberetninger-20180424,2.5926442,36687746.0,AWLTtKoWx8uVRSOdfxiJ,2018-04-17T13:04:54.928Z,2018-04-17T13:04:11.452Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-99-DE,2018-04-17T13:04:11.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,188197.0,,
36687746,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzdhL2Y2LzU2L2ViMjAtNDliNy05NGQ5LWZhM2Q0MTRjMzlmZA.xhtml,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzA1Lzc0L2E2LzdkOWItNGJmNC1hNzZhLTI5NTA1NjkwN2Y2NA.pdf,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzZlL2MzL2I2L2Q0YzQtNDJiNS04YmY0LTRlNTVjZTcxOTk2MA.xml,true,Danmark,DK,Them,8653.0,2.0,Rodelundvej,Them,8653.0,4.0,EnebÃ¦rvej,8653 Them,Rodelundvej 2,Til den daglige ledelse i Schjermer ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-20,2018-04-16,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har eventualforpligtelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har pantsÃ¦tninger eller sikkerhedsstillelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>",,,36687746.0,mne90,1011089093.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Aggerholm,Svend Aggerholm,Thomas Schjermer Klitte,Schjermer ApS,Svend Aggerholm,,,,10281.0,Them,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-20,Them,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318529,indberetninger-20180424,2.5926442,36687746.0,AWLTtKoWx8uVRSOdfxiJ,2018-04-17T13:04:54.928Z,2018-04-17T13:04:11.452Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-99-DE,2018-04-17T13:04:11.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,28252102.0,P S Revision v/Svend Aggerholm
36687746,2017-01-01,2017-12-31,c12,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzdhL2Y2LzU2L2ViMjAtNDliNy05NGQ5LWZhM2Q0MTRjMzlmZA.xhtml,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzA1Lzc0L2E2LzdkOWItNGJmNC1hNzZhLTI5NTA1NjkwN2Y2NA.pdf,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzZlL2MzL2I2L2Q0YzQtNDJiNS04YmY0LTRlNTVjZTcxOTk2MA.xml,true,Danmark,DK,Them,8653.0,2.0,Rodelundvej,Them,8653.0,4.0,EnebÃ¦rvej,8653 Them,Rodelundvej 2,Til den daglige ledelse i Schjermer ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-20,2018-04-16,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har eventualforpligtelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har pantsÃ¦tninger eller sikkerhedsstillelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>",,,36687746.0,mne90,1011089093.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Aggerholm,Svend Aggerholm,Thomas Schjermer Klitte,Schjermer ApS,Svend Aggerholm,,,,10281.0,Them,2016-01-01,2016-12-31,24949.0,,,2017-12-31,2017-01-01,false,false,2018-02-20,Them,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318529,indberetninger-20180424,2.5926442,36687746.0,AWLTtKoWx8uVRSOdfxiJ,2018-04-17T13:04:54.928Z,2018-04-17T13:04:11.452Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-99-DE,2018-04-17T13:04:11.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36687746,2017-01-01,2017-12-31,c13,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzdhL2Y2LzU2L2ViMjAtNDliNy05NGQ5LWZhM2Q0MTRjMzlmZA.xhtml,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzA1Lzc0L2E2LzdkOWItNGJmNC1hNzZhLTI5NTA1NjkwN2Y2NA.pdf,http://regnskaber.virk.dk/64778663/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzZlL2MzL2I2L2Q0YzQtNDJiNS04YmY0LTRlNTVjZTcxOTk2MA.xml,true,Danmark,DK,Them,8653.0,2.0,Rodelundvej,Them,8653.0,4.0,EnebÃ¦rvej,8653 Them,Rodelundvej 2,Til den daglige ledelse i Schjermer ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-20,2018-04-16,,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har eventualforpligtelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ledelsen har oplyst, at selskabet ikke har pantsÃ¦tninger eller sikkerhedsstillelser, der ikke fremgÃ¥r af Ã¥rsregnskabet.</p>",,,36687746.0,mne90,1011089093.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Svend Aggerholm,Svend Aggerholm,Thomas Schjermer Klitte,Schjermer ApS,Svend Aggerholm,,,,10281.0,Them,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-02-20,Them,"Generalforsamlingen har besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25318529,indberetninger-20180424,2.5926442,36687746.0,AWLTtKoWx8uVRSOdfxiJ,2018-04-17T13:04:54.928Z,2018-04-17T13:04:11.452Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-99-DE,2018-04-17T13:04:11.704Z,,,,,,,,,,,,,,,,,,,,,,,,,,,188197.0,,
