entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,OtherExternalExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ValueAdjustmentsOfEquity,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
32890423,2011-10-01,2011-10-01,c456,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8vcGRmcy8zMjg5MDQyMztBcFM0NzMxMjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8veGJybHMvWC0yOEM0QTU1Ni0yMDE0MDIwNV8xMTIyMzhfMzgw.xml,Skibby,4050.0,17.0,Sydmarken,"4300, HolbÃ¦k","Havnegade, 2",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-12-06,2013-12-06,2010-05-01,2014-01-22,80000.0,32890423.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012/13 for Baneparken Lyngerup ApS.,Ãrsrapport,Bjarne Nielsen,Bjarne Nielsen,Baneparken Lyngerup ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Skibby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skibby,2013-09-30,2012-10-01,2013-12-06,HolbÃ¦k,47594759.0,formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20683564,indberetninger-20180424,2.5095978,32890423,,2018-03-31T19:08:45.784Z,2014-02-05T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-379.031,2014-02-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,
32890423,2011-10-01,2011-10-01,c474,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8vcGRmcy8zMjg5MDQyMztBcFM0NzMxMjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8veGJybHMvWC0yOEM0QTU1Ni0yMDE0MDIwNV8xMTIyMzhfMzgw.xml,Skibby,4050.0,17.0,Sydmarken,"4300, HolbÃ¦k","Havnegade, 2",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-12-06,2013-12-06,2010-05-01,2014-01-22,-24000.0,32890423.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012/13 for Baneparken Lyngerup ApS.,Ãrsrapport,Bjarne Nielsen,Bjarne Nielsen,Baneparken Lyngerup ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Skibby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skibby,2013-09-30,2012-10-01,2013-12-06,HolbÃ¦k,47594759.0,formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20683564,indberetninger-20180424,2.5095978,32890423,,2018-03-31T19:08:45.784Z,2014-02-05T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-379.031,2014-02-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,
32890423,2011-10-01,2012-09-30,c123,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8vcGRmcy8zMjg5MDQyMztBcFM0NzMxMjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8veGJybHMvWC0yOEM0QTU1Ni0yMDE0MDIwNV8xMTIyMzhfMzgw.xml,Skibby,4050.0,17.0,Sydmarken,"4300, HolbÃ¦k","Havnegade, 2",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-12-06,2013-12-06,2010-05-01,2014-01-22,,32890423.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012/13 for Baneparken Lyngerup ApS.,Ãrsrapport,Bjarne Nielsen,Bjarne Nielsen,Baneparken Lyngerup ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Skibby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skibby,2013-09-30,2012-10-01,2013-12-06,HolbÃ¦k,47594759.0,formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20683564,indberetninger-20180424,2.5095978,32890423,,2018-03-31T19:08:45.784Z,2014-02-05T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-379.031,2014-02-05T23:00:00.000Z,-3000.0,,,,,,,,,,,,,,,,,
32890423,2011-10-01,2012-09-30,c3,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8vcGRmcy8zMjg5MDQyMztBcFM0NzMxMjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8veGJybHMvWC0yOEM0QTU1Ni0yMDE0MDIwNV8xMTIyMzhfMzgw.xml,Skibby,4050.0,17.0,Sydmarken,"4300, HolbÃ¦k","Havnegade, 2",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-12-06,2013-12-06,2010-05-01,2014-01-22,,32890423.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012/13 for Baneparken Lyngerup ApS.,Ãrsrapport,Bjarne Nielsen,Bjarne Nielsen,Baneparken Lyngerup ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Skibby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skibby,2013-09-30,2012-10-01,2013-12-06,HolbÃ¦k,47594759.0,formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20683564,indberetninger-20180424,2.5095978,32890423,,2018-03-31T19:08:45.784Z,2014-02-05T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-379.031,2014-02-05T23:00:00.000Z,-3000.0,-5000.0,5000.0,2000.0,-3000.0,-5000.0,,,,,,,,,,,,
32890423,2011-10-01,2012-09-30,c475,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8vcGRmcy8zMjg5MDQyMztBcFM0NzMxMjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8veGJybHMvWC0yOEM0QTU1Ni0yMDE0MDIwNV8xMTIyMzhfMzgw.xml,Skibby,4050.0,17.0,Sydmarken,"4300, HolbÃ¦k","Havnegade, 2",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-12-06,2013-12-06,2010-05-01,2014-01-22,,32890423.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012/13 for Baneparken Lyngerup ApS.,Ãrsrapport,Bjarne Nielsen,Bjarne Nielsen,Baneparken Lyngerup ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Skibby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skibby,2013-09-30,2012-10-01,2013-12-06,HolbÃ¦k,47594759.0,formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20683564,indberetninger-20180424,2.5095978,32890423,,2018-03-31T19:08:45.784Z,2014-02-05T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-379.031,2014-02-05T23:00:00.000Z,-3000.0,,,,,,-1000.0,,,,,,,,,,,
32890423,2012-09-30,2012-09-30,c4,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8vcGRmcy8zMjg5MDQyMztBcFM0NzMxMjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8veGJybHMvWC0yOEM0QTU1Ni0yMDE0MDIwNV8xMTIyMzhfMzgw.xml,Skibby,4050.0,17.0,Sydmarken,"4300, HolbÃ¦k","Havnegade, 2",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-12-06,2013-12-06,2010-05-01,2014-01-22,52000.0,32890423.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012/13 for Baneparken Lyngerup ApS.,Ãrsrapport,Bjarne Nielsen,Bjarne Nielsen,Baneparken Lyngerup ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Skibby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skibby,2013-09-30,2012-10-01,2013-12-06,HolbÃ¦k,47594759.0,formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20683564,indberetninger-20180424,2.5095978,32890423,,2018-03-31T19:08:45.784Z,2014-02-05T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-379.031,2014-02-05T23:00:00.000Z,,,,,,,,57000.0,80000.0,57000.0,57000.0,5000.0,57000.0,-28000.0,5000.0,57000.0,5000.0,
32890423,2012-09-30,2012-09-30,c452,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8vcGRmcy8zMjg5MDQyMztBcFM0NzMxMjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8veGJybHMvWC0yOEM0QTU1Ni0yMDE0MDIwNV8xMTIyMzhfMzgw.xml,Skibby,4050.0,17.0,Sydmarken,"4300, HolbÃ¦k","Havnegade, 2",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-12-06,2013-12-06,2010-05-01,2014-01-22,80000.0,32890423.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012/13 for Baneparken Lyngerup ApS.,Ãrsrapport,Bjarne Nielsen,Bjarne Nielsen,Baneparken Lyngerup ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Skibby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skibby,2013-09-30,2012-10-01,2013-12-06,HolbÃ¦k,47594759.0,formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20683564,indberetninger-20180424,2.5095978,32890423,,2018-03-31T19:08:45.784Z,2014-02-05T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-379.031,2014-02-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,
32890423,2012-09-30,2012-09-30,c476,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8vcGRmcy8zMjg5MDQyMztBcFM0NzMxMjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8veGJybHMvWC0yOEM0QTU1Ni0yMDE0MDIwNV8xMTIyMzhfMzgw.xml,Skibby,4050.0,17.0,Sydmarken,"4300, HolbÃ¦k","Havnegade, 2",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-12-06,2013-12-06,2010-05-01,2014-01-22,-28000.0,32890423.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012/13 for Baneparken Lyngerup ApS.,Ãrsrapport,Bjarne Nielsen,Bjarne Nielsen,Baneparken Lyngerup ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Skibby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skibby,2013-09-30,2012-10-01,2013-12-06,HolbÃ¦k,47594759.0,formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20683564,indberetninger-20180424,2.5095978,32890423,,2018-03-31T19:08:45.784Z,2014-02-05T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-379.031,2014-02-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,
32890423,2012-10-01,2012-10-01,c199,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8vcGRmcy8zMjg5MDQyMztBcFM0NzMxMjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8veGJybHMvWC0yOEM0QTU1Ni0yMDE0MDIwNV8xMTIyMzhfMzgw.xml,Skibby,4050.0,17.0,Sydmarken,"4300, HolbÃ¦k","Havnegade, 2",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-12-06,2013-12-06,2010-05-01,2014-01-22,-27634.0,32890423.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012/13 for Baneparken Lyngerup ApS.,Ãrsrapport,Bjarne Nielsen,Bjarne Nielsen,Baneparken Lyngerup ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Skibby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skibby,2013-09-30,2012-10-01,2013-12-06,HolbÃ¦k,47594759.0,formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20683564,indberetninger-20180424,2.5095978,32890423,,2018-03-31T19:08:45.784Z,2014-02-05T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-379.031,2014-02-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,
32890423,2012-10-01,2012-10-01,c453,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8vcGRmcy8zMjg5MDQyMztBcFM0NzMxMjI7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/32409823/Y3ZyLmRrOi8veGJybHMvWC0yOEM0QTU1Ni0yMDE0MDIwNV8xMTIyMzhfMzgw.xml,Skibby,4050.0,17.0,Sydmarken,"4300, HolbÃ¦k","Havnegade, 2",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-12-06,2013-12-06,2010-05-01,2014-01-22,80000.0,32890423.0,33780524.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2012/13 for Baneparken Lyngerup ApS.,Ãrsrapport,Bjarne Nielsen,Bjarne Nielsen,Baneparken Lyngerup ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Skibby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Skibby,2013-09-30,2012-10-01,2013-12-06,HolbÃ¦k,47594759.0,formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20683564,indberetninger-20180424,2.5095978,32890423,,2018-03-31T19:08:45.784Z,2014-02-05T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-379.031,2014-02-05T23:00:00.000Z,,,,,,,,,,,,,,,,,,
