entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,ExchangeRateLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,PropertyCost,Revenue,TaxExpense,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,PropertyPlantAndEquipmentGross,NameOfAuditFirm
30716973,2014-01-01,2014-01-01,c244,,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFhLzEzLzI3LzFjNmUtNGY2Yi1hMjI4LWI2Y2YyZWJkYzNlZA.pdf,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiL2RkLzY0LzU0L2ViNWMtNDA5YS04YzFlLWFjNWFlZWZjNDFjZA.xml,89570.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn K,1160.0,11.0,Amagertorv,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-02,2016-05-02,Statsaut. revisor,-7101441.0,956000.0,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Thomas Monberg,Homann Advokater,Pre Real Estate Deutschland 6 ApS under frivillig likvidation,Beierholm,KÃ¸benhavn K,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-02,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22333882,indberetninger-20180424,2.5097417999999996,30716973.0,,2018-03-28T17:42:35.405Z,2016-05-10T08:57:47.013Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-FM,2016-05-10T08:57:47.148Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2014-01-01,2014-01-01,c289,,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFhLzEzLzI3LzFjNmUtNGY2Yi1hMjI4LWI2Y2YyZWJkYzNlZA.pdf,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiL2RkLzY0LzU0L2ViNWMtNDA5YS04YzFlLWFjNWFlZWZjNDFjZA.xml,89570.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn K,1160.0,11.0,Amagertorv,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-02,2016-05-02,Statsaut. revisor,-7101441.0,3022777.0,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Thomas Monberg,Homann Advokater,Pre Real Estate Deutschland 6 ApS under frivillig likvidation,Beierholm,KÃ¸benhavn K,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-02,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22333882,indberetninger-20180424,2.5097417999999996,30716973.0,,2018-03-28T17:42:35.405Z,2016-05-10T08:57:47.013Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-FM,2016-05-10T08:57:47.148Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2014-01-01,2014-12-31,c180,,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFhLzEzLzI3LzFjNmUtNGY2Yi1hMjI4LWI2Y2YyZWJkYzNlZA.pdf,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiL2RkLzY0LzU0L2ViNWMtNDA5YS04YzFlLWFjNWFlZWZjNDFjZA.xml,89570.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn K,1160.0,11.0,Amagertorv,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-02,2016-05-02,Statsaut. revisor,-7101441.0,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Thomas Monberg,Homann Advokater,Pre Real Estate Deutschland 6 ApS under frivillig likvidation,Beierholm,KÃ¸benhavn K,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-02,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22333882,indberetninger-20180424,2.5097417999999996,30716973.0,,2018-03-28T17:42:35.405Z,2016-05-10T08:57:47.013Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-FM,2016-05-10T08:57:47.148Z,-1986764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2014-01-01,2014-12-31,c290,,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFhLzEzLzI3LzFjNmUtNGY2Yi1hMjI4LWI2Y2YyZWJkYzNlZA.pdf,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiL2RkLzY0LzU0L2ViNWMtNDA5YS04YzFlLWFjNWFlZWZjNDFjZA.xml,89570.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn K,1160.0,11.0,Amagertorv,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-02,2016-05-02,Statsaut. revisor,-7101441.0,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Thomas Monberg,Homann Advokater,Pre Real Estate Deutschland 6 ApS under frivillig likvidation,Beierholm,KÃ¸benhavn K,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-02,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22333882,indberetninger-20180424,2.5097417999999996,30716973.0,,2018-03-28T17:42:35.405Z,2016-05-10T08:57:47.013Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-FM,2016-05-10T08:57:47.148Z,-1986764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2014-01-01,2014-12-31,c4,,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFhLzEzLzI3LzFjNmUtNGY2Yi1hMjI4LWI2Y2YyZWJkYzNlZA.pdf,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiL2RkLzY0LzU0L2ViNWMtNDA5YS04YzFlLWFjNWFlZWZjNDFjZA.xml,89570.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn K,1160.0,11.0,Amagertorv,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-02,2016-05-02,Statsaut. revisor,-7101441.0,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Thomas Monberg,Homann Advokater,Pre Real Estate Deutschland 6 ApS under frivillig likvidation,Beierholm,KÃ¸benhavn K,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-02,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22333882,indberetninger-20180424,2.5097417999999996,30716973.0,,2018-03-28T17:42:35.405Z,2016-05-10T08:57:47.013Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-FM,2016-05-10T08:57:47.148Z,-1986764.0,1331.0,37042.0,62882.0,2123237.0,26.0,367058.0,0.0,3396.0,89714.0,138131.0,8801.0,138105.0,5405.0,-1885509.0,126196.0,582968.0,101255.0,101255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2014-12-31,2014-12-31,c5,,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFhLzEzLzI3LzFjNmUtNGY2Yi1hMjI4LWI2Y2YyZWJkYzNlZA.pdf,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiL2RkLzY0LzU0L2ViNWMtNDA5YS04YzFlLWFjNWFlZWZjNDFjZA.xml,89570.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn K,1160.0,11.0,Amagertorv,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-02,2016-05-02,Statsaut. revisor,-7101441.0,1992013.0,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Thomas Monberg,Homann Advokater,Pre Real Estate Deutschland 6 ApS under frivillig likvidation,Beierholm,KÃ¸benhavn K,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-02,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22333882,indberetninger-20180424,2.5097417999999996,30716973.0,,2018-03-28T17:42:35.405Z,2016-05-10T08:57:47.013Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-FM,2016-05-10T08:57:47.148Z,,,,,,,,,,,,,,,,,,,,3605112.0,197109.0,956000.0,602004.0,3003108.0,3605112.0,1613099.0,1475181.0,1475181.0,3003108.0,13936.0,22142.0,3003108.0,1036013.0,29730.0,137918.0,7080.0,0.0,5958.0,404895.0,285033.0,62882.0,0.0,18332.0,97720.0,,
30716973,2015-01-01,2015-01-01,c208,,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFhLzEzLzI3LzFjNmUtNGY2Yi1hMjI4LWI2Y2YyZWJkYzNlZA.pdf,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiL2RkLzY0LzU0L2ViNWMtNDA5YS04YzFlLWFjNWFlZWZjNDFjZA.xml,89570.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn K,1160.0,11.0,Amagertorv,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-02,2016-05-02,Statsaut. revisor,-7101441.0,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Thomas Monberg,Homann Advokater,Pre Real Estate Deutschland 6 ApS under frivillig likvidation,Beierholm,KÃ¸benhavn K,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-02,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22333882,indberetninger-20180424,2.5097417999999996,30716973.0,,2018-03-28T17:42:35.405Z,2016-05-10T08:57:47.013Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-FM,2016-05-10T08:57:47.148Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7011871.0,
30716973,2015-01-01,2015-01-01,c247,,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFhLzEzLzI3LzFjNmUtNGY2Yi1hMjI4LWI2Y2YyZWJkYzNlZA.pdf,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiL2RkLzY0LzU0L2ViNWMtNDA5YS04YzFlLWFjNWFlZWZjNDFjZA.xml,89570.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn K,1160.0,11.0,Amagertorv,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-02,2016-05-02,Statsaut. revisor,-7101441.0,956000.0,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Thomas Monberg,Homann Advokater,Pre Real Estate Deutschland 6 ApS under frivillig likvidation,Beierholm,KÃ¸benhavn K,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-02,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22333882,indberetninger-20180424,2.5097417999999996,30716973.0,,2018-03-28T17:42:35.405Z,2016-05-10T08:57:47.013Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-FM,2016-05-10T08:57:47.148Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2015-01-01,2015-01-01,c286,,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFhLzEzLzI3LzFjNmUtNGY2Yi1hMjI4LWI2Y2YyZWJkYzNlZA.pdf,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiL2RkLzY0LzU0L2ViNWMtNDA5YS04YzFlLWFjNWFlZWZjNDFjZA.xml,89570.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn K,1160.0,11.0,Amagertorv,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-02,2016-05-02,Statsaut. revisor,-7101441.0,1036013.0,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Thomas Monberg,Homann Advokater,Pre Real Estate Deutschland 6 ApS under frivillig likvidation,Beierholm,KÃ¸benhavn K,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-02,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22333882,indberetninger-20180424,2.5097417999999996,30716973.0,,2018-03-28T17:42:35.405Z,2016-05-10T08:57:47.013Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-FM,2016-05-10T08:57:47.148Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2015-01-01,2015-12-31,c1,,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFhLzEzLzI3LzFjNmUtNGY2Yi1hMjI4LWI2Y2YyZWJkYzNlZA.pdf,http://regnskaber.virk.dk/37961703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiL2RkLzY0LzU0L2ViNWMtNDA5YS04YzFlLWFjNWFlZWZjNDFjZA.xml,89570.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,KÃ¸benhavn K,1160.0,11.0,Amagertorv,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-05-02,2016-05-02,Statsaut. revisor,-7101441.0,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Thomas Monberg,Homann Advokater,Pre Real Estate Deutschland 6 ApS under frivillig likvidation,Beierholm,KÃ¸benhavn K,KÃ¸benhavn,2015-12-31,2015-01-01,2016-05-02,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:22333882,indberetninger-20180424,2.5097417999999996,30716973.0,,2018-03-28T17:42:35.405Z,2016-05-10T08:57:47.013Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-56-FM,2016-05-10T08:57:47.148Z,-109842.0,5999.0,0.0,-1479.0,111416.0,6.0,40014.0,1105.0,0.0,210382.0,34104.0,184.0,32993.0,184.0,-105322.0,101711.0,352107.0,4520.0,4520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
