entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,PropertyCost,Revenue,TaxExpense,TaxExpenseOnOrdinaryActivities,LongtermLiabilitiesOtherThanProvisions,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
30716973,2012-01-01,2012-01-01,c244,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjk3MztBcFM0MDc2NTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDUzMV8xNDM1MTJfNjMy.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,HumlebÃ¦k,3050.0,7.0,Strand AllÃ©,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2014-05-01,2014-05-15,Statsaut. revisor,956000.0,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Per Morten BjÃ¸rseth,Homann Advokater,Pre Real Estate Deutschland 6 ApS,Beierholm,HumlebÃ¦k,Fredensborg,2013-12-31,2013-01-01,2014-05-01,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:18705246,indberetninger-20180424,2.5124366,30716973.0,,2018-03-31T17:02:49.345Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-87.936,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2012-01-01,2012-01-01,c289,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjk3MztBcFM0MDc2NTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDUzMV8xNDM1MTJfNjMy.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,HumlebÃ¦k,3050.0,7.0,Strand AllÃ©,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2014-05-01,2014-05-15,Statsaut. revisor,2716762.0,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Per Morten BjÃ¸rseth,Homann Advokater,Pre Real Estate Deutschland 6 ApS,Beierholm,HumlebÃ¦k,Fredensborg,2013-12-31,2013-01-01,2014-05-01,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:18705246,indberetninger-20180424,2.5124366,30716973.0,,2018-03-31T17:02:49.345Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-87.936,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2012-01-01,2012-12-31,c180,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjk3MztBcFM0MDc2NTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDUzMV8xNDM1MTJfNjMy.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,HumlebÃ¦k,3050.0,7.0,Strand AllÃ©,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2014-05-01,2014-05-15,Statsaut. revisor,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Per Morten BjÃ¸rseth,Homann Advokater,Pre Real Estate Deutschland 6 ApS,Beierholm,HumlebÃ¦k,Fredensborg,2013-12-31,2013-01-01,2014-05-01,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:18705246,indberetninger-20180424,2.5124366,30716973.0,,2018-03-31T17:02:49.345Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-87.936,2014-05-31T22:00:00.000Z,-79026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2012-01-01,2012-12-31,c290,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjk3MztBcFM0MDc2NTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDUzMV8xNDM1MTJfNjMy.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,HumlebÃ¦k,3050.0,7.0,Strand AllÃ©,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2014-05-01,2014-05-15,Statsaut. revisor,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Per Morten BjÃ¸rseth,Homann Advokater,Pre Real Estate Deutschland 6 ApS,Beierholm,HumlebÃ¦k,Fredensborg,2013-12-31,2013-01-01,2014-05-01,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:18705246,indberetninger-20180424,2.5124366,30716973.0,,2018-03-31T17:02:49.345Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-87.936,2014-05-31T22:00:00.000Z,-79026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2012-01-01,2012-12-31,c4,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjk3MztBcFM0MDc2NTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDUzMV8xNDM1MTJfNjMy.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,HumlebÃ¦k,3050.0,7.0,Strand AllÃ©,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2014-05-01,2014-05-15,Statsaut. revisor,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Per Morten BjÃ¸rseth,Homann Advokater,Pre Real Estate Deutschland 6 ApS,Beierholm,HumlebÃ¦k,Fredensborg,2013-12-31,2013-01-01,2014-05-01,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:18705246,indberetninger-20180424,2.5124366,30716973.0,,2018-03-31T17:02:49.345Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-87.936,2014-05-31T22:00:00.000Z,-79026.0,0.0,-12593.0,-8245.0,314821.0,532835.0,22584.0,118312.0,322901.0,5023.0,300317.0,-99864.0,250096.0,901243.0,-20838.0,-20838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2012-12-31,2012-12-31,c363,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjk3MztBcFM0MDc2NTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDUzMV8xNDM1MTJfNjMy.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,HumlebÃ¦k,3050.0,7.0,Strand AllÃ©,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2014-05-01,2014-05-15,Statsaut. revisor,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Per Morten BjÃ¸rseth,Homann Advokater,Pre Real Estate Deutschland 6 ApS,Beierholm,HumlebÃ¦k,Fredensborg,2013-12-31,2013-01-01,2014-05-01,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:18705246,indberetninger-20180424,2.5124366,30716973.0,,2018-03-31T17:02:49.345Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-87.936,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,7219867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2012-12-31,2012-12-31,c442,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjk3MztBcFM0MDc2NTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDUzMV8xNDM1MTJfNjMy.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,HumlebÃ¦k,3050.0,7.0,Strand AllÃ©,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2014-05-01,2014-05-15,Statsaut. revisor,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Per Morten BjÃ¸rseth,Homann Advokater,Pre Real Estate Deutschland 6 ApS,Beierholm,HumlebÃ¦k,Fredensborg,2013-12-31,2013-01-01,2014-05-01,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:18705246,indberetninger-20180424,2.5124366,30716973.0,,2018-03-31T17:02:49.345Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-87.936,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,762968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30716973,2012-12-31,2012-12-31,c5,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjk3MztBcFM0MDc2NTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDUzMV8xNDM1MTJfNjMy.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,HumlebÃ¦k,3050.0,7.0,Strand AllÃ©,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2014-05-01,2014-05-15,Statsaut. revisor,3593736.0,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Per Morten BjÃ¸rseth,Homann Advokater,Pre Real Estate Deutschland 6 ApS,Beierholm,HumlebÃ¦k,Fredensborg,2013-12-31,2013-01-01,2014-05-01,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:18705246,indberetninger-20180424,2.5124366,30716973.0,,2018-03-31T17:02:49.345Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-87.936,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,7824735.0,11650913.0,187071.0,956000.0,348887.0,137451.0,3125.0,11298901.0,11650913.0,8057177.0,7061767.0,762968.0,11302026.0,14049.0,0.0,11302026.0,2637736.0,1150.0,232442.0,158100.0,40500.0,161816.0,8724.0,18643.0,15641.0,,,,,,,,,,
30716973,2013-01-01,2013-01-01,c202,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjk3MztBcFM0MDc2NTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDUzMV8xNDM1MTJfNjMy.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,HumlebÃ¦k,3050.0,7.0,Strand AllÃ©,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2014-05-01,2014-05-15,Statsaut. revisor,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Per Morten BjÃ¸rseth,Homann Advokater,Pre Real Estate Deutschland 6 ApS,Beierholm,HumlebÃ¦k,Fredensborg,2013-12-31,2013-01-01,2014-05-01,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:18705246,indberetninger-20180424,2.5124366,30716973.0,,2018-03-31T17:02:49.345Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-87.936,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1399591.0,12698492.0,,,,,,,,
30716973,2013-01-01,2013-01-01,c217,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8vcGRmcy8zMDcxNjk3MztBcFM0MDc2NTk7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37961703/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE0MDUzMV8xNDM1MTJfNjMy.xml,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,HumlebÃ¦k,3050.0,7.0,Strand AllÃ©,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2014-05-01,2014-05-15,Statsaut. revisor,,30716973.0,Ãrsrapport,Kim Nielsen,Thomas Monberg,Per Morten BjÃ¸rseth,Homann Advokater,Pre Real Estate Deutschland 6 ApS,Beierholm,HumlebÃ¦k,Fredensborg,2013-12-31,2013-01-01,2014-05-01,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:18705246,indberetninger-20180424,2.5124366,30716973.0,,2018-03-31T17:02:49.345Z,2014-05-31T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-87.936,2014-05-31T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34389.0,37514.0,,,,,,,,
