entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
29611319,2013-01-01,2013-12-31,ID_0,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8vcGRmcy8yOTYxMTMxOTtBcFMzNzQ3OTY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8veGJybHMvWC1FOTJDMjRGRS0yMDE0MDYwMl8xNDI2MTdfMDQz.xml,"4930, Maribo",C. E. Christiansens Vej 56,Til kapitalejerne i JÃ¸rgenslund 2006 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2006-06-03,2014-05-26,0.0,29611319.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for JÃ¸rgenslund 2006 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans JÃ¸rgen Hansen,Jyske Bank,JÃ¸rgenslund 2006 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2013-12-31,2013-01-01,2014-05-26,Maribo,54 60 02 42,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17630166,indberetninger-20180424,2.5118406,29611319.0,,2018-03-31T19:43:37.068Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-94.738,2014-06-03T22:00:00.000Z,
29611319,2013-01-01,2013-12-31,ID_1,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8vcGRmcy8yOTYxMTMxOTtBcFMzNzQ3OTY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8veGJybHMvWC1FOTJDMjRGRS0yMDE0MDYwMl8xNDI2MTdfMDQz.xml,"4930, Maribo",C. E. Christiansens Vej 56,Til kapitalejerne i JÃ¸rgenslund 2006 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2006-06-03,2014-05-26,0.0,29611319.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for JÃ¸rgenslund 2006 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans JÃ¸rgen Hansen,Jyske Bank,JÃ¸rgenslund 2006 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2013-12-31,2013-01-01,2014-05-26,Maribo,54 60 02 42,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17630166,indberetninger-20180424,2.5118406,29611319.0,,2018-03-31T19:43:37.068Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-94.738,2014-06-03T22:00:00.000Z,
29611319,2013-01-01,2013-12-31,ID_10,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8vcGRmcy8yOTYxMTMxOTtBcFMzNzQ3OTY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8veGJybHMvWC1FOTJDMjRGRS0yMDE0MDYwMl8xNDI2MTdfMDQz.xml,"4930, Maribo",C. E. Christiansens Vej 56,Til kapitalejerne i JÃ¸rgenslund 2006 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2006-06-03,2014-05-26,0.0,29611319.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for JÃ¸rgenslund 2006 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans JÃ¸rgen Hansen,Jyske Bank,JÃ¸rgenslund 2006 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2013-12-31,2013-01-01,2014-05-26,Maribo,54 60 02 42,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17630166,indberetninger-20180424,2.5118406,29611319.0,,2018-03-31T19:43:37.068Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-94.738,2014-06-03T22:00:00.000Z,
29611319,2013-01-01,2013-12-31,ID_2,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8vcGRmcy8yOTYxMTMxOTtBcFMzNzQ3OTY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8veGJybHMvWC1FOTJDMjRGRS0yMDE0MDYwMl8xNDI2MTdfMDQz.xml,"4930, Maribo",C. E. Christiansens Vej 56,Til kapitalejerne i JÃ¸rgenslund 2006 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2006-06-03,2014-05-26,0.0,29611319.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for JÃ¸rgenslund 2006 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans JÃ¸rgen Hansen,Jyske Bank,JÃ¸rgenslund 2006 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2013-12-31,2013-01-01,2014-05-26,Maribo,54 60 02 42,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17630166,indberetninger-20180424,2.5118406,29611319.0,,2018-03-31T19:43:37.068Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-94.738,2014-06-03T22:00:00.000Z,Hans JÃ¸rgen Hansen
29611319,2013-01-01,2013-12-31,ID_3,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8vcGRmcy8yOTYxMTMxOTtBcFMzNzQ3OTY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8veGJybHMvWC1FOTJDMjRGRS0yMDE0MDYwMl8xNDI2MTdfMDQz.xml,"4930, Maribo",C. E. Christiansens Vej 56,Til kapitalejerne i JÃ¸rgenslund 2006 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2006-06-03,2014-05-26,0.0,29611319.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for JÃ¸rgenslund 2006 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans JÃ¸rgen Hansen,Jyske Bank,JÃ¸rgenslund 2006 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2013-12-31,2013-01-01,2014-05-26,Maribo,54 60 02 42,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17630166,indberetninger-20180424,2.5118406,29611319.0,,2018-03-31T19:43:37.068Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-94.738,2014-06-03T22:00:00.000Z,
29611319,2013-01-01,2013-12-31,ID_4,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8vcGRmcy8yOTYxMTMxOTtBcFMzNzQ3OTY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8veGJybHMvWC1FOTJDMjRGRS0yMDE0MDYwMl8xNDI2MTdfMDQz.xml,"4930, Maribo",C. E. Christiansens Vej 56,Til kapitalejerne i JÃ¸rgenslund 2006 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2006-06-03,2014-05-26,0.0,29611319.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for JÃ¸rgenslund 2006 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans JÃ¸rgen Hansen,Jyske Bank,JÃ¸rgenslund 2006 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2013-12-31,2013-01-01,2014-05-26,Maribo,54 60 02 42,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17630166,indberetninger-20180424,2.5118406,29611319.0,,2018-03-31T19:43:37.068Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-94.738,2014-06-03T22:00:00.000Z,
29611319,2013-01-01,2013-12-31,ID_5,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8vcGRmcy8yOTYxMTMxOTtBcFMzNzQ3OTY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8veGJybHMvWC1FOTJDMjRGRS0yMDE0MDYwMl8xNDI2MTdfMDQz.xml,"4930, Maribo",C. E. Christiansens Vej 56,Til kapitalejerne i JÃ¸rgenslund 2006 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2006-06-03,2014-05-26,0.0,29611319.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for JÃ¸rgenslund 2006 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans JÃ¸rgen Hansen,Jyske Bank,JÃ¸rgenslund 2006 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2013-12-31,2013-01-01,2014-05-26,Maribo,54 60 02 42,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17630166,indberetninger-20180424,2.5118406,29611319.0,,2018-03-31T19:43:37.068Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-94.738,2014-06-03T22:00:00.000Z,
29611319,2013-01-01,2013-12-31,ID_6,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8vcGRmcy8yOTYxMTMxOTtBcFMzNzQ3OTY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8veGJybHMvWC1FOTJDMjRGRS0yMDE0MDYwMl8xNDI2MTdfMDQz.xml,"4930, Maribo",C. E. Christiansens Vej 56,Til kapitalejerne i JÃ¸rgenslund 2006 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2006-06-03,2014-05-26,0.0,29611319.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for JÃ¸rgenslund 2006 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans JÃ¸rgen Hansen,Jyske Bank,JÃ¸rgenslund 2006 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2013-12-31,2013-01-01,2014-05-26,Maribo,54 60 02 42,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17630166,indberetninger-20180424,2.5118406,29611319.0,,2018-03-31T19:43:37.068Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-94.738,2014-06-03T22:00:00.000Z,
29611319,2013-01-01,2013-12-31,ID_7,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8vcGRmcy8yOTYxMTMxOTtBcFMzNzQ3OTY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8veGJybHMvWC1FOTJDMjRGRS0yMDE0MDYwMl8xNDI2MTdfMDQz.xml,"4930, Maribo",C. E. Christiansens Vej 56,Til kapitalejerne i JÃ¸rgenslund 2006 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2006-06-03,2014-05-26,0.0,29611319.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for JÃ¸rgenslund 2006 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans JÃ¸rgen Hansen,Jyske Bank,JÃ¸rgenslund 2006 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2013-12-31,2013-01-01,2014-05-26,Maribo,54 60 02 42,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17630166,indberetninger-20180424,2.5118406,29611319.0,,2018-03-31T19:43:37.068Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-94.738,2014-06-03T22:00:00.000Z,
29611319,2013-01-01,2013-12-31,ID_8,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8vcGRmcy8yOTYxMTMxOTtBcFMzNzQ3OTY7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/91311692/Y3ZyLmRrOi8veGJybHMvWC1FOTJDMjRGRS0yMDE0MDYwMl8xNDI2MTdfMDQz.xml,"4930, Maribo",C. E. Christiansens Vej 56,Til kapitalejerne i JÃ¸rgenslund 2006 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2006-06-03,2014-05-26,0.0,29611319.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for JÃ¸rgenslund 2006 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hans JÃ¸rgen Hansen,Jyske Bank,JÃ¸rgenslund 2006 ApS,"aage maagensen, statsautoriseret revisionsaktieselskab",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Lolland, 360",2013-12-31,2013-01-01,2014-05-26,Maribo,54 60 02 42,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17630166,indberetninger-20180424,2.5118406,29611319.0,,2018-03-31T19:43:37.068Z,2014-06-03T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-94.738,2014-06-03T22:00:00.000Z,
