entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
31425654,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzNkL2FiL2NkL2Y1ZmUtNGMyMC05NjkyLTE5Mzc4YjBlOWI3Nw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzI3L2UxLzYyL2Y1MTMtNDJkNi1iZGJlLWNiZGQ5M2Q0ZTJjZQ.xml,true,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.","Der er pÃ¥ generalforsamling truffet beslutning om, at Ã¥rsregnskabet ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.",2017-05-19,2017-05-19,2017-05-23,29197598.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Stoflageret ApS.,Ãrsrapport,Lars Flink Nedergaard,3 PLUS Revision ApS,Nordea,Stoflageret ApS,3 PLUS Revision ApS,Odder,2015-01-01,2015-12-31,-4710.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"751, Ãrhus",2016-12-31,2016-01-01,false,2017-05-19,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23925498,indberetninger-20180424,2.5097454,31425654.0,,2018-03-28T06:24:57.111Z,2017-05-23T13:14:43.435Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-89-KD,2017-05-23T13:14:43.602Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31425654,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzNkL2FiL2NkL2Y1ZmUtNGMyMC05NjkyLTE5Mzc4YjBlOWI3Nw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzI3L2UxLzYyL2Y1MTMtNDJkNi1iZGJlLWNiZGQ5M2Q0ZTJjZQ.xml,true,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.","Der er pÃ¥ generalforsamling truffet beslutning om, at Ã¥rsregnskabet ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.",2017-05-19,2017-05-19,2017-05-23,29197598.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Stoflageret ApS.,Ãrsrapport,Lars Flink Nedergaard,3 PLUS Revision ApS,Nordea,Stoflageret ApS,3 PLUS Revision ApS,Odder,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"751, Ãrhus",2016-12-31,2016-01-01,false,2017-05-19,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23925498,indberetninger-20180424,2.5097454,31425654.0,,2018-03-28T06:24:57.111Z,2017-05-23T13:14:43.435Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-89-KD,2017-05-23T13:14:43.602Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31425654,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzNkL2FiL2NkL2Y1ZmUtNGMyMC05NjkyLTE5Mzc4YjBlOWI3Nw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzI3L2UxLzYyL2Y1MTMtNDJkNi1iZGJlLWNiZGQ5M2Q0ZTJjZQ.xml,true,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.","Der er pÃ¥ generalforsamling truffet beslutning om, at Ã¥rsregnskabet ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.",2017-05-19,2017-05-19,2017-05-23,29197598.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Stoflageret ApS.,Ãrsrapport,Lars Flink Nedergaard,3 PLUS Revision ApS,Nordea,Stoflageret ApS,3 PLUS Revision ApS,Odder,2015-01-01,2015-12-31,4710.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"751, Ãrhus",2016-12-31,2016-01-01,false,2017-05-19,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23925498,indberetninger-20180424,2.5097454,31425654.0,,2018-03-28T06:24:57.111Z,2017-05-23T13:14:43.435Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-89-KD,2017-05-23T13:14:43.602Z,,35970.0,208936.0,289193.0,34577.0,9710.0,44287.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,
31425654,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzNkL2FiL2NkL2Y1ZmUtNGMyMC05NjkyLTE5Mzc4YjBlOWI3Nw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzI3L2UxLzYyL2Y1MTMtNDJkNi1iZGJlLWNiZGQ5M2Q0ZTJjZQ.xml,true,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.","Der er pÃ¥ generalforsamling truffet beslutning om, at Ã¥rsregnskabet ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.",2017-05-19,2017-05-19,2017-05-23,29197598.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Stoflageret ApS.,Ãrsrapport,Lars Flink Nedergaard,3 PLUS Revision ApS,Nordea,Stoflageret ApS,3 PLUS Revision ApS,Odder,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"751, Ãrhus",2016-12-31,2016-01-01,false,2017-05-19,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23925498,indberetninger-20180424,2.5097454,31425654.0,,2018-03-28T06:24:57.111Z,2017-05-23T13:14:43.435Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-89-KD,2017-05-23T13:14:43.602Z,,,,,,,,,1175001.0,1450.0,125000.0,1079028.0,45000.0,-45534.0,1038356.0,95973.0,1175001.0,1220535.0,1038356.0,95973.0,-5778.0,95973.0,-170534.0,112023.0,1220535.0,1035493.0,39222.0,73019.0,0.0,,
31425654,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzNkL2FiL2NkL2Y1ZmUtNGMyMC05NjkyLTE5Mzc4YjBlOWI3Nw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzI3L2UxLzYyL2Y1MTMtNDJkNi1iZGJlLWNiZGQ5M2Q0ZTJjZQ.xml,true,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.","Der er pÃ¥ generalforsamling truffet beslutning om, at Ã¥rsregnskabet ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.",2017-05-19,2017-05-19,2017-05-23,29197598.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Stoflageret ApS.,Ãrsrapport,Lars Flink Nedergaard,3 PLUS Revision ApS,Nordea,Stoflageret ApS,3 PLUS Revision ApS,Odder,2015-01-01,2015-12-31,39070.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"751, Ãrhus",2016-12-31,2016-01-01,false,2017-05-19,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23925498,indberetninger-20180424,2.5097454,31425654.0,,2018-03-28T06:24:57.111Z,2017-05-23T13:14:43.435Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-89-KD,2017-05-23T13:14:43.602Z,,21795.0,243483.0,346784.0,31305.0,50201.0,81506.0,11131.0,,,,,,,,,,,,,,,,,,,,,,,
31425654,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzNkL2FiL2NkL2Y1ZmUtNGMyMC05NjkyLTE5Mzc4YjBlOWI3Nw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzI3L2UxLzYyL2Y1MTMtNDJkNi1iZGJlLWNiZGQ5M2Q0ZTJjZQ.xml,true,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.","Der er pÃ¥ generalforsamling truffet beslutning om, at Ã¥rsregnskabet ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.",2017-05-19,2017-05-19,2017-05-23,29197598.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Stoflageret ApS.,Ãrsrapport,Lars Flink Nedergaard,3 PLUS Revision ApS,Nordea,Stoflageret ApS,3 PLUS Revision ApS,Odder,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"751, Ãrhus",2016-12-31,2016-01-01,false,2017-05-19,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23925498,indberetninger-20180424,2.5097454,31425654.0,,2018-03-28T06:24:57.111Z,2017-05-23T13:14:43.435Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-89-KD,2017-05-23T13:14:43.602Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31425654,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzNkL2FiL2NkL2Y1ZmUtNGMyMC05NjkyLTE5Mzc4YjBlOWI3Nw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzI3L2UxLzYyL2Y1MTMtNDJkNi1iZGJlLWNiZGQ5M2Q0ZTJjZQ.xml,true,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.","Der er pÃ¥ generalforsamling truffet beslutning om, at Ã¥rsregnskabet ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.",2017-05-19,2017-05-19,2017-05-23,29197598.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Stoflageret ApS.,Ãrsrapport,Lars Flink Nedergaard,3 PLUS Revision ApS,Nordea,Stoflageret ApS,3 PLUS Revision ApS,Odder,2015-01-01,2015-12-31,-39070.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"751, Ãrhus",2016-12-31,2016-01-01,false,2017-05-19,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23925498,indberetninger-20180424,2.5097454,31425654.0,,2018-03-28T06:24:57.111Z,2017-05-23T13:14:43.435Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-89-KD,2017-05-23T13:14:43.602Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31425654,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzNkL2FiL2NkL2Y1ZmUtNGMyMC05NjkyLTE5Mzc4YjBlOWI3Nw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzI3L2UxLzYyL2Y1MTMtNDJkNi1iZGJlLWNiZGQ5M2Q0ZTJjZQ.xml,true,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.","Der er pÃ¥ generalforsamling truffet beslutning om, at Ã¥rsregnskabet ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.",2017-05-19,2017-05-19,2017-05-23,29197598.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Stoflageret ApS.,Ãrsrapport,Lars Flink Nedergaard,3 PLUS Revision ApS,Nordea,Stoflageret ApS,3 PLUS Revision ApS,Odder,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"751, Ãrhus",2016-12-31,2016-01-01,false,2017-05-19,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23925498,indberetninger-20180424,2.5097454,31425654.0,,2018-03-28T06:24:57.111Z,2017-05-23T13:14:43.435Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-89-KD,2017-05-23T13:14:43.602Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mette Flink Nedergaard,DirektÃ¸r
31425654,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzNkL2FiL2NkL2Y1ZmUtNGMyMC05NjkyLTE5Mzc4YjBlOWI3Nw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzI3L2UxLzYyL2Y1MTMtNDJkNi1iZGJlLWNiZGQ5M2Q0ZTJjZQ.xml,true,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.","Der er pÃ¥ generalforsamling truffet beslutning om, at Ã¥rsregnskabet ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.",2017-05-19,2017-05-19,2017-05-23,29197598.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Stoflageret ApS.,Ãrsrapport,Lars Flink Nedergaard,3 PLUS Revision ApS,Nordea,Stoflageret ApS,3 PLUS Revision ApS,Odder,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"751, Ãrhus",2016-12-31,2016-01-01,false,2017-05-19,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23925498,indberetninger-20180424,2.5097454,31425654.0,,2018-03-28T06:24:57.111Z,2017-05-23T13:14:43.435Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-89-KD,2017-05-23T13:14:43.602Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31425654,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzNkL2FiL2NkL2Y1ZmUtNGMyMC05NjkyLTE5Mzc4YjBlOWI3Nw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzI3L2UxLzYyL2Y1MTMtNDJkNi1iZGJlLWNiZGQ5M2Q0ZTJjZQ.xml,true,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.","Der er pÃ¥ generalforsamling truffet beslutning om, at Ã¥rsregnskabet ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.",2017-05-19,2017-05-19,2017-05-23,29197598.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Stoflageret ApS.,Ãrsrapport,Lars Flink Nedergaard,3 PLUS Revision ApS,Nordea,Stoflageret ApS,3 PLUS Revision ApS,Odder,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"751, Ãrhus",2016-12-31,2016-01-01,false,2017-05-19,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23925498,indberetninger-20180424,2.5097454,31425654.0,,2018-03-28T06:24:57.111Z,2017-05-23T13:14:43.435Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-89-KD,2017-05-23T13:14:43.602Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars Flink Nedergaard,DirektÃ¸r
