entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
31425654,2014-01-01,2014-12-31,ID_6,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzczLzM0L2I4L2MyOTEtNDI4My04M2ZjLWM0NzcwNDc3ZTAwYw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q4LzZlLzYxL2I3NjgtNDVhOC05MTQ3LTk1MzUyZGU4MGU3MQ.xml,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,0.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-03-02,2016-03-17,0.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Stoflageret ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Flink Nedergaard,Nordea,Stoflageret ApS,3 Plus revision ApS,"Odder, den 02-03-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-02,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22121830,indberetninger-20180424,2.5118406,31425654.0,,2018-03-29T05:37:26.511Z,2016-03-17T13:30:54.009Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-48-JZ,2016-03-17T13:30:54.191Z,,,
31425654,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzczLzM0L2I4L2MyOTEtNDI4My04M2ZjLWM0NzcwNDc3ZTAwYw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q4LzZlLzYxL2I3NjgtNDVhOC05MTQ3LTk1MzUyZGU4MGU3MQ.xml,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-03-02,2016-03-17,0.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Stoflageret ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Flink Nedergaard,Nordea,Stoflageret ApS,3 Plus revision ApS,"Odder, den 02-03-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-02,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22121830,indberetninger-20180424,2.5118406,31425654.0,,2018-03-29T05:37:26.511Z,2016-03-17T13:30:54.009Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-48-JZ,2016-03-17T13:30:54.191Z,,,
31425654,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzczLzM0L2I4L2MyOTEtNDI4My04M2ZjLWM0NzcwNDc3ZTAwYw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q4LzZlLzYxL2I3NjgtNDVhOC05MTQ3LTk1MzUyZGU4MGU3MQ.xml,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-03-02,2016-03-17,0.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Stoflageret ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Flink Nedergaard,Nordea,Stoflageret ApS,3 Plus revision ApS,"Odder, den 02-03-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-02,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22121830,indberetninger-20180424,2.5118406,31425654.0,,2018-03-29T05:37:26.511Z,2016-03-17T13:30:54.009Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-48-JZ,2016-03-17T13:30:54.191Z,,,
31425654,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzczLzM0L2I4L2MyOTEtNDI4My04M2ZjLWM0NzcwNDc3ZTAwYw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q4LzZlLzYxL2I3NjgtNDVhOC05MTQ3LTk1MzUyZGU4MGU3MQ.xml,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-03-02,2016-03-17,0.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Stoflageret ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Flink Nedergaard,Nordea,Stoflageret ApS,3 Plus revision ApS,"Odder, den 02-03-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-02,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22121830,indberetninger-20180424,2.5118406,31425654.0,,2018-03-29T05:37:26.511Z,2016-03-17T13:30:54.009Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-48-JZ,2016-03-17T13:30:54.191Z,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,
31425654,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzczLzM0L2I4L2MyOTEtNDI4My04M2ZjLWM0NzcwNDc3ZTAwYw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q4LzZlLzYxL2I3NjgtNDVhOC05MTQ3LTk1MzUyZGU4MGU3MQ.xml,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-03-02,2016-03-17,0.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Stoflageret ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Flink Nedergaard,Nordea,Stoflageret ApS,3 Plus revision ApS,"Odder, den 02-03-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-02,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22121830,indberetninger-20180424,2.5118406,31425654.0,,2018-03-29T05:37:26.511Z,2016-03-17T13:30:54.009Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-48-JZ,2016-03-17T13:30:54.191Z,,,
31425654,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzczLzM0L2I4L2MyOTEtNDI4My04M2ZjLWM0NzcwNDc3ZTAwYw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q4LzZlLzYxL2I3NjgtNDVhOC05MTQ3LTk1MzUyZGU4MGU3MQ.xml,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-03-02,2016-03-17,0.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Stoflageret ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Flink Nedergaard,Nordea,Stoflageret ApS,3 Plus revision ApS,"Odder, den 02-03-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-02,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22121830,indberetninger-20180424,2.5118406,31425654.0,,2018-03-29T05:37:26.511Z,2016-03-17T13:30:54.009Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-48-JZ,2016-03-17T13:30:54.191Z,Betingelserne for at undlade revision er opfyldt.,,
31425654,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzczLzM0L2I4L2MyOTEtNDI4My04M2ZjLWM0NzcwNDc3ZTAwYw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q4LzZlLzYxL2I3NjgtNDVhOC05MTQ3LTk1MzUyZGU4MGU3MQ.xml,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-03-02,2016-03-17,0.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Stoflageret ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Flink Nedergaard,Nordea,Stoflageret ApS,3 Plus revision ApS,"Odder, den 02-03-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-02,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22121830,indberetninger-20180424,2.5118406,31425654.0,,2018-03-29T05:37:26.511Z,2016-03-17T13:30:54.009Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-48-JZ,2016-03-17T13:30:54.191Z,,,
31425654,2015-01-01,2015-12-31,ID_14,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzczLzM0L2I4L2MyOTEtNDI4My04M2ZjLWM0NzcwNDc3ZTAwYw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q4LzZlLzYxL2I3NjgtNDVhOC05MTQ3LTk1MzUyZGU4MGU3MQ.xml,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-03-02,2016-03-17,0.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Stoflageret ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Flink Nedergaard,Nordea,Stoflageret ApS,3 Plus revision ApS,"Odder, den 02-03-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-02,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22121830,indberetninger-20180424,2.5118406,31425654.0,,2018-03-29T05:37:26.511Z,2016-03-17T13:30:54.009Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-48-JZ,2016-03-17T13:30:54.191Z,,,
31425654,2015-01-01,2015-12-31,ID_2,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzczLzM0L2I4L2MyOTEtNDI4My04M2ZjLWM0NzcwNDc3ZTAwYw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q4LzZlLzYxL2I3NjgtNDVhOC05MTQ3LTk1MzUyZGU4MGU3MQ.xml,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-03-02,2016-03-17,0.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Stoflageret ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Flink Nedergaard,Nordea,Stoflageret ApS,3 Plus revision ApS,"Odder, den 02-03-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-02,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22121830,indberetninger-20180424,2.5118406,31425654.0,,2018-03-29T05:37:26.511Z,2016-03-17T13:30:54.009Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-48-JZ,2016-03-17T13:30:54.191Z,,,
31425654,2015-01-01,2015-12-31,ID_3,,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzczLzM0L2I4L2MyOTEtNDI4My04M2ZjLWM0NzcwNDc3ZTAwYw.pdf,http://regnskaber.virk.dk/45652413/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2Q4LzZlLzYxL2I3NjgtNDVhOC05MTQ3LTk1MzUyZGU4MGU3MQ.xml,"Odder, 8300",BanegÃ¥rdsgade 13,Til den daglige ledelse i Stoflageret ApS,0.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-03-02,2016-03-17,0.0,31425654.0,29197598.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Stoflageret ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Flink Nedergaard,Nordea,Stoflageret ApS,3 Plus revision ApS,"Odder, den 02-03-2016",2014-01-01,2014-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-03-02,Odder,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22121830,indberetninger-20180424,2.5118406,31425654.0,,2018-03-29T05:37:26.511Z,2016-03-17T13:30:54.009Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-48-JZ,2016-03-17T13:30:54.191Z,,Mette Flink Nedergaard,DirektÃ¸r
