entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CostOfProduction,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermDebtToBanks,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherShorttermReceivables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments
30896939,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2NiLzk5LzRjLzk5MDUtNDc5My05YThiLTU4YjVkNGQ2NWVkOA.xhtml,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzNkLzNiL2U5LzdmNTktNGY4Mi05ZThiLWMwM2ZiNGNmYTI4OA.pdf,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzdkLzMwLzM3L2VjOTktNDBiNy04MTZiLTZmZjE0ZWIxNTNjZA.xml,true,Danmark,DK,RingkjÃ¸bing,6950.0,2.0,Torvet,Holte,2840.0,72.0,RÃ¸nnebÃ¦rvej,2840 Holte,RÃ¸nnebÃ¦rvej 72,Regnskabsklasse B,14896.0,2017-04-24,2017-04-24,48104.0,30896939.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,SÃ¸ren Gjelstrup,SÃ¸ren Gjelstrup,Merete Bratsbjerg,Vestjysk Bank,ASCASO ApS,SÃ¸ren Gjelstrup,6740.0,3027681.0,1100760.0,0.0,Holte,2015-01-01,2015-12-31,3497067.0,4169805.0,48104.0,2016-12-31,2016-01-01,63000.0,false,false,20000.0,0.0,20000.0,672738.0,false,false,Ingen bistand,urn:ofk:oid:23789135,indberetninger-20180424,2.5927935,30896939.0,,2018-03-27T18:22:38.851Z,2017-05-01T12:21:58.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-61-HM,2017-05-01T12:21:58.736Z,,,,,,,,,,,,,,,,,,,
30896939,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2NiLzk5LzRjLzk5MDUtNDc5My05YThiLTU4YjVkNGQ2NWVkOA.xhtml,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzNkLzNiL2U5LzdmNTktNGY4Mi05ZThiLWMwM2ZiNGNmYTI4OA.pdf,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzdkLzMwLzM3L2VjOTktNDBiNy04MTZiLTZmZjE0ZWIxNTNjZA.xml,true,Danmark,DK,RingkjÃ¸bing,6950.0,2.0,Torvet,Holte,2840.0,72.0,RÃ¸nnebÃ¦rvej,2840 Holte,RÃ¸nnebÃ¦rvej 72,Regnskabsklasse B,,2017-04-24,2017-04-24,,30896939.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,SÃ¸ren Gjelstrup,SÃ¸ren Gjelstrup,Merete Bratsbjerg,Vestjysk Bank,ASCASO ApS,SÃ¸ren Gjelstrup,,,,0.0,Holte,2015-01-01,2015-12-31,80000.0,,,2016-12-31,2016-01-01,,false,false,20000.0,0.0,20000.0,,false,false,Ingen bistand,urn:ofk:oid:23789135,indberetninger-20180424,2.5927935,30896939.0,,2018-03-27T18:22:38.851Z,2017-05-01T12:21:58.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-61-HM,2017-05-01T12:21:58.736Z,,,,,,,,,,,,,,,,,,,
30896939,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2NiLzk5LzRjLzk5MDUtNDc5My05YThiLTU4YjVkNGQ2NWVkOA.xhtml,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzNkLzNiL2U5LzdmNTktNGY4Mi05ZThiLWMwM2ZiNGNmYTI4OA.pdf,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzdkLzMwLzM3L2VjOTktNDBiNy04MTZiLTZmZjE0ZWIxNTNjZA.xml,true,Danmark,DK,RingkjÃ¸bing,6950.0,2.0,Torvet,Holte,2840.0,72.0,RÃ¸nnebÃ¦rvej,2840 Holte,RÃ¸nnebÃ¦rvej 72,Regnskabsklasse B,,2017-04-24,2017-04-24,,30896939.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,SÃ¸ren Gjelstrup,SÃ¸ren Gjelstrup,Merete Bratsbjerg,Vestjysk Bank,ASCASO ApS,SÃ¸ren Gjelstrup,,,,0.0,Holte,2015-01-01,2015-12-31,3417067.0,,,2016-12-31,2016-01-01,,false,false,20000.0,0.0,20000.0,,false,false,Ingen bistand,urn:ofk:oid:23789135,indberetninger-20180424,2.5927935,30896939.0,,2018-03-27T18:22:38.851Z,2017-05-01T12:21:58.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-61-HM,2017-05-01T12:21:58.736Z,,,,,,,,,,,,,,,,,,,
30896939,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2NiLzk5LzRjLzk5MDUtNDc5My05YThiLTU4YjVkNGQ2NWVkOA.xhtml,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzNkLzNiL2U5LzdmNTktNGY4Mi05ZThiLWMwM2ZiNGNmYTI4OA.pdf,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzdkLzMwLzM3L2VjOTktNDBiNy04MTZiLTZmZjE0ZWIxNTNjZA.xml,true,Danmark,DK,RingkjÃ¸bing,6950.0,2.0,Torvet,Holte,2840.0,72.0,RÃ¸nnebÃ¦rvej,2840 Holte,RÃ¸nnebÃ¦rvej 72,Regnskabsklasse B,,2017-04-24,2017-04-24,,30896939.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,SÃ¸ren Gjelstrup,SÃ¸ren Gjelstrup,Merete Bratsbjerg,Vestjysk Bank,ASCASO ApS,SÃ¸ren Gjelstrup,,,,0.0,Holte,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,20000.0,0.0,20000.0,,false,false,Ingen bistand,urn:ofk:oid:23789135,indberetninger-20180424,2.5927935,30896939.0,,2018-03-27T18:22:38.851Z,2017-05-01T12:21:58.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-61-HM,2017-05-01T12:21:58.736Z,12094628.0,1573279.0,125000.0,4494522.0,11782614.0,1497360.0,12094628.0,312014.0,6102746.0,163215.0,312014.0,312014.0,7600106.0,5939531.0,2921243.0,1497360.0,80000.0,11577614.0,2921243.0
30896939,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2NiLzk5LzRjLzk5MDUtNDc5My05YThiLTU4YjVkNGQ2NWVkOA.xhtml,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzNkLzNiL2U5LzdmNTktNGY4Mi05ZThiLWMwM2ZiNGNmYTI4OA.pdf,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzdkLzMwLzM3L2VjOTktNDBiNy04MTZiLTZmZjE0ZWIxNTNjZA.xml,true,Danmark,DK,RingkjÃ¸bing,6950.0,2.0,Torvet,Holte,2840.0,72.0,RÃ¸nnebÃ¦rvej,2840 Holte,RÃ¸nnebÃ¦rvej 72,Regnskabsklasse B,34981.0,2017-04-24,2017-04-24,21019.0,30896939.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,SÃ¸ren Gjelstrup,SÃ¸ren Gjelstrup,Merete Bratsbjerg,Vestjysk Bank,ASCASO ApS,SÃ¸ren Gjelstrup,2306.0,1581043.0,537025.0,0.0,Holte,2015-01-01,2015-12-31,1863593.0,2136781.0,21019.0,2016-12-31,2016-01-01,56000.0,false,false,20000.0,0.0,20000.0,273188.0,false,false,Ingen bistand,urn:ofk:oid:23789135,indberetninger-20180424,2.5927935,30896939.0,,2018-03-27T18:22:38.851Z,2017-05-01T12:21:58.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-61-HM,2017-05-01T12:21:58.736Z,,,,,,,,,,,,,,,,,,,
30896939,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2NiLzk5LzRjLzk5MDUtNDc5My05YThiLTU4YjVkNGQ2NWVkOA.xhtml,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzNkLzNiL2U5LzdmNTktNGY4Mi05ZThiLWMwM2ZiNGNmYTI4OA.pdf,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzdkLzMwLzM3L2VjOTktNDBiNy04MTZiLTZmZjE0ZWIxNTNjZA.xml,true,Danmark,DK,RingkjÃ¸bing,6950.0,2.0,Torvet,Holte,2840.0,72.0,RÃ¸nnebÃ¦rvej,2840 Holte,RÃ¸nnebÃ¦rvej 72,Regnskabsklasse B,,2017-04-24,2017-04-24,,30896939.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,SÃ¸ren Gjelstrup,SÃ¸ren Gjelstrup,Merete Bratsbjerg,Vestjysk Bank,ASCASO ApS,SÃ¸ren Gjelstrup,,,,0.0,Holte,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,20000.0,0.0,20000.0,,false,false,Ingen bistand,urn:ofk:oid:23789135,indberetninger-20180424,2.5927935,30896939.0,,2018-03-27T18:22:38.851Z,2017-05-01T12:21:58.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-61-HM,2017-05-01T12:21:58.736Z,,,,,,,,,,,,,,,,,,,
30896939,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2NiLzk5LzRjLzk5MDUtNDc5My05YThiLTU4YjVkNGQ2NWVkOA.xhtml,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzNkLzNiL2U5LzdmNTktNGY4Mi05ZThiLWMwM2ZiNGNmYTI4OA.pdf,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzdkLzMwLzM3L2VjOTktNDBiNy04MTZiLTZmZjE0ZWIxNTNjZA.xml,true,Danmark,DK,RingkjÃ¸bing,6950.0,2.0,Torvet,Holte,2840.0,72.0,RÃ¸nnebÃ¦rvej,2840 Holte,RÃ¸nnebÃ¦rvej 72,Regnskabsklasse B,,2017-04-24,2017-04-24,,30896939.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,SÃ¸ren Gjelstrup,SÃ¸ren Gjelstrup,Merete Bratsbjerg,Vestjysk Bank,ASCASO ApS,SÃ¸ren Gjelstrup,,,,0.0,Holte,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,20000.0,0.0,20000.0,,false,false,Ingen bistand,urn:ofk:oid:23789135,indberetninger-20180424,2.5927935,30896939.0,,2018-03-27T18:22:38.851Z,2017-05-01T12:21:58.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-61-HM,2017-05-01T12:21:58.736Z,,,,,,,,,,,,,,,,,,,
30896939,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2NiLzk5LzRjLzk5MDUtNDc5My05YThiLTU4YjVkNGQ2NWVkOA.xhtml,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzNkLzNiL2U5LzdmNTktNGY4Mi05ZThiLWMwM2ZiNGNmYTI4OA.pdf,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzdkLzMwLzM3L2VjOTktNDBiNy04MTZiLTZmZjE0ZWIxNTNjZA.xml,true,Danmark,DK,RingkjÃ¸bing,6950.0,2.0,Torvet,Holte,2840.0,72.0,RÃ¸nnebÃ¦rvej,2840 Holte,RÃ¸nnebÃ¦rvej 72,Regnskabsklasse B,,2017-04-24,2017-04-24,,30896939.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,SÃ¸ren Gjelstrup,SÃ¸ren Gjelstrup,Merete Bratsbjerg,Vestjysk Bank,ASCASO ApS,SÃ¸ren Gjelstrup,,,,0.0,Holte,2015-01-01,2015-12-31,300000.0,,,2016-12-31,2016-01-01,,false,false,20000.0,0.0,20000.0,,false,false,Ingen bistand,urn:ofk:oid:23789135,indberetninger-20180424,2.5927935,30896939.0,,2018-03-27T18:22:38.851Z,2017-05-01T12:21:58.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-61-HM,2017-05-01T12:21:58.736Z,,,,,,,,,,,,,,,,,,,
30896939,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2NiLzk5LzRjLzk5MDUtNDc5My05YThiLTU4YjVkNGQ2NWVkOA.xhtml,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzNkLzNiL2U5LzdmNTktNGY4Mi05ZThiLWMwM2ZiNGNmYTI4OA.pdf,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzdkLzMwLzM3L2VjOTktNDBiNy04MTZiLTZmZjE0ZWIxNTNjZA.xml,true,Danmark,DK,RingkjÃ¸bing,6950.0,2.0,Torvet,Holte,2840.0,72.0,RÃ¸nnebÃ¦rvej,2840 Holte,RÃ¸nnebÃ¦rvej 72,Regnskabsklasse B,,2017-04-24,2017-04-24,,30896939.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,SÃ¸ren Gjelstrup,SÃ¸ren Gjelstrup,Merete Bratsbjerg,Vestjysk Bank,ASCASO ApS,SÃ¸ren Gjelstrup,,,,0.0,Holte,2015-01-01,2015-12-31,1563593.0,,,2016-12-31,2016-01-01,,false,false,20000.0,0.0,20000.0,,false,false,Ingen bistand,urn:ofk:oid:23789135,indberetninger-20180424,2.5927935,30896939.0,,2018-03-27T18:22:38.851Z,2017-05-01T12:21:58.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-61-HM,2017-05-01T12:21:58.736Z,,,,,,,,,,,,,,,,,,,
30896939,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2NiLzk5LzRjLzk5MDUtNDc5My05YThiLTU4YjVkNGQ2NWVkOA.xhtml,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzNkLzNiL2U5LzdmNTktNGY4Mi05ZThiLWMwM2ZiNGNmYTI4OA.pdf,http://regnskaber.virk.dk/93969803/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzdkLzMwLzM3L2VjOTktNDBiNy04MTZiLTZmZjE0ZWIxNTNjZA.xml,true,Danmark,DK,RingkjÃ¸bing,6950.0,2.0,Torvet,Holte,2840.0,72.0,RÃ¸nnebÃ¦rvej,2840 Holte,RÃ¸nnebÃ¦rvej 72,Regnskabsklasse B,,2017-04-24,2017-04-24,,30896939.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,SÃ¸ren Gjelstrup,SÃ¸ren Gjelstrup,Merete Bratsbjerg,Vestjysk Bank,ASCASO ApS,SÃ¸ren Gjelstrup,,,,0.0,Holte,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,20000.0,0.0,20000.0,,false,false,Ingen bistand,urn:ofk:oid:23789135,indberetninger-20180424,2.5927935,30896939.0,,2018-03-27T18:22:38.851Z,2017-05-01T12:21:58.566Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-61-HM,2017-05-01T12:21:58.736Z,13939340.0,668856.0,125000.0,5394115.0,13566207.0,1497360.0,13939340.0,373133.0,7047865.0,203053.0,353133.0,353133.0,8545225.0,6844812.0,4725259.0,1497360.0,300000.0,13141207.0,4725259.0
