entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,OtherShorttermReceivables,RetainedEarnings,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
29191387,2012-07-01,2013-06-30,c6,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8vcGRmcy8yOTE5MTM4NztBcFMzNjE0NDg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE0MTExMF8xNDQxNTRfNDIw.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Slagelse,4200.0,RÃ¥dhuspladsen,Slagelse,4200.0,7C,Rosengade,4200 Slagelse,Nytorv 8,Til den daglige ledelse for Slagelsetryk Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-09-16,2014-11-03,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",42315.0,37220.0,21696382.0,29191387.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Jens Iversen,Frank Bo Hansen,Nordea,SLAGELSETRYK INVEST ApS,Flemming Stahl,5095.0,Slagelse,2012-07-01,2013-06-30,42315.0,42315.0,37220.0,2014-06-30,2013-07-01,2014-09-16,Slagelse,-8611.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17249933,indberetninger-20180424,2.5122902000000003,29191387.0,,2018-03-31T21:15:33.057Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.308,2014-11-10T23:00:00.000Z,,,,,,,,,,,,
29191387,2012-07-01,2013-06-30,c8,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8vcGRmcy8yOTE5MTM4NztBcFMzNjE0NDg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE0MTExMF8xNDQxNTRfNDIw.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Slagelse,4200.0,RÃ¥dhuspladsen,Slagelse,4200.0,7C,Rosengade,4200 Slagelse,Nytorv 8,Til den daglige ledelse for Slagelsetryk Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-09-16,2014-11-03,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,29191387.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Jens Iversen,Frank Bo Hansen,Nordea,SLAGELSETRYK INVEST ApS,Flemming Stahl,,Slagelse,2012-07-01,2013-06-30,42315.0,,,2014-06-30,2013-07-01,2014-09-16,Slagelse,-8611.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17249933,indberetninger-20180424,2.5122902000000003,29191387.0,,2018-03-31T21:15:33.057Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.308,2014-11-10T23:00:00.000Z,,,,,,,,,,,,
29191387,2013-06-30,2013-06-30,c10,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8vcGRmcy8yOTE5MTM4NztBcFMzNjE0NDg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE0MTExMF8xNDQxNTRfNDIw.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Slagelse,4200.0,RÃ¥dhuspladsen,Slagelse,4200.0,7C,Rosengade,4200 Slagelse,Nytorv 8,Til den daglige ledelse for Slagelsetryk Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-09-16,2014-11-03,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,29191387.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Jens Iversen,Frank Bo Hansen,Nordea,SLAGELSETRYK INVEST ApS,Flemming Stahl,,Slagelse,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-09-16,Slagelse,-8611.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17249933,indberetninger-20180424,2.5122902000000003,29191387.0,,2018-03-31T21:15:33.057Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.308,2014-11-10T23:00:00.000Z,116859.0,3945.0,300000.0,116859.0,116859.0,116859.0,44127.0,-183141.0,112914.0,68787.0,,
29191387,2013-07-01,2014-06-30,c0,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8vcGRmcy8yOTE5MTM4NztBcFMzNjE0NDg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE0MTExMF8xNDQxNTRfNDIw.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Slagelse,4200.0,RÃ¥dhuspladsen,Slagelse,4200.0,7C,Rosengade,4200 Slagelse,Nytorv 8,Til den daglige ledelse for Slagelsetryk Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-09-16,2014-11-03,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",-35147.0,-38337.0,21696382.0,29191387.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Jens Iversen,Frank Bo Hansen,Nordea,SLAGELSETRYK INVEST ApS,Flemming Stahl,3190.0,Slagelse,2012-07-01,2013-06-30,-26536.0,-35147.0,-38337.0,2014-06-30,2013-07-01,2014-09-16,Slagelse,-8611.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17249933,indberetninger-20180424,2.5122902000000003,29191387.0,,2018-03-31T21:15:33.057Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.308,2014-11-10T23:00:00.000Z,,,,,,,,,,,,
29191387,2013-07-01,2014-06-30,c1,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8vcGRmcy8yOTE5MTM4NztBcFMzNjE0NDg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE0MTExMF8xNDQxNTRfNDIw.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Slagelse,4200.0,RÃ¥dhuspladsen,Slagelse,4200.0,7C,Rosengade,4200 Slagelse,Nytorv 8,Til den daglige ledelse for Slagelsetryk Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-09-16,2014-11-03,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,29191387.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Jens Iversen,Frank Bo Hansen,Nordea,SLAGELSETRYK INVEST ApS,Flemming Stahl,,Slagelse,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-09-16,Slagelse,-8611.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17249933,indberetninger-20180424,2.5122902000000003,29191387.0,,2018-03-31T21:15:33.057Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.308,2014-11-10T23:00:00.000Z,,,,,,,,,,,"REVISORERNE                        DALSGAARD,STAHL & WÃLDIKE        STATSAUTORISERET REVISIONSAPS",
29191387,2013-07-01,2014-06-30,c2,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8vcGRmcy8yOTE5MTM4NztBcFMzNjE0NDg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE0MTExMF8xNDQxNTRfNDIw.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Slagelse,4200.0,RÃ¥dhuspladsen,Slagelse,4200.0,7C,Rosengade,4200 Slagelse,Nytorv 8,Til den daglige ledelse for Slagelsetryk Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-09-16,2014-11-03,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,29191387.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Jens Iversen,Frank Bo Hansen,Nordea,SLAGELSETRYK INVEST ApS,Flemming Stahl,,Slagelse,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-09-16,Slagelse,-8611.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17249933,indberetninger-20180424,2.5122902000000003,29191387.0,,2018-03-31T21:15:33.057Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.308,2014-11-10T23:00:00.000Z,,,,,,,,,,,,
29191387,2013-07-01,2014-06-30,c3,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8vcGRmcy8yOTE5MTM4NztBcFMzNjE0NDg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE0MTExMF8xNDQxNTRfNDIw.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Slagelse,4200.0,RÃ¥dhuspladsen,Slagelse,4200.0,7C,Rosengade,4200 Slagelse,Nytorv 8,Til den daglige ledelse for Slagelsetryk Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-09-16,2014-11-03,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,29191387.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Jens Iversen,Frank Bo Hansen,Nordea,SLAGELSETRYK INVEST ApS,Flemming Stahl,,Slagelse,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-09-16,Slagelse,-8611.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17249933,indberetninger-20180424,2.5122902000000003,29191387.0,,2018-03-31T21:15:33.057Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.308,2014-11-10T23:00:00.000Z,,,,,,,,,,,,Jens Iversen
29191387,2013-07-01,2014-06-30,c4,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8vcGRmcy8yOTE5MTM4NztBcFMzNjE0NDg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE0MTExMF8xNDQxNTRfNDIw.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Slagelse,4200.0,RÃ¥dhuspladsen,Slagelse,4200.0,7C,Rosengade,4200 Slagelse,Nytorv 8,Til den daglige ledelse for Slagelsetryk Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-09-16,2014-11-03,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,29191387.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Jens Iversen,Frank Bo Hansen,Nordea,SLAGELSETRYK INVEST ApS,Flemming Stahl,,Slagelse,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-09-16,Slagelse,-8611.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17249933,indberetninger-20180424,2.5122902000000003,29191387.0,,2018-03-31T21:15:33.057Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.308,2014-11-10T23:00:00.000Z,,,,,,,,,,,,Frank Bo Hansen
29191387,2013-07-01,2014-06-30,c5,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8vcGRmcy8yOTE5MTM4NztBcFMzNjE0NDg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE0MTExMF8xNDQxNTRfNDIw.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Slagelse,4200.0,RÃ¥dhuspladsen,Slagelse,4200.0,7C,Rosengade,4200 Slagelse,Nytorv 8,Til den daglige ledelse for Slagelsetryk Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-09-16,2014-11-03,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,29191387.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Jens Iversen,Frank Bo Hansen,Nordea,SLAGELSETRYK INVEST ApS,Flemming Stahl,,Slagelse,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,2014-09-16,Slagelse,-8611.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17249933,indberetninger-20180424,2.5122902000000003,29191387.0,,2018-03-31T21:15:33.057Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.308,2014-11-10T23:00:00.000Z,,,,,,,,,,,,Claus Kim Hansen
29191387,2013-07-01,2014-06-30,c7,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8vcGRmcy8yOTE5MTM4NztBcFMzNjE0NDg7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/78319192/Y3ZyLmRrOi8veGJybHMvWC03NzY3RjUwRS0yMDE0MTExMF8xNDQxNTRfNDIw.xml,Danmark,DK,Slagelse,4200.0,8.0,Nytorv,Slagelse,4200.0,RÃ¥dhuspladsen,Slagelse,4200.0,7C,Rosengade,4200 Slagelse,Nytorv 8,Til den daglige ledelse for Slagelsetryk Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-09-16,2014-11-03,"registreret revisor, cma","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,21696382.0,29191387.0,1005132190.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Stahl,Jens Iversen,Frank Bo Hansen,Nordea,SLAGELSETRYK INVEST ApS,Flemming Stahl,,Slagelse,2012-07-01,2013-06-30,-26536.0,,,2014-06-30,2013-07-01,2014-09-16,Slagelse,-8611.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17249933,indberetninger-20180424,2.5122902000000003,29191387.0,,2018-03-31T21:15:33.057Z,2014-11-10T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.308,2014-11-10T23:00:00.000Z,,,,,,,,,,,,
