entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToIntangibleAssets,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForDeferredTax,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DescriptionOfClassOfIssuedShares,Dividend,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,InvestmentInPropertyPlantAndEquipment,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReturnOnCapitalEmployed,ReturnOnEquity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,LongtermLiabilitiesOtherThanProvisions,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,ResultsFromNetFinancials,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard
20002603,2016-07-01,2017-06-30,c13,,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzL2E3Lzg5LzY4LzcwLzdhYTUtNGExZC1hM2E5LTgwZDI5ZDNmMWFmOQ.pdf,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzM5L2JjLzgwL2VmY2EtNGFhMi04MmM5LTA1YThiNWYwMDQxMQ.xml,true,4287069.0,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,SÃ¸nderborg,6400.0,43.0,NÃ¸rre Havnegade,9200 Aalborg SV,Voergaardvej 2,778899.0,-1379747.0,107.0,"Regnskabsklasse C, mellemstor virksomhed",7504373.0,2018-11-29,2018-11-29,3908485.0,Statsaut. revisor,Aktiekapital,23600000.0,64740000.0,104860254.0,32895468.0,20002603.0,mne32179,Ãrsrapport,3897000.0,Kim Larsen,John William May,John William May,Beierholm,Hansen Technologies Denmark A/S,Beierholm,500000.0,500.0,547813.0,50452.0,744351.0,54266.0,196538.0,3814.0,SÃ¸nderborg,2016-07-01,2017-06-30,27238412.0,35521684.0,36211769.0,SÃ¸nderborg,2018-06-30,2017-07-01,64.0,56.0,2018-11-29,SÃ¸borg,8283272.0,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26397809,indberetninger-20180424,2.5124211,20002603.0,AWdlvpK-et7j816DxQMM,2018-11-30T17:50:48.424Z,2018-11-30T17:50:46.481Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EG-74-FH,2018-11-30T17:50:46.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20002603,2016-07-01,2017-06-30,c56,,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzL2E3Lzg5LzY4LzcwLzdhYTUtNGExZC1hM2E5LTgwZDI5ZDNmMWFmOQ.pdf,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzM5L2JjLzgwL2VmY2EtNGFhMi04MmM5LTA1YThiNWYwMDQxMQ.xml,true,4287069.0,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,SÃ¸nderborg,6400.0,43.0,NÃ¸rre Havnegade,9200 Aalborg SV,Voergaardvej 2,,-1379747.0,,"Regnskabsklasse C, mellemstor virksomhed",,2018-11-29,2018-11-29,,Statsaut. revisor,Aktiekapital,23600000.0,,,32895468.0,20002603.0,mne32179,Ãrsrapport,,Kim Larsen,John William May,John William May,Beierholm,Hansen Technologies Denmark A/S,Beierholm,500000.0,500.0,,,,,,,SÃ¸nderborg,2016-07-01,2017-06-30,27000000.0,,,SÃ¸nderborg,2018-06-30,2017-07-01,,,2018-11-29,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26397809,indberetninger-20180424,2.5124211,20002603.0,AWdlvpK-et7j816DxQMM,2018-11-30T17:50:48.424Z,2018-11-30T17:50:46.481Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EG-74-FH,2018-11-30T17:50:46.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20002603,2016-07-01,2017-06-30,c69,,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzL2E3Lzg5LzY4LzcwLzdhYTUtNGExZC1hM2E5LTgwZDI5ZDNmMWFmOQ.pdf,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzM5L2JjLzgwL2VmY2EtNGFhMi04MmM5LTA1YThiNWYwMDQxMQ.xml,true,4287069.0,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,SÃ¸nderborg,6400.0,43.0,NÃ¸rre Havnegade,9200 Aalborg SV,Voergaardvej 2,,-1379747.0,,"Regnskabsklasse C, mellemstor virksomhed",,2018-11-29,2018-11-29,,Statsaut. revisor,Aktiekapital,23600000.0,,,32895468.0,20002603.0,mne32179,Ãrsrapport,,Kim Larsen,John William May,John William May,Beierholm,Hansen Technologies Denmark A/S,Beierholm,500000.0,500.0,,,,,,,SÃ¸nderborg,2016-07-01,2017-06-30,238412.0,,,SÃ¸nderborg,2018-06-30,2017-07-01,,,2018-11-29,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26397809,indberetninger-20180424,2.5124211,20002603.0,AWdlvpK-et7j816DxQMM,2018-11-30T17:50:48.424Z,2018-11-30T17:50:46.481Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EG-74-FH,2018-11-30T17:50:46.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20002603,2017-06-30,2017-06-30,c2436,,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzL2E3Lzg5LzY4LzcwLzdhYTUtNGExZC1hM2E5LTgwZDI5ZDNmMWFmOQ.pdf,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzM5L2JjLzgwL2VmY2EtNGFhMi04MmM5LTA1YThiNWYwMDQxMQ.xml,true,4287069.0,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,SÃ¸nderborg,6400.0,43.0,NÃ¸rre Havnegade,9200 Aalborg SV,Voergaardvej 2,,-1379747.0,,"Regnskabsklasse C, mellemstor virksomhed",,2018-11-29,2018-11-29,,Statsaut. revisor,Aktiekapital,23600000.0,,,32895468.0,20002603.0,mne32179,Ãrsrapport,,Kim Larsen,John William May,John William May,Beierholm,Hansen Technologies Denmark A/S,Beierholm,500000.0,500.0,,,,,,,SÃ¸nderborg,2016-07-01,2017-06-30,,,,SÃ¸nderborg,2018-06-30,2017-07-01,,,2018-11-29,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26397809,indberetninger-20180424,2.5124211,20002603.0,AWdlvpK-et7j816DxQMM,2018-11-30T17:50:48.424Z,2018-11-30T17:50:46.481Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EG-74-FH,2018-11-30T17:50:46.705Z,1452299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20002603,2017-06-30,2017-06-30,c72,,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzL2E3Lzg5LzY4LzcwLzdhYTUtNGExZC1hM2E5LTgwZDI5ZDNmMWFmOQ.pdf,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzM5L2JjLzgwL2VmY2EtNGFhMi04MmM5LTA1YThiNWYwMDQxMQ.xml,true,4287069.0,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,SÃ¸nderborg,6400.0,43.0,NÃ¸rre Havnegade,9200 Aalborg SV,Voergaardvej 2,,-1379747.0,,"Regnskabsklasse C, mellemstor virksomhed",,2018-11-29,2018-11-29,,Statsaut. revisor,Aktiekapital,23600000.0,,,32895468.0,20002603.0,mne32179,Ãrsrapport,,Kim Larsen,John William May,John William May,Beierholm,Hansen Technologies Denmark A/S,Beierholm,500000.0,500.0,,,,,,,SÃ¸nderborg,2016-07-01,2017-06-30,,,,SÃ¸nderborg,2018-06-30,2017-07-01,,,2018-11-29,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26397809,indberetninger-20180424,2.5124211,20002603.0,AWdlvpK-et7j816DxQMM,2018-11-30T17:50:48.424Z,2018-11-30T17:50:46.481Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EG-74-FH,2018-11-30T17:50:46.705Z,952804.0,82614634.0,9333746.0,4977853.0,8545296.0,500000.0,69516125.0,2679212.0,55494820.0,7046372.0,4977853.0,1074284.0,82614634.0,25661980.0,13098509.0,952804.0,10756644.0,280764.0,8120656.0,27000000.0,1457834.0,1457834.0,27994820.0,281409.0,2742906.0,24709176.0,499495.0,60182379.0,3116744.0,6782007.0,3646715.0,45560363.0,,,,,,,,,,
20002603,2017-07-01,2017-07-01,c154,,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzL2E3Lzg5LzY4LzcwLzdhYTUtNGExZC1hM2E5LTgwZDI5ZDNmMWFmOQ.pdf,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzM5L2JjLzgwL2VmY2EtNGFhMi04MmM5LTA1YThiNWYwMDQxMQ.xml,true,4287069.0,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,SÃ¸nderborg,6400.0,43.0,NÃ¸rre Havnegade,9200 Aalborg SV,Voergaardvej 2,,-1379747.0,,"Regnskabsklasse C, mellemstor virksomhed",,2018-11-29,2018-11-29,,Statsaut. revisor,Aktiekapital,23600000.0,,,32895468.0,20002603.0,mne32179,Ãrsrapport,,Kim Larsen,John William May,John William May,Beierholm,Hansen Technologies Denmark A/S,Beierholm,500000.0,500.0,,,,,,,SÃ¸nderborg,2016-07-01,2017-06-30,,,,SÃ¸nderborg,2018-06-30,2017-07-01,,,2018-11-29,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26397809,indberetninger-20180424,2.5124211,20002603.0,AWdlvpK-et7j816DxQMM,2018-11-30T17:50:48.424Z,2018-11-30T17:50:46.481Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EG-74-FH,2018-11-30T17:50:46.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-925514.0,5903367.0,,,,,,,,
20002603,2017-07-01,2017-07-01,c208,,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzL2E3Lzg5LzY4LzcwLzdhYTUtNGExZC1hM2E5LTgwZDI5ZDNmMWFmOQ.pdf,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzM5L2JjLzgwL2VmY2EtNGFhMi04MmM5LTA1YThiNWYwMDQxMQ.xml,true,4287069.0,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,SÃ¸nderborg,6400.0,43.0,NÃ¸rre Havnegade,9200 Aalborg SV,Voergaardvej 2,,-1379747.0,,"Regnskabsklasse C, mellemstor virksomhed",,2018-11-29,2018-11-29,,Statsaut. revisor,Aktiekapital,23600000.0,,,32895468.0,20002603.0,mne32179,Ãrsrapport,,Kim Larsen,John William May,John William May,Beierholm,Hansen Technologies Denmark A/S,Beierholm,500000.0,500.0,,,,,,,SÃ¸nderborg,2016-07-01,2017-06-30,,,,SÃ¸nderborg,2018-06-30,2017-07-01,,,2018-11-29,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26397809,indberetninger-20180424,2.5124211,20002603.0,AWdlvpK-et7j816DxQMM,2018-11-30T17:50:48.424Z,2018-11-30T17:50:46.481Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EG-74-FH,2018-11-30T17:50:46.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14506367.0,21552738.0,,,,,,
20002603,2017-07-01,2017-07-01,c211,,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzL2E3Lzg5LzY4LzcwLzdhYTUtNGExZC1hM2E5LTgwZDI5ZDNmMWFmOQ.pdf,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzM5L2JjLzgwL2VmY2EtNGFhMi04MmM5LTA1YThiNWYwMDQxMQ.xml,true,4287069.0,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,SÃ¸nderborg,6400.0,43.0,NÃ¸rre Havnegade,9200 Aalborg SV,Voergaardvej 2,,-1379747.0,,"Regnskabsklasse C, mellemstor virksomhed",,2018-11-29,2018-11-29,,Statsaut. revisor,Aktiekapital,23600000.0,,,32895468.0,20002603.0,mne32179,Ãrsrapport,,Kim Larsen,John William May,John William May,Beierholm,Hansen Technologies Denmark A/S,Beierholm,500000.0,500.0,,,,,,,SÃ¸nderborg,2016-07-01,2017-06-30,,,,SÃ¸nderborg,2018-06-30,2017-07-01,,,2018-11-29,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26397809,indberetninger-20180424,2.5124211,20002603.0,AWdlvpK-et7j816DxQMM,2018-11-30T17:50:48.424Z,2018-11-30T17:50:46.481Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EG-74-FH,2018-11-30T17:50:46.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-978390.0,2052676.0,,,,,,
20002603,2017-07-01,2018-06-30,c1,,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzL2E3Lzg5LzY4LzcwLzdhYTUtNGExZC1hM2E5LTgwZDI5ZDNmMWFmOQ.pdf,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzM5L2JjLzgwL2VmY2EtNGFhMi04MmM5LTA1YThiNWYwMDQxMQ.xml,true,4287069.0,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,SÃ¸nderborg,6400.0,43.0,NÃ¸rre Havnegade,9200 Aalborg SV,Voergaardvej 2,0.0,-1379747.0,98.0,"Regnskabsklasse C, mellemstor virksomhed",3506169.0,2018-11-29,2018-11-29,4958603.0,Statsaut. revisor,Aktiekapital,23600000.0,55947687.0,78138498.0,32895468.0,20002603.0,mne32179,Ãrsrapport,950000.0,Kim Larsen,John William May,John William May,Beierholm,Hansen Technologies Denmark A/S,Beierholm,500000.0,500.0,-4262.0,165736.0,71546.0,171662.0,75808.0,5926.0,SÃ¸nderborg,2016-07-01,2017-06-30,13826155.0,17332324.0,17232208.0,SÃ¸nderborg,2018-06-30,2017-07-01,42.0,28.0,2018-11-29,SÃ¸borg,3506169.0,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26397809,indberetninger-20180424,2.5124211,20002603.0,AWdlvpK-et7j816DxQMM,2018-11-30T17:50:48.424Z,2018-11-30T17:50:46.481Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EG-74-FH,2018-11-30T17:50:46.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20002603,2017-07-01,2018-06-30,c101,,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzL2E3Lzg5LzY4LzcwLzdhYTUtNGExZC1hM2E5LTgwZDI5ZDNmMWFmOQ.pdf,http://regnskaber.virk.dk/30620002/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzM5L2JjLzgwL2VmY2EtNGFhMi04MmM5LTA1YThiNWYwMDQxMQ.xml,true,4287069.0,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,SÃ¸nderborg,6400.0,43.0,NÃ¸rre Havnegade,9200 Aalborg SV,Voergaardvej 2,,-1379747.0,,"Regnskabsklasse C, mellemstor virksomhed",,2018-11-29,2018-11-29,,Statsaut. revisor,Aktiekapital,23600000.0,,,32895468.0,20002603.0,mne32179,Ãrsrapport,,Kim Larsen,John William May,John William May,Beierholm,Hansen Technologies Denmark A/S,Beierholm,500000.0,500.0,,,,,,,SÃ¸nderborg,2016-07-01,2017-06-30,,,,SÃ¸nderborg,2018-06-30,2017-07-01,,,2018-11-29,SÃ¸borg,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26397809,indberetninger-20180424,2.5124211,20002603.0,AWdlvpK-et7j816DxQMM,2018-11-30T17:50:48.424Z,2018-11-30T17:50:46.481Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EG-74-FH,2018-11-30T17:50:46.705Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
