entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmailOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,LongtermTradePayables,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,DividendPaid
33359233,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzlkL2UyLzkzL2ZiOTctNGVmOC05ZTZkLWUzNDkyMGFhYTc1Mg.xhtml,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJhL2Y2L2NkLzZkOWUtNDE0Yy1hZGMxLWQyYTExM2E2NzA4OA.pdf,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U1LzA0L2ZmLzI3MDAtNDZhYS1iNmNiLWQyYTYyNjAyMTgxMA.xml,true,Danmark,DK,Odense,5250.0,54B,Dalumvej,Assens,5610.0,65.0,BarlÃ¸sevej,7130 Juelsminde,SkrÃ¦nten 10,Regnskabsklasse B,2017-03-06,2017-03-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2014 for indkomstskatter m.v. for de sambeskattede selskaber og fra og med 01. 07. 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og finansiering, herunder at besidde aktier i andre selskaber, samt konsulentassistance til tilknyttede virksomheder og hermed forbundet aktivitet.</p>",tv@vestmarkas.dk,-9481.0,33359233.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Thomas Vestmark,Thomas Vestmark,Middelfart Sparekasse,JUUL & VESTMARK HOLDING ApS,JÃ¸rgen Kristiansen,19800.0,173563.0,Assens,2015-01-01,2015-12-31,102360.0,144282.0,-9481.0,2016-12-31,2016-01-01,false,false,41922.0,64792323.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23575187,indberetninger-20180424,2.5955422,33359233.0,,2018-03-27T22:32:08.827Z,2017-03-09T11:26:43.688Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-08-SJ,2017-03-09T11:26:43.953Z,,,,,,,,,,,,,,,,,,,,,,
33359233,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzlkL2UyLzkzL2ZiOTctNGVmOC05ZTZkLWUzNDkyMGFhYTc1Mg.xhtml,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJhL2Y2L2NkLzZkOWUtNDE0Yy1hZGMxLWQyYTExM2E2NzA4OA.pdf,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U1LzA0L2ZmLzI3MDAtNDZhYS1iNmNiLWQyYTYyNjAyMTgxMA.xml,true,Danmark,DK,Odense,5250.0,54B,Dalumvej,Assens,5610.0,65.0,BarlÃ¸sevej,7130 Juelsminde,SkrÃ¦nten 10,Regnskabsklasse B,2017-03-06,2017-03-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2014 for indkomstskatter m.v. for de sambeskattede selskaber og fra og med 01. 07. 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og finansiering, herunder at besidde aktier i andre selskaber, samt konsulentassistance til tilknyttede virksomheder og hermed forbundet aktivitet.</p>",tv@vestmarkas.dk,,33359233.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Thomas Vestmark,Thomas Vestmark,Middelfart Sparekasse,JUUL & VESTMARK HOLDING ApS,JÃ¸rgen Kristiansen,,,Assens,2015-01-01,2015-12-31,102360.0,,,2016-12-31,2016-01-01,false,false,,64792323.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23575187,indberetninger-20180424,2.5955422,33359233.0,,2018-03-27T22:32:08.827Z,2017-03-09T11:26:43.688Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-08-SJ,2017-03-09T11:26:43.953Z,,,,,,,,,,,,,,,,,,,,,,
33359233,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzlkL2UyLzkzL2ZiOTctNGVmOC05ZTZkLWUzNDkyMGFhYTc1Mg.xhtml,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJhL2Y2L2NkLzZkOWUtNDE0Yy1hZGMxLWQyYTExM2E2NzA4OA.pdf,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U1LzA0L2ZmLzI3MDAtNDZhYS1iNmNiLWQyYTYyNjAyMTgxMA.xml,true,Danmark,DK,Odense,5250.0,54B,Dalumvej,Assens,5610.0,65.0,BarlÃ¸sevej,7130 Juelsminde,SkrÃ¦nten 10,Regnskabsklasse B,2017-03-06,2017-03-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2014 for indkomstskatter m.v. for de sambeskattede selskaber og fra og med 01. 07. 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og finansiering, herunder at besidde aktier i andre selskaber, samt konsulentassistance til tilknyttede virksomheder og hermed forbundet aktivitet.</p>",tv@vestmarkas.dk,,33359233.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Thomas Vestmark,Thomas Vestmark,Middelfart Sparekasse,JUUL & VESTMARK HOLDING ApS,JÃ¸rgen Kristiansen,,,Assens,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64792323.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23575187,indberetninger-20180424,2.5955422,33359233.0,,2018-03-27T22:32:08.827Z,2017-03-09T11:26:43.688Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-08-SJ,2017-03-09T11:26:43.953Z,4731898.0,966.0,80000.0,4231898.0,4303132.0,4731898.0,428766.0,500000.0,500000.0,409738.0,0.0,0.0,500000.0,409738.0,5000.0,1037382.0,4223132.0,19028.0,4230932.0,3193550.0,14028.0,
33359233,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzlkL2UyLzkzL2ZiOTctNGVmOC05ZTZkLWUzNDkyMGFhYTc1Mg.xhtml,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJhL2Y2L2NkLzZkOWUtNDE0Yy1hZGMxLWQyYTExM2E2NzA4OA.pdf,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U1LzA0L2ZmLzI3MDAtNDZhYS1iNmNiLWQyYTYyNjAyMTgxMA.xml,true,Danmark,DK,Odense,5250.0,54B,Dalumvej,Assens,5610.0,65.0,BarlÃ¸sevej,7130 Juelsminde,SkrÃ¦nten 10,Regnskabsklasse B,2017-03-06,2017-03-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2014 for indkomstskatter m.v. for de sambeskattede selskaber og fra og med 01. 07. 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og finansiering, herunder at besidde aktier i andre selskaber, samt konsulentassistance til tilknyttede virksomheder og hermed forbundet aktivitet.</p>",tv@vestmarkas.dk,,33359233.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Thomas Vestmark,Thomas Vestmark,Middelfart Sparekasse,JUUL & VESTMARK HOLDING ApS,JÃ¸rgen Kristiansen,,,Assens,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64792323.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23575187,indberetninger-20180424,2.5955422,33359233.0,,2018-03-27T22:32:08.827Z,2017-03-09T11:26:43.688Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-08-SJ,2017-03-09T11:26:43.953Z,,,,,4303132.0,,,,,,,,,,,,,,,,,
33359233,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzlkL2UyLzkzL2ZiOTctNGVmOC05ZTZkLWUzNDkyMGFhYTc1Mg.xhtml,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJhL2Y2L2NkLzZkOWUtNDE0Yy1hZGMxLWQyYTExM2E2NzA4OA.pdf,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U1LzA0L2ZmLzI3MDAtNDZhYS1iNmNiLWQyYTYyNjAyMTgxMA.xml,true,Danmark,DK,Odense,5250.0,54B,Dalumvej,Assens,5610.0,65.0,BarlÃ¸sevej,7130 Juelsminde,SkrÃ¦nten 10,Regnskabsklasse B,2017-03-06,2017-03-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2014 for indkomstskatter m.v. for de sambeskattede selskaber og fra og med 01. 07. 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og finansiering, herunder at besidde aktier i andre selskaber, samt konsulentassistance til tilknyttede virksomheder og hermed forbundet aktivitet.</p>",tv@vestmarkas.dk,,33359233.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Thomas Vestmark,Thomas Vestmark,Middelfart Sparekasse,JUUL & VESTMARK HOLDING ApS,JÃ¸rgen Kristiansen,,,Assens,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64792323.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23575187,indberetninger-20180424,2.5955422,33359233.0,,2018-03-27T22:32:08.827Z,2017-03-09T11:26:43.688Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-08-SJ,2017-03-09T11:26:43.953Z,,,,,80000.0,,,,,,,,,,,,,,,,,
33359233,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzlkL2UyLzkzL2ZiOTctNGVmOC05ZTZkLWUzNDkyMGFhYTc1Mg.xhtml,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJhL2Y2L2NkLzZkOWUtNDE0Yy1hZGMxLWQyYTExM2E2NzA4OA.pdf,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U1LzA0L2ZmLzI3MDAtNDZhYS1iNmNiLWQyYTYyNjAyMTgxMA.xml,true,Danmark,DK,Odense,5250.0,54B,Dalumvej,Assens,5610.0,65.0,BarlÃ¸sevej,7130 Juelsminde,SkrÃ¦nten 10,Regnskabsklasse B,2017-03-06,2017-03-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2014 for indkomstskatter m.v. for de sambeskattede selskaber og fra og med 01. 07. 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og finansiering, herunder at besidde aktier i andre selskaber, samt konsulentassistance til tilknyttede virksomheder og hermed forbundet aktivitet.</p>",tv@vestmarkas.dk,,33359233.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Thomas Vestmark,Thomas Vestmark,Middelfart Sparekasse,JUUL & VESTMARK HOLDING ApS,JÃ¸rgen Kristiansen,,,Assens,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64792323.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23575187,indberetninger-20180424,2.5955422,33359233.0,,2018-03-27T22:32:08.827Z,2017-03-09T11:26:43.688Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-08-SJ,2017-03-09T11:26:43.953Z,,,,,0.0,,,,,,,,,,,,,,,,,
33359233,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzlkL2UyLzkzL2ZiOTctNGVmOC05ZTZkLWUzNDkyMGFhYTc1Mg.xhtml,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJhL2Y2L2NkLzZkOWUtNDE0Yy1hZGMxLWQyYTExM2E2NzA4OA.pdf,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U1LzA0L2ZmLzI3MDAtNDZhYS1iNmNiLWQyYTYyNjAyMTgxMA.xml,true,Danmark,DK,Odense,5250.0,54B,Dalumvej,Assens,5610.0,65.0,BarlÃ¸sevej,7130 Juelsminde,SkrÃ¦nten 10,Regnskabsklasse B,2017-03-06,2017-03-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2014 for indkomstskatter m.v. for de sambeskattede selskaber og fra og med 01. 07. 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og finansiering, herunder at besidde aktier i andre selskaber, samt konsulentassistance til tilknyttede virksomheder og hermed forbundet aktivitet.</p>",tv@vestmarkas.dk,,33359233.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Thomas Vestmark,Thomas Vestmark,Middelfart Sparekasse,JUUL & VESTMARK HOLDING ApS,JÃ¸rgen Kristiansen,,,Assens,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64792323.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23575187,indberetninger-20180424,2.5955422,33359233.0,,2018-03-27T22:32:08.827Z,2017-03-09T11:26:43.688Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-08-SJ,2017-03-09T11:26:43.953Z,,,,,4223132.0,,,,,,,,,,,,,,,,,
33359233,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzlkL2UyLzkzL2ZiOTctNGVmOC05ZTZkLWUzNDkyMGFhYTc1Mg.xhtml,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJhL2Y2L2NkLzZkOWUtNDE0Yy1hZGMxLWQyYTExM2E2NzA4OA.pdf,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U1LzA0L2ZmLzI3MDAtNDZhYS1iNmNiLWQyYTYyNjAyMTgxMA.xml,true,Danmark,DK,Odense,5250.0,54B,Dalumvej,Assens,5610.0,65.0,BarlÃ¸sevej,7130 Juelsminde,SkrÃ¦nten 10,Regnskabsklasse B,2017-03-06,2017-03-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2014 for indkomstskatter m.v. for de sambeskattede selskaber og fra og med 01. 07. 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og finansiering, herunder at besidde aktier i andre selskaber, samt konsulentassistance til tilknyttede virksomheder og hermed forbundet aktivitet.</p>",tv@vestmarkas.dk,-9763.0,33359233.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Thomas Vestmark,Thomas Vestmark,Middelfart Sparekasse,JUUL & VESTMARK HOLDING ApS,JÃ¸rgen Kristiansen,14026.0,166988.0,Assens,2015-01-01,2015-12-31,111541.0,143199.0,-9763.0,2016-12-31,2016-01-01,false,false,31658.0,64792323.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23575187,indberetninger-20180424,2.5955422,33359233.0,,2018-03-27T22:32:08.827Z,2017-03-09T11:26:43.688Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-08-SJ,2017-03-09T11:26:43.953Z,,,,,,,,,,,,,,,,,,,,,,0.0
33359233,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzlkL2UyLzkzL2ZiOTctNGVmOC05ZTZkLWUzNDkyMGFhYTc1Mg.xhtml,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJhL2Y2L2NkLzZkOWUtNDE0Yy1hZGMxLWQyYTExM2E2NzA4OA.pdf,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U1LzA0L2ZmLzI3MDAtNDZhYS1iNmNiLWQyYTYyNjAyMTgxMA.xml,true,Danmark,DK,Odense,5250.0,54B,Dalumvej,Assens,5610.0,65.0,BarlÃ¸sevej,7130 Juelsminde,SkrÃ¦nten 10,Regnskabsklasse B,2017-03-06,2017-03-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2014 for indkomstskatter m.v. for de sambeskattede selskaber og fra og med 01. 07. 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og finansiering, herunder at besidde aktier i andre selskaber, samt konsulentassistance til tilknyttede virksomheder og hermed forbundet aktivitet.</p>",tv@vestmarkas.dk,,33359233.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Thomas Vestmark,Thomas Vestmark,Middelfart Sparekasse,JUUL & VESTMARK HOLDING ApS,JÃ¸rgen Kristiansen,,,Assens,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64792323.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23575187,indberetninger-20180424,2.5955422,33359233.0,,2018-03-27T22:32:08.827Z,2017-03-09T11:26:43.688Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-08-SJ,2017-03-09T11:26:43.953Z,,,,,,,,,,,,,,,,,,,,,,
33359233,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzlkL2UyLzkzL2ZiOTctNGVmOC05ZTZkLWUzNDkyMGFhYTc1Mg.xhtml,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzJhL2Y2L2NkLzZkOWUtNDE0Yy1hZGMxLWQyYTExM2E2NzA4OA.pdf,http://regnskaber.virk.dk/33295333/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2U1LzA0L2ZmLzI3MDAtNDZhYS1iNmNiLWQyYTYyNjAyMTgxMA.xml,true,Danmark,DK,Odense,5250.0,54B,Dalumvej,Assens,5610.0,65.0,BarlÃ¸sevej,7130 Juelsminde,SkrÃ¦nten 10,Regnskabsklasse B,2017-03-06,2017-03-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2014 for indkomstskatter m.v. for de sambeskattede selskaber og fra og med 01. 07. 2012 ligeledes for eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for disse selskaber.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og finansiering, herunder at besidde aktier i andre selskaber, samt konsulentassistance til tilknyttede virksomheder og hermed forbundet aktivitet.</p>",tv@vestmarkas.dk,,33359233.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Thomas Vestmark,Thomas Vestmark,Middelfart Sparekasse,JUUL & VESTMARK HOLDING ApS,JÃ¸rgen Kristiansen,,,Assens,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,,64792323.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23575187,indberetninger-20180424,2.5955422,33359233.0,,2018-03-27T22:32:08.827Z,2017-03-09T11:26:43.688Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-08-SJ,2017-03-09T11:26:43.953Z,,,,,,,,,,,,,,,,,,,,,,0.0
