entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment,AdditionsToInvestments,RevaluationsOfInvestmentsOfTheYear,NameAndSurnameOfMemberOfExecutiveBoard
27198759,2016-07-01,2017-06-30,c184,,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2NmL2MwL2QzLzBlZmEtNDhmYy04MThiLTNmNGU2ZWUyZDhlMQ.pdf,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzZmL2I0LzY2LzQ3ZWItNDcxMy1hOWJjLTQ5NDBmZGEyNmJlMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,RugÃ¥rdsvej 21,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Surf og Ski Odense ApS,-33724.0,4.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",106150.0,2018-11-23,2003-06-12,2018-11-30,95179.0,Statsautoriseret revisor,info@surf-ski.dk,1495512.0,2008022.0,20222670.0,27198759.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Surf og Ski Odense ApS.,7996.0,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Jan Hvedstrup,Surf og Ski Odense ApS,BDO Statsautoriseret revisionsaktieselskab,44497.0,93920.0,0.0,93920.0,Odense,174193.0,2016-07-01,2017-06-30,258981.0,331407.0,417331.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-11-23,Odense,72426.0,+45 66 11 33 09,1276822.0,urn:ofk:oid:26412921,indberetninger-20180424,2.5097342,27198759.0,AWd38MA9et7j816DxSi9,2018-12-04T06:39:44.448Z,2018-12-04T06:38:44.128Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-73-PW,2018-12-04T06:38:44.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27198759,2016-07-01,2017-06-30,c187,,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2NmL2MwL2QzLzBlZmEtNDhmYy04MThiLTNmNGU2ZWUyZDhlMQ.pdf,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzZmL2I0LzY2LzQ3ZWItNDcxMy1hOWJjLTQ5NDBmZGEyNmJlMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,RugÃ¥rdsvej 21,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Surf og Ski Odense ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-23,2003-06-12,2018-11-30,,Statsautoriseret revisor,info@surf-ski.dk,,,20222670.0,27198759.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Surf og Ski Odense ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Jan Hvedstrup,Surf og Ski Odense ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odense,,2016-07-01,2017-06-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-11-23,Odense,,+45 66 11 33 09,,urn:ofk:oid:26412921,indberetninger-20180424,2.5097342,27198759.0,AWd38MA9et7j816DxSi9,2018-12-04T06:39:44.448Z,2018-12-04T06:38:44.128Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-73-PW,2018-12-04T06:38:44.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27198759,2016-07-01,2017-06-30,c205,,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2NmL2MwL2QzLzBlZmEtNDhmYy04MThiLTNmNGU2ZWUyZDhlMQ.pdf,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzZmL2I0LzY2LzQ3ZWItNDcxMy1hOWJjLTQ5NDBmZGEyNmJlMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,RugÃ¥rdsvej 21,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Surf og Ski Odense ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-23,2003-06-12,2018-11-30,,Statsautoriseret revisor,info@surf-ski.dk,,,20222670.0,27198759.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Surf og Ski Odense ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Jan Hvedstrup,Surf og Ski Odense ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odense,,2016-07-01,2017-06-30,258981.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-11-23,Odense,,+45 66 11 33 09,,urn:ofk:oid:26412921,indberetninger-20180424,2.5097342,27198759.0,AWd38MA9et7j816DxSi9,2018-12-04T06:39:44.448Z,2018-12-04T06:38:44.128Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-73-PW,2018-12-04T06:38:44.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27198759,2017-06-30,2017-06-30,c182,,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2NmL2MwL2QzLzBlZmEtNDhmYy04MThiLTNmNGU2ZWUyZDhlMQ.pdf,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzZmL2I0LzY2LzQ3ZWItNDcxMy1hOWJjLTQ5NDBmZGEyNmJlMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,RugÃ¥rdsvej 21,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Surf og Ski Odense ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-23,2003-06-12,2018-11-30,,Statsautoriseret revisor,info@surf-ski.dk,,,20222670.0,27198759.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Surf og Ski Odense ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Jan Hvedstrup,Surf og Ski Odense ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odense,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-11-23,Odense,,+45 66 11 33 09,,urn:ofk:oid:26412921,indberetninger-20180424,2.5097342,27198759.0,AWd38MA9et7j816DxSi9,2018-12-04T06:39:44.448Z,2018-12-04T06:38:44.128Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-73-PW,2018-12-04T06:38:44.268Z,5730994.0,65774.0,125000.0,40100.0,2230351.0,169428.0,5075856.0,0.0,5730994.0,3450494.0,263251.0,106150.0,106150.0,5075856.0,432679.0,86288.0,176963.0,322114.0,26887.0,169428.0,0.0,50149.0,50149.0,2105351.0,2257162.0,3344344.0,0.0,156685.0,44131.0,6317.0,758751.0,45567.0,,,,,,,,,,
27198759,2017-07-01,2017-07-01,c236,,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2NmL2MwL2QzLzBlZmEtNDhmYy04MThiLTNmNGU2ZWUyZDhlMQ.pdf,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzZmL2I0LzY2LzQ3ZWItNDcxMy1hOWJjLTQ5NDBmZGEyNmJlMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,RugÃ¥rdsvej 21,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Surf og Ski Odense ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-23,2003-06-12,2018-11-30,,Statsautoriseret revisor,info@surf-ski.dk,,,20222670.0,27198759.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Surf og Ski Odense ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Jan Hvedstrup,Surf og Ski Odense ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odense,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-11-23,Odense,,+45 66 11 33 09,,urn:ofk:oid:26412921,indberetninger-20180424,2.5097342,27198759.0,AWd38MA9et7j816DxSi9,2018-12-04T06:39:44.448Z,2018-12-04T06:38:44.128Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-73-PW,2018-12-04T06:38:44.268Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27198759,2017-07-01,2017-07-01,c263,,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2NmL2MwL2QzLzBlZmEtNDhmYy04MThiLTNmNGU2ZWUyZDhlMQ.pdf,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzZmL2I0LzY2LzQ3ZWItNDcxMy1hOWJjLTQ5NDBmZGEyNmJlMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,RugÃ¥rdsvej 21,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Surf og Ski Odense ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-23,2003-06-12,2018-11-30,,Statsautoriseret revisor,info@surf-ski.dk,,,20222670.0,27198759.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Surf og Ski Odense ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Jan Hvedstrup,Surf og Ski Odense ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odense,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-11-23,Odense,,+45 66 11 33 09,,urn:ofk:oid:26412921,indberetninger-20180424,2.5097342,27198759.0,AWd38MA9et7j816DxSi9,2018-12-04T06:39:44.448Z,2018-12-04T06:38:44.128Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-73-PW,2018-12-04T06:38:44.268Z,,,,,2105351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27198759,2017-07-01,2017-07-01,c267,,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2NmL2MwL2QzLzBlZmEtNDhmYy04MThiLTNmNGU2ZWUyZDhlMQ.pdf,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzZmL2I0LzY2LzQ3ZWItNDcxMy1hOWJjLTQ5NDBmZGEyNmJlMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,RugÃ¥rdsvej 21,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Surf og Ski Odense ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-23,2003-06-12,2018-11-30,,Statsautoriseret revisor,info@surf-ski.dk,,,20222670.0,27198759.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Surf og Ski Odense ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Jan Hvedstrup,Surf og Ski Odense ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odense,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-11-23,Odense,,+45 66 11 33 09,,urn:ofk:oid:26412921,indberetninger-20180424,2.5097342,27198759.0,AWd38MA9et7j816DxSi9,2018-12-04T06:39:44.448Z,2018-12-04T06:38:44.128Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-73-PW,2018-12-04T06:38:44.268Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27198759,2017-07-01,2017-07-01,c466,,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2NmL2MwL2QzLzBlZmEtNDhmYy04MThiLTNmNGU2ZWUyZDhlMQ.pdf,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzZmL2I0LzY2LzQ3ZWItNDcxMy1hOWJjLTQ5NDBmZGEyNmJlMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,RugÃ¥rdsvej 21,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Surf og Ski Odense ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-23,2003-06-12,2018-11-30,,Statsautoriseret revisor,info@surf-ski.dk,,,20222670.0,27198759.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Surf og Ski Odense ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Jan Hvedstrup,Surf og Ski Odense ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odense,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-11-23,Odense,,+45 66 11 33 09,,urn:ofk:oid:26412921,indberetninger-20180424,2.5097342,27198759.0,AWd38MA9et7j816DxSi9,2018-12-04T06:39:44.448Z,2018-12-04T06:38:44.128Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-73-PW,2018-12-04T06:38:44.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415242.0,584670.0,,,,,,,,
27198759,2017-07-01,2017-07-01,c472,,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2NmL2MwL2QzLzBlZmEtNDhmYy04MThiLTNmNGU2ZWUyZDhlMQ.pdf,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzZmL2I0LzY2LzQ3ZWItNDcxMy1hOWJjLTQ5NDBmZGEyNmJlMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,RugÃ¥rdsvej 21,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Surf og Ski Odense ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-23,2003-06-12,2018-11-30,,Statsautoriseret revisor,info@surf-ski.dk,,,20222670.0,27198759.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Surf og Ski Odense ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Jan Hvedstrup,Surf og Ski Odense ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odense,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-11-23,Odense,,+45 66 11 33 09,,urn:ofk:oid:26412921,indberetninger-20180424,2.5097342,27198759.0,AWd38MA9et7j816DxSi9,2018-12-04T06:39:44.448Z,2018-12-04T06:38:44.128Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-73-PW,2018-12-04T06:38:44.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133684.0,133684.0,,,,,,,,
27198759,2017-07-01,2017-07-01,c580,,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2NmL2MwL2QzLzBlZmEtNDhmYy04MThiLTNmNGU2ZWUyZDhlMQ.pdf,http://regnskaber.virk.dk/95789172/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzZmL2I0LzY2LzQ3ZWItNDcxMy1hOWJjLTQ5NDBmZGEyNmJlMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5000 Odense C,RugÃ¥rdsvej 21,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Surf og Ski Odense ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-11-23,2003-06-12,2018-11-30,,Statsautoriseret revisor,info@surf-ski.dk,,,20222670.0,27198759.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Surf og Ski Odense ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Jan Hvedstrup,Surf og Ski Odense ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,Odense,,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-06-30,2017-07-01,true,2018-11-23,Odense,,+45 66 11 33 09,,urn:ofk:oid:26412921,indberetninger-20180424,2.5097342,27198759.0,AWd38MA9et7j816DxSi9,2018-12-04T06:39:44.448Z,2018-12-04T06:38:44.128Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EH-73-PW,2018-12-04T06:38:44.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73290.0,13000.0,,,,,,
