entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradeReceivables
28993900,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2FlL2Q5L2IzLzJlNDctNDhmYy1iNDcyLTQ0YTY3ZDQ4MzM5Zg.xhtml,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzYxLzgzL2QwL2IzOWYtNGVhNS1hNmNmLWZiMTdmYjZiYzkzNQ.pdf,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhlL2E5LzJhL2IyOWItNDIxZC1iYmE0LWE4ODA0OTIyMTY2YQ.xml,true,Danmark,DK,Odense,5000.0,Odense SV,5250.0,18.0,RosenvÃ¦nget,5000.0,Solsikkevej 17A,"Regnskabsklasse B, mikrovirksomhed",2019-02-11,2019-02-28,65915741.0,-44085.0,28993900.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Flemming Buch,Flemming Buch,Basisbank A/S,B-OPTIMIZED ApS,Keld Rasmussen,66.0,5438.0,Odense,2016-10-01,2017-09-30,-49589.0,-49589.0,-49523.0,2018-09-30,2017-10-01,false,false,"Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r, og erklÃ¦rer at selskabet opfylder betingelserne i Ãrsregnskabsloven.",0.0,65915747.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26755157,indberetninger-20180424,2.5949402000000004,28993900.0,AWk4nQFyRYGX6_YTFdaz,2019-03-01T09:37:47.327Z,2019-03-01T09:36:46.986Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-31-RB,2019-03-01T09:36:47.179Z,,,,,,,,,,,,,,,,,
28993900,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2FlL2Q5L2IzLzJlNDctNDhmYy1iNDcyLTQ0YTY3ZDQ4MzM5Zg.xhtml,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzYxLzgzL2QwL2IzOWYtNGVhNS1hNmNmLWZiMTdmYjZiYzkzNQ.pdf,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhlL2E5LzJhL2IyOWItNDIxZC1iYmE0LWE4ODA0OTIyMTY2YQ.xml,true,Danmark,DK,Odense,5000.0,Odense SV,5250.0,18.0,RosenvÃ¦nget,5000.0,Solsikkevej 17A,"Regnskabsklasse B, mikrovirksomhed",2019-02-11,2019-02-28,65915741.0,,28993900.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Flemming Buch,Flemming Buch,Basisbank A/S,B-OPTIMIZED ApS,Keld Rasmussen,,,Odense,2016-10-01,2017-09-30,0.0,,,2018-09-30,2017-10-01,false,false,"Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r, og erklÃ¦rer at selskabet opfylder betingelserne i Ãrsregnskabsloven.",,65915747.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26755157,indberetninger-20180424,2.5949402000000004,28993900.0,AWk4nQFyRYGX6_YTFdaz,2019-03-01T09:37:47.327Z,2019-03-01T09:36:46.986Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-31-RB,2019-03-01T09:36:47.179Z,,,,,,,,,,,,,,,,,
28993900,2016-10-01,2017-09-30,c6,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2FlL2Q5L2IzLzJlNDctNDhmYy1iNDcyLTQ0YTY3ZDQ4MzM5Zg.xhtml,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzYxLzgzL2QwL2IzOWYtNGVhNS1hNmNmLWZiMTdmYjZiYzkzNQ.pdf,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhlL2E5LzJhL2IyOWItNDIxZC1iYmE0LWE4ODA0OTIyMTY2YQ.xml,true,Danmark,DK,Odense,5000.0,Odense SV,5250.0,18.0,RosenvÃ¦nget,5000.0,Solsikkevej 17A,"Regnskabsklasse B, mikrovirksomhed",2019-02-11,2019-02-28,65915741.0,,28993900.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Flemming Buch,Flemming Buch,Basisbank A/S,B-OPTIMIZED ApS,Keld Rasmussen,,,Odense,2016-10-01,2017-09-30,0.0,,,2018-09-30,2017-10-01,false,false,"Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r, og erklÃ¦rer at selskabet opfylder betingelserne i Ãrsregnskabsloven.",,65915747.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26755157,indberetninger-20180424,2.5949402000000004,28993900.0,AWk4nQFyRYGX6_YTFdaz,2019-03-01T09:37:47.327Z,2019-03-01T09:36:46.986Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-31-RB,2019-03-01T09:36:47.179Z,,,,,,,,,,,,,,,,,
28993900,2016-10-01,2017-09-30,c8,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2FlL2Q5L2IzLzJlNDctNDhmYy1iNDcyLTQ0YTY3ZDQ4MzM5Zg.xhtml,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzYxLzgzL2QwL2IzOWYtNGVhNS1hNmNmLWZiMTdmYjZiYzkzNQ.pdf,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhlL2E5LzJhL2IyOWItNDIxZC1iYmE0LWE4ODA0OTIyMTY2YQ.xml,true,Danmark,DK,Odense,5000.0,Odense SV,5250.0,18.0,RosenvÃ¦nget,5000.0,Solsikkevej 17A,"Regnskabsklasse B, mikrovirksomhed",2019-02-11,2019-02-28,65915741.0,,28993900.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Flemming Buch,Flemming Buch,Basisbank A/S,B-OPTIMIZED ApS,Keld Rasmussen,,,Odense,2016-10-01,2017-09-30,-49589.0,,,2018-09-30,2017-10-01,false,false,"Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r, og erklÃ¦rer at selskabet opfylder betingelserne i Ãrsregnskabsloven.",,65915747.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26755157,indberetninger-20180424,2.5949402000000004,28993900.0,AWk4nQFyRYGX6_YTFdaz,2019-03-01T09:37:47.327Z,2019-03-01T09:36:46.986Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-31-RB,2019-03-01T09:36:47.179Z,,,,,,,,,,,,,,,,,
28993900,2017-09-30,2017-09-30,c10,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2FlL2Q5L2IzLzJlNDctNDhmYy1iNDcyLTQ0YTY3ZDQ4MzM5Zg.xhtml,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzYxLzgzL2QwL2IzOWYtNGVhNS1hNmNmLWZiMTdmYjZiYzkzNQ.pdf,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhlL2E5LzJhL2IyOWItNDIxZC1iYmE0LWE4ODA0OTIyMTY2YQ.xml,true,Danmark,DK,Odense,5000.0,Odense SV,5250.0,18.0,RosenvÃ¦nget,5000.0,Solsikkevej 17A,"Regnskabsklasse B, mikrovirksomhed",2019-02-11,2019-02-28,65915741.0,,28993900.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Flemming Buch,Flemming Buch,Basisbank A/S,B-OPTIMIZED ApS,Keld Rasmussen,,,Odense,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,"Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r, og erklÃ¦rer at selskabet opfylder betingelserne i Ãrsregnskabsloven.",,65915747.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26755157,indberetninger-20180424,2.5949402000000004,28993900.0,AWk4nQFyRYGX6_YTFdaz,2019-03-01T09:37:47.327Z,2019-03-01T09:36:46.986Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-31-RB,2019-03-01T09:36:47.179Z,126255.0,97615.0,125000.0,126255.0,105956.0,0.0,126255.0,20299.0,0.0,20299.0,1000.0,0.0,-19044.0,20299.0,28640.0,27640.0,0.0
28993900,2017-10-01,2018-09-30,c0,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2FlL2Q5L2IzLzJlNDctNDhmYy1iNDcyLTQ0YTY3ZDQ4MzM5Zg.xhtml,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzYxLzgzL2QwL2IzOWYtNGVhNS1hNmNmLWZiMTdmYjZiYzkzNQ.pdf,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhlL2E5LzJhL2IyOWItNDIxZC1iYmE0LWE4ODA0OTIyMTY2YQ.xml,true,Danmark,DK,Odense,5000.0,Odense SV,5250.0,18.0,RosenvÃ¦nget,5000.0,Solsikkevej 17A,"Regnskabsklasse B, mikrovirksomhed",2019-02-11,2019-02-28,65915741.0,46053.0,28993900.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Flemming Buch,Flemming Buch,Basisbank A/S,B-OPTIMIZED ApS,Keld Rasmussen,66.0,1787.0,Odense,2016-10-01,2017-09-30,23009.0,44200.0,44266.0,2018-09-30,2017-10-01,false,false,"Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r, og erklÃ¦rer at selskabet opfylder betingelserne i Ãrsregnskabsloven.",21191.0,65915747.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26755157,indberetninger-20180424,2.5949402000000004,28993900.0,AWk4nQFyRYGX6_YTFdaz,2019-03-01T09:37:47.327Z,2019-03-01T09:36:46.986Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-31-RB,2019-03-01T09:36:47.179Z,,,,,,,,,,,,,,,,,
28993900,2017-10-01,2018-09-30,c1,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2FlL2Q5L2IzLzJlNDctNDhmYy1iNDcyLTQ0YTY3ZDQ4MzM5Zg.xhtml,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzYxLzgzL2QwL2IzOWYtNGVhNS1hNmNmLWZiMTdmYjZiYzkzNQ.pdf,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhlL2E5LzJhL2IyOWItNDIxZC1iYmE0LWE4ODA0OTIyMTY2YQ.xml,true,Danmark,DK,Odense,5000.0,Odense SV,5250.0,18.0,RosenvÃ¦nget,5000.0,Solsikkevej 17A,"Regnskabsklasse B, mikrovirksomhed",2019-02-11,2019-02-28,65915741.0,,28993900.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Flemming Buch,Flemming Buch,Basisbank A/S,B-OPTIMIZED ApS,Keld Rasmussen,,,Odense,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,"Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r, og erklÃ¦rer at selskabet opfylder betingelserne i Ãrsregnskabsloven.",,65915747.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26755157,indberetninger-20180424,2.5949402000000004,28993900.0,AWk4nQFyRYGX6_YTFdaz,2019-03-01T09:37:47.327Z,2019-03-01T09:36:46.986Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-31-RB,2019-03-01T09:36:47.179Z,,,,,,,,,,,,,,,,,
28993900,2017-10-01,2018-09-30,c3,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2FlL2Q5L2IzLzJlNDctNDhmYy1iNDcyLTQ0YTY3ZDQ4MzM5Zg.xhtml,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzYxLzgzL2QwL2IzOWYtNGVhNS1hNmNmLWZiMTdmYjZiYzkzNQ.pdf,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhlL2E5LzJhL2IyOWItNDIxZC1iYmE0LWE4ODA0OTIyMTY2YQ.xml,true,Danmark,DK,Odense,5000.0,Odense SV,5250.0,18.0,RosenvÃ¦nget,5000.0,Solsikkevej 17A,"Regnskabsklasse B, mikrovirksomhed",2019-02-11,2019-02-28,65915741.0,,28993900.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Flemming Buch,Flemming Buch,Basisbank A/S,B-OPTIMIZED ApS,Keld Rasmussen,,,Odense,2016-10-01,2017-09-30,0.0,,,2018-09-30,2017-10-01,false,false,"Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r, og erklÃ¦rer at selskabet opfylder betingelserne i Ãrsregnskabsloven.",,65915747.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26755157,indberetninger-20180424,2.5949402000000004,28993900.0,AWk4nQFyRYGX6_YTFdaz,2019-03-01T09:37:47.327Z,2019-03-01T09:36:46.986Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-31-RB,2019-03-01T09:36:47.179Z,,,,,,,,,,,,,,,,,
28993900,2017-10-01,2018-09-30,c5,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2FlL2Q5L2IzLzJlNDctNDhmYy1iNDcyLTQ0YTY3ZDQ4MzM5Zg.xhtml,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzYxLzgzL2QwL2IzOWYtNGVhNS1hNmNmLWZiMTdmYjZiYzkzNQ.pdf,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhlL2E5LzJhL2IyOWItNDIxZC1iYmE0LWE4ODA0OTIyMTY2YQ.xml,true,Danmark,DK,Odense,5000.0,Odense SV,5250.0,18.0,RosenvÃ¦nget,5000.0,Solsikkevej 17A,"Regnskabsklasse B, mikrovirksomhed",2019-02-11,2019-02-28,65915741.0,,28993900.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Flemming Buch,Flemming Buch,Basisbank A/S,B-OPTIMIZED ApS,Keld Rasmussen,,,Odense,2016-10-01,2017-09-30,0.0,,,2018-09-30,2017-10-01,false,false,"Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r, og erklÃ¦rer at selskabet opfylder betingelserne i Ãrsregnskabsloven.",,65915747.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26755157,indberetninger-20180424,2.5949402000000004,28993900.0,AWk4nQFyRYGX6_YTFdaz,2019-03-01T09:37:47.327Z,2019-03-01T09:36:46.986Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-31-RB,2019-03-01T09:36:47.179Z,,,,,,,,,,,,,,,,,
28993900,2017-10-01,2018-09-30,c7,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzE0L2FlL2Q5L2IzLzJlNDctNDhmYy1iNDcyLTQ0YTY3ZDQ4MzM5Zg.xhtml,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzYxLzgzL2QwL2IzOWYtNGVhNS1hNmNmLWZiMTdmYjZiYzkzNQ.pdf,http://regnskaber.virk.dk/00939982/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzhlL2E5LzJhL2IyOWItNDIxZC1iYmE0LWE4ODA0OTIyMTY2YQ.xml,true,Danmark,DK,Odense,5000.0,Odense SV,5250.0,18.0,RosenvÃ¦nget,5000.0,Solsikkevej 17A,"Regnskabsklasse B, mikrovirksomhed",2019-02-11,2019-02-28,65915741.0,,28993900.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Flemming Buch,Flemming Buch,Basisbank A/S,B-OPTIMIZED ApS,Keld Rasmussen,,,Odense,2016-10-01,2017-09-30,23009.0,,,2018-09-30,2017-10-01,false,false,"Ledelsen har fravalgt revision for det kommende regnskabsÃ¥r, og erklÃ¦rer at selskabet opfylder betingelserne i Ãrsregnskabsloven.",,65915747.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:26755157,indberetninger-20180424,2.5949402000000004,28993900.0,AWk4nQFyRYGX6_YTFdaz,2019-03-01T09:37:47.327Z,2019-03-01T09:36:46.986Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AK-31-RB,2019-03-01T09:36:47.179Z,,,,,,,,,,,,,,,,,
