entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,GrossResult,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,OtherOperatingIncome,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,TaxExpenseOnOrdinaryActivities,LongtermLiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfAuditor,NameOfAuditFirm
34201056,2011-07-01,2012-06-30,c235,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8vcGRmcy8zNDIwMTA1NjtBcFM1MDg0NTI7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMTAwMl8xNjU0NTdfNDcy.xml,69570.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,34201056.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,NDI Ejendomme Ringsted ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,784033.0,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:14557190,indberetninger-20180424,2.5122755,34201056.0,,2018-04-01T13:08:23.242Z,2013-10-02T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-312.699,2013-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34201056,2011-07-01,2012-06-30,c68,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8vcGRmcy8zNDIwMTA1NjtBcFM1MDg0NTI7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMTAwMl8xNjU0NTdfNDcy.xml,69570.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,34201056.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,NDI Ejendomme Ringsted ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,784033.0,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:14557190,indberetninger-20180424,2.5122755,34201056.0,,2018-04-01T13:08:23.242Z,2013-10-02T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-312.699,2013-10-02T22:00:00.000Z,0.0,-89318.0,350662.0,699088.0,699088.0,1928284.0,1876.0,24897.0,400338.0,218576.0,34757.0,216700.0,9860.0,2328622.0,1229196.0,261344.0,261344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34201056,2012-06-30,2012-06-30,c426,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8vcGRmcy8zNDIwMTA1NjtBcFM1MDg0NTI7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMTAwMl8xNjU0NTdfNDcy.xml,69570.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,34201056.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,NDI Ejendomme Ringsted ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:14557190,indberetninger-20180424,2.5122755,34201056.0,,2018-04-01T13:08:23.242Z,2013-10-02T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-312.699,2013-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,5723242.0,3690698.0,397014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34201056,2012-06-30,2012-06-30,c69,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8vcGRmcy8zNDIwMTA1NjtBcFM1MDg0NTI7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMTAwMl8xNjU0NTdfNDcy.xml,69570.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,34201056.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,NDI Ejendomme Ringsted ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:14557190,indberetninger-20180424,2.5122755,34201056.0,,2018-04-01T13:08:23.242Z,2013-10-02T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-312.699,2013-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,5326228.0,,,28289054.0,80000.0,515403.0,13751703.0,27773651.0,28289054.0,8393488.0,5326228.0,27773651.0,931551.0,0.0,80000.0,27773651.0,6143863.0,6143863.0,13671703.0,1256711.0,3067260.0,397014.0,84174.0,515403.0,0.0,397810.0,515403.0,,,,,
34201056,2012-07-01,2012-07-01,c25,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8vcGRmcy8zNDIwMTA1NjtBcFM1MDg0NTI7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMTAwMl8xNjU0NTdfNDcy.xml,69570.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,34201056.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,NDI Ejendomme Ringsted ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:14557190,indberetninger-20180424,2.5122755,34201056.0,,2018-04-01T13:08:23.242Z,2013-10-02T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-312.699,2013-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,
34201056,2012-07-01,2012-07-01,c257,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8vcGRmcy8zNDIwMTA1NjtBcFM1MDg0NTI7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMTAwMl8xNjU0NTdfNDcy.xml,69570.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,34201056.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,NDI Ejendomme Ringsted ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:14557190,indberetninger-20180424,2.5122755,34201056.0,,2018-04-01T13:08:23.242Z,2013-10-02T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-312.699,2013-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8458801.0,17540000.0,18692452.0,,
34201056,2012-07-01,2012-07-01,c45,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8vcGRmcy8zNDIwMTA1NjtBcFM1MDg0NTI7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMTAwMl8xNjU0NTdfNDcy.xml,69570.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,34201056.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,NDI Ejendomme Ringsted ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:14557190,indberetninger-20180424,2.5122755,34201056.0,,2018-04-01T13:08:23.242Z,2013-10-02T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-312.699,2013-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,13671703.0,,,,,,,,,,,,,,,,,,,,,,,,,
34201056,2012-07-01,2013-06-30,c1,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8vcGRmcy8zNDIwMTA1NjtBcFM1MDg0NTI7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMTAwMl8xNjU0NTdfNDcy.xml,69570.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,34201056.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,NDI Ejendomme Ringsted ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,878040.0,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:14557190,indberetninger-20180424,2.5122755,34201056.0,,2018-04-01T13:08:23.242Z,2013-10-02T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-312.699,2013-10-02T22:00:00.000Z,1.0,-864088.0,196808.0,705436.0,705436.0,1021690.0,0.0,16375.0,568018.0,138888.0,33395.0,138888.0,17020.0,1589708.0,316254.0,-667279.0,-667279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henrik Ludvigsen,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab
34201056,2012-07-01,2013-06-30,c125,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8vcGRmcy8zNDIwMTA1NjtBcFM1MDg0NTI7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMTAwMl8xNjU0NTdfNDcy.xml,69570.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,34201056.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,NDI Ejendomme Ringsted ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:14557190,indberetninger-20180424,2.5122755,34201056.0,,2018-04-01T13:08:23.242Z,2013-10-02T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-312.699,2013-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34201056,2012-07-01,2013-06-30,c146,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8vcGRmcy8zNDIwMTA1NjtBcFM1MDg0NTI7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/65010243/Y3ZyLmRrOi8veGJybHMvWC03RENCRUIxMi0yMDEzMTAwMl8xNjU0NTdfNDcy.xml,69570.0,Danmark,6900 Skjern,6650  BrÃ¸rup,c/o Nordisk DÃ¦k Import A/S,6900 Skjern,Regnskabsklasse B,2013-09-18,2013-09-18,statsautoriseret revisor,34201056.0,33771231.0,Ãrsrapport,RenÃ© Kristensen,RenÃ© Kristensen,NDI Ejendomme Ringsted ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,BrÃ¸rup,,Vejen,2013-06-30,2012-07-01,2013-09-18,Skjern,96 80 10 00,urn:ofk:oid:14557190,indberetninger-20180424,2.5122755,34201056.0,,2018-04-01T13:08:23.242Z,2013-10-02T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-312.699,2013-10-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henrik Ludvigsen,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab
