entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
15482494,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzYwLzkwLzcwLzUyMDYtNGExMS1iZTJiLWIyMmI2MjgwY2VhYg.xhtml,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2YyLzIyLzU5LzY1NjYtNDQ0Yi04ODEyLWFkYTFjODVmMTk5Mw.pdf,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzg2L2YxL2Q2L2FlNWEtNGE5NS05ZjQ1LTliMDcwMzY3OWMwNA.xml,SÃ¸nderborg,6400.0,6.0,GrÃ¸nnekÃ¦rvej,6400 SÃ¸nderborg,GrÃ¸nnekÃ¦rvej 6,Regnskabsklasse B,2016-01-27,2016-01-27,bk@milcon.dk,8476.0,-8476.0,15482494.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten HÃ¸jer,Bent Kristensen,MILCON A/S,Milcon A/S,146153.0,233550.0,SÃ¸nderborg,2013-10-01,2014-09-30,78921.0,78921.0,-8476.0,2015-09-30,2014-10-01,Revision for det kommende regnskabsÃ¥r er fravlagt,0.0,false,Ingen bistand,urn:ofk:oid:21939167,indberetninger-20180424,2.5955422,15482494.0,,2018-03-28T17:43:52.431Z,2016-01-29T11:10:42.475Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-76-ZQ,2016-01-29T11:10:42.615Z,,,,,,,,,,,,,,,,
15482494,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzYwLzkwLzcwLzUyMDYtNGExMS1iZTJiLWIyMmI2MjgwY2VhYg.xhtml,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2YyLzIyLzU5LzY1NjYtNDQ0Yi04ODEyLWFkYTFjODVmMTk5Mw.pdf,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzg2L2YxL2Q2L2FlNWEtNGE5NS05ZjQ1LTliMDcwMzY3OWMwNA.xml,SÃ¸nderborg,6400.0,6.0,GrÃ¸nnekÃ¦rvej,6400 SÃ¸nderborg,GrÃ¸nnekÃ¦rvej 6,Regnskabsklasse B,2016-01-27,2016-01-27,bk@milcon.dk,,,15482494.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten HÃ¸jer,Bent Kristensen,MILCON A/S,Milcon A/S,,,SÃ¸nderborg,2013-10-01,2014-09-30,78921.0,,,2015-09-30,2014-10-01,Revision for det kommende regnskabsÃ¥r er fravlagt,,false,Ingen bistand,urn:ofk:oid:21939167,indberetninger-20180424,2.5955422,15482494.0,,2018-03-28T17:43:52.431Z,2016-01-29T11:10:42.475Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-76-ZQ,2016-01-29T11:10:42.615Z,,,,,,,,,,,,,,,,
15482494,2014-09-30,2014-09-30,c9,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzYwLzkwLzcwLzUyMDYtNGExMS1iZTJiLWIyMmI2MjgwY2VhYg.xhtml,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2YyLzIyLzU5LzY1NjYtNDQ0Yi04ODEyLWFkYTFjODVmMTk5Mw.pdf,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzg2L2YxL2Q2L2FlNWEtNGE5NS05ZjQ1LTliMDcwMzY3OWMwNA.xml,SÃ¸nderborg,6400.0,6.0,GrÃ¸nnekÃ¦rvej,6400 SÃ¸nderborg,GrÃ¸nnekÃ¦rvej 6,Regnskabsklasse B,2016-01-27,2016-01-27,bk@milcon.dk,,,15482494.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten HÃ¸jer,Bent Kristensen,MILCON A/S,Milcon A/S,,,SÃ¸nderborg,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revision for det kommende regnskabsÃ¥r er fravlagt,,false,Ingen bistand,urn:ofk:oid:21939167,indberetninger-20180424,2.5955422,15482494.0,,2018-03-28T17:43:52.431Z,2016-01-29T11:10:42.475Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-76-ZQ,2016-01-29T11:10:42.615Z,1777540.0,138825.0,500000.0,149696.0,959784.0,1777540.0,817756.0,1627844.0,1627844.0,1627844.0,817756.0,10871.0,459784.0,817756.0,10871.0,
15482494,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzYwLzkwLzcwLzUyMDYtNGExMS1iZTJiLWIyMmI2MjgwY2VhYg.xhtml,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2YyLzIyLzU5LzY1NjYtNDQ0Yi04ODEyLWFkYTFjODVmMTk5Mw.pdf,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzg2L2YxL2Q2L2FlNWEtNGE5NS05ZjQ1LTliMDcwMzY3OWMwNA.xml,SÃ¸nderborg,6400.0,6.0,GrÃ¸nnekÃ¦rvej,6400 SÃ¸nderborg,GrÃ¸nnekÃ¦rvej 6,Regnskabsklasse B,2016-01-27,2016-01-27,bk@milcon.dk,17072.0,-17072.0,15482494.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten HÃ¸jer,Bent Kristensen,MILCON A/S,Milcon A/S,74516.0,97090.0,SÃ¸nderborg,2013-10-01,2014-09-30,5502.0,5502.0,-17072.0,2015-09-30,2014-10-01,Revision for det kommende regnskabsÃ¥r er fravlagt,0.0,false,Ingen bistand,urn:ofk:oid:21939167,indberetninger-20180424,2.5955422,15482494.0,,2018-03-28T17:43:52.431Z,2016-01-29T11:10:42.475Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-76-ZQ,2016-01-29T11:10:42.615Z,,,,,,,,,,,,,,,,
15482494,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzYwLzkwLzcwLzUyMDYtNGExMS1iZTJiLWIyMmI2MjgwY2VhYg.xhtml,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2YyLzIyLzU5LzY1NjYtNDQ0Yi04ODEyLWFkYTFjODVmMTk5Mw.pdf,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzg2L2YxL2Q2L2FlNWEtNGE5NS05ZjQ1LTliMDcwMzY3OWMwNA.xml,SÃ¸nderborg,6400.0,6.0,GrÃ¸nnekÃ¦rvej,6400 SÃ¸nderborg,GrÃ¸nnekÃ¦rvej 6,Regnskabsklasse B,2016-01-27,2016-01-27,bk@milcon.dk,,,15482494.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten HÃ¸jer,Bent Kristensen,MILCON A/S,Milcon A/S,,,SÃ¸nderborg,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revision for det kommende regnskabsÃ¥r er fravlagt,,false,Ingen bistand,urn:ofk:oid:21939167,indberetninger-20180424,2.5955422,15482494.0,,2018-03-28T17:43:52.431Z,2016-01-29T11:10:42.475Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-76-ZQ,2016-01-29T11:10:42.615Z,,,,,,,,,,,,,,,,
15482494,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzYwLzkwLzcwLzUyMDYtNGExMS1iZTJiLWIyMmI2MjgwY2VhYg.xhtml,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2YyLzIyLzU5LzY1NjYtNDQ0Yi04ODEyLWFkYTFjODVmMTk5Mw.pdf,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzg2L2YxL2Q2L2FlNWEtNGE5NS05ZjQ1LTliMDcwMzY3OWMwNA.xml,SÃ¸nderborg,6400.0,6.0,GrÃ¸nnekÃ¦rvej,6400 SÃ¸nderborg,GrÃ¸nnekÃ¦rvej 6,Regnskabsklasse B,2016-01-27,2016-01-27,bk@milcon.dk,,,15482494.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten HÃ¸jer,Bent Kristensen,MILCON A/S,Milcon A/S,,,SÃ¸nderborg,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revision for det kommende regnskabsÃ¥r er fravlagt,,false,Ingen bistand,urn:ofk:oid:21939167,indberetninger-20180424,2.5955422,15482494.0,,2018-03-28T17:43:52.431Z,2016-01-29T11:10:42.475Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-76-ZQ,2016-01-29T11:10:42.615Z,,,,,,,,,,,,,,,,Carsten HÃ¸jer Jensen
15482494,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzYwLzkwLzcwLzUyMDYtNGExMS1iZTJiLWIyMmI2MjgwY2VhYg.xhtml,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2YyLzIyLzU5LzY1NjYtNDQ0Yi04ODEyLWFkYTFjODVmMTk5Mw.pdf,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzg2L2YxL2Q2L2FlNWEtNGE5NS05ZjQ1LTliMDcwMzY3OWMwNA.xml,SÃ¸nderborg,6400.0,6.0,GrÃ¸nnekÃ¦rvej,6400 SÃ¸nderborg,GrÃ¸nnekÃ¦rvej 6,Regnskabsklasse B,2016-01-27,2016-01-27,bk@milcon.dk,,,15482494.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten HÃ¸jer,Bent Kristensen,MILCON A/S,Milcon A/S,,,SÃ¸nderborg,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revision for det kommende regnskabsÃ¥r er fravlagt,,false,Ingen bistand,urn:ofk:oid:21939167,indberetninger-20180424,2.5955422,15482494.0,,2018-03-28T17:43:52.431Z,2016-01-29T11:10:42.475Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-76-ZQ,2016-01-29T11:10:42.615Z,,,,,,,,,,,,,,,,Bent Kristensen
15482494,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzYwLzkwLzcwLzUyMDYtNGExMS1iZTJiLWIyMmI2MjgwY2VhYg.xhtml,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2YyLzIyLzU5LzY1NjYtNDQ0Yi04ODEyLWFkYTFjODVmMTk5Mw.pdf,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzg2L2YxL2Q2L2FlNWEtNGE5NS05ZjQ1LTliMDcwMzY3OWMwNA.xml,SÃ¸nderborg,6400.0,6.0,GrÃ¸nnekÃ¦rvej,6400 SÃ¸nderborg,GrÃ¸nnekÃ¦rvej 6,Regnskabsklasse B,2016-01-27,2016-01-27,bk@milcon.dk,,,15482494.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten HÃ¸jer,Bent Kristensen,MILCON A/S,Milcon A/S,,,SÃ¸nderborg,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revision for det kommende regnskabsÃ¥r er fravlagt,,false,Ingen bistand,urn:ofk:oid:21939167,indberetninger-20180424,2.5955422,15482494.0,,2018-03-28T17:43:52.431Z,2016-01-29T11:10:42.475Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-76-ZQ,2016-01-29T11:10:42.615Z,,,,,,,,,,,,,,,,Anne-Mette Birkedal Milbo
15482494,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzYwLzkwLzcwLzUyMDYtNGExMS1iZTJiLWIyMmI2MjgwY2VhYg.xhtml,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2YyLzIyLzU5LzY1NjYtNDQ0Yi04ODEyLWFkYTFjODVmMTk5Mw.pdf,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzg2L2YxL2Q2L2FlNWEtNGE5NS05ZjQ1LTliMDcwMzY3OWMwNA.xml,SÃ¸nderborg,6400.0,6.0,GrÃ¸nnekÃ¦rvej,6400 SÃ¸nderborg,GrÃ¸nnekÃ¦rvej 6,Regnskabsklasse B,2016-01-27,2016-01-27,bk@milcon.dk,,,15482494.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten HÃ¸jer,Bent Kristensen,MILCON A/S,Milcon A/S,,,SÃ¸nderborg,2013-10-01,2014-09-30,5502.0,,,2015-09-30,2014-10-01,Revision for det kommende regnskabsÃ¥r er fravlagt,,false,Ingen bistand,urn:ofk:oid:21939167,indberetninger-20180424,2.5955422,15482494.0,,2018-03-28T17:43:52.431Z,2016-01-29T11:10:42.475Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-76-ZQ,2016-01-29T11:10:42.615Z,,,,,,,,,,,,,,,,
15482494,2015-09-30,2015-09-30,c8,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzYwLzkwLzcwLzUyMDYtNGExMS1iZTJiLWIyMmI2MjgwY2VhYg.xhtml,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI1L2YyLzIyLzU5LzY1NjYtNDQ0Yi04ODEyLWFkYTFjODVmMTk5Mw.pdf,http://regnskaber.virk.dk/49428451/ZG9rdW1lbnRsYWdlcjovLzAzLzI2Lzg2L2YxL2Q2L2FlNWEtNGE5NS05ZjQ1LTliMDcwMzY3OWMwNA.xml,SÃ¸nderborg,6400.0,6.0,GrÃ¸nnekÃ¦rvej,6400 SÃ¸nderborg,GrÃ¸nnekÃ¦rvej 6,Regnskabsklasse B,2016-01-27,2016-01-27,bk@milcon.dk,,,15482494.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten HÃ¸jer,Bent Kristensen,MILCON A/S,Milcon A/S,,,SÃ¸nderborg,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revision for det kommende regnskabsÃ¥r er fravlagt,,false,Ingen bistand,urn:ofk:oid:21939167,indberetninger-20180424,2.5955422,15482494.0,,2018-03-28T17:43:52.431Z,2016-01-29T11:10:42.475Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-76-ZQ,2016-01-29T11:10:42.615Z,1815530.0,97947.0,500000.0,124975.0,965286.0,1815530.0,850244.0,1690555.0,1690555.0,1690555.0,850244.0,27028.0,465286.0,850244.0,27028.0,
