entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AuditorsFees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,FairValueAdjustementsOfPropertyPlantAndEquipment,FeesForAuditorsPerformingOtherAssuranceReports,FeesForAuditorsPerformingStatutoryAudit,FeesForAuditorsPerformingTaxConsultancy,FeesForOtherServicesPerformedByAuditors,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,AccumulatedFairValueAdjustmentsOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
21155012,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2YzLzVmLzI3LzIyZGEtNDM5YS04ZWQ1LTNkMDJjN2Q3MTQ0Mw.pdf,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y0LzViLzRkLzE5M2UtNGU0Zi05YjcwLTEwZmU3N2MwZGUzZQ.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,Holmens Kanal 2,2000 Frederiksberg,c/o Rialtoadvokater,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Ejendomsaktieselskabet Kirkebo,-1698928.0,-20533346.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-04-29,1947-01-21,2016-04-29,Statsautoriseret revisor,-16000.0,900000.0,-4205004.0,-18305364.0,-22978.0,2000000.0,8600000.0,631604.0,20222670.0,21155012.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Ejendomsaktieselskabet Kirkebo.,"Vi har revideret Ã¥rsregnskabet for Ejendomsaktieselskabet Kirkebo for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,8948403.0,321637.0,Morten Kenhof,Henrik OehlenschlÃ¦ger,Mikis Mortensen,Danske Bank,Ejendomsaktieselskabet Kirkebo,BDO Statsautoriseret revisionsaktieselskab,-890176.0,-324888.0,2286.0,-324888.0,2286.0,KÃ¸benhavn,7194074.0,8893002.0,9215604.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,1521780.0,2016-04-29,KÃ¸benhavn,-1698928.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:22395788,indberetninger-20180424,2.5118406,21155012.0,,2018-03-28T22:39:53.398Z,2016-05-20T06:09:19.737Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-28-VQ,2016-05-20T06:09:19.884Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
21155012,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2YzLzVmLzI3LzIyZGEtNDM5YS04ZWQ1LTNkMDJjN2Q3MTQ0Mw.pdf,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y0LzViLzRkLzE5M2UtNGU0Zi05YjcwLTEwZmU3N2MwZGUzZQ.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,Holmens Kanal 2,2000 Frederiksberg,c/o Rialtoadvokater,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Ejendomsaktieselskabet Kirkebo,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-04-29,1947-01-21,2016-04-29,Statsautoriseret revisor,,900000.0,,,,,,,20222670.0,21155012.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Ejendomsaktieselskabet Kirkebo.,"Vi har revideret Ã¥rsregnskabet for Ejendomsaktieselskabet Kirkebo for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,8948403.0,321637.0,Morten Kenhof,Henrik OehlenschlÃ¦ger,Mikis Mortensen,Danske Bank,Ejendomsaktieselskabet Kirkebo,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,7194074.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,,2016-04-29,KÃ¸benhavn,,Formand,RevisionspÃ¥tegning,urn:ofk:oid:22395788,indberetninger-20180424,2.5118406,21155012.0,,2018-03-28T22:39:53.398Z,2016-05-20T06:09:19.737Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-28-VQ,2016-05-20T06:09:19.884Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
21155012,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2YzLzVmLzI3LzIyZGEtNDM5YS04ZWQ1LTNkMDJjN2Q3MTQ0Mw.pdf,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y0LzViLzRkLzE5M2UtNGU0Zi05YjcwLTEwZmU3N2MwZGUzZQ.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,Holmens Kanal 2,2000 Frederiksberg,c/o Rialtoadvokater,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Ejendomsaktieselskabet Kirkebo,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-04-29,1947-01-21,2016-04-29,Statsautoriseret revisor,,900000.0,,,,,,,20222670.0,21155012.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Ejendomsaktieselskabet Kirkebo.,"Vi har revideret Ã¥rsregnskabet for Ejendomsaktieselskabet Kirkebo for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,8948403.0,321637.0,Morten Kenhof,Henrik OehlenschlÃ¦ger,Mikis Mortensen,Danske Bank,Ejendomsaktieselskabet Kirkebo,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,,2016-04-29,KÃ¸benhavn,,Formand,RevisionspÃ¥tegning,urn:ofk:oid:22395788,indberetninger-20180424,2.5118406,21155012.0,,2018-03-28T22:39:53.398Z,2016-05-20T06:09:19.737Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-28-VQ,2016-05-20T06:09:19.884Z,33780537.0,766244.0,615600.0,780537.0,10793.0,18305363.0,33000000.0,33780537.0,11270170.0,10580391.0,10580391.0,33000000.0,357362.0,3500.0,33000000.0,4205004.0,4205004.0,-323365.0,18013128.0,21863.0,689779.0,310554.0,14293.0,,,,
21155012,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2YzLzVmLzI3LzIyZGEtNDM5YS04ZWQ1LTNkMDJjN2Q3MTQ0Mw.pdf,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y0LzViLzRkLzE5M2UtNGU0Zi05YjcwLTEwZmU3N2MwZGUzZQ.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,Holmens Kanal 2,2000 Frederiksberg,c/o Rialtoadvokater,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Ejendomsaktieselskabet Kirkebo,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-04-29,1947-01-21,2016-04-29,Statsautoriseret revisor,,900000.0,,,,,,,20222670.0,21155012.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Ejendomsaktieselskabet Kirkebo.,"Vi har revideret Ã¥rsregnskabet for Ejendomsaktieselskabet Kirkebo for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,8948403.0,321637.0,Morten Kenhof,Henrik OehlenschlÃ¦ger,Mikis Mortensen,Danske Bank,Ejendomsaktieselskabet Kirkebo,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,,2016-04-29,KÃ¸benhavn,,Formand,RevisionspÃ¥tegning,urn:ofk:oid:22395788,indberetninger-20180424,2.5118406,21155012.0,,2018-03-28T22:39:53.398Z,2016-05-20T06:09:19.737Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-28-VQ,2016-05-20T06:09:19.884Z,,,,,,615600.0,,,,,,,,,,,,,,,,,,,,,
21155012,2015-01-01,2015-01-01,c140,,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2YzLzVmLzI3LzIyZGEtNDM5YS04ZWQ1LTNkMDJjN2Q3MTQ0Mw.pdf,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y0LzViLzRkLzE5M2UtNGU0Zi05YjcwLTEwZmU3N2MwZGUzZQ.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,Holmens Kanal 2,2000 Frederiksberg,c/o Rialtoadvokater,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Ejendomsaktieselskabet Kirkebo,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-04-29,1947-01-21,2016-04-29,Statsautoriseret revisor,,900000.0,,,,,,,20222670.0,21155012.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Ejendomsaktieselskabet Kirkebo.,"Vi har revideret Ã¥rsregnskabet for Ejendomsaktieselskabet Kirkebo for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,8948403.0,321637.0,Morten Kenhof,Henrik OehlenschlÃ¦ger,Mikis Mortensen,Danske Bank,Ejendomsaktieselskabet Kirkebo,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,,2016-04-29,KÃ¸benhavn,,Formand,RevisionspÃ¥tegning,urn:ofk:oid:22395788,indberetninger-20180424,2.5118406,21155012.0,,2018-03-28T22:39:53.398Z,2016-05-20T06:09:19.737Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-28-VQ,2016-05-20T06:09:19.884Z,,,,,,18013128.0,,,,,,,,,,,,,,,,,,,,,
21155012,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2YzLzVmLzI3LzIyZGEtNDM5YS04ZWQ1LTNkMDJjN2Q3MTQ0Mw.pdf,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y0LzViLzRkLzE5M2UtNGU0Zi05YjcwLTEwZmU3N2MwZGUzZQ.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,Holmens Kanal 2,2000 Frederiksberg,c/o Rialtoadvokater,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Ejendomsaktieselskabet Kirkebo,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-04-29,1947-01-21,2016-04-29,Statsautoriseret revisor,,900000.0,,,,,,,20222670.0,21155012.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Ejendomsaktieselskabet Kirkebo.,"Vi har revideret Ã¥rsregnskabet for Ejendomsaktieselskabet Kirkebo for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,8948403.0,321637.0,Morten Kenhof,Henrik OehlenschlÃ¦ger,Mikis Mortensen,Danske Bank,Ejendomsaktieselskabet Kirkebo,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,,2016-04-29,KÃ¸benhavn,,Formand,RevisionspÃ¥tegning,urn:ofk:oid:22395788,indberetninger-20180424,2.5118406,21155012.0,,2018-03-28T22:39:53.398Z,2016-05-20T06:09:19.737Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-28-VQ,2016-05-20T06:09:19.884Z,,,,,,-323365.0,,,,,,,,,,,,,,,,,,,,,
21155012,2015-01-01,2015-01-01,c167,,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2YzLzVmLzI3LzIyZGEtNDM5YS04ZWQ1LTNkMDJjN2Q3MTQ0Mw.pdf,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y0LzViLzRkLzE5M2UtNGU0Zi05YjcwLTEwZmU3N2MwZGUzZQ.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,Holmens Kanal 2,2000 Frederiksberg,c/o Rialtoadvokater,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Ejendomsaktieselskabet Kirkebo,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-04-29,1947-01-21,2016-04-29,Statsautoriseret revisor,,900000.0,,,,,,,20222670.0,21155012.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Ejendomsaktieselskabet Kirkebo.,"Vi har revideret Ã¥rsregnskabet for Ejendomsaktieselskabet Kirkebo for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,8948403.0,321637.0,Morten Kenhof,Henrik OehlenschlÃ¦ger,Mikis Mortensen,Danske Bank,Ejendomsaktieselskabet Kirkebo,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,,2016-04-29,KÃ¸benhavn,,Formand,RevisionspÃ¥tegning,urn:ofk:oid:22395788,indberetninger-20180424,2.5118406,21155012.0,,2018-03-28T22:39:53.398Z,2016-05-20T06:09:19.737Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-28-VQ,2016-05-20T06:09:19.884Z,,,,,,,,,,10580391.0,,,,,,,,,,,,,,,,,
21155012,2015-01-01,2015-01-01,c76,,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2YzLzVmLzI3LzIyZGEtNDM5YS04ZWQ1LTNkMDJjN2Q3MTQ0Mw.pdf,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y0LzViLzRkLzE5M2UtNGU0Zi05YjcwLTEwZmU3N2MwZGUzZQ.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,Holmens Kanal 2,2000 Frederiksberg,c/o Rialtoadvokater,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Ejendomsaktieselskabet Kirkebo,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-04-29,1947-01-21,2016-04-29,Statsautoriseret revisor,,900000.0,,,,,,,20222670.0,21155012.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Ejendomsaktieselskabet Kirkebo.,"Vi har revideret Ã¥rsregnskabet for Ejendomsaktieselskabet Kirkebo for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,8948403.0,321637.0,Morten Kenhof,Henrik OehlenschlÃ¦ger,Mikis Mortensen,Danske Bank,Ejendomsaktieselskabet Kirkebo,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,,2016-04-29,KÃ¸benhavn,,Formand,RevisionspÃ¥tegning,urn:ofk:oid:22395788,indberetninger-20180424,2.5118406,21155012.0,,2018-03-28T22:39:53.398Z,2016-05-20T06:09:19.737Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-28-VQ,2016-05-20T06:09:19.884Z,,,,,,,,,,,,,,,,,,,,,,,,31428126.0,1571874.0,,
21155012,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2YzLzVmLzI3LzIyZGEtNDM5YS04ZWQ1LTNkMDJjN2Q3MTQ0Mw.pdf,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y0LzViLzRkLzE5M2UtNGU0Zi05YjcwLTEwZmU3N2MwZGUzZQ.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,Holmens Kanal 2,2000 Frederiksberg,c/o Rialtoadvokater,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Ejendomsaktieselskabet Kirkebo,-265611.0,-21716738.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-04-29,1947-01-21,2016-04-29,Statsautoriseret revisor,-16000.0,900000.0,-4472814.0,-19254871.0,10947.0,2000000.0,900000.0,707851.0,20222670.0,21155012.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Ejendomsaktieselskabet Kirkebo.,"Vi har revideret Ã¥rsregnskabet for Ejendomsaktieselskabet Kirkebo for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,8948403.0,321637.0,Morten Kenhof,Henrik OehlenschlÃ¦ger,Mikis Mortensen,Danske Bank,Ejendomsaktieselskabet Kirkebo,BDO Statsautoriseret revisionsaktieselskab,-825119.0,-375962.0,1430.0,-375962.0,1430.0,KÃ¸benhavn,951708.0,1217319.0,1591851.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,1532970.0,2016-04-29,KÃ¸benhavn,-265611.0,Formand,RevisionspÃ¥tegning,urn:ofk:oid:22395788,indberetninger-20180424,2.5118406,21155012.0,,2018-03-28T22:39:53.398Z,2016-05-20T06:09:19.737Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-28-VQ,2016-05-20T06:09:19.884Z,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
21155012,2015-01-01,2015-12-31,c159,,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2YzLzVmLzI3LzIyZGEtNDM5YS04ZWQ1LTNkMDJjN2Q3MTQ0Mw.pdf,http://regnskaber.virk.dk/21055112/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y0LzViLzRkLzE5M2UtNGU0Zi05YjcwLTEwZmU3N2MwZGUzZQ.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1090.0,Holmens Kanal 2,2000 Frederiksberg,c/o Rialtoadvokater,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Ejendomsaktieselskabet Kirkebo,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",2016-04-29,1947-01-21,2016-04-29,Statsautoriseret revisor,,900000.0,,,,,,,20222670.0,21155012.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Ejendomsaktieselskabet Kirkebo.,"Vi har revideret Ã¥rsregnskabet for Ejendomsaktieselskabet Kirkebo for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,8948403.0,321637.0,Morten Kenhof,Henrik OehlenschlÃ¦ger,Mikis Mortensen,Danske Bank,Ejendomsaktieselskabet Kirkebo,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,951708.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-12-31,2015-01-01,,2016-04-29,KÃ¸benhavn,,Formand,RevisionspÃ¥tegning,urn:ofk:oid:22395788,indberetninger-20180424,2.5118406,21155012.0,,2018-03-28T22:39:53.398Z,2016-05-20T06:09:19.737Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-28-VQ,2016-05-20T06:09:19.884Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
